spectacle_id;Titre;Auteur;Description;Date;Heure Début;Heure Fin;lat;lng;image
522;Les Miniatures;Compagnie Pernette;"Quatre moments de danse finement ciselés, 
présentés au plus près des spectateurs. ";25-avr;11h30;13h00;43.630927;3.892193;http://zat.montpellier.fr/thumb/9-les-miniatures-l-apparition-l-insomnie-la-rose-les-oignons.jpg/w/465
522;Les Miniatures;Compagnie Pernette;"Quatre moments de danse finement ciselés, 
présentés au plus près des spectateurs. ";25-avr;15h30;17h00;43.630927;3.892193;http://zat.montpellier.fr/thumb/9-les-miniatures-l-apparition-l-insomnie-la-rose-les-oignons.jpg/w/465
542;Les Oiseaux de Méric;Stéphan Oliva et les Chanteurs d'oiseaux;Le pianiste Stéphan Oliva propose des improvisations sur quatre thèmes. Pour ce concert, il improvise avec les Chanteurs d'oiseaux, Joël Grare et Daniel Venitucci.;25-avr; 18h15;18h45;43.628978;3.89083;http://zat.montpellier.fr/thumb/9-les-messagers-des-oiseaux.jpg/w/465
505;Les Pheuillus de Méric;Compagnie Le Phun;"Vous les croiserez pendant la ZAT 
dans tout le parc Méric. Qui sont-ils? 
";23-avr;06h49;20h36;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-les-pheuillus-de-meric.jpg/w/465
505;Les Pheuillus de Méric;Compagnie Le Phun;"Vous les croiserez pendant la ZAT 
dans tout le parc Méric. Qui sont-ils? 
";24-avr;06h48;20h38;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-les-pheuillus-de-meric.jpg/w/465
505;Les Pheuillus de Méric;Compagnie Le Phun;"Vous les croiserez pendant la ZAT 
dans tout le parc Méric. Qui sont-ils? 
";25-avr;06h46;20h39;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-les-pheuillus-de-meric.jpg/w/465
519;Les Pheuillus de Méric - parcours;Compagnie Le Phun;"Vous les croiserez pendant la ZAT 
dans tout le parc Méric. Qui sont-ils? 
";23-avr; 09h00;12h00;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-les-pheuillus-de-meric.jpg/w/465
519;Les Pheuillus de Méric - parcours;Compagnie Le Phun;"Vous les croiserez pendant la ZAT 
dans tout le parc Méric. Qui sont-ils? 
";23-avr;15h00;19h00;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-les-pheuillus-de-meric.jpg/w/465
519;Les Pheuillus de Méric - parcours;Compagnie Le Phun;"Vous les croiserez pendant la ZAT 
dans tout le parc Méric. Qui sont-ils? 
";24-avr;09h00;12h00;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-les-pheuillus-de-meric.jpg/w/465
519;Les Pheuillus de Méric - parcours;Compagnie Le Phun;"Vous les croiserez pendant la ZAT 
dans tout le parc Méric. Qui sont-ils? 
";25-avr;09h00;12h00;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-les-pheuillus-de-meric.jpg/w/465
519;Les Pheuillus de Méric - parcours;Compagnie Le Phun;"Vous les croiserez pendant la ZAT 
dans tout le parc Méric. Qui sont-ils? 
";25-avr;15h00;19h00;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-les-pheuillus-de-meric.jpg/w/465
529;Les Rêves de Bazille;Stéphan Oliva;Le pianiste Stéphan Oliva propose des improvisations sur quatre thèmes.;23-avr;14h30;15h15;43.628978;3.89083;http://zat.montpellier.fr/thumb/9-quatre-concerts-improvisation-les-reves-de-bazille-le-vertige-montee-de-seve-les-oiseaux-de-meric.jpg/w/465
530;Manuel, laveur de mains;Compagnie Les Veilleurs, Christophe Guétat;Il se promène dans le parc Méric sur son curieux vélovabo…;23-avr;15h00;19h00;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-manuel-laveur-de-mains.jpg/w/465
530;Manuel, laveur de mains;Compagnie Les Veilleurs, Christophe Guétat;Il se promène dans le parc Méric sur son curieux vélovabo…;24-avr;15h00;19h00;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-manuel-laveur-de-mains.jpg/w/465
530;Manuel, laveur de mains;Compagnie Les Veilleurs, Christophe Guétat;Il se promène dans le parc Méric sur son curieux vélovabo…;25-avr;15h00;19h00;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-manuel-laveur-de-mains.jpg/w/465
570;Massage sous les pommiers;;Au cœur de la ZAT, le verger des arbres rares est transformé en zone de repos, avec service de massagechaque après-midi !;23-avr;14h00;18h00;43.630771;3.891742;http://zat.montpellier.fr/thumb/9-sieste-et-massage-sous-les-pommiers.jpg/w/465
