spectacle_id;Titre;Auteur;Description;Date;Heure Début;Heure Fin;lat;lng;image
570;Massage sous les pommiers;;Au cœur de la ZAT, le verger des arbres rares est transformé en zone de repos, avec service de massagechaque après-midi !;24-avr;14h00;18h00;43.630771;3.891742;http://zat.montpellier.fr/thumb/9-sieste-et-massage-sous-les-pommiers.jpg/w/465
570;Massage sous les pommiers;;Au cœur de la ZAT, le verger des arbres rares est transformé en zone de repos, avec service de massagechaque après-midi !;25-avr;14h00;18h00;43.630771;3.891742;http://zat.montpellier.fr/thumb/9-sieste-et-massage-sous-les-pommiers.jpg/w/465
528;Miroir, miroir;Compagnie Happés;Suspendue à un trapèze, Mélissa von Vépy danse avec un miroir. Un moment de grâce.;23-avr;14h00;14h30;43.628978;3.89083;http://zat.montpellier.fr/thumb/9-miroir-miroir.jpg/w/465
528;Miroir, miroir;Compagnie Happés;Suspendue à un trapèze, Mélissa von Vépy danse avec un miroir. Un moment de grâce.;24-avr;10h30;11h00;43.628978;3.89083;http://zat.montpellier.fr/thumb/9-miroir-miroir.jpg/w/465
528;Miroir, miroir;Compagnie Happés;Suspendue à un trapèze, Mélissa von Vépy danse avec un miroir. Un moment de grâce.;24-avr;14h30;15h00;43.628978;3.89083;http://zat.montpellier.fr/thumb/9-miroir-miroir.jpg/w/465
528;Miroir, miroir;Compagnie Happés;Suspendue à un trapèze, Mélissa von Vépy danse avec un miroir. Un moment de grâce.;25-avr;14h30;15h00;43.628978;3.89083;http://zat.montpellier.fr/thumb/9-miroir-miroir.jpg/w/465
528;Miroir, miroir;Compagnie Happés;Suspendue à un trapèze, Mélissa von Vépy danse avec un miroir. Un moment de grâce.;25-avr;17h30;18h00;43.628978;3.89083;http://zat.montpellier.fr/thumb/9-miroir-miroir.jpg/w/465
568;Montée de sève;Stéphan Oliva;Le pianiste Stéphan Oliva propose des improvisations sur quatre thèmes.;25-avr;09h30;10h00;43.628978;3.89083;http://zat.montpellier.fr/thumb/9-montee-de-seve.jpg/w/465
567;Oiseaux de nuit;Les Chanteurs d'oiseaux;Méric est habité par de nombreux oiseaux. Johnny Rasse et Jean Boucault se feront leurs messagers au cours de trois moments uniques.;25-avr;21h15;22h45;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-meric-la-nuit.jpg/w/465
562;"Parcours ""Méric et Bazille""";Jean Pallarès;Parcours «_Méric et Bazille_» proposé par Jean Pallarès, professeur de Lettres honoraires, membre fondateur des Amis du Musée Fabre.;23-avr;15h30;16h00;43.631913;3.891678;http://zat.montpellier.fr/thumb/9-parcours-meric-et-bazille.jpg/w/465
515;"Parcours ""Méric et Bazille""";Michel Valantin;Ethnobotaniste et spécialiste des jardins, Michel Valantin nous donne trois rendez-vous pendant la ZAT.;23-avr;07h30;09h30;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-parcours-bazille.jpg/w/465
515;"Parcours ""Méric et Bazille""";Michel Valantin;Ethnobotaniste et spécialiste des jardins, Michel Valantin nous donne trois rendez-vous pendant la ZAT;23-avr;17h00;19h00;43.631571;3.890551;http://zat.montpellier.fr/thumb/9-parcours-bazille.jpg/w/465
554;Petit déjeuner au lever du soleil;;Petit déjeuner sur la terrasse de Méric au lever du soleil...;23-avr;06h49;07h30;43.631913;3.891678;http://zat.montpellier.fr/thumb/9-petit-dejeuner-au-lever-du-soleil.jpg/w/465
554;Petit déjeuner au lever du soleil;;Petit déjeuner sur la terrasse de Méric au lever du soleil…;24-avr;06h48;07h30;43.631913;3.891678;http://zat.montpellier.fr/thumb/9-petit-dejeuner-au-lever-du-soleil.jpg/w/465
554;Petit déjeuner au lever du soleil;;Petit déjeuner sur la terrasse de Méric au lever du soleil…;25-avr;06h46;07h30;43.631913;3.891678;http://zat.montpellier.fr/thumb/9-petit-dejeuner-au-lever-du-soleil.jpg/w/465
565;Rencontre avec Philippe Chapon et dégustation d'infusions florales;Philippe Chapon;Conférence et dégustation d’infusions florales_: coquelicot, hibiscus, lavande, mauve...;24-avr;17h15;18h00;43.631323;3.892075;http://zat.montpellier.fr/thumb/9-douces-fleurs-a-decouvrir-rencontre-et-degustation-d-infusions-florales.jpg/w/465
563;"Rencontre avec Philippe Pradalié, à propos de ""Frédéric Bazille peint Pomone""";Philippe Pradalié;Rencontre avec Philippe Pradalié, peintre, présentée par Yves Faurie, marchand d’art à Sète.;23-avr; 17h00;17h45;43.631323;3.892075;http://zat.montpellier.fr/thumb/9-rencontre-avec-philippe-pradalie-a-propos-de-frederic-bazille-peint-pomone.jpg/w/465
564;Rencontre et parcours : comment Montpellier cultive la nature en ville?;Laurent Guillaume;Rencontre sur la terrasse et parcours dans le parc avec Laurent Guillaume, directeur adjoint dela DIPAN, Direction Paysage et Nature, de la Ville de Montpellier.;24-avr; 07h30;09h00;43.631323;3.892075;
564;Rencontre et parcours : comment Montpellier cultive la nature en ville?;Laurent Guillaume;Rencontre sur la terrasse et parcours dans le parc avec Laurent Guillaume, directeur adjoint dela DIPAN, Direction Paysage et Nature, de la Ville de Montpellier.;25-avr;07h30;09h00;43.631323;3.892075;
583;Sieste sous les pommiers;;Au cœur de la ZAT, le verger des arbres rares est transformé en zone de repos !;23-avr;09h00;20h36;43.630771;3.891742;http://zat.montpellier.fr/thumb/9-sieste-sous-les-pommiers.jpg/w/465
583;Sieste sous les pommiers;;Au cœur de la ZAT, le verger des arbres rares est transformé en zone de repos !;24-avr;09h00;20h38;43.630771;3.891742;http://zat.montpellier.fr/thumb/9-sieste-sous-les-pommiers.jpg/w/465
583;Sieste sous les pommiers;;Au cœur de la ZAT, le verger des arbres rares est transformé en zone de repos !;25-avr;09h00;20h39;43.630771;3.891742;http://zat.montpellier.fr/thumb/9-sieste-sous-les-pommiers.jpg/w/465
520;Un thé sur le Lez;;Au bord du Lez, autour de la noria, le salon de thé de la ZAT ouvre chaque matin à partir de 8h.;23-avr;09h30;10h00;43.632604;3.892665;http://zat.montpellier.fr/thumb/9-un-the-sur-le-lez.jpg/w/465
520;Un thé sur le Lez;;Au bord du Lez, autour de la noria, le salon de thé de la ZAT ouvre chaque matin à partir de 8h.;24-avr;09h30;10h00;43.632604;3.892665;http://zat.montpellier.fr/thumb/9-un-the-sur-le-lez.jpg/w/465
520;Un thé sur le Lez;;Au bord du Lez, autour de la noria, le salon de thé de la ZAT ouvre chaque matin à partir de 8h.;25-avr;09h30;10h00;43.632604;3.892665;http://zat.montpellier.fr/thumb/9-un-the-sur-le-lez.jpg/w/465
510;Zone d'Abordage Temporaire;ZAT en partenariat avec le collectif Dream City (Tunis);Installez-vous à la table et discutez avec une tunisienne ou un tunisien de la révolution, du printemps démocratique…;23-avr;10h00;19h00;43.631913;3.891678;http://zat.montpellier.fr/thumb/9-zone-d-abordage-temporaire.jpg/w/465
510;Zone d'Abordage Temporaire;ZAT en partenariat avec le collectif Dream City (Tunis);Installez-vous à la table et discutez avec une tunisienne ou un tunisien de la révolution, du printemps démocratique…;24-avr;10h00;19h00;43.631913;3.891678;http://zat.montpellier.fr/thumb/9-zone-d-abordage-temporaire.jpg/w/465
510;Zone d'Abordage Temporaire;ZAT en partenariat avec le collectif Dream City (Tunis);Installez-vous à la table et discutez avec une tunisienne ou un tunisien de la révolution, du printemps démocratique…;24-avr;10h00;19h00;43.631913;3.891678;http://zat.montpellier.fr/thumb/9-zone-d-abordage-temporaire.jpg/w/465
526;Zone d'Apéro Temporaire;;Un temps de rencontre et d’échange entre les artistes de la ZAT et les spectateurs;23-avr;19h00;20h00;43.631323;3.892075;http://zat.montpellier.fr/thumb/9-rencontres-sur-la-terrasse.jpg/w/465
526;Zone d'Apéro Temporaire;;Un temps de rencontre et d’échange entre les artistes de la ZAT et les spectateurs;24-avr;19h00;20h00;43.631323;3.892075;http://zat.montpellier.fr/thumb/9-rencontres-sur-la-terrasse.jpg/w/465
526;Zone d'Apéro Temporaire;;Un temps de rencontre et d’échange entre les artistes de la ZAT et les spectateurs;25-avr;19h00;20h00;43.631323;3.892075;http://zat.montpellier.fr/thumb/9-rencontres-sur-la-terrasse.jpg/w/465
;;;;;;;;;
