"ID","F00_FAIT,C,8","NUMERO,C,30","ADRESSE,C,254","NB_PLACES,N,19,11","SECTEUR,C,10","F05_DATE,C,16","F07_COMMEN,C,254","F08_COMMEN,C,254"
,,"3727","Avenue Jean Mermoz",12,"37",,"3,88948009040668","43,6121808808631"
,,"3728","Rue de la Fauvette",45,"37",,"3,88498839557055","43,6147523447495"
,,"3729","Avenue Xavier de Ricard",19,"37",,"3,88484769441443","43,6157605448037"
,,"3730","Avenue St Maur",0,"37",,"3,88958928509525","43,615939885964"
,,"3731","Boulevard Ernest Renan",47,"37",,"3,88851648570765","43,6169914778933"
,,"3732","Rue des Pinsons",14,"37",,"3,88595469169094","43,6161922548948"
,,"3733","Boulevard Ernest Renan",0,"37",,"3,88851648570765","43,6169914778933"
,,"3734","Boulevard Ernest Renan",0,"37",,"3,88851648570765","43,6169914778933"
,,"3735","Avenue Xavier de Ricard",0,"37",,"3,88495359406811","43,6158621458463"
,,"3736","Rue du Professeur Lombard",16,"37",,"3,89060588206207","43,6167513956018"
,,"3737","Rue du Professeur Sarda",29,"37",,"3,88793118611434","43,6175037734513"
,,"3738","Rue Lacombe",20,"37",,"3,88849708691808","43,6161339767548"
,,"3739","Rue Lacombe",0,"37",,"3,88849708691808","43,6161339767548"
,,"3740","Rue Guynemer",13,"37",,"3,88571429247043","43,6159638525403"
,,"0","Rue d'Alger",0,"1",,"3,87754712399232","43,6054257659154"
,,"0","Place Laissac",0,"1",,"3,87670212509513","43,6058351589588"
,,"0","Rue Campan",0,"2",,"3,8825815105343","43,607612414201"
,,"0","Rue Boussairolles",0,"2",,"3,88141841281657","43,6076556038853"
,,"0","Passage Belugou",0,"2",,"3,88148031255521","43,6077490045685"
,,"0","Rue des Soldats",0,"3",,"3,87141203282074","43,6077553148228"
,,"0","Place Leroy Beaulieu",0,"3",,"3,86689893925125","43,6093655776745"
,,"0","Rue de la Tour Sainte Eulalie",0,"3",,"3,8698690320727","43,6101506053917"
,,"0","Rue General Vincent",0,"4",,"3,86764563888985","43,6086778829931"
,,"0","Sébastien Bourdon",0,"6",,"3,87306683466927","43,6044556239602"
,,"0","Rue Galavielle",0,"8",,"3,87401583188513","43,6049907334229"
,,"0","Rue St Barthelemy",0,"8",,"3,87367163233484","43,6051541305966"
,,"0","Rue Brueys",0,"8",,"3,87320023293364","43,6053873267481"
,,"0","Rue Daniel Sage",0,"9",,"3,88191070042314","43,6154928190684"
,,"0","Rue Bornier",0,"13",,"3,86851524114129","43,6062244861626"
,,"0","Rue de l Aire",0,"16",,"3,88531590847624","43,6051679354848"
,,"0","Rue Pralon",0,"16",,"3,8839308108485","43,6054922234383"
,,"0","Rue Vezian",0,"18",,"3,8655812377092","43,6118717708897"
,,"0","Rue des Reves",0,"18",,"3,86194604338683","43,6127176407709"
,,"0","Rue Farges",0,"19",,"3,88197501719994","43,6038767035919"
,,"0","Rue de la Nuit du 4 aout 1789",0,"20",,"3,89433889580825","43,6006962124409"
,,"0","Place Paul Vigne d'Octon",0,"20",,"3,89463479439241","43,6013064157415"
,,"0","Plan Pasquier",0,"20",,"3,88828150475508","43,6034594601901"
,,"0","Rue Roudil",0,"21",,"3,87015254111691","43,6041696971332"
,,"0","Rue Bazille Balard",0,"21",,"3,87063486120071","43,6040120396324"
,,"0","Rue Etienne Cardaire",0,"21",,"3,8685267435737","43,6047156834582"
,,"0","Boulevard Vieussens",0,"22",,"3,8775766319324","43,6001422579741"
,,"0","Rue Ramel",0,"22",,"3,87267154022072","43,6014492152093"
,,"0","Rue Bonnie",0,"22",,"3,87483973404669","43,602504836755"
,,"0","Rue Coulondre",0,"23",,"3,88259721864025","43,6019983066355"
,,"0","Rue st Hubert",0,"23",,"3,88008532355743","43,6022186840587"
,,"0","Rue du Pavillon",0,"23",,"3,87940202415286","43,6027745786634"
,,"0","Rue de Plagne",0,"24",,"3,87551891091479","43,6166372656224"
,,"0","Rue st Alexis",0,"24",,"3,87584980956582","43,6171081692105"
,,"0","Rue renaud de Villeneuve",0,"24",,"3,87823360494043","43,6171799897918"
,,"0","Rue Ferrare",0,"24",,"3,87758720530808","43,6177487851006"
,,"0","Rue de Cezelli",0,"25",,"3,87509351036504","43,6175202633736"
,,"0","Rue de la Tuilerie",0,"25",,"3,87487811043416","43,6177395618786"
,,"0","Rue Dubreuil",0,"25",,"3,87220581498986","43,6180480395116"
,,"0","Rue du Dahomey",0,"25",,"3,87322651293176","43,6181355483888"
,,"0","Rue de Cronstadt",0,"25",,"3,87240061334072","43,6188639425558"
,,"0","Rue d'Obsen",0,"25",,"3,8733206106901","43,6194590513847"
,,"0","rue Henri",0,"26",,"3,88075930017026","43,6171695114659"
,,"0","Rue du Micocoulier",0,"26",,"3,87970840139128","43,6176902031891"
,,"0","Rue Canton",0,"26",,"3,88104539851807","43,6179284149777"
,,"0","Rue Messidor",0,"27",,"3,89807478567632","43,6024979482056"
,,"0","Rue des Etats Generaux",0,"27",,"3,89875138286757","43,6036207552808"
,,"0","Rue Thetis",0,"27",,"3,89804518069176","43,606523051298"
,,"0","Rue Galatée",0,"27",,"3,89833777948002","43,6070169543254"
,,"0","Rue Alcyone",0,"27",,"3,89821257811324","43,6083134542687"
,,"0","Rue des Clematites",0,"28",,"3,88047232144628","43,5981257798934"
,,"0","Rue Denise",0,"28",,"3,87834692924039","43,5994760635149"
,,"0","Rue Al. Maury",0,"28",,"3,87823622948335","43,5994797625038"
,,"0","Rue des Amarantes",0,"28",,"3,88165002349817","43,5999819951278"
,,"0","Rue des Narcisses",0,"28",,"3,88173892225259","43,6007532970521"
,,"0","Rue Jules Troubat",0,"29",,"3,86562585141157","43,5975431399499"
,,"0","Rue Pierre Galen",0,"29",,"3,8645632562025","43,5985920335448"
,,"0","Place de l Abbé Crebassol",0,"29",,"3,86798685233087","43,5999731695996"
,,"0","Rue des Prevots",0,"29",,"3,86362115852735","43,6018207333239"
,,"0","Rue des Viguiers",0,"29",,"3,86384425741601","43,6022031361357"
,,"0","Rue de la Danse de la Treilles",0,"29",,"3,85809366703462","43,6035374867661"
,,"0","Rue de la Paille",0,"30",,"3,86591185258752","43,6025181555774"
,,"0","Rue Lafeuillade",0,"30",,"3,86401385226828","43,6050472434343"
,,"0","Rue P, Lacroix",0,"30",,"3,8635164513754","43,6061769412542"
,,"0","Rue du Printemps",0,"30",,"3,86250135081939","43,6077139353297"
,,"0","Rue Braille",0,"30",,"3,86433454466084","43,6091850546065"
,,"0","Rue Duval Jouve",0,"31",,"3,86473744191076","43,6103484604806"
,,"0","Rue des Volontaires",0,"31",,"3,86473744191076","43,6103484604806"
,,"0","Rue Hippolyte",0,"31",,"3,86336414392942","43,610761649205"
,,"0","Rue Subleyras",0,"31",,"3,86578663901502","43,610842270694"
,,"0","Rue Gustave",0,"31",,"3,86204724627684","43,6109086379136"
,,"0","Rue du Progres",0,"31",,"3,86353334272026","43,6112801517417"
,,"0","Rue Doyen de Rouville",0,"32",,"3,86219773673531","43,6163349504046"
,,"0","Rue Jean",0,"33",,"3,86897732563501","43,6152211067694"
,,"0","Rue Ribot",0,"33",,"3,86548473219633","43,6153024767109"
,,"0","Rue Theophraste Renaudot",0,"33",,"3,86578823027687","43,6161098808913"
,,"0","Rue Martin Choisy",0,"34",,"3,86962721262757","43,6225408254503"
,,"0","Rue Jacques Brives",0,"34",,"3,86603501704984","43,6238328977382"
,,"0","Rue Octavien Bringuier",0,"34",,"3,86899991164285","43,623861422551"
,,"0","Rue Edouard Marsal",0,"34",,"3,86871331115352","43,6244850212804"
,,"0","Rue Arnaud de Villeneuve",0,"34",,"3,86739671310003","43,624744410793"
,,"0","Rue Ramon Llull",0,"34",,"3,86832551034695","43,625413719733"
,,"0","Rue Cité Bousquet",0,"34",,"3,86731021135447","43,6259086122225"
,,"0","Rue du Triolet",0,"34",,"3,86177662086565","43,6261116668273"
,,"0","Rue Guy et Robert Bourrier",0,"37",,"3,88496179522777","43,6150309448702"
,,"0","impasse daube",0,"37",,"3,88727238881124","43,6164557665686"
