"RUETRI","RUE","NORUED","NORUEF","PAIRIM","CDETABM"
"CASTELNAU           ","Avenue de Castelnau                                             ",2,99998,"P","Ecole Maternelle LA FONTAINE                                "
"CASTELNAU           ","Rue de Castelnau                                                ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"CASTELNAU           ","Rue de Castelnau                                                ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"CASTELNAU PONT DE   ","Rue du Pont de Castelnau                                        ",1,99999,"I","Ecole Maternelle Ingrid BERGMAN                             "
"CASTELNAU PONT DE   ","Rue du Pont de Castelnau                                        ",2,99998,"P","Ecole Maternelle Ingrid BERGMAN                             "
"CASTERET            ","Rue Norbert Casteret                                            ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"CASTERET            ","Rue Norbert Casteret                                            ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"CASTILHON           ","Rue Castilhon                                                   ",1,99999,"I","Ecole Maternelle Anatole FRANCE                             "
"CASTILHON           ","Rue Castilhon                                                   ",2,99998,"P","Ecole Maternelle Anatole FRANCE                             "
"CASTORS             ","Rue des Castors                                                 ",1,99999,"I","Ecole Maternelle Pauline KERGOMARD                          "
"CASTORS             ","Rue des Castors                                                 ",2,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"CASTORS DU MIDI     ","Allée des Castors du Midi                                       ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"CASTORS DU MIDI     ","Allée des Castors du Midi                                       ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"CASTRIES            ","Rue Maréchal de Castries                                        ",1,99999,"I","Ecole Maternelle CHAPTAL                                    "
"CASTRIES            ","Rue Maréchal de Castries                                        ",2,99998,"P","Ecole Maternelle CHAPTAL                                    "
"CATALAN             ","Rue Catalan                                                     ",1,99999,"I","Ecole Maternelle Anatole FRANCE                             "
"CATALAN             ","Rue Catalan                                                     ",2,99998,"P","Ecole Maternelle Anatole FRANCE                             "
"CATALOGNE           ","Rue de Catalogne                                                ",1,99999,"I","Ecole Maternelle CHAPTAL                                    "
"CATALOGNE           ","Rue de Catalogne                                                ",2,99998,"P","Ecole Maternelle CHAPTAL                                    "
"CATALPAS            ","Rue des Catalpas                                                ",1,99999,"I","Ecole Maternelle Jean COCTEAU                               "
"CATALPAS            ","Rue des Catalpas                                                ",2,99998,"P","Ecole Maternelle Jean COCTEAU                               "
"CATELAN             ","Rue Croix Catelan                                               ",1,99999,"I","Ecole Maternelle Pauline KERGOMARD                          "
"CATELAN             ","Rue Croix Catelan                                               ",2,99998,"P","Ecole Maternelle Pauline KERGOMARD                          "
"CATHEDRALE          ","Square de la Cathédrale                                         ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CATHEDRALE          ","Square de la Cathédrale                                         ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CATHERINE           ","Rue Sainte Catherine                                            ",1,99999,"I","Ecole Maternelle Louis FIGUIER                              "
"CATHERINE           ","Rue Sainte Catherine                                            ",2,99998,"P","Ecole Maternelle Louis FIGUIER                              "
"CAUPOLS             ","Rue des Caupols                                                 ",1,99999,"I","Ecole Maternelle Geneviève DE GAULLE ANTHONIOZ              "
"CAUPOLS             ","Rue des Caupols                                                 ",2,99998,"P","Ecole Maternelle Geneviève DE GAULLE ANTHONIOZ              "
"CAUSSE              ","Rue Pierre Causse                                               ",1,787,"I","Ecole Maternelle M. CALLAS                                  "
"CAUSSE              ","Rue Pierre Causse                                               ",2,788,"P","Ecole Maternelle M. CALLAS                                  "
"CAUSSE              ","Rue Pierre Causse                                               ",790,99998,"P","Ecole Maternelle Jeanne DEROIN                              "
"CAUSSE              ","Rue Pierre Causse                                               ",789,99999,"I","Ecole Maternelle Jeanne DEROIN                              "
"CAUZIT              ","Rue Cauzit                                                      ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"CAUZIT              ","Rue Cauzit                                                      ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"CAVAILLE-COLL       ","Rue Cavaillé-Coll                                               ",1,99999,"I","Ecole Maternelle Charlie CHAPLIN                            "
"CAVAILLE-COLL       ","Rue Cavaillé-Coll                                               ",2,99998,"P","Ecole Maternelle Pauline KERGOMARD                          "
"CAVAILLE-COLL       ","Plan Cavaillé-Coll                                              ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CAVAILLE-COLL       ","Plan Cavaillé-Coll                                              ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CAVAILLES           ","Rue Jean Cavaillès                                              ",178,180,"P","Ecole Maternelle Indira GANDHI                              "
"CAVAILLES           ","Rue Jean Cavaillès                                              ",1,149,"I","Ecole Maternelle Jacques PREVERT                            "
"CAVAILLES           ","Rue Jean Cavaillès                                              ",2,176,"P","Ecole Maternelle Jacques PREVERT                            "
"CAVAILLES           ","Rue Jean Cavaillès                                              ",182,99998,"P","Ecole Maternelle Pablo PICASSO                              "
"CAVAILLES           ","Rue Jean Cavaillès                                              ",151,99999,"I","Ecole Maternelle Jacques PREVERT                            "
"CAVALADE            ","Rue de la Cavalade                                              ",1,99999,"I","Ecole Primaire Michel de l'HOSPITAL                         "
"CAVALADE            ","Rue de la Cavalade                                              ",2,99998,"P","Ecole Primaire Michel de l'HOSPITAL                         "
"CAVALERIE           ","Rue de la Cavalerie                                             ",1,99999,"I","Ecole Maternelle LA FONTAINE                                "
"CAVALERIE           ","Rue de la Cavalerie                                             ",2,99998,"P","Ecole Maternelle LA FONTAINE                                "
"CAVALIER            ","Rue Jean Cavalier                                               ",1,99999,"I","Ecole Maternelle Sergueï PROKOFIEV                          "
"CAVALIER            ","Rue Jean Cavalier                                               ",2,99998,"P","Ecole Maternelle Sergueï PROKOFIEV                          "
"CAVELIER DE LA SALLE","Rue Cavelier de la Salle                                        ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"CAVELIER DE LA SALLE","Rue Cavelier de la Salle                                        ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"CAYROL              ","Impasse Marcel Cayrol                                           ",1,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"CAYROL              ","Impasse Marcel Cayrol                                           ",2,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"CAZE MAS DE         ","Rue du Mas de Caze                                              ",1,99999,"I","Ecole Maternelle TERESA                                     "
"CAZE MAS DE         ","Rue du Mas de Caze                                              ",2,99998,"P","Ecole Maternelle TERESA                                     "
"CAZES CITE DE       ","Rue Cité de Las Cazes                                           ",1,99999,"I","Ecole Maternelle Rudyard  KIPLING                           "
"CAZES CITE DE       ","Rue Cité de Las Cazes                                           ",2,99998,"P","Ecole Maternelle Rudyard  KIPLING                           "
"CAZES CROIX DE      ","Rue de la Croix de Las Cazes                                    ",1,99999,"I","Ecole Maternelle Rudyard  KIPLING                           "
"CAZES CROIX DE      ","Rue de la Croix de Las Cazes                                    ",2,99998,"P","Ecole Maternelle Rudyard  KIPLING                           "
"CEDRE               ","Impasse du Vieux Cèdre                                          ",1,99999,"I","Ecole Maternelle Ingrid BERGMAN                             "
"CEDRE               ","Impasse du Vieux Cèdre                                          ",2,99998,"P","Ecole Maternelle Ingrid BERGMAN                             "
"CEDRES              ","Rue des Cèdres                                                  ",1,99999,"I","Ecole Maternelle Rudyard  KIPLING                           "
"CEDRES              ","Rue des Cèdres                                                  ",2,99998,"P","Ecole Maternelle Rudyard  KIPLING                           "
"CELETTE             ","Place de la Célette                                             ",1,99999,"I","Ecole Maternelle Jeanne DEROIN                              "
"CELETTE             ","Place de la Célette                                             ",2,99998,"P","Ecole Maternelle Jeanne DEROIN                              "
"CELLENEUVE          ","Rond-point de Celleneuve                                        ",1,99999,"I","Ecole Maternelle Rudyard  KIPLING                           "
"CELLENEUVE          ","Rond-point de Celleneuve                                        ",2,99998,"P","Ecole Maternelle Rudyard  KIPLING                           "
"CELLENEUVE          ","Esplanade de Celleneuve                                         ",1,99999,"I","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"CELLENEUVE          ","Esplanade de Celleneuve                                         ",2,99998,"P","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"CELLENEUVE A ST HILA","Rue de Celleneuve à Saint Hilaire                               ",1,99999,"I","Ecole Maternelle Jeanne DEROIN                              "
"CELLENEUVE A ST HILA","Rue de Celleneuve à Saint Hilaire                               ",2,99998,"P","Ecole Maternelle Jeanne DEROIN                              "
"CELSIUS             ","Cour Celsius                                                    ",1,99999,"I","Ecole Maternelle Sarah BERNHARDT                            "
"CELSIUS             ","Cour Celsius                                                    ",2,99998,"P","Ecole Maternelle Sarah BERNHARDT                            "
"CENTAUREES          ","Impasse des Centaurées                                          ",1,99999,"I","Ecole Maternelle Anne FRANK                                 "
"CENTAUREES          ","Impasse des Centaurées                                          ",2,99998,"P","Ecole Maternelle Anne FRANK                                 "
"CENTRAYRARGUES      ","Rue de Centrayrargues                                           ",1,599,"I","Ecole Maternelle Simone SIGNORET                            "
"CENTRAYRARGUES      ","Rue de Centrayrargues                                           ",601,849,"I","Ecole Maternelle Anne FRANK                                 "
"CENTRAYRARGUES      ","Rue de Centrayrargues                                           ",851,99999,"I","Ecole Maternelle Paul ELUARD                                "
"CENTRAYRARGUES      ","Rue de Centrayrargues                                           ",2,416,"P","Ecole Maternelle Simone SIGNORET                            "
"CENTRAYRARGUES      ","Rue de Centrayrargues                                           ",896,99998,"P","Ecole Maternelle Paul ELUARD                                "
"CENTRAYRARGUES      ","Rue de Centrayrargues                                           ",418,778,"P","Ecole Maternelle Jean COCTEAU                               "
"CENTRAYRARGUES      ","Rue de Centrayrargues                                           ",780,894,"P","Ecole Maternelle Anne FRANK                                 "
"CERISAIE            ","Rue du Clos de la Cerisaie                                      ",1,99999,"I","Ecole Maternelle Sergueï PROKOFIEV                          "
"CERISAIE            ","Rue du Clos de la Cerisaie                                      ",2,99998,"P","Ecole Maternelle Sergueï PROKOFIEV                          "
"CERISIERS           ","Rue des Cerisiers                                               ",1,99999,"I","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"CERISIERS           ","Rue des Cerisiers                                               ",2,99998,"P","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"CERS                ","Impasse du Cers                                                 ",1,99999,"I","Ecole Maternelle Paul ELUARD                                "
"CERS                ","Impasse du Cers                                                 ",2,99998,"P","Ecole Maternelle Paul ELUARD                                "
"CETOINES            ","Rue des Cétoines                                                ",1,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"CETOINES            ","Rue des Cétoines                                                ",2,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"CEZANNE             ","Square Cézanne                                                  ",1,99999,"I","Ecole Maternelle Rudyard  KIPLING                           "
"CEZANNE             ","Square Cézanne                                                  ",2,99998,"P","Ecole Maternelle Rudyard  KIPLING                           "
"CEZELLI             ","Rue Francèze de Cézelli                                         ",1,99999,"I","Ecole Maternelle Pauline KERGOMARD                          "
"CEZELLI             ","Rue Francèze de Cézelli                                         ",2,99998,"P","Ecole Maternelle Pauline KERGOMARD                          "
"CHABANEAU           ","Place Chabaneau                                                 ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHABANEAU           ","Place Chabaneau                                                 ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHABRY              ","Rue Laurent Chabry                                              ",1,99999,"I","Ecole Maternelle TERESA                                     "
"CHABRY              ","Rue Laurent Chabry                                              ",2,99998,"P","Ecole Maternelle TERESA                                     "
"CHAGNY              ","Allée Soeur Chagny                                              ",1,99999,"I","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"CHAGNY              ","Allée Soeur Chagny                                              ",2,99998,"P","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"CHAI                ","Place du Chai                                                   ",1,99999,"I","Ecole Maternelle Paul ELUARD                                "
"CHAI                ","Place du Chai                                                   ",2,99998,"P","Ecole Maternelle Paul ELUARD                                "
"CHALDEE             ","Impasse de Chaldée                                              ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"CHALDEE             ","Impasse de Chaldée                                              ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"CHALGRIN            ","Rue Jean-François Chalgrin                                      ",1,99999,"I","Ecole Primaire François MITTERAND (Mater)                   "
"CHALGRIN            ","Rue Jean-François Chalgrin                                      ",2,99998,"P","Ecole Primaire François MITTERAND (Mater)                   "
"CHAMAYOU            ","Rue Chamayou                                                    ",1,99999,"I","Ecole Maternelle Pauline KERGOMARD                          "
"CHAMAYOU            ","Rue Chamayou                                                    ",2,99998,"P","Ecole Maternelle Pauline KERGOMARD                          "
"CHAMBERT            ","Rue de Chambert                                                 ",1,99999,"I","Ecole Maternelle Marguerite YOURCENAR                       "
"CHAMBERT            ","Rue de Chambert                                                 ",2,99998,"P","Ecole Maternelle Marguerite YOURCENAR                       "
"CHAMP D'AZUR        ","Rue du Champ d'Azur                                             ",1,99999,"I","Ecole Maternelle TERESA                                     "
"CHAMP D'AZUR        ","Rue du Champ d'Azur                                             ",2,99998,"P","Ecole Maternelle TERESA                                     "
"CHAMPAIGNE          ","Impasse Philippe de Champaigne                                  ",1,99999,"I","Ecole Maternelle Charlie CHAPLIN                            "
"CHAMPAIGNE          ","Impasse Philippe de Champaigne                                  ",2,99998,"P","Ecole Maternelle Charlie CHAPLIN                            "
"CHAMPLAIN           ","Avenue Samuel Champlain                                         ",1,99999,"I","Ecole Maternelle ARISTOTE                                   "
"CHAMPLAIN           ","Avenue Samuel Champlain                                         ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"CHAMPOLLION         ","Rue Jean François Champollion                                   ",1,99999,"I","Ecole Maternelle Victor DURUY                               "
"CHAMPOLLION         ","Rue Jean François Champollion                                   ",2,99998,"P","Ecole Maternelle Victor DURUY                               "
"CHAMSON             ","Rue André Chamson                                               ",1,99999,"I","Ecole Maternelle Victor DURUY                               "
"CHAMSON             ","Rue André Chamson                                               ",2,99998,"P","Ecole Maternelle Victor DURUY                               "
"CHANCEL             ","Avenue Chancel                                                  ",1,27,"I","Ecole Maternelle MOZART                                     "
"CHANCEL             ","Avenue Chancel                                                  ",2,26,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHANCEL             ","Avenue Chancel                                                  ",29,99999,"I","Ecole Maternelle Pauline KERGOMARD                          "
"CHANCEL             ","Avenue Chancel                                                  ",28,99998,"P","Ecole Maternelle Pauline KERGOMARD                          "
"CHANTECLER          ","Rue de Chantecler                                               ",1,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"CHANTECLER          ","Rue de Chantecler                                               ",2,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"CHANTECLER COLLINE  ","Allée Colline Chantecler                                        ",1,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"CHANTECLER COLLINE  ","Allée Colline Chantecler                                        ",2,99998,"P","Ecole Maternelle TERESA                                     "
"CHANTERELLES        ","Impasse des Chanterelles                                        ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"CHANTERELLES        ","Impasse des Chanterelles                                        ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"CHANZY              ","Rue Général Chanzy                                              ",1,99999,"I","Ecole Maternelle Francis GARNIER                            "
"CHANZY              ","Rue Général Chanzy                                              ",2,99998,"P","Ecole Maternelle Francis GARNIER                            "
"CHAPEAU ROUGE       ","Impasse Chapeau Rouge                                           ",1,99999,"I","Ecole Maternelle LA FONTAINE                                "
"CHAPEAU ROUGE       ","Impasse Chapeau Rouge                                           ",2,99998,"P","Ecole Maternelle LA FONTAINE                                "
"CHAPEAU ROUGE       ","Rue du Chapeau Rouge                                            ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHAPEAU ROUGE       ","Rue du Chapeau Rouge                                            ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHAPELLE NEUVE      ","Place de la Chapelle Neuve                                      ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHAPELLE NEUVE      ","Place de la Chapelle Neuve                                      ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHAPPE              ","Rue Claude Chappe                                               ",1,99999,"I","Ecole Maternelle Louise MICHEL                              "
"CHAPPE              ","Rue Claude Chappe                                               ",2,99998,"P","Ecole Maternelle Louise MICHEL                              "
"CHAPTAL             ","Impasse Chaptal                                                 ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHAPTAL             ","Impasse Chaptal                                                 ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHAPTAL             ","Rue Chaptal                                                     ",25,99999,"I","Ecole Maternelle Alphonse DAUDET                            "
"CHAPTAL             ","Rue Chaptal                                                     ",1,23,"I","Ecole Maternelle Francis GARNIER                            "
"CHAPTAL             ","Rue Chaptal                                                     ",2,12,"P","Ecole Maternelle Francis GARNIER                            "
"CHAPTAL             ","Rue Chaptal                                                     ",14,99998,"P","Ecole Maternelle Alphonse DAUDET                            "
"CHAPTAL             ","Place Jean Antoine Chaptal                                      ",1,99999,"I","Ecole Maternelle Alphonse DAUDET                            "
"CHAPTAL             ","Place Jean Antoine Chaptal                                      ",2,99998,"P","Ecole Maternelle Alphonse DAUDET                            "
"CHARANCY            ","Rue Charancy                                                    ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHARANCY            ","Rue Charancy                                                    ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHARCOT             ","Impasse Charcot                                                 ",1,99999,"I","Ecole Maternelle Charlie CHAPLIN                            "
"CHARCOT             ","Impasse Charcot                                                 ",2,99998,"P","Ecole Maternelle Charlie CHAPLIN                            "
"CHARDONNAY          ","Allée du Chardonnay                                             ",1,99999,"I","Ecole Maternelle Madeleine BRES                             "
"CHARDONNAY          ","Allée du Chardonnay                                             ",2,99998,"P","Ecole Maternelle Madeleine BRES                             "
"CHARDONNERETS       ","Rue des Chardonnerets                                           ",1,99999,"I","Ecole Maternelle Ingrid BERGMAN                             "
"CHARDONNERETS       ","Rue des Chardonnerets                                           ",2,99998,"P","Ecole Maternelle Ingrid BERGMAN                             "
"CHARITE             ","Rue de la Charité                                               ",1,99999,"I","Ecole Maternelle LA FONTAINE                                "
"CHARITE             ","Rue de la Charité                                               ",2,99998,"P","Ecole Maternelle LA FONTAINE                                "
"CHARLES             ","Avenue Saint Charles                                            ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHARLES             ","Avenue Saint Charles                                            ",2,99998,"P","Ecole Maternelle Pauline KERGOMARD                          "
"CHARMILLES          ","Place des Charmilles                                            ",1,99999,"I","Ecole Maternelle Jules MICHELET                             "
"CHARMILLES          ","Place des Charmilles                                            ",2,99998,"P","Ecole Maternelle Jules MICHELET                             "
"CHARRIN             ","Rue Jeanne de Charrin                                           ",1,99999,"I","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"CHARRIN             ","Rue Jeanne de Charrin                                           ",2,99998,"P","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"CHARRUE             ","Rue de la Charrue                                               ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"CHARRUE             ","Rue de la Charrue                                               ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"CHARTIER DIT ALAIN  ","Rue Emile Chartier dit Alain                                    ",1,99999,"I","Ecole Maternelle Robert SURCOUF                             "
"CHARTIER DIT ALAIN  ","Rue Emile Chartier dit Alain                                    ",2,99998,"P","Ecole Maternelle Robert SURCOUF                             "
"CHARTREUSE          ","Allée de la Chartreuse                                          ",1,99999,"I","Ecole Maternelle Bertie ALBRECHT                            "
"CHARTREUSE          ","Allée de la Chartreuse                                          ",2,99998,"P","Ecole Maternelle Bertie ALBRECHT                            "
"CHASLES             ","Rue Michel Chasles                                              ",1,99999,"I","Ecole Maternelle Sarah BERNHARDT                            "
"CHASLES             ","Rue Michel Chasles                                              ",2,99998,"P","Ecole Maternelle Sarah BERNHARDT                            "
"CHASSARY            ","Rue Paul Chassary                                               ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"CHASSARY            ","Rue Paul Chassary                                               ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"CHASSEURS           ","Rue des Chasseurs                                               ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"CHASSEURS           ","Rue des Chasseurs                                               ",2,34,"P","Ecole Maternelle Alphonse DAUDET                            "
"CHASSEURS           ","Rue des Chasseurs                                               ",36,99998,"P","Ecole Maternelle Docteur ROUX                               "
"CHATEAU             ","Impasse du Château                                              ",1,99999,"I","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"CHATEAU             ","Impasse du Château                                              ",2,99998,"P","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"CHATEAU             ","Place du Château                                                ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHATEAU             ","Place du Château                                                ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHATEAU BON         ","Rue de Château Bon                                              ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"CHATEAU BON         ","Rue de Château Bon                                              ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"CHATEAU D'O         ","Avenue du Château d'O                                           ",1,99999,"I","Ecole Maternelle Victor DURUY                               "
"CHATEAU D'O         ","Avenue du Château d'O                                           ",2,99998,"P","Ecole Maternelle Victor DURUY                               "
"CHATEAU D'O         ","Rond-point du château d'O                                       ",2,99998,"P","Ecole Maternelle Marguerite YOURCENAR                       "
"CHATEAU D'O         ","Rond-point du château d'O                                       ",1,99999,"I","Ecole Maternelle Marguerite YOURCENAR                       "
"CHATEAUBRIAND       ","Rue Chateaubriand                                               ",1,99999,"I","Ecole Maternelle M. CALLAS                                  "
"CHATEAUBRIAND       ","Rue Chateaubriand                                               ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"CHATILLON           ","Allée François de Chatillon                                     ",1,99999,"I","Ecole Maternelle Madeleine BRES                             "
"CHATILLON           ","Allée François de Chatillon                                     ",2,99998,"P","Ecole Maternelle Madeleine BRES                             "
"CHAULIAC ANTONIN    ","Allée Antonin Chauliac                                          ",1,99999,"I","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"CHAULIAC ANTONIN    ","Allée Antonin Chauliac                                          ",2,99998,"P","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"CHAULIAC GUI DE     ","Rue Gui de Chauliac                                             ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHAULIAC GUI DE     ","Rue Gui de Chauliac                                             ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHAULIAC RAYMOND    ","Pont Raymond Chauliac                                           ",1,99999,"I","Ecole Maternelle Louise MICHEL                              "
"CHAULIAC RAYMOND    ","Pont Raymond Chauliac                                           ",2,99998,"P","Ecole Maternelle Louise MICHEL                              "
"CHAUVET             ","Rue Maurice Chauvet                                             ",1,99999,"I","Ecole Maternelle Agrippa d'AUBIGNE                          "
"CHAUVET             ","Rue Maurice Chauvet                                             ",2,99998,"P","Ecole Maternelle Agrippa d'AUBIGNE                          "
"CHEKHAL             ","Rue Ali ben Chekhal                                             ",1,99999,"I","Ecole Maternelle TERESA                                     "
"CHEKHAL             ","Rue Ali ben Chekhal                                             ",2,99998,"P","Ecole Maternelle TERESA                                     "
"CHELEM              ","Rue du Grand Chelem                                             ",2,99998,"P","Ecole Primaire OLYMPE DE GOUGES                             "
"CHELEM              ","Rue du Grand Chelem                                             ",1,99999,"I","Ecole Primaire OLYMPE DE GOUGES                             "
"CHELIA              ","Rue du Chélia                                                   ",1,99999,"I","Ecole Maternelle Anne FRANK                                 "
"CHELIA              ","Rue du Chélia                                                   ",2,99998,"P","Ecole Maternelle Anne FRANK                                 "
"CHELY               ","Square Bernard Chely                                            ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"CHELY               ","Square Bernard Chely                                            ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"CHENAIE             ","Rue de la Chenaie                                               ",1,99999,"I","Ecole Maternelle TERESA                                     "
"CHENAIE             ","Rue de la Chenaie                                               ",2,99998,"P","Ecole Maternelle TERESA                                     "
"CHENE               ","Allée du chêne vert                                             ",2,99998,"P","Ecole Maternelle Marguerite YOURCENAR                       "
"CHENE               ","Allée du chêne vert                                             ",1,99999,"I","Ecole Maternelle Marguerite YOURCENAR                       "
"CHENES KERMES       ","Rue des Chênes Kermès                                           ",1,99999,"I","Ecole Maternelle TERESA                                     "
"CHENES KERMES       ","Rue des Chênes Kermès                                           ",2,99998,"P","Ecole Maternelle TERESA                                     "
"CHENG-DU            ","Rue de Cheng-Du                                                 ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"CHENG-DU            ","Rue de Cheng-Du                                                 ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"CHENIER             ","Square André Chénier                                            ",1,99999,"I","Ecole Maternelle Jules MICHELET                             "
"CHENIER             ","Square André Chénier                                            ",2,99998,"P","Ecole Maternelle Jules MICHELET                             "
"CHERCHE MIDI        ","Rue Cherche Midi                                                ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHERCHE MIDI        ","Rue Cherche Midi                                                ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"CHERCHELL           ","Rue de Cherchell                                                ",1,99999,"I","Ecole Maternelle Jean COCTEAU                               "
"CHERCHELL           ","Rue de Cherchell                                                ",2,99998,"P","Ecole Maternelle Jean COCTEAU                               "
"CHEVAL BLANC        ","Rue du Cheval Blanc                                             ",2,99998,"P","Ecole Maternelle Louis FIGUIER                              "
"CHEVAL BLANC        ","Rue du Cheval Blanc                                             ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"CHEVAL VERT         ","Rue du Cheval Vert                                              ",1,99999,"I","Ecole Maternelle Anatole FRANCE                             "
"CHEVAL VERT         ","Rue du Cheval Vert                                              ",2,99998,"P","Ecole Maternelle Anatole FRANCE                             "
"CHEVALET            ","Rue de la Danse du Chevalet                                     ",1,99999,"I","Ecole Maternelle Docteur ROUX                               "
"CHEVALET            ","Rue de la Danse du Chevalet                                     ",2,99998,"P","Ecole Maternelle Docteur ROUX                               "
"CHEVALIER           ","Impasse Maurice Chevalier                                       ",1,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"CHEVALIER           ","Impasse Maurice Chevalier                                       ",2,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"CHEVREFEUILLE       ","Rue du Chèvrefeuille                                            ",1,9,"I","Ecole Maternelle CHAPTAL                                    "
"CHEVREFEUILLE       ","Rue du Chèvrefeuille                                            ",2,12,"P","Ecole Maternelle CHAPTAL                                    "
"CHEVREUILS          ","Place des Chevreuils                                            ",1,99999,"I","Ecole Maternelle Sergueï PROKOFIEV                          "
"CHEVREUILS          ","Place des Chevreuils                                            ",2,99998,"P","Ecole Maternelle Sergueï PROKOFIEV                          "
"CHICOYNEAU DE LA VAL","Impasse François Chicoyneau de la Valette                       ",1,99999,"I","Ecole Maternelle TERESA                                     "
"CHICOYNEAU DE LA VAL","Impasse François Chicoyneau de la Valette                       ",2,99998,"P","Ecole Maternelle TERESA                                     "
"CHIMENE             ","Impasse Chimène                                                 ",2,99998,"P","Ecole Maternelle Bertie ALBRECHT                            "
"CHIMENE             ","Impasse Chimène                                                 ",1,99999,"I","Ecole Maternelle Bertie ALBRECHT                            "
"CHINE               ","Place de Chine                                                  ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
