"RUETRI","RUE","NORUED","NORUEF","PAIRIM","CDETABM"
"SARDAIGNE           ","Rue de Sardaigne                                                ",2,99998,"P","Ecole Maternelle COPERNIC                                   "
"SARDANE             ","Rue de la Sardane                                               ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"SARDANE             ","Rue de la Sardane                                               ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"SARMENTS            ","Rue des Sarments                                                ",1,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"SARMENTS            ","Rue des Sarments                                                ",2,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"SARRAIL             ","Boulevard Sarrail                                               ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"SARRAIL             ","Boulevard Sarrail                                               ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"SARRAZIN PORT       ","Rue du Port Sarrazin                                            ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"SARRAZIN PORT       ","Rue du Port Sarrazin                                            ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"SARRIETTE           ","Rue de la Sarriette                                             ",1,99999,"I","Ecole Maternelle Ingrid BERGMAN                             "
"SARRIETTE           ","Rue de la Sarriette                                             ",2,99998,"P","Ecole Maternelle Ingrid BERGMAN                             "
"SARTRE              ","Rue Jean Paul Sartre                                            ",1,99999,"I","Ecole Maternelle Jean COCTEAU                               "
"SARTRE              ","Rue Jean Paul Sartre                                            ",2,99998,"P","Ecole Maternelle Jean COCTEAU                               "
"SASTRE              ","Plan Fernand Sastre                                             ",1,99999,"I","Ecole Maternelle CERVANTES                                  "
"SASTRE              ","Plan Fernand Sastre                                             ",2,99998,"P","Ecole Maternelle CERVANTES                                  "
"SATIE               ","Rue Erik Satie                                                  ",1,99999,"I","Ecole Maternelle Jean COCTEAU                               "
"SATIE               ","Rue Erik Satie                                                  ",2,99998,"P","Ecole Maternelle Jean COCTEAU                               "
"SATURNE             ","Square Saturne                                                  ",1,99999,"I","Ecole Maternelle Virginia WOOLF                             "
"SATURNE             ","Square Saturne                                                  ",2,99998,"P","Ecole Maternelle Virginia WOOLF                             "
"SAUGES              ","Rue des Sauges                                                  ",1,99999,"I","Ecole Maternelle Simone SIGNORET                            "
"SAUGES              ","Rue des Sauges                                                  ",2,99998,"P","Ecole Maternelle Simone SIGNORET                            "
"SAUNERIE            ","Rue du Faubourg de la Saunerie                                  ",2,99998,"P","Ecole Maternelle Anatole FRANCE                             "
"SAUNERIE            ","Rue du Faubourg de la Saunerie                                  ",1,99999,"I","Ecole Maternelle Anatole FRANCE                             "
"SAURET              ","Avenue Saint Maurice de Sauret                                  ",1,99999,"I","Ecole Maternelle Ingrid BERGMAN                             "
"SAURET              ","Avenue Saint Maurice de Sauret                                  ",2,99998,"P","Ecole Maternelle Ingrid BERGMAN                             "
"SAURINE             ","Rue de la Saurine                                               ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"SAURINE             ","Rue de la Saurine                                               ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"SAUVAGE             ","Plan du Sauvage                                                 ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"SAUVAGE             ","Plan du Sauvage                                                 ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"SAUVAGES            ","Quai de Sauvages                                                ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"SAUVAGES            ","Quai de Sauvages                                                ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"SAUVEUR             ","Impasse Saint Sauveur                                           ",1,99999,"I","Ecole Maternelle Louis FIGUIER                              "
"SAUVEUR             ","Impasse Saint Sauveur                                           ",2,99998,"P","Ecole Maternelle Louis FIGUIER                              "
"SAUVIGNON           ","Allée du Sauvignon                                              ",1,99999,"I","Ecole Maternelle Madeleine BRES                             "
"SAUVIGNON           ","Allée du Sauvignon                                              ",2,99998,"P","Ecole Maternelle Madeleine BRES                             "
"SAUZEDE             ","Rue de la Sauzède                                               ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"SAUZEDE             ","Rue de la Sauzède                                               ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"SAVOIE              ","Rue de Savoie                                                   ",1,99999,"I","Ecole Maternelle Charlie CHAPLIN                            "
"SAVOIE              ","Rue de Savoie                                                   ",2,99998,"P","Ecole Maternelle Charlie CHAPLIN                            "
"SAVORGNAN DE BRAZZA ","Rue Savorgnan de Brazza                                         ",1,99999,"I","Ecole maternelle aliénor d'AQUITAINE                        "
"SAVORGNAN DE BRAZZA ","Rue Savorgnan de Brazza                                         ",2,99998,"P","Ecole maternelle aliénor d'AQUITAINE                        "
"SAXIFRAGE           ","Rue du Saxifrage                                                ",1,99999,"I","Ecole Maternelle Jules MICHELET                             "
"SAXIFRAGE           ","Rue du Saxifrage                                                ",2,99998,"P","Ecole Maternelle Jules MICHELET                             "
"SCABIEUSES          ","Rue des Scabieuses                                              ",1,99999,"I","Ecole Maternelle Anne FRANK                                 "
"SCABIEUSES          ","Rue des Scabieuses                                              ",2,99998,"P","Ecole Maternelle Anne FRANK                                 "
"SCARABEES           ","Rue des Scarabées                                               ",1,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"SCARABEES           ","Rue des Scarabées                                               ",2,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"SCEL                ","Place du Petit Scel                                             ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"SCEL                ","Place du Petit Scel                                             ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"SCEL                ","Rue du Petit Scel                                               ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"SCEL                ","Rue du Petit Scel                                               ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"SCHNEIDER           ","Rue Romy Schneider                                              ",1,99999,"I","Ecole maternelle aliénor d'AQUITAINE                        "
"SCHNEIDER           ","Rue Romy Schneider                                              ",2,99998,"P","Ecole maternelle aliénor d'AQUITAINE                        "
"SCHOELCHER          ","Allée Victor Schoelcher                                         ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"SCHOELCHER          ","Allée Victor Schoelcher                                         ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"SCHUBERT            ","Rue Schubert                                                    ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"SCHUBERT            ","Rue Schubert                                                    ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"SCHUMAN ROBERT      ","Place Robert Schuman                                            ",1,99999,"I","Ecole Maternelle Madeleine RENAUD                           "
"SCHUMAN ROBERT      ","Place Robert Schuman                                            ",2,99998,"P","Ecole Maternelle Madeleine RENAUD                           "
"SCHWEITZER          ","Rue Albert Schweitzer                                           ",1,99999,"I","Ecole Maternelle Charlie CHAPLIN                            "
"SCHWEITZER          ","Rue Albert Schweitzer                                           ",2,99998,"P","Ecole Maternelle Charlie CHAPLIN                            "
"SCOTT               ","Impasse Walter Scott                                            ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"SCOTT               ","Impasse Walter Scott                                            ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"SCOTTO              ","Impasse Vincent Scotto                                          ",1,99999,"I","Ecole Maternelle Sergueï PROKOFIEV                          "
"SCOTTO              ","Impasse Vincent Scotto                                          ",2,99998,"P","Ecole Maternelle Sergueï PROKOFIEV                          "
"SCUDERY             ","Rue Madeleine de Scudéry                                        ",1,99999,"I","Ecole Maternelle M. CALLAS                                  "
"SCUDERY             ","Rue Madeleine de Scudéry                                        ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"SEGONDY             ","Rue Jean Segondy                                                ",1,99999,"I","Ecole Maternelle Agrippa d'AUBIGNE                          "
"SEGONDY             ","Rue Jean Segondy                                                ",2,99998,"P","Ecole Maternelle Agrippa d'AUBIGNE                          "
"SEGUR               ","Rue Louis Gaston de Ségur                                       ",1,99999,"I","Ecole Maternelle CHAPTAL                                    "
"SEGUR               ","Rue Louis Gaston de Ségur                                       ",2,99998,"P","Ecole Maternelle CHAPTAL                                    "
"SEJOUR              ","Rue Beau Séjour                                                 ",1,99999,"I","Ecole Maternelle LA FONTAINE                                "
"SEJOUR              ","Rue Beau Séjour                                                 ",2,99998,"P","Ecole Maternelle LA FONTAINE                                "
"SELLIER             ","Rue Henri Sellier                                               ",1,99999,"I","Ecole Maternelle Marcel PAGNOL                              "
"SELLIER             ","Rue Henri Sellier                                               ",2,99998,"P","Ecole Maternelle Marcel PAGNOL                              "
"SEMALEN MOULIN DE   ","Rue du Moulin de Sémalen                                        ",1,99999,"I","Ecole Maternelle Vasco de GAMA                              "
"SEMALEN MOULIN DE   ","Rue du Moulin de Sémalen                                        ",2,99998,"P","Ecole Maternelle Vasco de GAMA                              "
"SEMARD              ","Rue Pierre Semard                                               ",1,99999,"I","Ecole Maternelle Sergueï PROKOFIEV                          "
"SEMARD              ","Rue Pierre Semard                                               ",2,99998,"P","Ecole Maternelle Sergueï PROKOFIEV                          "
"SEMINAIRE           ","Rue du Petit Séminaire                                          ",1,99999,"I","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"SEMINAIRE           ","Rue du Petit Séminaire                                          ",2,99998,"P","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"SEMIRAMIS           ","Rue Semiramis                                                   ",1,99999,"I","Ecole Primaire François MITTERAND (Mater)                   "
"SEMIRAMIS           ","Rue Semiramis                                                   ",2,99998,"P","Ecole Primaire François MITTERAND (Mater)                   "
"SENEGONDE           ","Rue Senegonde                                                   ",1,99999,"I","Ecole Maternelle TERESA                                     "
"SENEGONDE           ","Rue Senegonde                                                   ",2,99998,"P","Ecole Maternelle TERESA                                     "
"SEPULCRE            ","Rue du Saint Sépulcre                                           ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"SEPULCRE            ","Rue du Saint Sépulcre                                           ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"SERANE              ","Rue Sérane                                                      ",1,99999,"I","Ecole Maternelle Louis FIGUIER                              "
"SERANE              ","Rue Sérane                                                      ",2,99998,"P","Ecole Maternelle Louis FIGUIER                              "
"SERINGAS            ","Impasse des Seringas                                            ",1,99999,"I","Ecole Maternelle MOZART                                     "
"SERINGAS            ","Impasse des Seringas                                            ",2,99998,"P","Ecole Maternelle MOZART                                     "
"SERPOLET            ","Chemin du Serpolet                                              ",1,99999,"I","Ecole Maternelle Jeanne DEROIN                              "
"SERPOLET            ","Chemin du Serpolet                                              ",2,99998,"P","Ecole Maternelle Jeanne DEROIN                              "
"SERRAULT            ","Allée Michel Serrault                                           ",2,99998,"P","Ecole Maternelle Marguerite YOURCENAR                       "
"SERRAULT            ","Allée Michel Serrault                                           ",1,99999,"I","Ecole Maternelle Marguerite YOURCENAR                       "
"SERRE               ","Rue Professeur Henri Serre                                      ",1,99999,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"SERRE               ","Rue Professeur Henri Serre                                      ",2,99998,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"SERS                ","Rue du Pous de Las Sers                                         ",1,99999,"I","Ecole Maternelle MOZART                                     "
"SERS                ","Rue du Pous de Las Sers                                         ",2,99998,"P","Ecole Maternelle MOZART                                     "
"SEVIGNE             ","Rue Marie de Sévigné                                            ",1,99999,"I","Ecole Maternelle M. CALLAS                                  "
"SEVIGNE             ","Rue Marie de Sévigné                                            ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"SEYCHELLES          ","Rue des Seychelles                                              ",1,99999,"I","Ecole Maternelle Jacques PREVERT                            "
"SEYCHELLES          ","Rue des Seychelles                                              ",2,99998,"P","Ecole Maternelle Jacques PREVERT                            "
"SEYRIG              ","Rue Delphine Seyrig                                             ",1,99999,"I","Ecole maternelle aliénor d'AQUITAINE                        "
"SEYRIG              ","Rue Delphine Seyrig                                             ",2,99998,"P","Ecole maternelle aliénor d'AQUITAINE                        "
"SICHUAN             ","Rue du Sichuan                                                  ",1,99999,"I","Ecole Primaire OLYMPE DE GOUGES                             "
"SICHUAN             ","Rue du Sichuan                                                  ",2,99998,"P","Ecole Primaire OLYMPE DE GOUGES                             "
"SICILE              ","Rue de Sicile                                                   ",1,99999,"I","Ecole Maternelle COPERNIC                                   "
"SICILE              ","Rue de Sicile                                                   ",2,99998,"P","Ecole Maternelle COPERNIC                                   "
"SIDON               ","Allée de Sidon                                                  ",1,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"SIDON               ","Allée de Sidon                                                  ",2,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"SIEYES              ","Rue Sieyès                                                      ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"SIEYES              ","Rue Sieyès                                                      ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"SIGNORET            ","Rue Simone Signoret                                             ",1,99999,"I","Ecole Maternelle Jean COCTEAU                               "
"SIGNORET            ","Rue Simone Signoret                                             ",2,99998,"P","Ecole Maternelle Jean COCTEAU                               "
"SIMON               ","Rue Cité Simon                                                  ",1,99999,"I","Ecole Maternelle Paul ELUARD                                "
"SIMON               ","Rue Cité Simon                                                  ",2,99998,"P","Ecole Maternelle Paul ELUARD                                "
"SIMONE NINA AVENUE  ","Avenue Nina Simone                                              ",1,99999,"I","Ecole Primaire Michel de l'HOSPITAL                         "
"SIMONE NINA AVENUE  ","Avenue Nina Simone                                              ",2,99998,"P","Ecole Primaire Michel de l'HOSPITAL                         "
"SISLEY              ","Allée Sisley                                                    ",1,99999,"I","Ecole Maternelle Rudyard  KIPLING                           "
"SISLEY              ","Allée Sisley                                                    ",2,99998,"P","Ecole Maternelle Rudyard  KIPLING                           "
"SITELLES            ","Place des Sitelles                                              ",1,99999,"I","Ecole Maternelle Vasco de GAMA                              "
"SITELLES            ","Place des Sitelles                                              ",2,99998,"P","Ecole Maternelle Vasco de GAMA                              "
"SOBOUL              ","Allée Albert Soboul                                             ",1,99999,"I","Ecole Primaire OLYMPE DE GOUGES                             "
"SOBOUL              ","Allée Albert Soboul                                             ",2,99998,"P","Ecole Primaire OLYMPE DE GOUGES                             "
"SOEURS NOIRES       ","Rue des Soeurs Noires                                           ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"SOEURS NOIRES       ","Rue des Soeurs Noires                                           ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"SOIXANTE QUINZE     ","Passage Soixante Quinze                                         ",1,99999,"I","Ecole Maternelle Alphonse DAUDET                            "
"SOIXANTE QUINZE     ","Passage Soixante Quinze                                         ",2,99998,"P","Ecole Maternelle Alphonse DAUDET                            "
"SOLDANELLES         ","Rue des Soldanelles                                             ",1,99999,"I","Ecole Maternelle Geneviève BON                              "
"SOLDANELLES         ","Rue des Soldanelles                                             ",2,99998,"P","Ecole Maternelle Geneviève BON                              "
"SOLDATS             ","Rue des Soldats                                                 ",1,99999,"I","Ecole Maternelle Francis GARNIER                            "
"SOLDATS             ","Rue des Soldats                                                 ",2,99998,"P","Ecole Maternelle Francis GARNIER                            "
"SOLEIL              ","Place du Soleil                                                 ",1,99999,"I","Ecole Maternelle Jacques PREVERT                            "
"SOLEIL              ","Place du Soleil                                                 ",2,99998,"P","Ecole Maternelle Jacques PREVERT                            "
"SOLEIL BEAU         ","Rue de Beau Soleil                                              ",1,99999,"I","Ecole Maternelle Ingrid BERGMAN                             "
"SOLEIL BEAU         ","Rue de Beau Soleil                                              ",2,99998,"P","Ecole Maternelle Ingrid BERGMAN                             "
"SOLEIL LEVANT       ","Square du Soleil Levant                                         ",1,99999,"I","Ecole Maternelle COPERNIC                                   "
"SOLEIL LEVANT       ","Square du Soleil Levant                                         ",2,99998,"P","Ecole Maternelle COPERNIC                                   "
"SONNETS             ","Place des Sonnets                                               ",1,99999,"I","Ecole Maternelle Docteur ROUX                               "
"SONNETS             ","Place des Sonnets                                               ",2,99998,"P","Ecole Maternelle Docteur ROUX                               "
"SOPHORAS            ","Allée des Sophoras                                              ",1,99999,"I","Ecole Maternelle Alphonse DAUDET                            "
"SOPHORAS            ","Allée des Sophoras                                              ",2,99998,"P","Ecole Maternelle Alphonse DAUDET                            "
"SORANO              ","Rue Daniel Sorano                                               ",1,99999,"I","Ecole Maternelle MOZART                                     "
"SORANO              ","Rue Daniel Sorano                                               ",2,99998,"P","Ecole Maternelle MOZART                                     "
"SORBES              ","Rue de Las Sorbes                                               ",1,621,"I","Ecole Maternelle MOZART                                     "
"SORBES              ","Rue de Las Sorbes                                               ",623,99999,"I","Ecole Maternelle GOETHE                                     "
"SORBES              ","Rue de Las Sorbes                                               ",2,616,"P","Ecole Maternelle MOZART                                     "
"SORBES              ","Rue de Las Sorbes                                               ",618,99998,"P","Ecole Maternelle Rudyard  KIPLING                           "
"SORBES              ","Impasse de Las Sorbes                                           ",1,99999,"I","Ecole Maternelle Rudyard  KIPLING                           "
"SORBES              ","Impasse de Las Sorbes                                           ",2,99998,"P","Ecole Maternelle Rudyard  KIPLING                           "
"SOULANE             ","Rue de la Soulane                                               ",1,99999,"I","Ecole Maternelle Jacques PREVERT                            "
"SOULANE             ","Rue de la Soulane                                               ",2,99998,"P","Ecole Maternelle Jacques PREVERT                            "
"SOULAS              ","Avenue du Père Soulas                                           ",1,1731,"I","Ecole Maternelle MOZART                                     "
"SOULAS              ","Avenue du Père Soulas                                           ",1733,99999,"I","Ecole Maternelle Victor DURUY                               "
"SOULAS              ","Avenue du Père Soulas                                           ",2,2040,"P","Ecole Maternelle MOZART                                     "
"SOULAS              ","Avenue du Père Soulas                                           ",2042,2450,"P","Ecole Maternelle Charlie CHAPLIN                            "
"SOULAS              ","Avenue du Père Soulas                                           ",2452,99998,"P","Ecole Maternelle Agrippa d'AUBIGNE                          "
"SOULEOU             ","Rue del Bon Souléou                                             ",1,99999,"I","Ecole Maternelle Jeanne DEROIN                              "
"SOULEOU             ","Rue del Bon Souléou                                             ",2,99998,"P","Ecole Maternelle Jeanne DEROIN                              "
"SOULT               ","Place Soult                                                     ",1,99999,"I","Ecole Maternelle M. CALLAS                                  "
"SOULT               ","Place Soult                                                     ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"SOUSA MENDES        ","Rue Aristidès de Sousa Mendès                                   ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"SOUSA MENDES        ","Rue Aristidès de Sousa Mendès                                   ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"SOUVENIR FRANCAIS   ","Rond-Point du Souvenir Francais                                 ",1,99999,"I","Ecole Maternelle Ingrid BERGMAN                             "
"SOUVENIR FRANCAIS   ","Rond-Point du Souvenir Francais                                 ",2,99998,"P","Ecole Maternelle Ingrid BERGMAN                             "
"SOUVESTRE           ","Impasse Pierre Souvestre                                        ",1,99999,"I","Ecole Maternelle Anne FRANK                                 "
"SOUVESTRE           ","Impasse Pierre Souvestre                                        ",2,99998,"P","Ecole Maternelle Anne FRANK                                 "
"SPAAK               ","Carrefour Paul-Henri Spaak                                      ",1,99999,"I","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"SPARTE              ","Place de Sparte                                                 ",1,99999,"I","Ecole Maternelle ARISTOTE                                   "
"SPARTE              ","Place de Sparte                                                 ",2,99998,"P","Ecole Maternelle ARISTOTE                                   "
"SPIRALE             ","Rue de la Spirale                                               ",1,99999,"I","Ecole Maternelle Vasco de GAMA                              "
"SPIRALE             ","Rue de la Spirale                                               ",2,99998,"P","Ecole Maternelle Vasco de GAMA                              "
"SPORTS              ","Boulevard des Sports                                            ",1,99999,"I","Ecole Maternelle Ingrid BERGMAN                             "
"SPORTS              ","Boulevard des Sports                                            ",2,99998,"P","Ecole Maternelle Ingrid BERGMAN                             "
"SPRINGBOKS          ","Rue des Springboks                                              ",2,99998,"P","Ecole Primaire OLYMPE DE GOUGES                             "
"SPRINGBOKS          ","Rue des Springboks                                              ",1,99999,"I","Ecole Primaire OLYMPE DE GOUGES                             "
"STADE               ","Impasse du Stade                                                ",1,99999,"I","Ecole Maternelle Geneviève DE GAULLE ANTHONIOZ              "
"STADE               ","Impasse du Stade                                                ",2,99998,"P","Ecole Maternelle Geneviève DE GAULLE ANTHONIOZ              "
"STAEL               ","Rue Germaine de Stael                                           ",1,99999,"I","Ecole Maternelle M. CALLAS                                  "
"STAEL               ","Rue Germaine de Stael                                           ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"STALINGRAD ROND-POIN","Rond-point de Stalingrad                                        ",1,99999,"I","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"STALINGRAD ROND-POIN","Rond-point de Stalingrad                                        ",2,99998,"P","Ecole Maternelle Marie PAPE-CARPANTIER                      "
"STANCES             ","Impasse des Stances                                             ",1,99999,"I","Ecole Maternelle Docteur ROUX                               "
"STANCES             ","Impasse des Stances                                             ",2,99998,"P","Ecole Maternelle Docteur ROUX                               "
"STRASBOURG          ","Boulevard de Strasbourg                                         ",1,99999,"I","Ecole Maternelle Louis FIGUIER                              "
"STRASBOURG          ","Boulevard de Strasbourg                                         ",2,28,"P","Ecole Maternelle Louis FIGUIER                              "
"STRASBOURG          ","Boulevard de Strasbourg                                         ",30,99998,"P","Ecole Maternelle FLORIAN                                    "
"STRASBOURG          ","Place de Strasbourg                                             ",1,99999,"I","Ecole Maternelle Louis FIGUIER                              "
"STRASBOURG          ","Place de Strasbourg                                             ",2,99998,"P","Ecole Maternelle Louis FIGUIER                              "
"SUBLEYRAS           ","Rue Subleyras                                                   ",1,99999,"I","Ecole Maternelle CHAPTAL                                    "
"SUBLEYRAS           ","Rue Subleyras                                                   ",2,99998,"P","Ecole Maternelle CHAPTAL                                    "
"SUBSTANTION         ","Rue de Substantion                                              ",1,99999,"I","Ecole Maternelle LA FONTAINE                                "
"SUBSTANTION         ","Rue de Substantion                                              ",2,99998,"P","Ecole Maternelle LA FONTAINE                                "
"SUC                 ","Carrefour Jean-Pierre Suc                                       ",1,99999,"I","Ecole Maternelle Jeanne DEROIN                              "
"SUC                 ","Carrefour Jean-Pierre Suc                                       ",2,99998,"P","Ecole Maternelle Jeanne DEROIN                              "
"SUEZ                ","Rue de Suez                                                     ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"SUEZ                ","Rue de Suez                                                     ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"SUMER               ","Impasse de Sumer                                                ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"SUMER               ","Impasse de Sumer                                                ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"SURCOUF             ","Allée Surcouf                                                   ",1,99999,"I","Ecole Maternelle Victor DURUY                               "
"SURCOUF             ","Allée Surcouf                                                   ",2,99998,"P","Ecole Maternelle Victor DURUY                               "
"SUREAUX             ","Rue des Sureaux                                                 ",1,99999,"I","Ecole Maternelle GOETHE                                     "
"SUREAUX             ","Rue des Sureaux                                                 ",2,99998,"P","Ecole Maternelle GOETHE                                     "
"SURVILLE            ","Square de Surville                                              ",1,99999,"I","Ecole Maternelle CERVANTES                                  "
"SURVILLE            ","Square de Surville                                              ",2,99998,"P","Ecole Maternelle CERVANTES                                  "
"SUTRA DE GERMA      ","Rue Sutra de Germa                                              ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"SUTRA DE GERMA      ","Rue Sutra de Germa                                              ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"SUZANNE BERNARD     ","Impasse Suzanne Bernard                                         ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"SUZANNE BERNARD     ","Impasse Suzanne Bernard                                         ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"SYCOMORES           ","Rue des Sycomores                                               ",1,99999,"I","Ecole Maternelle Rudyard  KIPLING                           "
"SYCOMORES           ","Rue des Sycomores                                               ",2,99998,"P","Ecole Maternelle Rudyard  KIPLING                           "
"SYRACUSE            ","Rue de Syracuse                                                 ",1,99999,"I","Ecole Primaire Michel de l'HOSPITAL                         "
"SYRACUSE            ","Rue de Syracuse                                                 ",2,99998,"P","Ecole Primaire Michel de l'HOSPITAL                         "
"SYRAH               ","Impasse de la Syrah                                             ",1,99999,"I","Ecole Maternelle MOZART                                     "
"SYRAH               ","Impasse de la Syrah                                             ",2,99998,"P","Ecole Maternelle MOZART                                     "
"TAGASTE             ","Place de Tagaste                                                ",1,99999,"I","Ecole Maternelle Alphonse DAUDET                            "
"TAGASTE             ","Place de Tagaste                                                ",2,99998,"P","Ecole Maternelle Alphonse DAUDET                            "
"TAILLADE            ","Rue de la Taillade                                              ",1,99999,"I","Ecole Maternelle GOETHE                                     "
"TAILLADE            ","Rue de la Taillade                                              ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"TAILLANDIERS        ","Impasse des Taillandiers                                        ",1,99999,"I","Ecole Maternelle Jeanne DEROIN                              "
"TAILLANDIERS        ","Impasse des Taillandiers                                        ",2,99998,"P","Ecole Maternelle Jeanne DEROIN                              "
"TAMARINS            ","Impasse des Tamarins                                            ",1,99999,"I","Ecole Maternelle Anne FRANK                                 "
"TAMARINS            ","Impasse des Tamarins                                            ",2,99998,"P","Ecole Maternelle Anne FRANK                                 "
"TAMARIS             ","Rue des Tamaris                                                 ",1,99999,"I","Ecole Maternelle Charlie CHAPLIN                            "
"TAMARIS             ","Rue des Tamaris                                                 ",2,99998,"P","Ecole Maternelle Charlie CHAPLIN                            "
"TANDON              ","Impasse Tandon                                                  ",1,99999,"I","Ecole Maternelle Louis FIGUIER                              "
"TANDON              ","Impasse Tandon                                                  ",2,99998,"P","Ecole Maternelle Louis FIGUIER                              "
"TANGUY              ","Allée Yves Tanguy                                               ",1,99999,"I","Ecole Maternelle Luis de CAMOENS                            "
"TANGUY              ","Allée Yves Tanguy                                               ",2,99998,"P","Ecole Maternelle Luis de CAMOENS                            "
"TANNEURS            ","Quai des Tanneurs                                               ",1,23,"I","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"TANNEURS            ","Quai des Tanneurs                                               ",26,99998,"P","Ecole Maternelle LA FONTAINE                                "
"TANNEURS            ","Quai des Tanneurs                                               ",2,24,"P","Ecole Maternelle Jean-Jacques ROUSSEAU                      "
"TANNEURS            ","Quai des Tanneurs                                               ",25,99999,"I","Ecole Maternelle LA FONTAINE                                "
"TANNEURS DITE COURT ","Impasse des Tanneurs dite Court                                 ",1,99999,"I","Ecole Maternelle LA FONTAINE                                "
"TANNEURS DITE COURT ","Impasse des Tanneurs dite Court                                 ",2,99998,"P","Ecole Maternelle LA FONTAINE                                "
"TARIDO              ","Rue lou Tarido                                                  ",1,99999,"I","Ecole Maternelle Anne FRANK                                 "
"TARIDO              ","Rue lou Tarido                                                  ",2,99998,"P","Ecole Maternelle Anne FRANK                                 "
"TARRAGONE           ","Rue de Tarragone                                                ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"TARRAGONE           ","Rue de Tarragone                                                ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"TARTANE             ","Rue de la Tartane                                               ",1,99999,"I","Ecole Maternelle Victor DURUY                               "
"TARTANE             ","Rue de la Tartane                                               ",2,99998,"P","Ecole Maternelle Victor DURUY                               "
"TASTAVIN            ","Allée du Parc Tastavin                                          ",1,99999,"I","Ecole Maternelle Robert SURCOUF                             "
"TASTAVIN            ","Allée du Parc Tastavin                                          ",2,99998,"P","Ecole Maternelle Robert SURCOUF                             "
"TATI                ","Rue Jacques Tati                                                ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"TATI                ","Rue Jacques Tati                                                ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"TATIUS              ","Rue Tatius                                                      ",1,99999,"I","Ecole Maternelle Ludwig Van BEETHOVEN                       "
