"Revenus fiscaux (2008)",,,,,,,,,,,,,,,,,,,,,,,
"Données par IRIS",,,,,,,,,,,,,,,,,,,,,,,
"Champ : IRIS de l'agglomération 34701-Montpellier",,,,,,,,,,,,,,,,,,,,,,,
,"(Cette agglomération fait partie de la région : 91-Languedoc-Roussillon)",,,,,,,,,,,,,,,,,,,,,,
"Source : Direction Générale des Impots, traitement Insee",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"REG","uu","dc","nomc","iris","nom","note","NbMen","NbPers","NbUC","RFMQ1","RFMQ2","RFMQ3","RFMD1","RFMD9","RFMMO","RFUCQ1","RFUCQ2","RFUCQ3","RFUCD1","RFUCD9","RFUCMO","PtSa","NbMenNI"
"Code région","Code unité urbaine (agglomération)","Code département / commune","Nom de la commune","Code IRIS","Nom de la zone","Disponibilité (voir documentation)","Ménages fiscaux ","Personnes dans les  ménages fiscaux ","Unités de consommation","revenu par ménage: premier quartile","revenu par ménage: médiane ","revenu par ménage: dernier quartile","revenu par ménage: premier décile","revenu par ménage: dernier décile","revenu par ménage: moyenne ","revenu par UC: premier quartile","revenu par UC: médiane ","revenu par UC: dernier quartile","revenu par UC: premier décile","revenu par UC: dernier décile","revenu par UC: moyenne ","part traitements et salaires ","Ménages non imposables"
"91","34701","34057","Castelnau-le-Lez","0101","QUARTIER SUD",2,443,1003,"701,7",17401,33596,56395,,,,15386,23121,34052,,,,"56,75",
"91","34701","34057","Castelnau-le-Lez","0102","GALINE-STADE JEAN FOURNIER-OUEST",0,1277,2792,"1930,7",15160,23602,35002,8044,47342,"27239,74",10011,15500,22641,5702,30552,"17493,18","67,62",644
"91","34701","34057","Castelnau-le-Lez","0103","CASTELNAU-CENTRE VILLE",0,1107,"2534,5","1760,8",20762,38028,62800,12802,94798,"51971,97",17012,25398,37571,11181,54917,"32864,9","45,81",375
"91","34701","34057","Castelnau-le-Lez","0104","SABLAS- MENDROUS O-LANGUEDOC O",0,977,"2303,5","1579,3",21552,38040,60376,13672,91836,"47843,34",17405,25179,36392,10596,50905,"29637,95","51,31",322
"91","34701","34057","Castelnau-le-Lez","0105","MENDROUS E- LANGUEDOC E- A. ROUGE-DEVOIS",0,1168,3211,2084,22149,"35662,5","53852,5",12877,76889,"42419,8",14396,20166,28922,8431,40116,"23407,14","69,27",392
"91","34701","34057","Castelnau-le-Lez","0106","QUARTIER NORD-EST",2,172,532,"326,8","24161,5",39972,"52750,5",,,,14398,21387,26517,,,,"76,49",
"91","34701","34057","Castelnau-le-Lez","0107","COURTARELLE-CANTAGRIL-MURIERS",0,916,2588,1676,31006,"54097,5",85383,15978,131504,"68334,49",20016,30683,44224,11952,66005,"37553,15","52,79",223
"91","34701","34172","Montpellier","0101","ECOLE D'ARCHITECTURE-TRIOLET",0,1004,"1823,5","1369,3",9751,20117,"38321,5",3164,60452,"27966,99",10154,17861,28002,3620,41572,"21150,91","62,12",497
"91","34701","34172","Montpellier","0102","VERT BOIS",0,1408,"2305,5","1800,7",7632,"16122,5","27753,5",2459,47798,"22291,41",7419,14524,23249,2856,33232,"17741,97","75,44",759
"91","34701","34172","Montpellier","0103","SAINT-ELOI",0,846,1582,"1165,8",9890,"18757,5",32000,3556,48326,"24416,15",8517,"14784,5",23332,3506,33623,"17759,19","69,58",435
"91","34701","34172","Montpellier","0105","LAPEYRONIE",0,935,1700,1278,13215,24522,40874,5370,63248,"30949,43",11423,20551,29336,4641,"41163,5","22896,94","66,38",377
"91","34701","34172","Montpellier","0106","OCCITANIE",0,1316,1996,"1612,2","8622,5",16588,25753,3187,40682,"20831,2","8622,5",15279,"22158,5",3896,30022,"17402,61","77,77",670
"91","34701","34172","Montpellier","0108","EUROMÉDECINE",4,1381,"2930,5","2029,1",16578,27414,42741,,,,12745,19662,27677,,,,"83,94",
"91","34701","34172","Montpellier","0109","MALBOSC",4,1510,"2989,5","2144,5",12040,"20231,5",31997,5670,"50872,5","26508,84",8641,14994,22216,4069,34680,"18300,88","75,1",703
"91","34701","34172","Montpellier","0201","LUNARET",2,,,,,,,,,,,,,,,,,
"91","34701","34172","Montpellier","0202","AIGUELONGUE",0,835,"1840,5",1294,18007,40471,75615,9388,125272,"61418,6",19003,30704,47757,10916,74477,"40960,09","51,02",250
"91","34701","34172","Montpellier","0203","MERIC",0,1482,2927,"2128,2",17275,30539,52234,8680,81452,"42089,53",15633,24530,34959,8434,51858,"29911,89","58,77",481
"91","34701","34172","Montpellier","0204","JUSTICE",0,2078,3828,"2836,3",11435,"19548,5",31948,4239,50056,"24896,57",8132,14969,23320,2939,34039,"17867,44","67,1",1026
"91","34701","34172","Montpellier","0301","AGROPOLIS",0,798,1545,"1132,5",13753,24442,44180,6944,74839,"35285,5",13138,21046,32685,6944,47442,"25740,87","65,02",303
"91","34701","34172","Montpellier","0401","BLAYAC",0,1039,3129,1926,9457,17565,27255,2100,38623,"20166,46",4174,7699,14115,917,20566,"10005,92","65,42",720
"91","34701","34172","Montpellier","0402","BOLOGNE",0,706,2026,"1273,2",7047,"14520,5",22627,12,31578,"15923,47",3260,6849,"11992,5",11,17070,"8223,94","61,02",552
"91","34701","34172","Montpellier","0403","OXFORD",0,1023,3238,"1956,9",6674,14606,22230,2,31472,"15739,56",3115,7002,10948,1,15622,"7680,01","68,83",812
"91","34701","34172","Montpellier","0404","LE MAIL SUD",0,781,2640,"1572,1",6279,13427,20805,291,30954,"15357,04",3007,6203,9789,280,"14146,5","7143,02","72,57",634
"91","34701","34172","Montpellier","0405","LE MAIL NORD",0,888,"2899,5","1743,1","4072,5","11034,5",17738,0,27284,"12686,17",2070,5254,8679,0,13236,"6082,89","73,04",753
"91","34701","34172","Montpellier","0501","LES GARRIGUES",0,1409,"4374,5","2652,9",10281,17688,28650,2917,41760,"21298,24",4651,8359,14397,1231,21701,"10533,16","67,77",960
"91","34701","34172","Montpellier","0502","LES GEMEAUX",0,1039,"3187,5","1953,5",9266,18554,30389,1391,45853,"21938,71",4660,8860,14802,692,22900,"10856,69","66,11",696
"91","34701","34172","Montpellier","0503","LES TOURS",2,811,2460,1513,7123,16876,30304,,,,3759,8638,15944,,,,"72,83",
"91","34701","34172","Montpellier","0602","CELLENEUVE",4,1074,"2200,5","1549,9",11312,"18497,5",28126,3260,38952,"21082,94",6624,12913,19444,2060,25793,"13983,39","76,43",614
"91","34701","34172","Montpellier","0603","LA FONTAINE",4,1101,"2157,5","1557,1",14382,22396,32970,6572,46075,"25424,49",9595,16227,23677,4794,31340,"17367,79","70,28",510
"91","34701","34172","Montpellier","0701","LES TONNELLES",0,998,1897,1389,11864,"20606,5",33312,3926,45565,"24300,29",8369,14888,23921,3135,32253,"16965,01","55,67",509
