"HIERARCHIE,C,50","IDARC,N,10,0","CODE_VOIE,C,4","DATE_DCM,D","LIB_OFF,C,254","LIBTRI,C,254","TYPVOI,C,4","NOMVOI,C,80","DOMANIALIT,C,50","SENS_CIRCU,C,50","LONGUEUR,N,19,8","OCCUPATION,C,50","RIVOLI_DGI,C,50","NOTE,C,80","DUOP,C,1","PROPRIO,C,50","ZAC,C,100","LEN,N,19,11"
,180,"2836",21/05/91,"Place de la Petite France","Petite France (Place de la)","PL","DE LA PETITE FRANCE","Privée","DOUBLE SENS",65,,"04337",,"N",,,"64,977055229"
,181,"2747",28/12/90,"Rue Brillat-Savarin","Brillat-Savarin (Rue)","RUE","BRILLAT-SAVARIN","Publique","DOUBLE SENS","44,59999847",,"00864",,"N",,,"44,6637768166"
,182,"2748",28/12/90,"Rue Vatel","Vatel (Rue)","RUE","VATEL","Publique","DOUBLE SENS","137,3999939",,"05709",,"N",,,"137,434694609"
,183,"1622",26/01/70,"Rue de l'Opale","Opale (Rue de l')","RUE","DE L'OPALE","Publique","DOUBLE SENS","45,59999847",,"04024",,"N",,,"45,6654775096"
,184,"1763",,"Plan du Sauvage","Sauvage (Plan du)","PLAN","DU SAUVAGE","Publique","DOUBLE SENS","16,5","Piéton","05295",,"N",,,"16,4710575841"
,185,"1014",18/10/65,"Rue de la Fauvette","Fauvette (Rue de la)","RUE","DE LA FAUVETTE","Publique","DOUBLE SENS",29,,"02165",,"N",,,"29,0111433289"
,186,"533",,"Rue des Azeroliers","Azeroliers (Rue des)","RUE","DES AZEROLIERS","Publique","SENS UNIQUE","25,89999962",,"00465",,"N",,,"25,9243583117"
,187,"2237",27/10/86,"Carrefour Mermoz","Mermoz (Carrefour)","CARR","MERMOZ","Publique","DOUBLE SENS","18,39999962",,"03716",,"N",,,"18,371822534"
,188,"2742",24/01/83,"Square de la Cathédrale","Cathédrale (Square de la)","SQUA","DE LA CATHEDRALE","Privée","DOUBLE SENS","26,79999924","Piéton","01118",,"N",,,"26,853399514"
,189,"2298",23/04/87,"Impasse Pierre Souvestre","Souvestre (Impasse Pierre)","IMP","PIERRE SOUVESTRE","Privée","DOUBLE SENS","87,59999847",,"04406",,"N",,,"87,6543446766"
,190,"2962",26/09/94,"Impasse Edmond","Edmond (Impasse)","IMP","EDMOND","Publique","DOUBLE SENS","96,90000153",,"06067",,"N",,,"96,8984920747"
,191,"1139",22/01/81,"Impasse Georges Costes","Costes (Impasse Georges)","IMP","GEORGES COSTES","Publique","DOUBLE SENS","90,69999695",,"02576",,"N",,,"90,7162099706"
,192,"2789",31/01/91,"Rue Alfred Cortot","Cortot (Rue Alfred)","RUE","ALFRED CORTOT","Privée","DOUBLE SENS","139,69999695",,"00186",,"N",,,"139,75587933"
,193,"1576",,"Square Murillo","Murillo (Square)","SQUA","MURILLO","Privée","DOUBLE SENS","88,40000153",,"03913",,"N",,,"88,4300336178"
,194,"1595",,"Rue Nicolas Poussin","Poussin (Rue Nicolas)","RUE","NICOLAS POUSSIN","Privée","DOUBLE SENS","79,59999847",,"03947",,"N",,,"79,6471752934"
,195,"1573",,"Impasse des Multipliants","Multipliants (Impasse des)","IMP","DES MULTIPLIANTS","Publique","DOUBLE SENS","28,60000038","Piéton","03900",,"N",,,"28,6334021381"
,197,"1721",,"Promenade du Peyrou","Peyrou (Promenade du)",,"PROMENADE DU PEYROU","Publique","DOUBLE SENS","223,69999695",,"04361",,"N",,,"223,793461973"
,198,"522",,"Place Auguste Gibert","Gibert (Place Auguste)","PL","AUGUSTE GIBERT","Publique","SENS UNIQUE","18,79999924",,"00425",,"N",,"NOUVEAU SAINT ROCH","18,7931973952"
,200,"2757",28/12/90,"Impasse des Tamarins","Tamarins (Impasse des)","IMP","DES TAMARINS","Privée","DOUBLE SENS","67,59999847",,"05426",,"N",,,"67,6539114959"
,201,"2152",,"Rue de l'Yeuse","Yeuse (Rue de l')","RUE","DE L'YEUSE","Publique","DOUBLE SENS","21,89999962",,"05885",,"N",,,"21,9389025462"
,202,"2274",23/04/87,"Rue Jean-Baptiste Poquelin dit Molière","Poquelin dit Molière (Rue Jean-Baptiste)","RUE","JEAN-BAPTISTE POQUELIN DIT MOLIERE","Publique","DOUBLE SENS","27,39999962",,"02971",,"N",,,"27,3666795511"
,206,"3410",04/05/07,"Esplanade Lucie Aubrac","Aubrac (Esplanade Lucie)","ESPL","LUCIE AUBRAC","Publique","DOUBLE SENS","28,70000076","Piéton",,,"N",,,"28,7020506391"
,207,"2517",25/07/90,"Tunnel du Corum","Corum (Tunnel du)","TUN","DU CORUM","Publique","SENS UNIQUE","294,1000061",,"01549",,"N",,,"294,208819672"
,214,"913",18/10/65,"Rue de Doscarès","Doscarès (Rue de)","RUE","DE DOSCARES","Publique","DOUBLE SENS","745,79998779",,"01810",,"N",,,"746,069337736"
,215,"913",18/10/65,"Rue de Doscarès","Doscarès (Rue de)","RUE","DE DOSCARES","Publique","DOUBLE SENS","583,09997559",,"01810",,"N",,,"583,344886374"
,216,"1448",27/11/87,"Rue des Marels","Marels (Rue des)","RUE","DES MARELS","Publique","DOUBLE SENS","246,6000061",,"03480",,"N",,,"246,737415182"
,20055,"1511",,"Avenue de Maurin","Maurin (Avenue de)","AV","DE MAURIN","Publique","SENS UNIQUE","35,5",,"03665",,"N",,"NOUVEAU SAINT ROCH","35,4819325608"
,218,"9999",31/12/99,"Voie non dénommée","NON DENOMMEE","VOIE","NON DENOMMEE","Publique","DOUBLE SENS","293,5",,,,"N",,,"293,656884209"
,219,"1109",,"Route de Ganges","Ganges (Route de)","RTE","DE GANGES","Publique départementale","DOUBLE SENS","68,90000153",,"02465","RD 986","N",,,"68,8947675814"
,91,"703",,"Rue Castilhon","Castilhon (Rue)","RUE","CASTILHON","Publique","DOUBLE SENS","30,5",,"01095",,"N",,,"30,5299106348"
,221,"726",,"Rue de Chambert","Chambert (Rue de)","RUE","DE CHAMBERT","Publique","DOUBLE SENS","100,5",,"01180",,"N",,"PARC EUROMEDECINE II","100,526478459"
,222,"1168",,"Route de Grabels","Grabels (Route de)","RTE","DE GRABELS","Publique départementale","DOUBLE SENS","55,29999924",,"02645","RD 127","N",,"PARC EUROMEDECINE II","55,3163511289"
,223,"1051",18/10/65,"Rue de la Fontaine de la Banquière","Fontaine de la Banquière (Rue de la)","RUE","DE LA FONTAINE DE LA BANQUIERE","Publique","DOUBLE SENS","443,5",,"02290",,"N",,,"443,640810341"
,224,"828",,"Boulevard des Consuls de Mer","Consuls de Mer (Boulevard des)","BD","DES CONSULS DE MER","Publique","SENS UNIQUE","59,20000076",,"01525",,"N",,"PORT MARIANNE - CONSULS DE MER","59,2456244043"
,20162,"3496",07/11/11,"Rue Georges Onslow","Onslow (Rue Georges)","RUE","GEORGES ONSLOW","Privée","DOUBLE SENS","150,5","Circulation",,,"N",,,"150,46488133"
,20164,"3495",07/11/11,"Rue Nicolas Chédeville","Chédeville (Rue Nicolas)","RUE","NICOLAS CHEDEVILLE","Privée","DOUBLE SENS","327,9","Circulation",,,"N",,,"327,905190021"
,229,"1665",24/11/88,"Allée Paul Boulet","Boulet (Allée Paul)","ALL","PAUL BOULET","Publique","DOUBLE SENS","185,8999939","Piéton","04181",,"N",,,"185,958799998"
,230,"815",,"Place de la Comédie","Comédie (Place de la)","PL","DE LA COMEDIE","Publique","DOUBLE SENS","31,20000076","Piéton","01485",,"N",,,"31,1871146744"
,231,"815",,"Place de la Comédie","Comédie (Place de la)","PL","DE LA COMEDIE","Publique","DOUBLE SENS",83,"Piéton","01485",,"N",,,"83,0579499228"
,232,"745",24/11/88,"Esplanade Charles de Gaulle","Gaulle (Esplanade Charles de)","ESPL","CHARLES DE GAULLE","Publique","DOUBLE SENS","181,8999939","Piéton","01241",,"N",,,"181,966313362"
,234,"1357",,"Quai Laurens","Laurens (Quai)","QUAI","LAURENS","Publique","SENS UNIQUE","95,09999847",,"03180",,"N",,,"95,1460333051"
,235,"2179",07/10/85,"Place du Millénaire","Millénaire (Place du)","PL","DU MILLENAIRE","Publique","DOUBLE SENS","39,5","Piéton","03754",,"N",,"ANTIGONE","39,5268512893"
,20054,"707",,"Rue Catalan","Catalan (Rue)","RUE","CATALAN","Publique","DOUBLE SENS","12,1",,"01110",,"N",,"NOUVEAU SAINT ROCH","12,0698238015"
,20052,"1897",,"Rue Rondelet","Rondelet (Rue)","RUE","RONDELET","Publique","SENS UNIQUE","17,3",,"04950",,"N",,,"17,3317589748"
,20053,"707",,"Rue Catalan","Catalan (Rue)","RUE","CATALAN","Publique","DOUBLE SENS","10,6",,"01110",,"N",,"NOUVEAU SAINT ROCH","10,5511164641"
,20153,"3496",07/11/11,"Rue Georges Onslow","Onslow (Rue Georges)","RUE","GEORGES ONSLOW","Privée","DOUBLE SENS",151,"Circulation",,,"N",,,"151,021673771"
,20158,"401",28/04/89,"Rue François-Joseph Gossec","Gossec (Rue François-Joseph)","RUE","FRANCOIS-JOSEPH GOSSEC","Publique départementale","DOUBLE SENS","184,8",,"02374","RD 132","N",,"GAROSUD","184,843273567"
,20160,"3494",07/11/11,"Rue Claude Balbastre","Balbastre (Rue Claude)","RUE","CLAUDE BALBASTRE","Privée","DOUBLE SENS","320,9","Circulation",,,"N",,,"320,945048549"
,20157,"3496",07/11/11,"Rue Georges Onslow","Onslow (Rue Georges)","RUE","GEORGES ONSLOW","Privée","DOUBLE SENS","236,8","Circulation",,,"N",,,"236,785135059"
,20167,"3498",07/11/11,"Rue de la Laïcité","Laïcité (Rue de la)","RUE","DE LA LAICITE","Publique","DOUBLE SENS","219,8","Circulation",,,"N",,,"219,784353581"
,245,"2208",14/05/86,"Rue Christian Bénézech","Bénézech (Rue Christian)","RUE","CHRISTIAN BENEZECH","Publique","DOUBLE SENS","81,80000305",,"01321","Classée par acte notarié le 15/02/2008","N",,,"81,8145733202"
,246,"2373",23/12/87,"Rue du Sichuan","Sichuan (Rue du)","RUE","DU SICHUAN","Privée","DOUBLE SENS","61,79999924",,"05354",,"N",,,"61,829712441"
,247,"2208",14/05/86,"Rue Christian Bénézech","Bénézech (Rue Christian)","RUE","CHRISTIAN BENEZECH","Publique","DOUBLE SENS","19,29999924",,"01321","Classée par acte notarié le 15/02/2008","N",,,"19,2716083349"
,248,"1655",18/10/65,"Rue du Pas du Loup","Pas du Loup (Rue du)","RUE","DU PAS DU LOUP","Publique","DOUBLE SENS","15,19999981",,"04150",,"N",,,"15,1817406569"
,249,"1655",18/10/65,"Rue du Pas du Loup","Pas du Loup (Rue du)","RUE","DU PAS DU LOUP","Publique","DOUBLE SENS","69,90000153",,"04150","Classée par acte notarié le 15/02/2008","N",,,"69,9606845927"
,250,"2981",27/10/94,"Allée du Temple du Ciel","Temple du Ciel (Allée du)","ALL","DU TEMPLE DU CIEL","Publique","DOUBLE SENS",132,,"06078","Classée par acte notarié le 15/02/2008","N",,,"132,046995567"
,251,"1655",18/10/65,"Rue du Pas du Loup","Pas du Loup (Rue du)","RUE","DU PAS DU LOUP","Publique","DOUBLE SENS","132,6000061",,"04150","Classée par acte notarié le 15/02/2008","N",,,"132,635077827"
,252,"2165",07/10/85,"Rue de Cheng-Du","Cheng-Du (Rue de)","RUE","DE CHENG-DU","Publique","DOUBLE SENS","28,70000076",,"01287","Classée par acte notarié le 15/02/2008","N",,,"28,7049700305"
,283,"2964",26/09/94,"Rue Henri Maspero","Maspero (Rue Henri)","RUE","HENRI MASPERO","Publique","DOUBLE SENS","30,20000076",,"06071",,"N",,,"30,2183003351"
,284,"2963",26/09/94,"Rue René Grousset","Grousset (Rue René)","RUE","RENE GROUSSET","Publique","SENS UNIQUE","21,70000076",,"06070",,"N",,,"21,6983893276"
,285,"2692",24/10/90,"Rue de Mourèze","Mourèze (Rue de)","RUE","DE MOUREZE","Publique","DOUBLE SENS","56,29999924",,"03893",,"N",,,"56,2980461453"
,286,"2965",26/09/94,"Rue du Salagou","Salagou (Rue du)","RUE","DU SALAGOU","Publique","DOUBLE SENS","134,8999939",,"06069",,"N",,,"134,935521518"
,287,"2692",24/10/90,"Rue de Mourèze","Mourèze (Rue de)","RUE","DE MOUREZE","Publique","DOUBLE SENS","117,69999695",,"03893",,"N",,,"117,725452705"
,288,"2695",24/10/90,"Impasse de l'Infernet","Infernet (Impasse de l')","IMP","DE L'INFERNET","Publique","DOUBLE SENS","47,09999847",,"02876",,"N",,,"47,1004513957"
,289,"2695",24/10/90,"Impasse de l'Infernet","Infernet (Impasse de l')","IMP","DE L'INFERNET","Publique","DOUBLE SENS","32,5",,"02876",,"N",,,"32,5432738329"
,290,"2694",24/10/90,"Rue de l'Escalette","Escalette (Rue de l')","RUE","DE L'ESCALETTE","Publique","DOUBLE SENS","111,69999695",,"02037",,"N",,,"111,789600346"
,291,"2692",24/10/90,"Rue de Mourèze","Mourèze (Rue de)","RUE","DE MOUREZE","Publique","DOUBLE SENS","66,69999695",,"03893",,"N",,,"66,707038903"
,292,"2692",24/10/90,"Rue de Mourèze","Mourèze (Rue de)","RUE","DE MOUREZE","Publique","DOUBLE SENS","42,5",,"03893",,"N",,,"42,5187187861"
,20166,"3498",07/11/11,"Rue de la Laïcité","Laïcité (Rue de la)","RUE","DE LA LAICITE","Publique","DOUBLE SENS","159,4","Circulation",,,"N",,,"159,381506779"
,427,"2182",21/06/85,"Rue Nelson Mandela","Mandela (Rue Nelson)","RUE","NELSON MANDELA","Publique","DOUBLE SENS","78,69999695",,"03944",,"N",,,"78,7823003961"
,449,"2545",25/07/89,"Rue Romy Schneider","Schneider (Rue Romy)","RUE","ROMY SCHNEIDER","Publique","SENS UNIQUE","106,59999847",,"04942",,"N",,,"106,661459748"
,450,"2545",25/07/89,"Rue Romy Schneider","Schneider (Rue Romy)","RUE","ROMY SCHNEIDER","Publique","SENS UNIQUE","146,30000305",,"04942",,"N",,,"146,379188553"
,451,"2652",20/07/90,"Rue Pauline Carton","Carton (Rue Pauline)","RUE","PAULINE CARTON","Publique","DOUBLE SENS","28,39999962",,"04222",,"N",,,"28,4290764593"
,452,"2544",25/07/89,"Rue Charles Vanel","Vanel (Rue Charles)","RUE","CHARLES VANEL","Publique","DOUBLE SENS","37,90000153",,"01254",,"N",,,"37,8689717854"
,453,"2543",25/07/89,"Rue Raimu","Raimu (Rue)","RUE","RAIMU","Publique","DOUBLE SENS","34,70000076",,"04761",,"N",,,"34,7554451246"
,454,"2544",25/07/89,"Rue Charles Vanel","Vanel (Rue Charles)","RUE","CHARLES VANEL","Publique","DOUBLE SENS","46,29999924",,"01254",,"N",,,"46,363986903"
,456,"3217",30/09/99,"Impasse dou Valadoun","Valadoun (Impasse dou)","IMP","DOU VALADOUN","Privée","DOUBLE SENS","47,20000076",,"08142",,"N",,,"47,245206844"
,457,"1499",18/10/65,"Rue du Mas Rouge","Mas Rouge (Rue du)","RUE","DU MAS ROUGE","Publique","DOUBLE SENS","51,5",,"03630",,"N",,,"51,4720737153"
,458,"2671",28/09/90,"Rue Samuel Morse","Morse (Rue Samuel)","RUE","SAMUEL MORSE","Publique","DOUBLE SENS","122,90000153",,"05263","Classée par acte notarié en juin 2006","N",,,"122,95944968"
,837,"2496",23/03/89,"Square de la Babote","Babote (Square de la)","SQUA","DE LA BABOTE","Publique","DOUBLE SENS","60,40000153","Piéton","00468",,"N",,,"60,3976032717"
,841,"1667",30/12/26,"Rue Paul Brousse","Brousse (Rue Paul)","RUE","PAUL BROUSSE","Publique","SENS UNIQUE","53,40000153",,"04185",,"N",,,"53,3939710489"
,842,"1874",10/07/72,"Rue Rhin et Danube","Rhin et Danube (Rue)","RUE","RHIN ET DANUBE","Privée","DOUBLE SENS","20,20000076",,"04883",,"O",,,"20,1581927131"
,843,"654",10/07/72,"Rue Caizergues de Pradines","Caizergues de Pradines (Rue)","RUE","CAIZERGUES DE PRADINES","Privée","DOUBLE SENS","53,29999924",,"00925",,"O",,,"53,3198676217"
,844,"1874",10/07/72,"Rue Rhin et Danube","Rhin et Danube (Rue)","RUE","RHIN ET DANUBE","Privée","DOUBLE SENS","30,29999924",,"04883",,"O",,,"30,3035628219"
,845,"1973",10/07/72,"Rue Sainte Marthe","Sainte Marthe (Rue)","RUE","SAINTE MARTHE","Privée","DOUBLE SENS","24,89999962",,"05245",,"O",,,"24,9062817066"
,846,"703",,"Rue Castilhon","Castilhon (Rue)","RUE","CASTILHON","Publique","SENS UNIQUE","50,79999924",,"01095",,"N",,,"50,7716144563"
,848,"901",15/04/82,"Rue Diderot","Diderot (Rue)","RUE","DIDEROT","Publique","DOUBLE SENS","55,09999847","Piéton","01760",,"N",,,"55,1104898866"
,849,"901",15/04/82,"Rue Diderot","Diderot (Rue)","RUE","DIDEROT","Publique","DOUBLE SENS","52,09999847","Piéton","01760",,"N",,,"52,0954803918"
,850,"901",15/04/82,"Rue Diderot","Diderot (Rue)","RUE","DIDEROT","Publique","SENS UNIQUE","25,10000038",,"01760",,"N",,,"25,1130144716"
,852,"1127",,"Rue Général Lafon","Lafon (Rue Général)","RUE","GENERAL LAFON","Publique","SENS UNIQUE","89,09999847",,"02530",,"N",,,"89,1813904274"
,854,"2001",,"Rue Sébastien Bourdon","Bourdon (Rue Sébastien)","RUE","SEBASTIEN BOURDON","Publique","SENS UNIQUE","90,90000153",,"05325",,"N",,,"90,897042329"
,855,"1874",10/07/72,"Rue Rhin et Danube","Rhin et Danube (Rue)","RUE","RHIN ET DANUBE","Privée","DOUBLE SENS","16,29999924",,"04883",,"O",,,"16,2844395854"
,857,"1411",,"Rue Louise Guiraud","Guiraud (Rue Louise)","RUE","LOUISE GUIRAUD","Publique","SENS UNIQUE","32,70000076",,"03345",,"N",,,"32,7422902376"
,859,"1352",09/02/52,"Rue Lapeyronie","Lapeyronie (Rue)","RUE","LAPEYRONIE","Publique","DOUBLE SENS","28,5","Piéton","03170",,"N",,,"28,5077101474"
,860,"1293",,"Grand-Rue Jean Moulin","Moulin (Grand-Rue Jean)",,"GRAND-RUE JEAN MOULIN","Publique","DOUBLE SENS","59,20000076","Piéton","03000",,"N",,,"59,1856889298"
,861,"1709",,"Rue du Petit Paris","Petit Paris (Rue du)","RUE","DU PETIT PARIS","Publique","DOUBLE SENS","44,70000076","Piéton","04305",,"N",,,"44,7165038822"
,862,"995",,"Rue des Etuves","Etuves (Rue des)","RUE","DES ETUVES","Publique","DOUBLE SENS","48,79999924","Piéton","02090",,"N",,,"48,8495123769"
,863,"1352",09/02/52,"Rue Lapeyronie","Lapeyronie (Rue)","RUE","LAPEYRONIE","Publique","DOUBLE SENS","16,29999924","Piéton","03170",,"N",,,"16,350669442"
,864,"1049",,"Rue de la Fontaine","Fontaine (Rue de la)","RUE","DE LA FONTAINE","Publique","DOUBLE SENS","14,30000019","Piéton","02278",,"N",,,"14,2956522849"
,865,"450",,"Place Alexandre Laissac","Laissac (Place Alexandre)","PL","ALEXANDRE LAISSAC","Publique","SENS UNIQUE",21,,"00170",,"N",,,"20,9750859188"
,866,"477",,"Rue Anatole France","France (Rue Anatole)","RUE","ANATOLE FRANCE","Publique","SENS UNIQUE","46,09999847",,"00250",,"N",,,"46,1436780884"
,867,"477",,"Rue Anatole France","France (Rue Anatole)","RUE","ANATOLE FRANCE","Publique","SENS UNIQUE",36,,"00250",,"N",,,"35,9800355803"
,868,"2034",,"Impasse Tandon","Tandon (Impasse)","IMP","TANDON","Publique","DOUBLE SENS","23,5","Piéton","05430",,"N",,,"23,5237815185"
,870,"1635",,"Rue Pagézy","Pagézy (Rue)","RUE","PAGEZY","Publique","DOUBLE SENS",121,,"04065",,"N",,,"121,02208734"
,873,"1005",,"Rue Farges","Farges (Rue)","RUE","FARGES","Publique","SENS UNIQUE","91,80000305",,"02130",,"N",,,"91,8841685377"
,875,"1221",,"Rue Henri René","René (Rue Henri)","RUE","HENRI RENE","Publique","SENS UNIQUE","56,5",,"02800",,"N",,,"56,5619551688"
,876,"1133",,"Rue Général Riu","Riu (Rue Général)","RUE","GENERAL RIU","Publique","SENS UNIQUE","133,69999695",,"02555",,"N",,,"133,801888968"
,1313,"2947",08/03/94,"Rue Fructidor","Fructidor (Rue)","RUE","FRUCTIDOR","Publique","DOUBLE SENS","80,09999847","Piéton","06061",,"N",,"PORT MARIANNE - RICHTER","80,1704340641"
,1314,"2945",08/03/94,"Rue Brumaire","Brumaire (Rue)","RUE","BRUMAIRE","Publique","DOUBLE SENS","74,30000305","Piéton","06055",,"N",,"PORT MARIANNE - RICHTER","74,3199214377"
,1316,"2943",07/02/94,"Avenue Marie de Montpellier","Montpellier (Avenue Marie de)","AV","MARIE DE MONTPELLIER","Publique","SENS UNIQUE",127,,"06049",,"N","SERM","PORT MARIANNE - RICHTER","127,058496464"
,1317,"2809",31/01/91,"Pont Jean Zuccarelli","Zuccarelli (Pont Jean)","PONT","JEAN ZUCCARELLI","Publique","SENS UNIQUE","50,40000153",,"03019",,"N",,,"50,383396362"
,1318,"602",,"Avenue de Boirargues","Boirargues (Avenue  de)","AV","DE BOIRARGUES","Publique","SENS UNIQUE","62,20000076",,"00737",,"N",,,"62,2578988373"
,1320,"2951",08/03/94,"Place de la Révolution française","Révolution française (Place de la)","PL","DE LA REVOLUTION FRANCAISE","Publique","DOUBLE SENS","64,69999695","Piéton","06052",,"N","SERM","PORT MARIANNE - RICHTER","64,7279966281"
,1321,"2945",08/03/94,"Rue Brumaire","Brumaire (Rue)","RUE","BRUMAIRE","Publique","DOUBLE SENS","23,20000076",,"06055",,"N",,"PORT MARIANNE - RICHTER","23,2211493124"
,1323,"1519",22/12/08,"Avenue Raymond Dugrand","Dugrand (Avenue Raymond)","AV","RAYMOND DUGRAND","Publique","DOUBLE SENS","24,39999962",,"8316",,"N",,,"24,4535813265"
,1329,"1640",,"Avenue de Palavas","Palavas (Avenue de)","AV","DE PALAVAS","Publique","DOUBLE SENS","70,40000153",,"04085",,"N",,,"70,4271921322"
,1330,"1640",,"Avenue de Palavas","Palavas (Avenue de)","AV","DE PALAVAS","Publique","DOUBLE SENS","42,70000076",,"04085",,"N",,,"42,749898532"
,1331,"2832",21/05/91,"Rue des Naïades","Naïades (Rue des)","RUE","DES NAIADES","Privée","DOUBLE SENS","33,5",,"03937",,"N",,,"33,4921931866"
,1332,"2833",21/05/91,"Cour des Néreïdes","Néreïdes (Cour des)","COUR","DES NEREIDES","Privée","DOUBLE SENS",69,,"03958",,"N",,,"68,9887107033"
,1333,"1941",18/10/65,"Rue de Saint Hilaire","Saint Hilaire (Rue de)","RUE","DE SAINT HILAIRE","Publique","DOUBLE SENS","27,10000038",,"05115",,"N",,,"27,1213669797"
,1334,"2199",18/02/86,"Avenue Docteur Jacques Fourcade","Fourcade (Avenue Docteur Jacques)","AV","DOCTEUR JACQUES FOURCADE","Publique","DOUBLE SENS","254,69999695",,"01767",,"N",,,"254,759790385"
,1335,"1640",,"Avenue de Palavas","Palavas (Avenue de)","AV","DE PALAVAS","Publique","DOUBLE SENS","274,5",,"04085",,"N",,,"274,639758386"
,1336,"2832",21/05/91,"Rue des Naïades","Naïades (Rue des)","RUE","DES NAIADES","Privée","DOUBLE SENS","139,19999695",,"03937",,"N",,,"139,298286299"
,1337,"1941",18/10/65,"Rue de Saint Hilaire","Saint Hilaire (Rue de)","RUE","DE SAINT HILAIRE","Publique","DOUBLE SENS","158,19999695",,"05115",,"N",,,"158,238243737"
,1338,"3201",27/07/99,"Impasse lou Cadourlo","Cadourlo (Impasse lou)","IMP","LOU CADOURLO","Privée","DOUBLE SENS","51,70000076",,"03125",,"N",,,"51,7591086176"
,1339,"1941",18/10/65,"Rue de Saint Hilaire","Saint Hilaire (Rue de)","RUE","DE SAINT HILAIRE","Publique","DOUBLE SENS","17,60000038",,"05115",,"N",,,"17,5805403387"
,1340,"3204",27/07/99,"Impasse lou Trapet","Trapet (Impasse lou)","IMP","LOU TRAPET","Privée","DOUBLE SENS","42,70000076",,"03124",,"N",,,"42,6867986402"
,1341,"1526",18/10/65,"Rue de la Métairie de Saysset","Métairie de Saysset (Rue de la)","RUE","DE LA METAIRIE DE SAYSSET","Publique","DOUBLE SENS","79,40000153",,"03730",,"N",,,"79,4096306538"
,1342,"1526",18/10/65,"Rue de la Métairie de Saysset","Métairie de Saysset (Rue de la)","RUE","DE LA METAIRIE DE SAYSSET","Publique","DOUBLE SENS","33,5",,"03730",,"N",,,"33,4949339626"
,1343,"573",10/12/82,"Allée de la Belle Treille","Belle Treille (Allée de la)","ALL","DE LA BELLE TREILLE","Publique","DOUBLE SENS","70,19999695",,"00627",,"N",,,"70,2460151944"
,1344,"2134",10/12/82,"Rue des Vignerons","Vignerons (Rue des)","RUE","DES VIGNERONS","Publique","DOUBLE SENS","18,5",,"05832",,"N",,,"18,4741570452"
,463,"2488",21/12/88,"Rond-point du Zénith","Zénith (Rond-point du)","RDPT","DU ZENITH","Publique départementale","SENS UNIQUE","93,09999847",,"05892","RD 66","N",,,"93,0981054371"
