"IDENT","NOM","VLEGALE","REF","DDEBUT","DFIN","SENS","PHJM","PHJS","TJM","COMMENTAIR","MOIS","ANNEE","TYPECOMPTA","IDENTSIG"
"1730TR2775","Rue Pierre Cardenal",50,"546",37567,37573,"Orange-Peyre",75,116,1174,"#N/A",11,2002,"Pneumatique",2775
"1730TR2775","Rue Pierre Cardenal",50,"545",37567,37573,"Peyre-Orange",83,96,1067,"#N/A",11,2002,"Pneumatique",2775
"1730TR2775","Rue Pierre Cardenal",50,"461",37049,37055,"Peyre-Orange",83,83,1045,"#N/A",6,2001,"Pneumatique",2775
"1730TR2775","Rue Pierre Cardenal",50,"462",37049,37055,"Orange-Peyre",73,105,1139,"#N/A",6,2001,"Pneumatique",2775
"3336TR6698","Rue Philippe Castan",50,"2074",40345,40351,"Calenda-Roqueturière",64,56,399,"#N/A",6,2010,"Pneumatique",6698
"3336TR6698","Rue Philippe Castan",50,"2073",40345,40351,"Roqueturière-Calenda",48,55,378,"#N/A",6,2010,"Pneumatique",6698
"3336TR6698","Rue Philippe Castan",50,"1479",39617,39623,"Calenda-Roqueturiere",55,43,391,"#N/A",6,2008,"Pneumatique",6698
"3336TR6698","Rue Philippe Castan",50,"1478",39617,39623,"Roqueturiere-Calenda",45,58,447,"#N/A",6,2008,"Pneumatique",6698
"1676TR2273","Rue Paul Rimbaud",50,"1890",40159,40165,"Lodève-Alco",336,235,2045,"#N/A",12,2009,"Pneumatique",2273
"1676TR2273","Rue Paul Rimbaud",50,"1891",40159,40165,"Alco-Lodève",404,572,4261,"#N/A",12,2009,"Pneumatique",2273
"1676TR2455","Rue Paul Rimbaud",50,"1709",39878,39884,"Lodève-Alco",197,220,2360,"#N/A",3,2009,"Pneumatique",2455
"1676TR2455","Rue Paul Rimbaud",50,"1734",39890,39896,"Alco-Lodève",215,288,1952,"#N/A",3,2009,"Pneumatique",2455
"1676TR2455","Rue Paul Rimbaud",50,"1710",39878,39884,"Alco-Lodève",228,320,2861,"#N/A",3,2009,"Pneumatique",2455
"1676TR2455","Rue Paul Rimbaud",50,"1733",39890,39896,"Lodève-Alco",168,202,1651,"#N/A",3,2009,"Pneumatique",2455
"1676TR4449","Rue Paul Rimbaud",50,"1458",39605,39611,"Rimbaud-Bringuier",778,860,10220,"Rapport Lissé",6,2008,"Pneumatique",4449
"1676TR4452","Rue Paul Rimbaud",50,"1461",39605,39611,"Carrieu-Mares",752,665,8913,"Rapport Lissé",6,2008,"Pneumatique",4452
"1676TR4452","Rue Paul Rimbaud",50,"1460",39605,39611,"Mares-Carrieu",609,615,8449,"Rapport Lissé",6,2008,"Pneumatique",4452
"1676TR4449","Rue Paul Rimbaud",50,"1459",39605,39611,"Bringuier-Rimbaud",803,728,9372,"#N/A",6,2008,"Pneumatique",4449
"1676TR4391","Rue Paul Rimbaud",50,"1210",39161,39167,"Mares-Carrieu",9999,9999,9999,"R.A.S",3,2007,"Pneumatique",4391
"1676TR4391","Rue Paul Rimbaud",50,"1211",39161,39167,"Carrieu-Mares",676,684,8134,"R.A.S",3,2007,"Pneumatique",4391
"1676TR2455","Rue Paul Rimbaud",50,"892",38664,38670,"Carrieu-Lodeve",212,290,2400,"#N/A",11,2005,"Pneumatique",2455
"1676TR2455","Rue Paul Rimbaud",50,"893",38664,38670,"Lodeve-Carrieu",232,247,2050,"#N/A",11,2005,"Pneumatique",2455
"1676TR2277","Rue Paul Rimbaud",50,"655",37946,37952,"Mares-Lodeve",280,314,2619,"#N/A",11,2003,"Pneumatique",2277
"1676TR2277","Rue Paul Rimbaud",50,"654",37946,37952,"Lodeve-Mares",294,285,2344,"#N/A",11,2003,"Pneumatique",2277
"1676TR4457","Rue Paul Rimbaud",50,"139",35556,35562,"Mares-Alco",27,58,485,"#N/A",5,1997,"Pneumatique",4457
"1676TR4422","Rue Paul Rimbaud",50,"135",35556,35562,"Carrieu-Mares",1005,973,10906,"#N/A",5,1997,"Pneumatique",4422
"1676TR4457","Rue Paul Rimbaud",50,"138",35556,35562,"Mares-Alco",326,474,3041,"#N/A",5,1997,"Pneumatique",4457
"1671TR4089","Rue Paul Dukas",30,"1466",39604,39610,"Debuddy-Pouget",18,38,136,"#N/A",6,2008,"Pneumatique",4089
"3262TR6504","Rue Paul Choulot",50,"1846",40095,40101,"Alphand-Fes",80,79,721,"#N/A",10,2009,"Pneumatique",6504
"3262TR6504","Rue Paul Choulot",50,"1847",40095,40101,"Fes-Alphand",5,6,22,"#N/A",10,2009,"Pneumatique",6504
"1635TR870","Rue Pagézy",50,"511",37376,37382,"Republique-Maguelone",247,277,2688,"#N/A",4,2002,"Pneumatique",870
"1635TR870","Rue Pagézy",50,"510",37376,37382,"Maguelone-Republique",251,283,1378,"#N/A",4,2002,"Pneumatique",870
"2216TR415","Rue Olof Palme",30,"1494",39620,39626,"Sartre-Balme",44,82,411,"#N/A",6,2008,"Pneumatique",415
"2216TR415","Rue Olof Palme",30,"1493",39620,39626,"Balmes-Sartre",54,58,409,"#N/A",6,2008,"Pneumatique",415
"2182TR427","Rue Nelson Mandela",50,"1897",40184,40190,"Tibèriade-Pierre",44,50,128,"#N/A",1,2010,"Pneumatique",427
"2182TR427","Rue Nelson Mandela",50,"1898",40184,40190,"Pierre-Tibèriade",44,114,161,"#N/A",1,2010,"Pneumatique",427
"2182TR427","Rue Nelson Mandela",30,"1491",39620,39626,"Pierre-Tiberiade",80,115,901,"#N/A",6,2008,"Pneumatique",427
"2182TR427","Rue Nelson Mandela",30,"1492",39620,39626,"Tiberiade-Pierre",138,110,1061,"#N/A",6,2008,"Pneumatique",427
"1556TR4099","Rue Moquin-Tandon",50,"530",37420,37426,"Caizergues-Godechot",230,168,1829,"#N/A",6,2002,"Pneumatique",4099
"1554TR5196","Rue Montpellieret",50,"1918",40203,40209,"Nouvelles-Monnaie",72,62,490,"#N/A",1,2010,"Pneumatique",5196
"1554TR5196","Rue Montpellieret",50,"923",38692,38698,"Nouvelle-Zonep",47,41,321,"#N/A",12,2005,"Pneumatique",5196
"1550TR6006","Rue Montels Saint Pierre",50,"1671",39834,39840,"St Pierre-Marché Gare",465,391,3461,"#N/A",1,2009,"Pneumatique",6006
"1550TR6006","Rue Montels Saint Pierre",50,"1672",39834,39840,"Marché Gare-St Pierre",432,614,3840,"#N/A",1,2009,"Pneumatique",6006
"1542TR1592","Rue Monge",50,"1506",39703,39709,"Maurin-Cléophas",25,22,191,"#N/A",9,2008,"Pneumatique",1592
"1542TR1592","Rue Monge",50,"1505",39703,39709,"Cléophas-Maurin",27,43,336,"#N/A",9,2008,"Pneumatique",1592
"3329TR6669","Rue Mohammed V",50,"1772",39949,39955,"Pilory-Fontcaude",140,198,1376,"#N/A",5,2009,"Pneumatique",6669
"3329TR6669","Rue Mohammed V",50,"1771",39949,39955,"Fontcaude-Pilory",162,121,1053,"#N/A",5,2009,"Pneumatique",6669
"3329TR6669","Rue Mohammed V",50,"785",38412,38418,"Fontcaude-Pilory",107,86,74,"#N/A",3,2005,"Pneumatique",6669
"3329TR6669","Rue Mohammed V",50,"784",38412,38418,"Pilory-Fontcaude",158,99,233,"#N/A",3,2005,"Pneumatique",6669
"1536TR6269","Rue Mion Saint Michel",30,"2020",40296,40302,"Leclerc-Vachet",107,148,1197,"#N/A",4,2010,"Pneumatique",6269
"1536TR6269","Rue Mion Saint Michel",50,"1192",39098,39104,"Leclerc-Cypres",53,75,510,"#N/A",1,2007,"Pneumatique",6269
"1536TR6269","Rue Mion Saint Michel",50,"241",35951,35957,"Leclerc-Vachet",36,61,466,"#N/A",6,1998,"Pneumatique",6269
"1531TR7228","Rue Michelet",50,"1700",39871,39877,"Tunnel-Olympie",444,381,4419,"#N/A",2,2009,"Pneumatique",7228
"1531TR6344","Rue Michelet",50,"774",38370,38376,"Comedie-Olympie",506,593,4485,"#N/A",1,2005,"Pneumatique",6344
"1531TR6344","Rue Michelet",50,"183",35690,35696,"Comedie-Olympie",326,470,4441,"#N/A",9,1997,"Pneumatique",6344
"3219TR","Rue Michel Crépeau",50,"2084",40358,40364,"Perette-Exupery",49,26,270,"#N/A",6,2010,"Pneumatique",0
"3219TR","Rue Michel Crépeau",50,"2083",40358,40364,"Exupery-Perette",15,37,225,"#N/A",6,2010,"Pneumatique",0
"2461TR1532","Rue Michel Colucci dit Coluche",50,"2031",40297,40303,"Bounin-Marquerose",156,220,1273,"#N/A",4,2010,"Magnétique",1532
"2461TR1532","Rue Michel Colucci dit Coluche",50,"2032",40297,40303,"Marquerose-Bounin",90,112,725,"#N/A",4,2010,"Magnétique",1532
"2461TR1537","Rue Michel Colucci dit Coluche",50,"388",36670,36676,"Angouleme-Marquerose",81,57,512,"#N/A",5,2000,"Pneumatique",1537
"2461TR1537","Rue Michel Colucci dit Coluche",50,"387",36670,36676,"Marquerose-Angouleme",37,73,464,"#N/A",5,2000,"Pneumatique",1537
"1509TR2892","Rue Maurice Chauvet",50,"1851",40072,40078,"Brusses-Parguel",22,17,118,"#N/A",9,2009,"Pneumatique",2892
"1509TR2892","Rue Maurice Chauvet",50,"1850",40072,40078,"Parguel-Brusses",15,18,135,"#N/A",9,2009,"Pneumatique",2892
"1456TR4450","Rue Marius Carrieu",50,"548",37567,37573,"Rimbaud-Bringuier",884,935,11113,"#N/A",11,2002,"Pneumatique",4450
"1456TR4450","Rue Marius Carrieu",50,"523",37399,37405,"Rimbaud-Bringuier",842,872,1654,"Compteur défectueux",5,2002,"Pneumatique",4450
"1456TR4450","Rue Marius Carrieu",50,"141",35556,35562,"Bringuier-Rimbaud",1177,1087,11666,"#N/A",5,1997,"Pneumatique",4450
"1456TR4450","Rue Marius Carrieu",50,"140",35556,35562,"Mares-Bringuier",780,1036,11402,"#N/A",5,1997,"Pneumatique",4450
"1455TR4609","Rue Marioge",50,"1646",39822,39828,"Lodéve-Arceaux",325,360,4253,"#N/A",1,2009,"Pneumatique",4609
"1455TR4609","Rue Marioge",50,"1133",39009,39015,"Subleyras-Arceaux",296,373,3663,"#N/A",10,2006,"Pneumatique",4609
"1453TR5827","Rue Marie Muller",50,"1260",39214,39220,"Laffite-Barcelone",54,80,679,"R.A.S",5,2007,"Pneumatique",5827
"1452TR3793","Rue Marie Durand",50,"525",37406,37412,"Astier-Pompignane",340,396,2023,"#N/A",5,2002,"Pneumatique",3793
"3082TR585","Rue Maria Casarès",50,"1685",39847,39853,"David-Nouguier",89,91,830,"Rapport Lissé",2,2009,"Pneumatique",585
"1417TR3975","Rue Lunaret",50,"1542",39722,39728,"Canton-Abbes",78,61,362,"#N/A",10,2008,"Pneumatique",3975
"1417TR3974","Rue Lunaret",50,"452",37006,37012,"Combes-Abbes",66,112,597,"Tube coupé",4,2001,"Pneumatique",3974
"1404TR4294","Rue Louis-Frédéric Rouquette",50,"1633",39799,39805,"Castan-Proudhon",25,30,201,"#N/A",12,2008,"Pneumatique",4294
"1410TR3332","Rue Louise Michel",50,"2000",40250,40256,"Juin-Semard",28,28,253,"#N/A",3,2010,"Pneumatique",3332
"1410TR3332","Rue Louise Michel",50,"2001",40250,40256,"Semard-Juin",25,43,285,"#N/A",3,2010,"Pneumatique",3332
"1410TR3332","Rue Louise Michel",50,"1203",39114,39120,"Juin-Jausserand",25,23,205,"#N/A",2,2007,"Pneumatique",3332
"1410TR3332","Rue Louise Michel",50,"1204",39114,39120,"Jausserand-Juin",24,37,241,"#N/A",2,2007,"Pneumatique",3332
"1410TR3332","Rue Louise Michel",30,"1027",38814,38820,"Pinville-Juin",24,41,287,"#N/A",4,2006,"Pneumatique",3332
"1410TR3332","Rue Louise Michel",30,"1026",38814,38820,"Juin-Pinville",40,49,384,"#N/A",4,2006,"Pneumatique",3332
"1410TR3332","Rue Louise Michel",50,"670",38002,38008,"Juin-Pinville",44,63,513,"#N/A",1,2004,"Pneumatique",3332
"1410TR3332","Rue Louise Michel",50,"671",38002,38008,"Pinville-Juin",29,27,234,"#N/A",1,2004,"Pneumatique",3332
"1410TR3332","Rue Louise Michel",50,"669",38002,38008,"Pinville-Juin",50,62,552,"#N/A",1,2004,"Pneumatique",3332
"1410TR3332","Rue Louise Michel",50,"672",38002,38008,"Juin-Pinville",21,24,193,"#N/A",1,2004,"Pneumatique",3332
"1410TR3332","Rue Louise Michel",50,"455",37028,37034,"Cadran-Giraud",18,22,191,"#N/A",5,2001,"Pneumatique",3332
"1410TR3332","Rue Louise Michel",50,"456",37028,37034,"Giraud-Cadran",27,24,218,"#N/A",5,2001,"Pneumatique",3332
"2471TR2672","Rue Louis Pergaud",50,"1720",39885,39891,"Poitiers-Baleares",38,61,410,"#N/A",3,2009,"Pneumatique",2672
"2471TR2672","Rue Louis Pergaud",50,"1719",39885,39891,"Baleares-Poitiers",31,35,287,"#N/A",3,2009,"Pneumatique",2672
"2316TR1168","Rue Louis Lépine",50,"1786",39970,39976,"Becquerel-Vinci",132,176,953,"#N/A",6,2009,"Pneumatique",1168
"2316TR1168","Rue Louis Lépine",50,"1787",39970,39976,"Vinci-Becquerel",223,139,936,"#N/A",6,2009,"Pneumatique",1168
"2316TR1169","Rue Louis Lépine",50,"899",38664,38670,"Vinci-Nobel",138,114,775,"#N/A",11,2005,"Pneumatique",1169
"2316TR1169","Rue Louis Lépine",50,"898",38664,38670,"Nobel-Vinci",114,131,737,"#N/A",11,2005,"Pneumatique",1169
"2316TR1170","Rue Louis Lépine",50,"731",38154,38160,"Becquerel-Vinci",97,129,803,"#N/A",6,2004,"Pneumatique",1170
"2316TR1170","Rue Louis Lépine",50,"732",38154,38160,"Vinci-Becquerel",200,133,947,"#N/A",6,2004,"Pneumatique",1170
"2316TR1170","Rue Louis Lépine",50,"427",36915,36921,"Vinci-Nobel",80,84,661,"#N/A",1,2001,"Pneumatique",1170
"2316TR1170","Rue Louis Lépine",50,"426",36915,36921,"Nobel-Vinci",81,85,603,"#N/A",1,2001,"Pneumatique",1170
"2323TR3698","Rue Léonard de Vinci",50,"1131",38995,39001,"Einstein-Poste",542,357,3369,"#N/A",10,2006,"Pneumatique",3698
"2323TR3698","Rue Léonard de Vinci",50,"1130",38995,39001,"Poste-Einstein",330,328,2495,"#N/A",10,2006,"Pneumatique",3698
"2323TR3698","Rue Léonard de Vinci",50,"859",38617,38623,"Poste-France",301,323,2255,"#N/A",9,2005,"Pneumatique",3698
"2323TR3698","Rue Léonard de Vinci",50,"860",38617,38623,"France-Poste",142,123,1000,"#N/A",9,2005,"Pneumatique",3698
"2228TR6085","Rue Léon Blum",50,"817",38496,38502,"Mermoz-Aeroport",777,869,10304,"#N/A",5,2005,"Pneumatique",6085
"2228TR6791","Rue Léon Blum",50,"816",38496,38502,"Mermoz-Aeroport",1322,1426,15863,"#N/A",5,2005,"Pneumatique",6791
"2228TR6779","Rue Léon  Blum",9999,"CT65_2011-03-21.xls",40623,40629,"Champlain-Juvénal",181,221,2529,,3,2011,"Regulation",6779
"1369TR2412","Rue Lejzer Zamenhof",50,"119",35509,35515,"Piroly-Lodeve",529,900,8046,"#N/A",3,1997,"Pneumatique",2412
"1369TR2412","Rue Lejzer Zamenhof",50,"120",35509,35515,"Lodeve-Piroly",727,517,5389,"#N/A",3,1997,"Pneumatique",2412
"3282TR6145","Rue Le Titien",50,"2057",40340,40346,"Vauguière-Mendes",133,132,1080,"#N/A",6,2010,"Pneumatique",6145
"3282TR6145","Rue Le Titien",50,"2058",40340,40346,"Mendes-Vauguière",75,60,447,"#N/A",6,2010,"Pneumatique",6145
"3282TR1058","Rue Le Titien",50,"1568",39743,39749,"Verrochio-Vauguiéres",98,73,545,"#N/A",10,2008,"Pneumatique",1058
"3282TR1058","Rue Le Titien",50,"1567",39743,39749,"Vauguiéres-Verrochio",176,102,787,"#N/A",10,2008,"Pneumatique",1058
"3283TR611","Rue Le Tintoret",50,"1881",40135,40141,"Titen-Tintoret",122,83,641,"#N/A",11,2009,"Pneumatique",611
"1349TR950","Rue Lamartine",50,"610",37770,37776,"Jaumes-Juvenal",97,98,879,"#N/A",5,2003,"Pneumatique",950
"1347TR3983","Rue Lakanal",50,"1862",40093,40099,"Boutonnet-Proudhon",441,491,2642,"#N/A",10,2009,"Pneumatique",3983
"1347TR4108","Rue Lakanal",50,"1201",39112,39118,"Krasuki-Lakanal",506,512,4848,"#N/A",1,2007,"Pneumatique",4108
"1347TR4108","Rue Lakanal",50,"739",38237,38243,"Boutonnet-Arts",527,592,5463,"#N/A",9,2004,"Pneumatique",4108
"1347TR4108","Rue Lakanal",50,"534",37421,37427,"Boutonnet-Proudhon",506,589,6214,"#N/A",6,2002,"Pneumatique",4108
"1342TR735","Rue Lafeuillade",50,"2047",40329,40335,"Liberté-Anterieu",127,99,675,"#N/A",5,2010,"Pneumatique",735
"1329TR3373","Rue Jules Isaac",50,"620",37869,37875,"Pompignane-Salaison",32,25,175,"#N/A",9,2003,"Pneumatique",3373
"1329TR3373","Rue Jules Isaac",50,"621",37869,37875,"Salaison-Pompignane",28,66,241,"#N/A",9,2003,"Pneumatique",3373
"2218TR404","Rue Joseph Sébastien Pons",30,"1486",39620,39626,"Mandela-Signoret",44,64,389,"#N/A",6,2008,"Pneumatique",404
"2218TR404","Rue Joseph Sébastien Pons",30,"1485",39620,39626,"Signoret-Mandela",63,59,443,"#N/A",6,2008,"Pneumatique",404
"2218TR395","Rue Joseph Sébastien Pons",30,"1482",39620,39626,"Mandela-Cardier",15,30,234,"#N/A",6,2008,"Pneumatique",395
"2218TR395","Rue Joseph Sébastien Pons",50,"397",36697,36703,"Mandela-Cadier",17,26,108,"Compteur défectueux",6,2000,"Pneumatique",395
"2218TR395","Rue Joseph Sébastien Pons",50,"398",36697,36703,"Cadier-Mandela",40,64,36,"Compteur défectueux",6,2000,"Pneumatique",395
"1319TR3506","Rue Joseph Roumanille",50,"1630",39793,39799,"Champollion-Frenes",36,32,171,"#N/A",12,2008,"Pneumatique",3506
"1319TR3506","Rue Joseph Roumanille",50,"1629",39793,39799,"Frenes-Champollion",20,31,171,"#N/A",12,2008,"Pneumatique",3506
"1319TR3509","Rue Joseph Roumanille",50,"625",37881,37887,"Frenes-Champollion",26,51,184,"#N/A",9,2003,"Pneumatique",3509
"1319TR3509","Rue Joseph Roumanille",50,"626",37881,37887,"Champollion-Frenes",26,26,223,"#N/A",9,2003,"Pneumatique",3509
"1297TR1617","Rue Jean-Raimond de Comminges",50,"1979",40243,40249,"Angoulème-Républicaine",43,41,249,"#N/A",3,2010,"Pneumatique",1617
"1297TR1617","Rue Jean-Raimond de Comminges",50,"1980",40243,40249,"Républicaine-Angoulème",57,54,411,"#N/A",3,2010,"Pneumatique",1617
"1297TR1617","Rue Jean-Raimond de Comminges",50,"1978",40243,40249,"Angoulème-Républicaine",42,65,375,"#N/A",3,2010,"Pneumatique",1617
"1297TR1617","Rue Jean-Raimond de Comminges",50,"1977",40243,40249,"Républicaine-Angoulème",76,56,514,"#N/A",3,2010,"Pneumatique",1617
"2721TR2420","Rue Jeanne de Charrin",50,"1845",40074,40080,"Impasse-Montagnol",19,16,77,"#N/A",9,2009,"Pneumatique",2420
"1295TR5429","Rue Jeanne d'Arc",50,"124",35509,35515,"Olympie-Juvenal",197,239,1984,"#N/A",3,1997,"Pneumatique",5429
"1284TR5083","Rue Jean-Jacques Rousseau",50,"1930",40203,40209,"Canourgues-Vialleton",19,13,89,"#N/A",1,2010,"Pneumatique",5083
"1284TR5080","Rue Jean-Jacques Rousseau",50,"916",38692,38698,"Palais-Henri",16,25,180,"#N/A",12,2005,"Pneumatique",5080
"1284TR5080","Rue Jean-Jacques Rousseau",50,"755",38272,38278,"Canourgue-Henri",32,40,376,"#N/A",10,2004,"Pneumatique",5080
"1298TR5923","Rue Jean Vachet",50,"605",37755,37761,"Cherchell-Mion",32,57,295,"#N/A",5,2003,"Pneumatique",5923
"1298TR5923","Rue Jean Vachet",50,"606",37755,37761,"Mion-Cherchell",58,67,562,"#N/A",5,2003,"Pneumatique",5923
"1298TR5926","Rue Jean Vachet",50,"5",35117,35123,"Cherchel-Grau",82,88,464,"#N/A",2,1996,"Pneumatique",5926
"1298TR5926","Rue Jean Vachet",50,"4",35108,35114,"Grau-Cherchel",22,38,205,"#N/A",2,1996,"Pneumatique",5926
"3022TR3189","Rue Jean Thuile",50,"1642",39801,39807,"Thuile-Flandre",9,9,63,"#N/A",12,2008,"Pneumatique",3189
"3022TR3189","Rue Jean Thuile",50,"1641",39801,39807,"Flandre-Thuile",8,13,65,"#N/A",12,2008,"Pneumatique",3189
"3022TR3162","Rue Jean Thuile",50,"1640",39801,39807,"Thuile-Flandre",33,30,235,"#N/A",12,2008,"Pneumatique",3162
"3022TR3162","Rue Jean Thuile",50,"1639",39801,39807,"Flandre-Thuile",26,35,217,"#N/A",12,2008,"Pneumatique",3162
"1296TR1225","Rue Jean Pierre Biscay",30,"857",38615,38621,"Aversenq-Saysset",15,16,106,"#N/A",9,2005,"Pneumatique",1225
"1296TR1225","Rue Jean Pierre Biscay",30,"858",38615,38621,"Saysset-Aversenq",12,17,110,"#N/A",9,2005,"Pneumatique",1225
"1291TR1612","Rue Jean de Montlaur",50,"1983",40243,40249,"Autignas-Luna",53,39,317,"#N/A",3,2010,"Pneumatique",1612
"1291TR1615","Rue Jean de Montlaur",50,"1982",40243,40249,"Angoulème-Luna",2,4,9,"#N/A",3,2010,"Pneumatique",1615
"1291TR1615","Rue Jean de Montlaur",50,"1981",40243,40249,"Luna-Angoulème",40,39,303,"#N/A",3,2010,"Pneumatique",1615
"1291TR1612","Rue Jean de Montlaur",50,"1984",40243,40249,"Luna-Autignac",37,59,441,"#N/A",3,2010,"Pneumatique",1612
"3000TR2717","Rue Jean Cavaillès",30,"1464",39609,39615,"Nice-Rome",156,136,1353,"#N/A",6,2008,"Pneumatique",2717
"3000TR2717","Rue Jean Cavaillès",30,"1465",39609,39615,"Rome-Nice",131,171,1526,"#N/A",6,2008,"Pneumatique",2717
"3000TR2718","Rue Jean Cavaillès",50,"1313",39372,39378,"Nice-Rome",68,75,645,"R.A.S",10,2007,"Pneumatique",2718
"3000TR2718","Rue Jean Cavaillès",50,"1314",39372,39378,"Rome-Nice",344,311,2789,"R.A.S",10,2007,"Pneumatique",2718
"1271TR2655","Rue Jaufre Rudel",50,"665",38000,38006,"Orange-Cardenal",42,46,406,"#N/A",1,2004,"Pneumatique",2655
"1271TR2655","Rue Jaufre Rudel",50,"666",38000,38006,"Cardenal-Orange",87,66,578,"#N/A",1,2004,"Pneumatique",2655
"2490TR1789","Rue Jacques Tati",50,"112",35500,35506,"Fontcouverte-Chasseurs",107,98,887,"#N/A",3,1997,"Pneumatique",1789
"2490TR1789","Rue Jacques Tati",50,"111",35500,35506,"Fontcouverte-Laverune",151,196,1456,"#N/A",3,1997,"Pneumatique",1789
"1259TR4644","Rue Jacques Draparnaud",50,"1645",39822,39828,"Lodéve-Arceaux",275,352,4023,"#N/A",1,2009,"Pneumatique",4644
"1256TR5226","Rue Jacques Coeur",50,"1914",40203,40209,"Cour-Compostel",21,11,107,"#N/A",1,2010,"Pneumatique",5226
"1256TR5226","Rue Jacques Coeur",50,"1913",40203,40209,"Compostel-Cour",14,9,77,"#N/A",1,2010,"Pneumatique",5226
"1256TR5227","Rue Jacques Coeur",50,"925",38692,38698,"Bruyas-Fabre",112,214,1564,"#N/A",12,2005,"Pneumatique",5227
"1256TR5226","Rue Jacques Coeur",50,"926",38692,38698,"Bruyas-Zonep",77,191,964,"#N/A",12,2005,"Pneumatique",5226
"1256TR5227","Rue Jacques Coeur",50,"761",38272,38278,"Bruyas-Monnaie",65,114,812,"#N/A",10,2004,"Pneumatique",5227
"1256TR5226","Rue Jacques Coeur",50,"762",38272,38278,"Bruyas-Loge",68,41,438,"#N/A",10,2004,"Pneumatique",5226
"1255TR4172","Rue Jacques Brives",50,"1349",39421,39427,"Brives-Hospices",57,56,464,"R.A.S",12,2007,"Pneumatique",4172
"1255TR4147","Rue Jacques Brives",50,"499",37230,37236,"Atgier-Grasset",40,28,1306,"#N/A",12,2001,"Pneumatique",4147
"1254TR1525","Rue Jacques Bounin",50,"2044",40327,40333,"Toulouse-Collucci",159,170,1433,"#N/A",5,2010,"Pneumatique",1525
"1254TR1525","Rue Jacques Bounin",50,"2045",40327,40333,"Collucci-Toulouse",196,266,1789,"#N/A",5,2010,"Pneumatique",1525
"1254TR1525","Rue Jacques Bounin",50,"1251",39213,39219,"Toulouse-Angouleme",169,229,1458,"R.A.S",5,2007,"Pneumatique",1525
"1254TR1525","Rue Jacques Bounin",50,"1252",39213,39219,"Angouleme-Toulouse",156,261,1664,"R.A.S",5,2007,"Pneumatique",1525
"1254TR556","Rue Jacques Bounin",50,"1077",38867,38873,"Angouleme-Toulouse",245,257,1823,"#N/A",5,2006,"Pneumatique",556
"1254TR556","Rue Jacques Bounin",50,"1076",38867,38873,"Toulouse-Angouleme",146,176,1566,"#N/A",5,2006,"Pneumatique",556
"1254TR1725","Rue Jacques Bounin",50,"1075",38867,38873,"Angouleme-Toulouse",347,377,2458,"#N/A",5,2006,"Pneumatique",1725
"1254TR1725","Rue Jacques Bounin",50,"1074",38867,38873,"Toulouse-Angouleme",178,271,2351,"#N/A",5,2006,"Pneumatique",1725
"1254TR1525","Rue Jacques Bounin",50,"982",38784,38790,"Angouleme-Toulouse",202,325,2100,"#N/A",3,2006,"Pneumatique",1525
"1254TR1525","Rue Jacques Bounin",50,"983",38784,38790,"Toulouse-Angouleme",278,247,2162,"#N/A",3,2006,"Pneumatique",1525
"1254TR556","Rue Jacques Bounin",50,"314",36245,36251,"Angouleme-Toulouse",125,147,976,"#N/A",3,1999,"Pneumatique",556
"1254TR556","Rue Jacques Bounin",50,"313",36245,36251,"Toulouse-Angouleme",78,80,659,"#N/A",3,1999,"Pneumatique",556
"1213TR1644","Rue Henri Sellier",50,"1529",39717,39723,"Toulouse-Brassens",55,42,327,"#N/A",9,2008,"Pneumatique",1644
"1213TR1644","Rue Henri Sellier",50,"1528",39717,39723,"Brassens-Toulouse",71,55,371,"#N/A",9,2008,"Pneumatique",1644
"1213TR1644","Rue Henri Sellier",50,"1527",39717,39723,"Toulouse-Brassens",23,23,177,"#N/A",9,2008,"Pneumatique",1644
"1213TR1644","Rue Henri Sellier",50,"1526",39717,39723,"Brassens-Toulouse",24,33,209,"#N/A",9,2008,"Pneumatique",1644
"1213TR1644","Rue Henri Sellier",50,"1268",39239,39245,"Brassens-Drouet",60,68,482,"R.A.S",6,2007,"Pneumatique",1644
"1213TR1644","Rue Henri Sellier",50,"1269",39239,39245,"Drouet-Brassens",59,52,450,"R.A.S",6,2007,"Pneumatique",1644
"1213TR1644","Rue Henri Sellier",30,"979",38784,38790,"Toulouse-Brassens",69,74,494,"#N/A",3,2006,"Pneumatique",1644
"1213TR1644","Rue Henri Sellier",30,"978",38784,38790,"Brassens-Toulouse",48,61,442,"#N/A",3,2006,"Pneumatique",1644
