FID_;CODE_COM;PRE;SECTION_;TEXTE;SYM;Shape_Leng;Shape_Area
672;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,451755;2,374874
673;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,517197;2,358509
674;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,414946;2,383787
675;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,26776;2,431515
676;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,311482;2,283574
677;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,345036;2,367181
678;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,494455;2,411009
679;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,501642;2,413368
680;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,365808;2,336893
681;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,537376;2,401743
682;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,253064;2,457362
683;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,616144;6,819443
684;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,512733;7,009031
685;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,4481;2,376918
686;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,24466;2,303228
687;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,437658;2,579087
688;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,462299;2,387572
689;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,553558;2,480653
690;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,319034;2,484609
691;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,416705;2,396584
692;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,376076;2,347571
693;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,484409;2,377137
694;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,494677;2,374807
695;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,298776;2,374993
696;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,14312;2,399934
697;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,495936;2,405703
698;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,389932;2,434581
699;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,481468;2,443753
700;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;79,175323;19,800174
701;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,393337;2,393518
702;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,56285;2,413281
703;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,447269;2,374874
704;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,342676;2,354768
705;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,449254;2,399459
706;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,352637;2,202034
707;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,478167;2,393521
708;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,535948;2,452937
709;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,35997;2,336399
710;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,367173;2,371575
711;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,363009;2,448331
712;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,507372;2,295893
713;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,575028;6,934006
714;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,460239;2,374874
715;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,265887;2,436153
716;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,227673;2,35915
717;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,261822;2,365918
718;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;79,184145;19,973165
719;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,588721;7,040062
720;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,570719;2,354884
721;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,446801;2,414981
722;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,40932;2,319803
723;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,48039;2,400793
724;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,406321;2,391143
725;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,486554;2,371826
726;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,501865;2,430684
727;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,565165;6,756934
728;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,422627;2,411275
729;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,393836;2,332546
730;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,422185;2,280803
731;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,592931;6,895961
732;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,547738;6,907388
733;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,507194;2,491399
734;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,444087;2,379284
735;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,363456;2,430715
736;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,458658;2,546243
737;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,312136;2,344649
738;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,290151;2,435162
739;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,371412;2,252437
740;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,590426;2,425584
741;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,455131;2,386575
742;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,390403;2,464378
743;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,401955;2,375962
744;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,332913;2,536062
745;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,420053;2,458518
746;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,544389;6,310559
747;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,444318;2,467299
748;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,358849;2,336015
749;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,284697;2,458015
750;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,398055;2,296903
751;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,386501;2,359325
752;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,66637;6,925406
753;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,283327;2,420984
754;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,367845;2,433171
755;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,478391;2,393493
756;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,556339;6,942229
757;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,397693;2,326859
758;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,346545;2,431221
759;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,442363;2,502437
760;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,41247;2,46289
761;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,418186;2,539553
762;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,443866;2,315915
763;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,461111;2,391118
764;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,390126;2,504396
765;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,59396;6,748015
766;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,477187;2,499934
767;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,5143;2,480387
768;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,383496;2,47485
769;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,510071;2,351787
770;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,404326;2,478021
771;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,362457;2,41349
772;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,203776;2,448593
773;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,395915;2,328603
774;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,532857;2,426015
775;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,336426;2,438534
776;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,375828;2,43899
777;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,531346;2,465353
778;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,415608;2,320501
779;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,387662;2,458503
780;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,62788;6,990628
781;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,440302;2,374509
782;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,462763;2,399884
783;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,669837;6,701037
784;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;26,928641;2,268084
785;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,342772;2,3545
786;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,350718;2,272021
787;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,443336;2,50049
788;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;26,793791;2,352515
789;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;45,174268;6,685127
790;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;46,740304;6,90887
791;172;0; ;(fleche de cours d'eau);Fleche de cours d'eau;27,365999;2,337097
792;198;0;AH; ;Cours d'eau;267,313451;818,5373
793;198;0;AH; ;Cours d'eau;654,263843;1609,868844
794;240;0;AZ;fosse;Cours d'eau;916,138329;2397,451246
795;240;0;AW; ;Cours d'eau;99,266942;172,069497
796;247;0;CA;La Lironde (Ruisseau);Cours d'eau;292,219564;372,09709
797;247;0;CB;(Ruisseau) La Lironde;Cours d'eau;538,30123;701,165082
798;247;0;CB; ;Cours d'eau;66,773153;74,197256
799;247;0;CB; ;Cours d'eau;55,374166;65,49744
800;247;0;CD; ;Cours d'eau;118,215816;145,584469
801;247;0;CD;(Ruisseau) La Lir onde;Cours d'eau;659,224484;999,068965
802;259;0;AA;Gousses;Cours d'eau;84,418974;46,008117
803;270;0;BW;Ruisseau du Rieucoulon;Cours d'eau;1048,453459;1608,971545
804;270;0;AA;(Ruisseau) Le Rieucoulon;Cours d'eau;1273,692118;1156,25239
805;270;0;AA;Fjoc;Cours d'eau;541,114102;500,4389
806;270;0;AA; ;Cours d'eau;325,380515;586,842199
807;270;0;AB; ;Cours d'eau;398,273695;766,100299
808;270;0;AB;Peyre de Capoulière de dit Ruisseau à;Cours d'eau;1121,297839;1332,0001
809;270;0;AC;La Mosson;Cours d'eau;41,972704;98,722209
810;270;0;AC;Fossé;Cours d'eau;686,38861;1129,6153
811;270;0;AD;La Mosson;Cours d'eau;244,336903;1353,318825
812;270;0;AD;(Rivière) Mosson (Rivière) La;Cours d'eau;528,897508;2118,041986
813;270;0;AE;Mosson La (Rivière);Cours d'eau;3780,433801;17572,49795
814;270;0;AE; ;Cours d'eau;211,336322;794,5931
815;270;0;AE; ;Cours d'eau;790,870209;2924,741966
816;270;0;AM;(Rivière) Mosson La;Cours d'eau;1038,285881;1522,843684
817;270;0;AN;La Mosson (Rivière);Cours d'eau;951,060167;1216,926297
818;270;0;AN;Fuste la de Pont du Ruisseau;Cours d'eau;541,182678;540,2519
819;270;0;AN; ;Cours d'eau;121,870393;64,99235
820;270;0;AW;Capoulière dit Ruisseau;Cours d'eau;591,562157;1175,94575
821;270;0;AX;Ruisseau;Cours d'eau;442,575679;835,0331
822;270;0;AX;Ruisseau dit Capoulière;Cours d'eau;989,450471;867,721199
823;270;0;AZ;Rieucoulon dit Ruisseau;Cours d'eau;1143,585186;1862,662549
824;270;0;BA;Rieucoulon Le;Cours d'eau;603,515248;717,587032
825;270;0;BA;(Ruisseau);Cours d'eau;430,41705;564,124888
826;270;0;BA; ;Cours d'eau;11,958254;5,524399
827;270;0;BA;Ruisseau;Cours d'eau;443,853961;776,4401
828;270;0;BB;Ruisseau;Cours d'eau;294,519568;502,32775
829;270;0;BC; ;Cours d'eau;130,124585;241,753414
830;270;0;BC;Le;Cours d'eau;88,183354;138,94905
831;270;0;BC;Rieucoulon (Ruisseau);Cours d'eau;845,577575;1036,30064
832;270;0;BD;Rieucoulon (Ruisseau) Le;Cours d'eau;969,388411;1848,734586
833;270;0;BH;coulon Rieu du Ruisseau;Cours d'eau;1128,02752;1496,23385
834;270;0;BN; ;Cours d'eau;470,375828;634,1562
835;270;0;BN;Orts des Ruisseau;Cours d'eau;463,596759;811,25105
836;270;0;BN;(Rivière) Mosson La Orts des Ruisseau;Cours d'eau;1767,224186;3344,839808
837;270;0;BP;Fossé;Cours d'eau;361,936833;211,335349
838;270;0;BP;(Rivière);Cours d'eau;606,294863;1129,151994
839;270;0;BP;Mosson La;Cours d'eau;514,884564;912,041923
840;270;0;BR;La Mosson ( Rivière );Cours d'eau;949,515578;1798,225558
841;270;0;BS;La ( Rivière ) Mosson;Cours d'eau;848,345711;3215,062729
