"RÚgIE_ENTR","PROJET_O_N","DOM_PUBLIC","DOSSIER","O_N","NOM","CANTON","SS_QUARTIE","QUARTIER","QUARTIER0","SECTEUR","LIBSECTEUR","CAT?GORIE","LIBCATÚgOR","DATE_CR?AT","ADRESSE","PELOUSES","FLEURS","ARBUSTES","JEUX","ALL?ES","FRICHE","JARDINIERE","HAIES_LONG","WC_O_N","D?POT_JARD","ECLAIRAGE_","V?G?TAUX","BORNE_FONT","BASSINS_FO","DATE_MODIF","COORDONN?E","N_GEST","_LIBGESTI","N_MOEUVRE","_1_LIBGES","DATE_FICHE","GROUPE_ENT","LIBGROUPE","EAU_SURFAC","ROSIERS_SU","FEUILLUS_U","CONIFERE_U","PRAIRIE","PALMIERS_Q","BOISEMENT","XCOORD","YCOORD","ALLÚeS_NON","VIVACES","PROPRIÚt?","LIBPROPRI","UNIFIÚe","LIBTYPOLOG","SEV","NON_SEV","TOTALE","ARBRES","HORTICOLE","HISTORIQUE","ECOLOGIE","ACTIVIT?","COMPOSITIO","ZONE","CL¶tURÚ_O_","FERMETURE","LIBFERMETU","HANDICAPÚs","HANDICAP0","LIBEVOLUTI","ACCESSIBIL","MODIFICATI","TRAML1","BUS","MSEC","BALAYAGESE","NOMCOURT","LONGITUDE","LATITUDE"
"Non","Non","19700101",477,"Non","Primaire Louis Amstrong (ex Petit Bard)",7,5,"Alco","Les CÚvennes","H","CÚvennes","Prim.","Primaire","19700101","Rue Paul Rimbaud",0,0,458,0,0,0,0,0,"Non","Non","Non",,0,0,34445,,55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,150,0,0,"721315,66889724","147482,72951147",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",608,0,608,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,,0,"Non","Prim Amstrong","3,839696","43,617319"
"Non","Non","19700101",479,"Non","Primaire Dr Calmette",2,16,"Plan des 4 Seigneurs","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Prim.","Primaire","19700101","Rue du pic Saint-Loup",0,0,140,0,0,0,0,140,"Non","Non","Non","39 sophoras",0,0,34451,"H16",55,"Affaires scolaires primaire",1,"SEV",33644,2,"Normal",0,0,0,0,0,0,0,"722605,71323791","150269,03189627",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",140,0,140,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"La Navette - Plan des 4 Seigneurs (Terminus) (169",0,"Non","Prim Dr Calmette","3,856313","43,642183"
"Non","Non","19700101",480,"Non","Primaire Jean Moulin",4,24,"Les Aubes","Centre","E","Verdanson","Prim.","Primaire","19700101","Boulevard des Sports, 20, boulevard MouniÚ",0,20,168,0,0,0,0,177,"Non","Non","Non","26 arbres",0,0,34445,"M11",55,"Affaires scolaires primaire",1,"SEV",33644,2,"Normal",0,0,0,0,0,0,0,"725501,63891158","147731,61536764",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",188,0,188,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"8 - Estragon (75 m)",0,"Non","Prim Moulin","3,891608","43,61886"
"Non","Non","19700101",481,"Non","Primaire Jules Ferry (Vert-Bois)",3,18,"Aiguelongue","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Prim.","Primaire","19700101","Rue Antoine-Laurent Jussieux",0,0,1315,0,0,0,0,0,"Non","Non","Non","14 arbres",0,0,34445,"K15",55,"Affaires scolaires primaire",1,"SEV",33679,2,"Normal",0,0,0,0,0,0,0,"724041,22127156","149649,23464379",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1315,0,1315,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"9 - RenÚ Bougnol (127 m)",0,"Non","Prim Jules Ferry","3,87396","43,636365"
"Non","Non","19700101",482,"Non","Primaire Jean Zay (Le Lez)",4,26,"La Pompignane","Port Marianne","L","Port Marianne","Prim.","Primaire","19700101","Rue Alphonse Juin",0,0,492,0,0,0,0,147,"Non","Non","Non","20 arbres",0,0,34445,"N11",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"726013,9149517","147703,13223123",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",492,0,492,0,0,0,0,0,0,"Est","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"La Ronde - Foyer des Aubes (27 m)",0,"Non","Prim Zay","3,897946","43,618517"
"Non","Non","19700101",484,"Non","Primaire Sigmund Freud (Aiguelongue)",3,18,"Aiguelongue","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Prim.","Primaire","19700101","Ave de la Justice de Castelnau",0,16,423,0,407,0,0,213,"Non","Non","Non","29 arbres",0,0,34445,"L13",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,407,0,0,"724545,29921337","148506,44076111",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1253,0,1253,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Aiguelongue (218 m)","La Ronde - Tourterelles (24 m)",0,"Non","Prim S Freud","3,879941","43,625994"
"Non","Non","19880101",485,"Non","Primaire EugÞne Pottier (Jeu de Mail 1)",2,17,"H¶pitaux-FacultÚs","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Prim.","Primaire","19880101","Rue de la Jalade",0,0,457,0,0,0,0,54,"Non","Non","Non","11 arbres",0,0,34451,"i13",55,"Affaires scolaires primaire",1,"SEV",33679,2,"Normal",0,0,0,0,0,0,0,"723268,91836987","148564,03765688",14,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",457,0,471,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Saint-Eloi (127 m)","La Navette - Saint-Eloi (129 m)",0,"Non","Prim E Pottier","3,86414","43,626728"
"Non","Non","19860101",510,"Non","Primaire Charles Dickens (Aiguerelles)",5,14,"Les Aiguerelles","PrÞs d'ArÞnes","I","PrÞs d'ArÞnes","Prim.","Primaire","19860101","Avenue du pont Trinquat",342,0,594,0,0,0,0,79,"Non","Non","Non","acer campestris,cÞdre,celtis",0,0,35068,"M7",55,"Affaires scolaires primaire",1,"SEV",33679,2,"Normal",0,0,0,0,0,0,0,"725582,04333725","145307,29055407",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",936,0,936,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"8 - CollÞge des Aiguerelles (191 m)",0,"Non","Prim C Dickens","3,892036","43,597028"
"Non","Non","19700101",535,"Non","Primaire Lamartine",1,21,"Centre historique","Centre","A","Ecusson","Prim.","Primaire","19700101","rue de la ValfÞre",0,0,0,0,0,0,0,0,"Non","Non","Non","5 sophoras, 1 acacia",0,0,34445,"K9",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,6,0,0,0,6,"724076,85146803","146645,47244631",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",6,0,6,6,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - ComÚdie (498 m)","6 - Saint-Guilhem (24 m)",0,"Non","Primaire Lamartine","3,873706","43,609326"
"Non","Non","19700101",565,"Non","Primaire SÚvignÚ",1,22,"Gambetta","Centre","B","Peyrou","Prim.","Primaire","19700101","rue Bernard de Treviers",0,12,5,0,0,0,0,0,"Non","Non","Non","7 mÚlia",0,0,34445,"J9",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,7,0,0,0,0,"723945,3665837","146165,25307263",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",17,0,17,7,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Rondelet (345 m)","7 - Saint-Denis (138 m)",0,"Non","Prim SÚvignÚ","3,871966","43,605026"
"Non","Non","19700101",566,"Non","Primaire Jeanne d'Arc",7,20,"Les Arceaux","Centre","B","Peyrou","Prim.","Primaire","19700101","9, Bd des Arceaux",0,0,2,0,0,0,0,0,"Non","Non","Non","2 platanes",0,0,34445,"J10",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,2,0,0,0,0,"723465,67272915","146844,0135706",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",2,0,2,2,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"6 - Paladilhe (114 m)",0,"Non","Prim Jeanne d'Arc","3,866183","43,611215"
"Non","Non","19700101",570,"Non","Primaire Auguste Comte",10,21,"Centre historique","Centre","B","Peyrou","Prim.","Primaire","19700101","rue Emile Zola",0,0,1,0,0,0,0,0,"Non","Non","Non",,0,0,34445,"J10",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"723642,35225796","146716,1022163",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1,0,1,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - Plan Cabanes (156 m)",0,"Non","Prim Comte","3,868341","43,610034"
"Non","Non","19700101",574,"Non","Primaire Condorcet",2,19,"Boutonnet","Centre","E","Verdanson","Prim.","Primaire","19700101","12, Avenue Bouisson Bertrand",0,0,5,0,0,0,0,0,"Non","Non","Non","1 platane",0,0,35075,"K11",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,1,0,0,0,0,"724102,91721648","147492,08375184",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",5,0,5,1,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Place Albert Premier (60 m)","7 - Saint-Roch (397 m)",0,"Non","Prim Condorcet","3,874224","43,616941"
"Non","Non","19700101",576,"Non","Primaire Berthe Morizot",10,19,"Boutonnet","Centre","E","Verdanson","Prim.","Primaire","19700101","60, avenue Assas",0,0,94,0,0,0,0,38,"Non","Non","Non","18 Sophoras",0,0,34445,"i11",55,"Affaires scolaires primaire",1,"SEV",33676,2,"Normal",0,0,18,0,0,0,0,"723116,41272067","147462,23426571",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",94,0,94,18,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"16 - CollÞge Camille Claudel (56 m)",0,"Non","Prim Morizot","3,861998","43,616837"
"Non","Non","19700101",580,"Non","Primaire Paul Bert",4,23,"Gares","Centre","C","Antigone","Prim.","Primaire","19700101","19, rue GÚnÚral Rieu",0,5,0,0,0,0,0,0,"Non","Non","Non","4 Sophoras",0,0,34101,"L8",55,"Affaires scolaires primaire",1,"SEV",33675,2,"Normal",0,0,0,0,0,0,0,"724691,39352929","146022,9424944",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",5,0,5,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 et 2 - Gares (187 m)","12 - Place de Strasbourg (103 m)",0,"Non","Primaire Paul Bert","3,881172","43,603619"
"Non","Non","19700101",584,"Non","Primaire Louis Blanc",1,28,"Les Beaux Arts","Centre","A","Ecusson","Prim.","Primaire","19700101","8, Boulevard Louis Blanc",0,0,7,0,0,0,0,0,"Non","Non","Non","1 Marronnier",0,0,34101,"L10",55,"Affaires scolaires primaire",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"724551,71054666","147206,51666095",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",7,0,7,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Louis Blanc (137 m)","4 - Proudhon (274 m)",0,"Non","Prim Louis Blanc","3,879718","43,614295"
"Non","Non","19700101",638,"Non","Primaire Ferdinand Buisson",6,10,"Lemasson","Croix d'Argent","W","Croix d'Argent","Prim.","Primaire","19700101","rue des sophoras",0,0,0,0,0,0,0,0,"Non","Non","Non","9 sophoras",0,0,34445,"J8",55,"Affaires scolaires primaire",1,"SEV",33770,2,"Normal",0,0,9,0,0,0,0,"723710,87995147","145602,63230063",9,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",0,0,9,9,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"14 - Berthelot (195 m)",0,"Non","Prim F Buisson","3,868933","43,600002"
"Non","Non","19700101",639,"Non","Primaire Marie Curie",6,10,"Lemasson","Croix d'Argent","W","Croix d'Argent","Prim.","Primaire","19700101","rue des sophoras",0,0,17,0,0,0,0,0,"Non","Non","Non","12 sophoras",0,0,34445,"J8",55,"Affaires scolaires primaire",1,"SEV",33784,2,"Normal",0,0,12,0,0,0,0,"723722,12606068","145594,53930615",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",17,0,17,12,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"14 - Berthelot (199 m)",0,"Non","Prim Marie Curie","3,869071","43,599927"
"Non","Non","19750101",686,"Non","Primaire Ronsard (Villeneuve d'AngoulÛme)",6,11,"Croix d'Argent","Croix d'Argent","W","Croix d'Argent","Prim.","Primaire","19750101","Avenue Villeneuve d'AngoulÛme",410,4,20,0,0,0,0,65,"Non","Non","Non",,0,0,34445,"j5",55,"Affaires scolaires primaire",1,"SEV",34155,2,"Normal",0,0,9,0,0,0,0,"723437,08448891","144288,30897652",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",434,0,434,9,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Villeneuve d'AngoulÛme (62 m)","5 - Trifontaine (45 m)",0,"Non","Prim Ronsard","3,86524","43,588219"
"Non","Non","19940915",807,"Non","Primaire Joseph Delteil",7,5,"Alco","Les CÚvennes","H","CÚvennes","Prim.","Primaire","19940915","Rue des araucarias",0,0,157,0,0,0,0,0,"Non","Non","Non","6 tilleuls",0,0,35200,"E11",55,"Affaires scolaires primaire",1,"SEV",35200,2,"Normal",0,0,6,0,0,0,0,"721256,07502881","147313,30214653",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",157,0,157,6,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"6 - BelvÚdÞre (29 m)",0,"Non","Prim Delteil","3,83892","43,615804"
"Non","Non","19960422",810,"Non","Primaire Blaise Pascal",4,27,"MillÚnaire","Port Marianne","L","Port Marianne","Prim.","Primaire","19960422","Rue Louis LÚpine",0,0,50,0,0,0,0,0,"Non","Non","Oui","6 cyprÞs, 1 m¹rier",0,0,35251,"P10",55,"Affaires scolaires primaire",1,"SEV",35251,2,"Normal",0,0,1,6,0,0,0,"726790,63221401","146990,84361328",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",50,0,50,7,0,0,0,0,0,"Est","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"12 - Franþois Couperin (87 m)",0,"Non","Prim B Pascal","3,9074","43,611973"
"Non","Non","19951030",1052,"Non","Primaire Emile Combes",7,5,"Alco","Les CÚvennes","H","CÚvennes","Prim.","Primaire","19951030","220 rue Edmond Lotard",0,0,200,0,0,0,0,0,"Non","Non","Non",,0,0,,"f12",55,"Affaires scolaires primaire",1,"SEV",39055,2,"Normal",0,0,5,0,694,0,0,"721375,3678695","148148,14182373",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",894,0,894,5,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,,0,"Non","Prim E Combe","3,840586","43,623298"
