"RÚgIE_ENTR","PROJET_O_N","DOM_PUBLIC","DOSSIER","O_N","NOM","CANTON","SS_QUARTIE","QUARTIER","QUARTIER0","SECTEUR","LIBSECTEUR","CAT?GORIE","LIBCATÚgOR","DATE_CR?AT","ADRESSE","PELOUSES","FLEURS","ARBUSTES","JEUX","ALL?ES","FRICHE","JARDINIERE","HAIES_LONG","WC_O_N","D?POT_JARD","ECLAIRAGE_","V?G?TAUX","BORNE_FONT","BASSINS_FO","DATE_MODIF","COORDONN?E","N_GEST","_LIBGESTI","N_MOEUVRE","_1_LIBGES","DATE_FICHE","GROUPE_ENT","LIBGROUPE","EAU_SURFAC","ROSIERS_SU","FEUILLUS_U","CONIFERE_U","PRAIRIE","PALMIERS_Q","BOISEMENT","XCOORD","YCOORD","ALLÚeS_NON","VIVACES","PROPRIÚt?","LIBPROPRI","UNIFIÚe","LIBTYPOLOG","SEV","NON_SEV","TOTALE","ARBRES","HORTICOLE","HISTORIQUE","ECOLOGIE","ACTIVIT?","COMPOSITIO","ZONE","CL¶tURÚ_O_","FERMETURE","LIBFERMETU","HANDICAPÚs","HANDICAP0","LIBEVOLUTI","ACCESSIBIL","MODIFICATI","TRAML1","BUS","MSEC","BALAYAGESE","NOMCOURT","LONGITUDE","LATITUDE"
"Non","Non","19700101",311,"Non","Maternelle Mozart ( ex Assas)",10,19,"Boutonnet","Centre","E","Verdanson","Mat.","Maternelle","19700101","Ave. d'Assas",0,0,128,0,0,0,0,28,"Oui","Non","Oui",,0,0,34445,"i11",56,"Ecoles maternelles",1,"SEV",33676,2,"Normal",0,0,0,0,0,0,0,"723119,25052393","147488,61532563",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",128,0,128,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"16 - CollÞge Camille Claudel (69 m)",0,"Non","Mat Mozart","3,862038","43,617074"
"Non","Non","19700101",336,"Non","Maternelle PrÚvert",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Mat.","Maternelle","19700101","Ave ComtÚ de Nice",98,0,374,0,0,0,0,30,"Non","Non","Non","pin d'alep, murier platane",0,0,34862,"B16",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,4,1,0,0,0,"719311,75938125","150254,42246468",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",472,0,472,5,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - Jacques PrÚvert (79 m)",0,"Non","Mat PrÚvert","3,815489","43,642591"
"Non","Non","19700101",338,"Non","Maternelle AndrÚ Boulloche (Bari)",9,2,"La Mosson","La Mosson","F","Hauts de Massane","Mat.","Maternelle","19700101","Rue de Bari",0,0,257,0,0,0,0,16,"Non","Non","Non","peuplier",0,0,34446,"C13",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,2,0,0,0,0,"719737,64007771","148652,11466172",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",257,0,257,2,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Halles de la Paillade (268 m)","15 - Lausanne (23 m)",0,"Non","Mat A Boulloche","3,820409","43,628101"
"Non","Non","19700101",342,"Non","Maternelle Averroes (Troubadours)",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Mat.","Maternelle","19700101","Rue Jauffre Rudel",0,0,1100,0,0,0,0,0,"Non","Non","Non","peuplier",0,0,34862,"C15",56,"Ecoles maternelles",1,"SEV",33634,2,"Normal",0,0,10,0,0,0,0,"719665,2235427","149765,79478505",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1100,0,1100,10,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Hauts de Massane (333 m)","15 - Pierre Cardenal (32 m)",0,"Non","Mat Averroes","3,81976","43,638136"
"Non","Non","19700101",343,"Non","Maternelle Vincent Van Gogh (Oxford)",9,2,"La Mosson","La Mosson","F","Hauts de Massane","Mat.","Maternelle","19700101","Rue d'Oxford",0,0,176,0,0,0,0,38,"Non","Non","Non","peuplier, platane",0,0,34446,"C13",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,2,0,0,0,0,"719725,76334556","148572,65617048",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",176,0,176,2,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Halles de la Paillade (229 m)","15 - Oxford (20 m)",0,"Non","Mat V Van Gogh","3,820245","43,627388"
"Non","Non","19700101",345,"Non","Maternelle Copernic (les Tours)",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Mat.","Maternelle","19700101","AllÚe Hauts Montpellier",0,0,700,0,0,0,0,120,"Non","Non","Non","pin d'alep, murier platane",0,0,34862,"B15",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,4,3,0,0,0,"719112,06211489","149904,53183326",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",700,0,700,7,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - ComtÚ de Nice (126 m)",0,"Non","Mat Copernic","3,812937","43,639474"
"Non","Non","19700101",349,"Non","Maternelle CervantÞs (Heidelberg)",9,2,"La Mosson","La Mosson","G","Mosson","Mat.","Maternelle","19700101","Rue Charles Bonaparte",0,16,28,0,0,0,0,33,"Non","Non","Non",,0,0,34445,"B13",56,"Ecoles maternelles",1,"SEV",33634,2,"Normal",0,0,0,0,0,0,0,"719252,90123959","148297,17904673",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",44,0,44,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39638,"1 - Halles de la Paillade (338 m)","15 - Louisville (223 m)",0,"Non","Mat CervantÞs","3,814324","43,624986"
"Non","Non","19700101",350,"Non","Maternelle Pape Carpentier",10,3,"Celleneuve","La Mosson","G","Mosson","Mat.","Maternelle","19700101","Rue des Úcoles",0,0,80,0,0,0,5,0,"Non","Non","Non",,0,0,34445,"D10",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"720370,25999677","147072,08886954",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",85,0,85,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - Marie Curie (156 m)",0,"Non","Mat P Carpentier","3,827892","43,613778"
"Non","Non","19700101",351,"Non","Maternelle Martin Luther King Louisville)",9,2,"La Mosson","La Mosson","G","Mosson","Mat.","Maternelle","19700101","Rue Charles Bonaparte",0,0,50,0,0,0,0,88,"Non","Non","Non",,0,0,34445,"B12",56,"Ecoles maternelles",1,"SEV",33634,2,"Normal",0,16,0,0,50,0,0,"719252,90123959","148211,3092222",10,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",116,0,126,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Mosson (378 m)","15 - Trident (204 m)",0,"Non","Mat M Luther King","3,814305","43,624213"
"Non","Non","19700101",358,"Non","Maternelle Jeanne Deroin (la Martelle)",10,4,"La Martelle","Les CÚvennes","H","CÚvennes","Mat.","Maternelle","19700101","rue Viollet le duc",100,0,40,0,0,0,0,70,"Non","Non","Non","4 pins",0,0,34445,"E9",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"721077,81894263","146509,04768224",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",140,0,140,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"La Ronde - La Colline (45 m)",0,"Non","Mat Deroin","3,83653","43,608595"
"Non","Non","19700101",360,"Non","Maternelle Rudyard Kipling (les Pins)",7,6,"Les CÚvennes","Les CÚvennes","H","CÚvennes","Mat.","Maternelle","19700101","Ave Saint-ClÚment",0,0,287,0,0,0,4,60,"Non","Non","Non","4 sophoras, 1 frÛne, 2 pins,",0,0,34862,"G11",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"721820,48256583","147422,92543538",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",291,0,291,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"6 - Las Cazes (134 m)",0,"Non","Mat R Kipling","3,845936","43,616698"
"Non","Non","19700101",362,"Non","Maternelle Docteur Roux",7,15,"Figuerolles","Centre","B","Peyrou","Mat.","Maternelle","19700101","94 r Faubourg Figuerolles",0,0,859,0,0,0,0,127,"Non","Non","Non","26 sophoras, 1 cÞdre",0,0,34445,"i9",56,"Ecoles maternelles",1,"SEV",33793,2,"Normal",0,0,0,0,0,0,0,"723150,9918789","146271,9334544",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",859,0,859,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39374,,"11 - Anterrieu (84 m)",0,"Non","Mat Dr Roux","3,862153","43,606119"
"Non","Non","19700101",364,"Non","Maternelle Lily-Boulanger (Pas du Loup)",8,8,"Pas du Loup","Croix d'Argent","W","Croix d'Argent","Mat.","Maternelle","19700101","25 rue Robespierre",0,0,320,0,0,0,0,50,"Non","Non","Non","acacia de besson",0,0,34457,"G8",56,"Ecoles maternelles",1,"SEV",33681,2,"Normal",0,0,0,0,0,0,0,"721835,30220507","145638,47270475",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",320,0,320,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"11 - Pas du Loup (16 m)",0,"Non","Mat  L Boulanger","3,845714","43,600636"
"Non","Non","19700101",366,"Non","Maternelle Marceline Desbordes-Valmore (Estanove)",8,9,"Estanove","Croix d'Argent","W","Croix d'Argent","Mat.","Maternelle","19700101","Rue Font Couverte",0,0,548,0,0,0,0,113,"Non","Non","Non","2acacias,2judÚe,1peupl,3pins",0,0,34862,"H7",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,5,3,0,0,0,"722531,40483406","145513,92467283",200,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",548,0,748,8,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"11 - Les Roses (412 m)",0,"Non","Mat M Desbordes","3,854306","43,5994"
"Non","Non","19700101",399,"Non","Maternelle Paul Eluard (la Rauze)",5,14,"Les Aiguerelles","PrÞs d'ArÞnes","I","PrÞs d'ArÞnes","Mat.","Maternelle","19700101","219 rue de Saint Hilaire  rue de la Rauze",0,0,25,0,0,0,0,0,"Non","Non","Non","melia",0,0,34445,"N6",56,"Ecoles maternelles",1,"SEV",33634,2,"Normal",0,0,0,0,0,0,0,"725950,11693029","144827,07118039",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",25,0,25,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"8 - Les CÞdres (205 m)",0,"Non","Mat P Eluard","3,896481","43,592644"
"Non","Non","19700101",402,"Non","Maternelle Simone Signoret       (CitÚ Mion)",5,13,"Saint-Martin","PrÞs d'ArÞnes","I","PrÞs d'ArÞnes","Mat.","Maternelle","19700101","rue FrÚdÚric FabrÞge",0,0,1300,0,0,0,0,75,"Non","Non","Non","sophoras",0,0,34445,"L7",56,"Ecoles maternelles",1,"SEV",33634,2,"Normal",0,0,0,0,0,0,0,"724809,00470879","145338,82170138",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1300,0,1300,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"12 - Coquelicots (106 m)",0,"Non","Mat S Signoret","3,882471","43,597443"
"Non","Non","19700101",403,"Non","Maternelle Jean Cocteau (PrÞs d'ArÞnes)",5,13,"Saint-Martin","PrÞs d'ArÞnes","I","PrÞs d'ArÞnes","Mat.","Maternelle","19700101","rue de la Bandido",0,0,350,0,0,0,0,76,"Non","Non","Non","pin parasol, magnolia",0,0,34445,"M6",56,"Ecoles maternelles",1,"SEV",33679,2,"Normal",0,0,0,0,1500,0,0,"725213,86464038","144755,28526833",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1850,0,1850,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"12 - Saint-Martin (65 m)",0,"Non","Mat J Cocteau","3,887348","43,592123"
"Non","Non","19900101",407,"Non","Maternelle AliÚnor d'Aquitaine (Villeneuve d'AngoulÛme)",6,11,"Croix d'Argent","Croix d'Argent","W","Croix d'Argent","Mat.","Maternelle","19900101","bd Villeneuve d'AngoulÛme",400,0,0,0,0,0,0,0,"Non","Non","Non","pin pignon",0,0,35072,"i5",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,0,1,0,0,0,"723376,96510135","144313,32368673",245,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",400,0,645,1,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Villeneuve d'AngoulÛme (108 m)","5 - Trifontaine (20 m)",0,"Non","Mat A d'Aquitaine","3,864502","43,588454"
"Non","Non","19940801",408,"Non","Maternelle Alphonse Daudet",6,10,"Lemasson","Croix d'Argent","W","Croix d'Argent","Mat.","Maternelle","19940801","allÚe des sophoras",0,0,150,0,0,0,0,0,"Non","Non","Non","sophoras",0,0,34669,"J8",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"723686,91627951","145620,1846393",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",150,0,150,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"6 - Saint-ClÚophas (174 m)",0,"Non","Mat A Daudet","3,86864","43,600164"
"Non","Non","19700101",409,"Non","Maternelle Bertie Albrecht (Mas Drevon)",6,10,"Lemasson","Croix d'Argent","W","Croix d'Argent","Mat.","Maternelle","19700101","place Fontjun",0,0,508,0,0,0,0,20,"Non","Non","Non","pin, platanes, tilleul",0,0,34445,"J6",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"723720,96991861","144768,5283502",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",508,0,508,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Croix d'Argent (218 m)","5 - Richemont (261 m)",0,"Non","Mat B Albrecht","3,868865","43,592493"
"Non","Non","19700101",411,"Non","Maternelle Marcel Pagnol",6,11,"Croix d'Argent","Croix d'Argent","W","Croix d'Argent","Mat.","Maternelle","19700101","rue Georges Brassens",350,0,1710,0,0,0,0,0,"Non","Non","Non","Úrable,pin,murier platane",0,0,35072,"J6",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,3,1,0,0,1300,"723473,55551598","144958,34585706",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",3360,0,3360,4,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Croix d'Argent (111 m)","5 - Villeneuve d'AngoulÛme (66 m)",0,"Non","Mat M Pagnol","3,865846","43,594243"
"Non","Non","19870101",413,"Non","Maternelle L. Van Beethoven (Mas de BagnÞres)",6,11,"Croix d'Argent","Croix d'Argent","W","Croix d'Argent","Mat.","Maternelle","19870101","chemin de Poutingon",0,0,300,0,0,0,0,44,"Non","Non","Non",,0,0,34445,"H4",56,"Ecoles maternelles",1,"SEV",33681,2,"Normal",0,0,0,0,1500,0,0,"722730,26126983","143878,08874989",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1800,0,1800,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39839,"2 - Sabines (354 m)","5 - Mas de BagnÞres (Terminus) (91 m)",0,"Non","Mat Beethoven","3,856396","43,584645"
"Non","Non","19700101",415,"Non","Maternelle Robert Surcouf (Lantissargues)",6,10,"Lemasson","Croix d'Argent","W","Croix d'Argent","Mat.","Maternelle","19700101","rue Alain",0,3,1010,0,0,0,0,0,"Non","Non","Non","pin, laurier sauce",0,0,34445,"J7",56,"Ecoles maternelles",1,"SEV",33681,2,"Normal",0,0,1,1,0,0,0,"723902,16891188","145059,14042466",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1013,0,1013,2,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Mas Drevon (106 m)","5 - Mas Drevon (84 m)",0,"Non","Mat R Surcouf","3,871176","43,595078"
"Non","Non","19700101",424,"Non","Maternelle Jean-de-la-Fontaine",3,28,"Les Beaux Arts","Centre","E","Verdanson","Mat.","Maternelle","19700101","27 quai des Taneurs",0,0,90,0,0,0,0,90,"Non","Non","Non","sophoras",0,0,34457,"K11",56,"Ecoles maternelles",1,"SEV",33679,2,"Normal",0,0,0,0,0,0,0,"724439,14435073","147351,34973097",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",90,0,90,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Louis Blanc (101 m)","4 - Proudhon (304 m)",0,"Non","Mat la Fontaine","3,878357","43,615617"
"Non","Non","19650101",478,"Non","Maternelle Goethe (CitÚ Astruc)",7,6,"Les CÚvennes","Les CÚvennes","H","CÚvennes","Mat.","Maternelle","19650101","Rue des coronilles, CitÚ Astruc",0,0,150,0,0,0,0,25,"Non","Non","Oui",,0,0,34862,"H10",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,500,"722454,4688346","146811,43138503",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",650,0,650,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - CitÚ Astruc (64 m)",0,"Non","Mat Goethe","3,85365","43,61109"
"Non","Non","19700101",483,"Non","Maternelle Louise Michel",4,26,"La Pompignane","Port Marianne","L","Port Marianne","Mat.","Maternelle","19700101","Avenue de la Pompignane",982,4,290,0,0,120,0,0,"Non","Non","Non","21 arbres",0,0,34445,"N10",56,"Ecoles maternelles",1,"SEV",33679,2,"Normal",0,0,0,0,0,0,0,"726020,95690793","146843,80336295",120,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",1396,0,1516,0,0,0,0,0,0,"Est","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Pompignane (290 m)","9 - Place de l'Europe (332 m)",0,"Non","Mat L Michel","3,897832","43,610782"
"Non","Non","19860101",511,"Non","Maternelle Anne Franck  (Aiguerelles)",5,14,"Les Aiguerelles","PrÞs d'ArÞnes","I","PrÞs d'ArÞnes","Mat.","Maternelle","19860101","Avenue du pont Trinquat",440,0,456,0,0,0,0,17,"Non","Non","Non","acer campestris,robinier",0,0,34445,"N7",56,"Ecoles maternelles",1,"SEV",33679,2,"Normal",0,0,0,0,0,0,0,"725606,11211303","145326,52455393",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",896,0,896,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - MoularÞs (483 m)","8 - CollÞge des Aiguerelles (161 m)",0,"Non","Mat A Franck","3,892339","43,597197"
"Non","Non","19700101",564,"Non","Maternelle Franþis Garnier",1,22,"Gambetta","Centre","B","Peyrou","Mat.","Maternelle","19700101","rue GÚnÚral RenÚ",0,4,27,0,0,0,0,0,"Non","Non","Non","3 platanes",0,0,34445,"J9",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,3,0,0,0,0,"723916,56813582","146463,11731098",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",31,0,31,3,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - Gambetta (90 m)",0,"Non","Mat Garnier","3,871678","43,607711"
"Non","Non","19700101",567,"Non","Maternelle Chaptal",7,20,"Les Arceaux","Centre","B","Peyrou","Mat.","Maternelle","19700101","Bd des Arceaux",0,0,3,0,0,0,0,0,"Non","Non","Non","3 platanes",0,0,34445,"J10",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,3,0,0,0,0,"723448,85611724","146844,43398589",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",3,0,3,3,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"6 - Paladilhe (110 m)",0,"Non","Mat Chaptal","3,865973","43,611221"
"Non","Non","19700101",568,"Non","Maternelle Pasteur",1,21,"Centre historique","Centre","A","Ecusson","Mat.","Maternelle","19700101","rue Vien",0,0,4,0,0,0,0,0,"Non","Non","Non","3 sophoras, 1 acacia",0,0,34445,"K9",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,4,0,0,0,0,"724061,61141349","146634,75185622",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",4,0,4,4,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"7 - Saint-Guilhem (15 m)",0,"Non","Mat Pasteur","3,873515","43,609232"
"Non","Non","19700101",569,"Non","Maternelle Jean Mace",1,21,"Centre historique","Centre","A","Ecusson","Mat.","Maternelle","19700101","rue Aigrefeuille",0,0,2,0,0,0,0,0,"Non","Non","Non","2 sophoras",0,0,34101,"K10",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,2,0,0,0,0,"724205,28834144","146976,44438934",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",2,0,2,2,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Louis Blanc (351 m)","6 - Peyrou (227 m)",0,"Non","Mat Jean Mace","3,875373","43,612283"
"Non","Non","19700101",572,"Non","Maternelle Planchon",1,21,"Centre historique","Centre","A","Ecusson","Mat.","Maternelle","19700101","rue du refuge",0,0,19,0,0,0,0,0,"Non","Non","Non","2 platanes",0,0,34101,"K10",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,2,0,0,0,0,"724375,03101785","147081,54821374",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",19,0,19,2,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Louis Blanc (168 m)","6 - Peyrou (428 m)",0,"Non","Mat Planchon","3,8775","43,6132"
"Non","Non","19700101",578,"Non","Maternelle Florian",4,23,"Gares","Centre","C","Antigone","Mat.","Maternelle","19700101","47, rue MÚditerranÚe",0,0,4,0,0,0,0,0,"Non","Non","Non","3 Sophoras, 1 Sapin",0,0,34101,"M9",56,"Ecoles maternelles",1,"SEV",33675,2,"Normal",0,0,0,0,0,0,0,"725151,01255338","146166,51431852",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",4,0,4,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Place Carnot (263 m)","16 - EDF (143 m)",0,"Non","Maternelle Florian","3,886898","43,604834"
"Non","Non","19700101",582,"Non","Maternelle Louis Figuier",4,23,"Gares","Centre","C","Antigone","Mat.","Maternelle","19700101","11, rue Farges",0,0,10,0,0,0,0,0,"Non","Non","Non","3 Sophoras",0,0,34101,"L8",56,"Ecoles maternelles",1,"SEV",33675,2,"Normal",0,0,0,0,0,0,0,"724750,14656713","146083,06188195",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",10,0,10,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Place Carnot (167 m)","12 - Place Carnot (99 m)",0,"Non","Maternelle L Figuier","3,881915","43,60415"
"Non","Non","19700101",583,"Non","Maternelle Anatole France",1,22,"Gambetta","Centre","B","Peyrou","Mat.","Maternelle","19700101","2, rue GÚnÚral Lafont",0,0,40,0,0,0,0,40,"Non","Non","Non","1 Acacia, 1 Tamaris",0,0,34457,"K8",56,"Ecoles maternelles",1,"SEV",33633,2,"Normal",0,0,0,0,0,0,0,"724236,29396964","146091,8906032",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",40,0,40,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Rondelet (135 m)","5 - Rondelet (20 m)",0,"Non","Mat A France","3,875554","43,604317"
"Non","Non","19920915",656,"Non","Maternelle HÚlÞne Boucher ( Alain Savary)",8,8,"Pas du Loup","Croix d'Argent","W","Croix d'Argent","Mat.","Maternelle","19920915","Route de Laverune",0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,34457,"F7",56,"Ecoles maternelles",1,"SEV",33889,2,"Normal",0,0,0,0,150,0,0,"721352,5603396","145227,51675135",0,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",150,0,150,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"11 - CollÞge M. Pagnol (142 m)",0,"Non","Mat H Boucher","3,839643","43,597017"
