Identifiant Observation,Ordre Observation,Nom Sélectionné,Numéro Nomenclatural Nom Selectionné,Nom Retenu,Numéro Nomenclatural Nom Retenu,Numéro Taxonomique,Famille,Référentiel Taxonomique,Code Insee,Commune,Lieu-Dit,Station,Milieu,Latitude,Longitude,Référentiel Géographique,Date Observation,Mots Clés,Commentaires,Date Création,Date Modification,Date Transmission
768177,1,Verbascum sinuatum L.,70972,Verbascum sinuatum L.,70972,5485,Scrophulariaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,62008","3,85333",WGS84,2012-06-20 00:00:00,"sauvages,Projets coopératifs,WidgetSaisie",observée au pied d'un arbre le long du mur de l'Inra,2012-06-29 19:54:29,2012-06-29 19:54:29,2012-06-29 19:54:29
768279,1,Malva sylvestris L.,40893,Malva sylvestris L.,40893,3831,Malvaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Rue d'Epidaure,"43.61073,3.89461;43.61234,3.89523;pair",Plate bande,"43,61214","3,89505",WGS84,2012-06-30 00:00:00,"Sauvages,Projets coopératifs",Guide des plantes sauvages.... e ma rue,2012-06-30 23:37:03,2012-06-30 23:37:03,2012-06-30 23:37:03
773961,2,Tripleurospermum inodorum Sch.Bip.,69569,Tripleurospermum inodorum Sch.Bip.,69569,1062,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.61266,3.89516;pair",Plate bande,"43,61172","3,88594",WGS84,2012-07-07 00:00:00,"Sauvages,Projets coopératifs","livre Sauvage de ma rue, la plante mesure environ 20 cm, et se trouve de façon disséminée sur la plate bande.",2012-07-07 19:17:33,2012-07-07 19:17:33,2012-07-07 19:17:33
783603,92,Vicia villosa subsp. eriocarpa (Hausskn.) P.W.Ball,77065,Vicia villosa subsp. eriocarpa (Hausskn.) P.W.Ball,77065,31114,Fabaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,talus,,,,,,2012-05-09 00:00:00,sensible,1 seul pied en fleur observé,2012-07-18 23:35:14,2012-07-18 23:35:44,2012-07-18 23:35:44
789134,1,Hordeum murinum L.,34857,Hordeum murinum L.,34857,6955,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Rue Henri Mares,"43.62016,3.85433;43.62024,3.85514;pair",Pied d'arbre,"43,6202","3,85474",WGS84,2012-06-05 00:00:00,"Sauvages,Projets coopératifs",Le long du mur de l'Inra,2012-07-23 21:09:05,2012-07-23 21:09:05,2012-07-23 21:09:05
789135,2,Convolvulus arvensis L.,75060,Convolvulus arvensis L.,75060,30052,Convolvulaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue Frédéric Sabatier d'Espeyran,"43.62507,3.86387;43.62558,3.86466;pair",Plate bande,"43,62532","3,86427",WGS84,2012-06-20 00:00:00,"Sauvages,Projets coopératifs",grimpe sur grillage le long d'un terrain d'immeuble,2012-07-23 21:17:43,2012-07-23 21:17:43,2012-07-23 21:17:43
789136,3,Cirsium arvense (L.) Scop.,17468,Cirsium arvense (L.) Scop.,17468,664,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue Frédéric Sabatier d'Espeyran,"43.62507,3.86387;43.62567,3.86484;pair",Pelouse,"43,62551","3,86458",WGS84,2012-06-20 00:00:00,"Sauvages,Projets coopératifs",pelouse en friche au pied d'un petit immeuble,2012-07-23 21:22:29,2012-07-23 21:22:29,2012-07-23 21:22:29
789137,4,Clematis vitalba L.,18235,Clematis vitalba L.,18235,4436,Ranunculaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue Frédéric Sabatier d'Espeyran,"43.62507,3.86387;43.62567,3.86484;pair",Pelouse,"43,62551","3,86458",WGS84,2012-06-20 00:00:00,"Sauvages,Projets coopératifs",pelouse en friche au pied d'un petit immeuble,2012-07-23 21:23:36,2012-07-23 21:23:36,2012-07-23 21:23:36
789138,5,Senecio inaequidens DC.,62909,Senecio inaequidens DC.,62909,1176,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue Domitienne,"43.62211,3.85950;43.62239,3.86029;pair",Fissures,"43,62225","3,85989",WGS84,2012-06-20 00:00:00,"Sauvages,Projets coopératifs","le long la faculté de pharmacie, à l'angle d'un portail condamné",2012-07-23 21:27:53,2012-07-23 21:27:53,2012-07-23 21:27:53
789139,6,Lactuca serriola L.,37373,Lactuca serriola L.,37373,991,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Rue Henri Mares,"43.62016,3.85433;43.62016,3.85533;pair",Fissures,"43,62016","3,85433",WGS84,2012-06-20 00:00:00,"Sauvages,Projets coopératifs",le long du mur de l'Inra,2012-07-23 21:30:15,2012-07-23 21:30:15,2012-07-23 21:30:15
789140,7,Erigeron sumatrensis Retz.,24956,Erigeron sumatrensis Retz.,24956,702,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Rue Henri Mares,"43.62016,3.85433;43.62016,3.85533;pair",Pied d'arbre,"43,62016","3,85433",WGS84,2012-07-06 00:00:00,"Sauvages,Projets coopératifs",le long du mur de l'Inra,2012-07-23 21:32:16,2012-07-23 21:32:16,2012-07-23 21:32:16
789141,8,Melilotus officinalis Lam.,41839,Melilotus officinalis Lam.,41839,3060,Fabaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue Domitienne,"43.62211,3.85950;43.62117,3.85860;pair",Pelouse,"43,62164","3,85905",WGS84,2012-06-05 00:00:00,"Sauvages,Projets coopératifs",petite friche au dessus du verdanson,2012-07-23 21:48:34,2012-07-23 21:48:34,2012-07-23 21:48:34
789142,9,Cichorium intybus L.,17314,Cichorium intybus L.,17314,661,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue Domitienne,"43.62211,3.85950;43.62117,3.85860;pair",Pelouse,"43,62164","3,85905",WGS84,2012-06-05 00:00:00,"Sauvages,Projets coopératifs",petite friche au dessus du verdanson,2012-07-23 21:49:42,2012-07-23 21:49:42,2012-07-23 21:49:42
798045,82,Koelreuteria paniculata Laxm.,78088,Koelreuteria paniculata Laxm.,78088,31439,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,La Domitienne,,,"43,62484","3,86367",WGS84,2012-07-07 00:00:00,"WidgetSaisie,Projets coopératifs",,2012-08-20 12:16:24,2012-08-20 12:16:24,2012-08-20 12:16:24
798047,84,Nelumbo nucifera Gaertn.,75750,Nelumbo nucifera Gaertn.,75750,30698,Nelumbonaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Jardin des plantes,,,"43,61488","3,87143",WGS84,2012-08-08 00:00:00,"WidgetSaisie,Projets coopératifs",,2012-08-20 12:22:29,2012-08-20 12:22:29,2012-08-20 12:22:29
812687,4,Acer monspessulanum L.,182,Acer monspessulanum L.,182,8523,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,cefe-cnrs,,0,0,,0000-00-00 00:00:00,,,2012-09-10 14:10:47,2012-09-10 15:05:31,2012-09-10 15:05:31
818606,1,Malva sylvestris L.,40893,Malva sylvestris L.,40893,3831,Malvaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,61387","3,90889",WGS84,2012-09-30 00:00:00,"WidgetSaisie,Projets coopératifs,biodiville",,2012-09-30 10:18:37,2012-09-30 10:18:37,2012-09-30 10:18:37
818611,1,Oxalis L.,86917,Oxalis L.,86917,35872,Oxalidaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,apieu,,,"43,61368","3,90917",WGS84,2012-09-30 00:00:00,"WidgetSaisie,biodiville,Projets coopératifs",,2012-09-30 11:54:09,2012-09-30 11:54:09,2012-09-30 11:54:09
818612,2,Allium L.,84866,Allium L.,84866,34093,Amaryllidaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,apieu,,,"43,61368","3,90917",WGS84,2012-09-30 00:00:00,"WidgetSaisie,biodiville,Projets coopératifs",,2012-09-30 11:54:09,2012-09-30 11:54:09,2012-09-30 11:54:09
818616,4,Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,"43,61367","3,90914",WGS84,2012-09-30 00:00:00,"Projets coopératifs,biodiville,WidgetSaisie",,2012-09-30 12:54:52,2012-10-08 17:01:28,2012-09-30 12:54:52
821016,5,Broussonetia papyrifera (L.) Vent.,11280,Broussonetia papyrifera (L.) Vent.,11280,3846,Moraceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:45,2012-10-08 17:29:33,2012-10-08 17:26:13
821017,6,Prunus cerasifera f. spaethiana Wood ex Späth,82569,Prunus cerasifera f. spaethiana Wood ex Späth,82569,32408,Rosaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:45,2012-10-08 17:29:33,2012-10-08 17:26:13
821018,7,Prunus cerasifera f. atropurpurea Diffel,82567,Prunus cerasifera f. atropurpurea Diffel,82567,4833,Rosaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:46,2012-10-08 17:29:33,2012-10-08 17:26:13
821019,8,Rubus fruticosus L.,58089,Rubus fruticosus L.,58089,4921,Rosaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:47,2012-10-08 17:29:33,2012-10-08 17:26:13
821020,9,Clematis vitalba L.,18235,Clematis vitalba L.,18235,4436,Ranunculaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:47,2012-10-08 17:29:33,2012-10-08 17:26:13
821021,10,Hedera helix L.,30892,Hedera helix L.,30892,329,Araliaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:48,2012-10-08 17:29:33,2012-10-08 17:26:13
821022,11,Parietaria judaica L.,47921,Parietaria judaica L.,47921,5641,Urticaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:49,2012-10-08 17:29:33,2012-10-08 17:26:13
821023,12,Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:49,2012-10-08 17:29:33,2012-10-08 17:26:13
821024,13,Crepis spathulata Guss.,84611,Crepis spathulata Guss.,84611,33846,Asteraceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:50,2012-10-08 17:29:33,2012-10-08 17:26:13
821025,14,Nerium oleander L.,75257,Nerium oleander L.,75257,30249,Apocynaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:51,2012-10-08 17:29:33,2012-10-08 17:26:13
821026,15,Viburnum tinus L.,71463,Viburnum tinus L.,71463,1973,Adoxaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:51,2012-10-08 17:29:33,2012-10-08 17:26:13
821027,16,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:52,2012-10-08 17:29:33,2012-10-08 17:26:13
821028,17,Thuja L.,87312,Thuja L.,87312,36267,Cupressaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:52,2012-10-08 17:29:33,2012-10-08 17:26:13
821029,18,Erigeron canadensis L.,24880,Erigeron canadensis L.,24880,700,Asteraceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:53,2012-10-08 17:29:33,2012-10-08 17:26:13
821030,19,Oxalis corniculata L.,47119,Oxalis corniculata L.,47119,4010,Oxalidaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:54,2012-10-08 17:29:33,2012-10-08 17:26:13
821031,20,Oxalis crassipes,0,,0,0,,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:54,2012-10-08 17:29:33,2012-10-08 17:26:13
821032,21,Emex spinosa (L.) Campd.,23928,Emex spinosa (L.) Campd.,23928,4211,Polygonaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:55,2012-10-08 17:29:33,2012-10-08 17:26:13
821033,22,Asparagus acutifolius L.,7214,Asparagus acutifolius L.,7214,6269,Asparagaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:56,2012-10-08 17:29:33,2012-10-08 17:26:13
821034,23,Torilis divaricata Moench,68567,Torilis arvensis subsp. arvensis ,68555,307,Apiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:56,2012-10-08 17:29:33,2012-10-08 17:26:13
821035,24,Piptatherum verticilliatum,0,,0,0,,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:56,2012-10-08 17:29:33,2012-10-08 17:26:13
821036,25,Reichardia picroides (L.) Roth,55654,Reichardia picroides (L.) Roth,55654,1115,Asteraceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:57,2012-10-08 17:29:33,2012-10-08 17:26:13
821037,26,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,70381,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,70381,1286,Asteraceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:58,2012-10-08 17:29:33,2012-10-08 17:26:13
821038,27,Silene nutans var. brachypoda (Rouy) P.Fourn.,64267,Silene nutans var. brachypoda (Rouy) P.Fourn.,64267,14531,Caryophyllaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:58:59,2012-10-08 17:29:33,2012-10-08 17:26:13
821039,28,Picris hieracioides L.,49351,Picris hieracioides L.,49351,1102,Asteraceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:00,2012-10-08 17:29:33,2012-10-08 17:26:13
821040,29,Celtis australis L.,14954,Celtis australis L.,14954,5634,Cannabaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:01,2012-10-08 17:29:33,2012-10-08 17:26:13
821041,30,Passiflora L.,86943,Passiflora L.,86943,35898,Passifloraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:01,2012-10-08 17:29:33,2012-10-08 17:26:13
821042,31,Rubia peregrina L.,57881,Rubia peregrina L.,57881,5096,Rubiaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:01,2012-10-08 17:29:33,2012-10-08 17:26:13
821043,32,Mercurialis annua L.,42320,Mercurialis annua L.,42320,2751,Euphorbiaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:02,2012-10-08 17:29:33,2012-10-08 17:26:13
821044,33,Mahonia aquifolium (Pursh) Nutt.,40676,Mahonia aquifolium (Pursh) Nutt.,40676,1317,Berberidaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:03,2012-10-08 17:29:33,2012-10-08 17:26:13
821045,34,Laurus nobilis L.,38070,Laurus nobilis L.,38070,3750,Lauraceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:04,2012-10-08 17:29:33,2012-10-08 17:26:13
821046,35,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:04,2012-10-08 17:29:33,2012-10-08 17:26:13
821047,36,Ligustrum japonicum Thunb.,76549,Ligustrum japonicum Thunb.,76549,30989,Oleaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:05,2012-10-08 17:29:33,2012-10-08 17:26:13
821048,37,Olea europaea L.,44593,Olea europaea L.,44593,3956,Oleaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:05,2012-10-08 17:29:33,2012-10-08 17:26:13
821049,38,Pardoglossum cheirifolium subsp. cheirifolium ,47912,Pardoglossum cheirifolium subsp. cheirifolium ,47912,1359,Boraginaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:06,2012-10-08 17:29:33,2012-10-08 17:26:13
821050,39,Crataegus crus-galli L.,19396,Crataegus crus-galli L.,19396,4716,Rosaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:06,2012-10-08 17:29:33,2012-10-08 17:26:13
821051,40,Ruscus aculeatus L.,58960,Ruscus aculeatus L.,58960,6367,Asparagaceae,,INSEE-C:34172,Montpellier,APIEU,,Friche,"43,61368","3,90924",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:07,2012-10-08 17:29:33,2012-10-08 17:26:13
821052,41,Euphorbia characias L.,25806,Euphorbia characias L.,25806,2689,Euphorbiaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:08,2012-10-08 17:30:50,2012-10-08 17:26:13
821053,42,Amaranthus retroflexus L.,4009,Amaranthus retroflexus L.,4009,49,Amaranthaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:09,2012-10-08 17:30:50,2012-10-08 17:26:13
821054,43,Stachys byzantina K.Koch,65881,Stachys byzantina K.Koch,65881,3681,Lamiaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:10,2012-10-08 17:30:50,2012-10-08 17:26:13
821055,44,Ferula communis L.,26534,Ferula communis L.,26534,178,Apiaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:10,2012-10-08 17:30:50,2012-10-08 17:26:13
821056,45,Festuca glauca Vill.,26994,Festuca glauca Vill.,26994,6860,Poaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:11,2012-10-08 17:30:50,2012-10-08 17:26:13
821057,46,Portulaca oleracea L.,52102,Portulaca oleracea L.,52102,4300,Portulacaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:11,2012-10-08 17:30:50,2012-10-08 17:26:13
821058,47,Beta vulgaris L.,9513,Beta vulgaris L.,9513,2331,Amaranthaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:12,2012-10-08 17:30:50,2012-10-08 17:26:13
821059,48,Perovskia,86958,Perovskia ,86958,35913,Lamiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:12,2012-10-08 17:30:50,2012-10-08 17:26:13
821060,49,Emex spinosa (L.) Campd.,23928,Emex spinosa (L.) Campd.,23928,4211,Polygonaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:13,2012-10-08 17:30:50,2012-10-08 17:26:13
821061,50,Erysimum cheiri (L.) Crantz,25436,Erysimum cheiri (L.) Crantz,25436,1611,Brassicaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:13,2012-10-08 17:30:50,2012-10-08 17:26:13
821062,51,Teucrium spinosum L.,84439,Teucrium spinosum L.,84439,33676,Lamiaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:13,2012-10-08 17:30:50,2012-10-08 17:26:13
821063,52,Phlomis L.,86978,Phlomis L.,86978,35933,Lamiaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:15,2012-10-08 17:30:50,2012-10-08 17:26:13
821064,53,Convolvulus cneorum L.,84110,Convolvulus cneorum L.,84110,33347,Convolvulaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:15,2012-10-08 17:30:50,2012-10-08 17:26:13
821065,54,Oenothera biennis L.,44495,Oenothera biennis L.,44495,3914,Onagraceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:16,2012-10-08 17:30:50,2012-10-08 17:26:13
821066,55,Atriplex rosea L.,8451,Atriplex rosea L.,8451,8713,Amaranthaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:17,2012-10-08 17:30:50,2012-10-08 17:26:13
821067,56,Heliotropium europaeum L.,31468,Heliotropium europaeum L.,31468,1382,Boraginaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:18,2012-10-08 17:30:50,2012-10-08 17:26:13
821068,57,Cercis siliquastrum L.,75048,Cercis siliquastrum L.,75048,30040,Fabaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:18,2012-10-08 17:30:50,2012-10-08 17:26:13
821069,58,Punica granatum L.,54104,Punica granatum L.,54104,4379,Lythraceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:19,2012-10-08 17:30:50,2012-10-08 17:26:13
821070,59,Nandina domestica,0,,0,0,,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:19,2012-10-08 17:30:50,2012-10-08 17:26:13
821071,60,Cassia corymbosa Lam.,14736,Cassia corymbosa Lam.,14736,9155,Fabaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:19,2012-10-08 17:30:50,2012-10-08 17:26:13
821072,61,Zanthoxylum piperitum,0,,0,0,,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:19,2012-10-08 17:30:50,2012-10-08 17:26:13
821073,62,Symphytum officinale L.,75402,Symphytum officinale L.,75402,30394,Boraginaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:19,2012-10-08 17:30:50,2012-10-08 17:26:13
821074,63,Verbascum thapsus L.,70991,Verbascum thapsus L.,70991,14887,Scrophulariaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:20,2012-10-08 17:30:50,2012-10-08 17:26:13
821075,64,Rumex cristatus subsp. cristatus x Rumex pulcher ,58938,Rumex cristatus subsp. cristatus x Rumex pulcher ,58938,14057,Polygonaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:20,2012-10-08 17:30:50,2012-10-08 17:26:13
821076,65,Malva sylvestris L.,40893,Malva sylvestris L.,40893,3831,Malvaceae,,INSEE-C:34172,Montpellier,APIEU,,Mare-Mazet-Potager (hors carrés),"43,61352","3,90867",,2012-09-30 00:00:00,biodiville,,2012-10-08 16:59:22,2012-10-08 17:30:50,2012-10-08 17:26:13
