"REG","uu","dc","nomc","iris","nom","note","A","BCatABC","BCatA","BCatB","BCatC","BCatD","BCatE","AH","AF","AHLt25","AFLt25","AH2549","AF2549","AHGe50","AFGe50","BE","BEH","BEF","BFor6","BFor5","BFor4","BFor3","BFor12","BDur1","BDur2","BDur3","BDur4","BIns1","BIns2","BIns3","BRecu","BQal1","BQal2","BQal3","BQal4","BQal5","Bind","Brmi"
"Code région","Code unité urbaine (agglomération)","Code département / commune","Nom de la commune","Code IRIS","Nom de la zone","Disponibilité (voir documentation)","DEFM toutes catégories","Catégorie A, B ou C","Catégorie A","Catégorie B","Catégorie C","Catégorie D","Catégorie E","Hommes","Femmes","Hommes de moins de 25 ans","Femmes de moins de 25 ans","Hommes de 25 à moins de 50 ans","Femmes de 25 à moins de 50 ans","Hommes de 50 ans et +","Femmes de 50 ans et +","Etrangers","Hommes étrangers","Femmes étrangères","Niveau de formation : Sortie avant troisième","Niveau de formation : CEP SES","Niveau de formation : BEPC BEP CAP","Niveau de formation : Bac, BTn, BT, BP","Niveau de formation : Bac+2 et plus","Durée du chômage : Moins de 6 mois","Durée du chômage : 6 mois à moins d'un an","Durée du chômage : un an à moins de deux ans","Durée du chômage : plus de deux ans","Motif d'inscription : 1ère entrée sur le marché du travail","Motif d'inscription : Licenciement","Motif d'inscription : Fin de CDD","Réinscription depuis moins de 7 mois d’intervalle","Niveau de qualification : Manoeuvres ou ouvriers spécialisés","Niveau de qualification : Ouvriers qualifiés","Niveau de qualification : Employés non qualifiés","Niveau de qualification : Employés qualifiés","Niveau de qualification : Cadres, techniciens, agents de maitrise","Indemnisés","Titulaires du Revenu Minimum d'Insertion ou du revenu de Solidarité active"
"91","34701","34172","Montpellier","1203","MAS DREVON-MAURIN",0,559,505,355,60,90,18,36,248,257,43,38,174,168,31,51,57,31,26,59,44,150,103,148,242,94,90,79,17,99,116,170,25,52,108,234,84,317,95
"91","34701","34172","Montpellier","1301","CROIX D'ARGENT",0,525,477,349,56,72,15,33,231,246,43,32,160,173,28,41,53,27,26,38,45,183,92,117,214,88,94,81,13,96,110,155,33,53,99,219,69,297,101
"91","34701","34172","Montpellier","1302","MARQUEROSE",0,367,333,243,45,45,14,20,164,169,28,23,109,117,27,29,50,32,18,36,19,98,80,99,158,71,62,42,14,54,73,102,23,33,64,152,59,201,57
"91","34701","34172","Montpellier","1303","GAROSUD",0,58,53,43,2,8,2,3,30,23,4,2,23,16,3,5,1,1,0,2,3,19,11,18,30,9,11,3,1,16,11,12,0,2,7,30,14,38,7
"91","34701","34172","Montpellier","1401","BAGATELLE",0,562,506,354,68,84,19,37,265,241,59,45,186,169,20,27,62,39,23,38,42,188,103,134,252,96,100,58,18,112,126,145,40,66,87,228,83,329,78
"91","34701","34172","Montpellier","1402","PAS DU LOUP",0,289,274,226,24,24,5,10,164,110,32,17,102,72,30,21,62,35,27,54,43,115,38,24,115,65,56,38,8,38,51,108,37,44,65,117,11,136,79
"91","34701","34172","Montpellier","1501","MION",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91","34701","34172","Montpellier","1502","SAINT-MARTIN",0,454,408,298,46,64,16,30,223,185,24,36,161,123,38,26,122,79,43,59,46,136,76,88,221,62,72,53,17,89,84,126,30,65,87,186,36,245,81
"91","34701","34172","Montpellier","1601","PONT TRINQUAT",0,344,309,217,38,54,12,23,179,130,34,16,128,92,17,22,66,44,22,33,27,94,71,84,164,52,46,47,11,59,77,100,17,46,51,145,49,196,63
"91","34701","34172","Montpellier","1602","AIGUERELLES",0,305,260,198,29,33,17,28,128,132,20,13,87,91,21,28,27,17,10,21,15,80,59,84,123,46,51,40,6,60,63,71,12,25,37,130,55,175,49
