"CIRCULATIO,C,50","CODCOMM,C,6","DOMAINE,C,50","HIERARCHIE,C,50","ID_ARC,N,10,0","F_ID_NODE,N,10,0","LONGUEUR,N,19,8","NOTES,C,80","NUM_D_D,N,10,0","NUM_D_F,N,10,0","NUM_G_D,N,10,0","NUM_G_F,N,10,0","NUMERO,C,20","OCCUPATION,C,50","PERIMETRE,N,19,8","RIVOLI,C,4","SUF_D_D,C,3","SUF_D_F,C,3","SUF_G_D,C,3","SUF_G_F,C,3","SURFACE,N,19,8","SYMBOL,N,10,0","T_ID_NODE,N,10,0","TYPE,C,50","DUOP,C,1","PROPRIO,C,50","ZAC,C,100","SHAPE_LEN,N,19,11","tarifs2011,C,50"
"DOUBLE SENS","340172","Publique",,293,348,"44,70000076",,0,0,0,0,"FILAIRE_293",,0,"2693",,,,,0,0,349,,"N",,,"44,7673090315",
"SENS UNIQUE","340172","Publique",,294,341,"156,1000061",,0,0,0,0,"FILAIRE_294",,0,"2963",,,,,0,0,337,,"N",,,"156,195237469",
"DOUBLE SENS","340172","Privée",,295,7758,"94,80000305",,0,0,0,0,"FILAIRE_295",,0,"2941",,,,,0,0,7757,,"N","SERM","BLAISE PASCAL","94,8429803125",
"SENS UNIQUE","340172","Publique",,296,350,"38,09999847","Parcelle ex-SERM vendu à la Ville le 20/12/2007",0,0,0,0,"FILAIRE_296",,0,"2442",,,,,0,0,7658,,"N",,"BLAISE PASCAL","38,157609116",
"DOUBLE SENS","340172","Publique",,119,137,"38,09999847",,0,0,0,0,"FILAIRE_119",,0,"579",,,,,0,0,136,,"N",,,"38,1401278856","vert"
"DOUBLE SENS","340172","Publique",,120,137,72,,0,0,0,0,"FILAIRE_120",,0,"1824",,,,,0,0,138,,"N",,,"72,0168417643",
"DOUBLE SENS","340172","Publique",,121,138,"38,5",,0,0,0,0,"FILAIRE_121",,0,"2148",,,,,0,0,132,,"N",,,"38,508866482",
"DOUBLE SENS","340172","Publique",,122,81,"49,09999847",,0,0,0,0,"FILAIRE_122",,0,"2148",,,,,0,0,138,,"N",,,"49,1059554899",
"SENS UNIQUE","340172","Publique",,123,139,"48,70000076",,0,0,0,0,"FILAIRE_123",,0,"1108",,,,,0,0,37,,"N",,,"48,7200394521",
"SENS UNIQUE","340172","Publique",,124,47,"62,09999847",,0,0,0,0,"FILAIRE_124",,0,"1108",,,,,0,0,139,,"N",,,"62,113432368",
"DOUBLE SENS","340172","Publique",,125,140,"32,79999924",,0,0,0,0,"FILAIRE_125",,0,"1640",,,,,0,0,141,,"N",,,"32,8375687518",
"DOUBLE SENS","340172","Publique",,126,141,"156,3999939",,0,0,0,0,"FILAIRE_126",,0,"1640",,,,,0,0,142,,"N",,,"156,493878646",
"DOUBLE SENS","340172","Publique",,127,143,"49,70000076",,0,0,0,0,"FILAIRE_127",,0,"1631",,,,,0,0,144,,"N",,,"49,7198077934",
"DOUBLE SENS","340172","Publique",,128,143,"62,20000076",,0,0,0,0,"FILAIRE_128",,0,"2152",,,,,0,0,145,,"N",,,"62,2482297441",
"SENS UNIQUE","340172","Publique",,129,147,"9,89999962",,0,0,0,0,"FILAIRE_129",,0,"1627",,,,,0,0,14497,,"N",,,"9,8714184472","orange"
"SENS UNIQUE","340172","Publique",,130,149,"156,1000061",,0,0,0,0,"FILAIRE_130","Piéton",0,"1400",,,,,0,0,148,,"N",,,"156,136353769",
"DOUBLE SENS","340172","Privée",,131,150,"99,30000305",,0,0,0,0,"FILAIRE_131",,0,"2297",,,,,0,0,151,,"N",,,"99,3835725525",
"DOUBLE SENS","340172","Publique",,132,152,"44,09999847",,0,0,0,0,"FILAIRE_132",,0,"1640",,,,,0,0,153,,"N",,,"44,123233268",
"DOUBLE SENS","340172","Privée",,133,154,61,,0,0,0,0,"FILAIRE_133",,0,"1041",,,,,0,0,153,,"N",,,"61,0658699276",
"DOUBLE SENS","340172","Privée",,134,155,"39,5",,0,0,0,0,"FILAIRE_134",,0,"1224",,,,,0,0,154,,"N",,,"39,4932928692",
"DOUBLE SENS","340172","Publique",,135,156,"54,59999847",,0,0,0,0,"FILAIRE_135",,0,"2259",,,,,0,0,157,,"N",,,"54,629670972",
"DOUBLE SENS","340172","Publique",,136,158,"63,40000153",,0,0,0,0,"FILAIRE_136",,0,"441",,,,,0,0,159,,"N",,,"63,3843925479",
"SENS UNIQUE","340172","Publique",,137,160,"107,19999695",,0,0,0,0,"FILAIRE_137",,0,"441",,,,,0,0,159,,"N",,,"107,220161196",
"DOUBLE SENS","340172","Publique",,138,161,"76,09999847",,0,0,0,0,"FILAIRE_138",,0,"1529",,,,,0,0,162,,"N",,,"76,1306338552",
"DOUBLE SENS","340172","Publique",,139,144,"61,79999924",,0,0,0,0,"FILAIRE_139",,0,"974",,,,,0,0,163,,"N",,,"61,7866737432",
"DOUBLE SENS","340172","Publique",,140,163,"83,5",,0,0,0,0,"FILAIRE_140",,0,"930",,,,,0,0,164,,"N",,,"83,5726855456",
"DOUBLE SENS","340172","Publique",,141,164,"174,6000061",,0,0,0,0,"FILAIRE_141",,0,"1355",,,,,0,0,165,,"N",,,"174,63954063",
"DOUBLE SENS","340172","Publique",,142,165,"25,89999962",,0,0,0,0,"FILAIRE_142",,0,"1355",,,,,0,0,166,,"N",,,"25,8838321492",
"DOUBLE SENS","340172","Publique",,143,73,"14,10000038",,0,0,0,0,"FILAIRE_143",,0,"1777",,,,,0,0,167,,"N",,,"14,0658279962",
"SENS UNIQUE","340172","Privée",,253,305,"58,79999924",,0,0,0,0,"FILAIRE_253",,0,"2979",,,,,0,0,8557,,"O",,,"58,8407223083",
"DOUBLE SENS","340172","Publique",,254,308,"55,70000076","Classée par acte notarié le 15/02/2008",0,0,0,0,"FILAIRE_254",,0,"2165",,,,,0,0,306,,"N",,,"55,7564671266",
"DOUBLE SENS","340172","Publique",,255,309,"30,70000076","Classée par acte notarié en mars 2003",0,0,0,0,"FILAIRE_255",,0,"2224",,,,,0,0,310,,"N",,,"30,7032493142",
"DOUBLE SENS","340172","Publique",,256,310,"141,1000061","Classée par acte notarié en mars 2003",0,0,0,0,"FILAIRE_256",,0,"2224",,,,,0,0,311,,"N",,,"141,204056708",
"DOUBLE SENS","340172","Publique",,257,310,"140,3999939","Classée par acte notarié en mars 2003",0,0,0,0,"FILAIRE_257",,0,"2276",,,,,0,0,311,,"N",,,"140,431452771",
"DOUBLE SENS","340172","Publique",,258,306,"28,70000076","Classée par acte notarié le 15/02/2008",0,0,0,0,"FILAIRE_258",,0,"2165",,,,,0,0,8519,,"N",,,"28,6965775064",
"DOUBLE SENS","340172","Publique",,259,8537,"32,5","Classée par acte notarié le 15/02/2008",0,0,0,0,"FILAIRE_259",,0,"2207",,,,,0,0,313,,"N",,,"32,5070400083",
"DOUBLE SENS","340172","Publique",,260,314,"24,29999924","Classée par acte notarié le 15/02/2008",0,0,0,0,"FILAIRE_260",,0,"2202",,,,,0,0,315,,"N",,,"24,2889613796",
"DOUBLE SENS","340172","Publique",,261,316,"75,09999847","Classée par acte notarié le 15/02/2008",0,0,0,0,"FILAIRE_261",,0,"2203",,,,,0,0,315,,"N",,,"75,0934165144",
"DOUBLE SENS","340172","Publique",,262,315,"32,59999847","Classée par acte notarié le 15/02/2008",0,0,0,0,"FILAIRE_262",,0,"2202",,,,,0,0,309,,"N",,,"32,6149256118",
"DOUBLE SENS","340172","Publique",,263,307,"161,5","Classée par acte notarié en Fév. 96",0,0,0,0,"FILAIRE_263",,0,"1655",,,,,0,0,317,,"N",,,"161,531508249",
"DOUBLE SENS","340172","Privée",,264,318,"50,5",,0,0,0,0,"FILAIRE_264",,0,"2434",,,,,0,0,319,,"N",,,"50,5570209775",
"DOUBLE SENS","340172","Privée",,265,319,"22,20000076",,0,0,0,0,"FILAIRE_265",,0,"2434",,,,,0,0,314,,"N",,,"22,2113372574",
"DOUBLE SENS","340172","Privée",,266,319,"100,40000153",,0,0,0,0,"FILAIRE_266",,0,"2696",,,,,0,0,320,,"N",,,"100,405742683",
"DOUBLE SENS","340172","Privée",,1,1,65,,0,0,0,0,"FILAIRE_1",,0,"2784",,,,,0,0,2,,"N",,,"65,0011367758",
"DOUBLE SENS","340172","Publique",,2,3,78,,0,0,0,0,"FILAIRE_2",,0,"914",,,,,0,0,4,,"N",,,"77,9877588632","vert"
"DOUBLE SENS","340172","Publique",,3,5,24,,0,0,0,0,"FILAIRE_3","Piéton",0,"815",,,,,0,0,4762,,"N",,,"23,9631549526",
"SENS UNIQUE","340172","Publique",,6,12,"100,59999847",,0,0,0,0,"FILAIRE_6",,0,"1251",,,,,0,0,11,,"N",,,"100,689339348","jaune"
"SENS UNIQUE","340172","Publique",,7,13,"61,09999847",,0,0,0,0,"FILAIRE_7",,0,"467",,,,,0,0,14,,"N",,,"61,1357906595","jaune"
"DOUBLE SENS","340172","Privée",,8,15,"33,79999924",,0,0,0,0,"FILAIRE_8",,0,"2784",,,,,0,0,1,,"N",,,"33,7961250631",
"DOUBLE SENS","340172","Publique",,9,16,"39,5",,0,0,0,0,"FILAIRE_9",,0,"864",,,,,0,0,17,,"N",,,"39,4778070475",
"DOUBLE SENS","340172","Publique",,10,18,"69,80000305",,0,0,57,59,"FILAIRE_10",,0,"511",,,,"bis",0,0,4,,"N",,,"69,8270845295","vert"
"DOUBLE SENS","340172","Publique",,11,19,"28,10000038",,0,0,0,0,"FILAIRE_11","Piéton",0,"536",,,,,0,0,20,,"N",,,"28,1546653344",
"DOUBLE SENS","340172","Publique",,13,22,"56,20000076",,0,0,0,0,"FILAIRE_13","Piéton",0,"2043",,,,,0,0,23,,"N",,,"56,193736962",
"DOUBLE SENS","340172","Publique",,14,24,"50,79999924",,0,0,0,0,"FILAIRE_14","Piéton",0,"873",,,,,0,0,25,,"N",,,"50,8364965529",
"DOUBLE SENS","340172","Publique",,15,26,33,,0,0,0,0,"FILAIRE_15",,0,"955",,,,,0,0,27,,"N",,,"33,0072126592",
"DOUBLE SENS","340172","Publique",,16,28,"51,09999847",,0,0,0,0,"FILAIRE_16",,0,"955",,,,,0,0,26,,"N",,,"51,1625112008",
"DOUBLE SENS","340172","Publique",,17,29,"84,59999847",,0,0,0,0,"FILAIRE_17",,0,"2067",,,,,0,0,30,,"N",,,"84,6151871265",
"DOUBLE SENS","340172","Publique",,18,31,"76,40000153",,0,0,0,0,"FILAIRE_18",,0,"2067",,,,,0,0,29,,"N",,,"76,4411082756",
"SENS UNIQUE","340172","Publique",,26,39,"87,19999695",,0,0,0,0,"FILAIRE_26",,0,"1092",,,,,0,0,38,,"N",,,"87,2094095439","orange"
"DOUBLE SENS","340172","Publique",,27,40,"40,5",,0,0,0,0,"FILAIRE_27","Piéton",0,"1872",,,,,0,0,41,,"N",,,"40,4767421873",
"DOUBLE SENS","340172","Publique",,28,42,"50,79999924",,0,0,0,0,"FILAIRE_28","Piéton",0,"633",,,,,0,0,43,,"N",,,"50,7750915895",
"SENS UNIQUE","340172","Publique",,29,44,"73,59999847",,0,0,0,0,"FILAIRE_29",,0,"2037",,,,,0,0,45,,"N",,,"73,6278794293","jaune"
"DOUBLE SENS","340172","Publique",,30,29,"46,5",,0,0,0,0,"FILAIRE_30",,0,"1984",,,,,0,0,28,,"N",,,"46,5376367483",
"DOUBLE SENS","340172","Publique",,31,30,"45,59999847",,0,0,0,0,"FILAIRE_31",,0,"1622",,,,,0,0,27,,"N",,,"45,6157277176",
"SENS UNIQUE","340172","Publique",,35,37,"19,60000038",,0,0,0,0,"FILAIRE_35",,0,"483",,,,,0,0,49,,"N",,,"19,5859049505",
"DOUBLE SENS","340172","Publique",,36,50,"13,89999962",,0,0,0,0,"FILAIRE_36","Piéton",0,"1907",,,,,0,0,19,,"N",,,"13,861481142",
"SENS UNIQUE","340172","Publique",,38,52,34,,0,0,0,0,"FILAIRE_38","Piéton",0,"1940",,,,,0,0,51,,"N",,,"33,9954751938",
"SENS UNIQUE","340172","Publique",,39,52,"43,59999847",,0,0,0,0,"FILAIRE_39",,0,"1305",,,,,0,0,21,,"N",,,"43,6247016628",
"DOUBLE SENS","340172","Publique",,40,53,"15,39999962",,0,0,0,0,"FILAIRE_40","Piéton",0,"1940",,,,,0,0,51,,"N",,,"15,453810985",
"DOUBLE SENS","340172","Publique",,41,54,"30,60000038",,0,0,0,0,"FILAIRE_41","Piéton",0,"1940",,,,,0,0,53,,"N",,,"30,6142758387",
"DOUBLE SENS","340172","Publique",,42,19,41,,0,0,0,0,"FILAIRE_42","Piéton",0,"1907",,,,,0,0,54,,"N",,,"41,0280854316",
"DOUBLE SENS","340172","Publique",,43,53,"25,29999924",,0,0,0,0,"FILAIRE_43","Piéton",0,"1886",,,,,0,0,55,,"N",,,"25,2786405414",
"DOUBLE SENS","340172","Publique",,44,23,51,,0,0,0,0,"FILAIRE_44","Piéton",0,"1886",,,,,0,0,56,,"N",,,"51,0041380635",
"DOUBLE SENS","340172","Publique",,45,57,"37,70000076",,0,0,0,0,"FILAIRE_45","Piéton",0,"1886",,,,,0,0,23,,"N",,,"37,684607566",
"DOUBLE SENS","340172","Publique",,46,55,"31,79999924",,0,0,0,0,"FILAIRE_46","Piéton",0,"1886",,,,,0,0,57,,"N",,,"31,8489177342",
"DOUBLE SENS","340172","Publique",,47,58,"30,20000076",,0,0,0,0,"FILAIRE_47","Piéton",0,"2098",,,,,0,0,22,,"N",,,"30,1894077989",
"DOUBLE SENS","340172","Publique",,48,58,"62,79999924",,0,0,0,0,"FILAIRE_48","Piéton",0,"1965",,,,,0,0,57,,"N",,,"62,7851268736",
"DOUBLE SENS","340172","Publique",,49,59,"36,40000153",,0,0,0,0,"FILAIRE_49","Piéton",0,"1965",,,,,0,0,58,,"N",,,"36,4201619554",
"DOUBLE SENS","340172","Publique",,50,41,15,,0,0,0,0,"FILAIRE_50","Piéton",0,"468",,,,,0,0,59,,"N",,,"14,9851064527",
"DOUBLE SENS","340172","Publique",,51,40,"16,20000076",,0,0,0,0,"FILAIRE_51","Piéton",0,"2098",,,,,0,0,58,,"N",,,"16,175200872",
"SENS UNIQUE","340172","Publique",,52,60,"74,30000305",,0,0,0,0,"FILAIRE_52","Piéton",0,"1660",,,,,0,0,61,,"N",,,"74,3147147871",
"DOUBLE SENS","340172","Publique",,53,42,"13,10000038",,0,0,0,0,"FILAIRE_53","Piéton",0,"478",,,,,0,0,62,,"N",,,"13,154977878",
"SENS UNIQUE","340172","Publique",,54,64,"70,09999847",,0,0,0,0,"FILAIRE_54",,0,"2110",,,,,0,0,63,,"N",,,"70,144475865","jaune"
"SENS UNIQUE","340172","Publique",,55,65,"40,70000076",,0,0,0,0,"FILAIRE_55",,0,"1823",,,,,0,0,66,,"N",,,"40,7294251893","orange"
"SENS UNIQUE","340172","Publique",,56,66,"31,39999962",,0,0,0,0,"FILAIRE_56",,0,"1823",,,,,0,0,67,,"N",,,"31,4103663406","orange"
"SENS UNIQUE","340172","Publique",,57,68,"38,90000153",,0,0,0,0,"FILAIRE_57",,0,"678",,,,,0,0,69,,"N",,,"38,8722731788","orange"
"DOUBLE SENS","340172","Publique",,59,72,"48,09999847",,0,0,0,0,"FILAIRE_59",,0,"1777",,,,,0,0,73,,"N",,,"48,0725967954",
"SENS UNIQUE","340172","Publique",,60,74,"78,69999695",,0,0,0,0,"FILAIRE_60",,0,"1288",,,,,0,0,75,,"N",,"ANTIGONE","78,7729639341","jaune"
"SENS UNIQUE","340172","Publique",,61,76,"68,30000305",,0,0,0,0,"FILAIRE_61",,0,"1288",,,,,0,0,74,,"N",,"ANTIGONE","68,3695777136","jaune"
"DOUBLE SENS","340172","Publique",,62,12,26,,0,0,0,0,"FILAIRE_62",,0,"1783",,,,,0,0,77,,"N",,,"26,0341987595","jaune"
"SENS UNIQUE","340172","Publique",,63,11,"75,09999847",,0,0,0,0,"FILAIRE_63",,0,"1797",,,,,0,0,13,,"N",,,"75,1063747954","jaune"
"DOUBLE SENS","340172","Publique",,64,78,58,,0,0,0,0,"FILAIRE_64",,0,"1089",,,,,0,0,38,,"N",,,"58,06378701","vert"
"DOUBLE SENS","340172","Publique",,65,79,"69,80000305",,0,0,0,0,"FILAIRE_65",,0,"1783",,,,,0,0,80,,"N",,,"69,7936197317","orange"
"DOUBLE SENS","340172","Publique",,67,77,42,,0,0,0,0,"FILAIRE_67",,0,"1783",,,,,0,0,14,,"N",,,"42,0177143457","jaune"
"SENS UNIQUE","340172","Publique",,68,75,"34,59999847",,0,0,0,0,"FILAIRE_68",,0,"1288",,,,,0,0,14019,,"N",,,"34,6613011654","jaune"
"DOUBLE SENS","340172","Publique",,69,84,"27,60000038",,0,0,0,0,"FILAIRE_69","Piéton",0,"442",,,,,0,0,61,,"N",,,"27,5803058324",
"SENS UNIQUE","340172","Publique",,70,85,113,,0,0,0,0,"FILAIRE_70",,0,"1433",,,,,0,0,86,,"N",,,"113,059133925",
"DOUBLE SENS","340172","En voie de classement (DCM)",,73,87,"14,60000038","DCM signée le 04/02/2008",0,0,0,0,"FILAIRE_73",,0,"2271",,,,,0,0,88,,"N",,,"14,5637803077",
"DOUBLE SENS","340172","Publique",,75,89,"103,90000153",,0,0,0,0,"FILAIRE_75",,0,"1413",,,,,0,0,90,,"N",,,"103,918766756",
"DOUBLE SENS","340172","Publique",,76,91,"55,90000153",,0,0,0,0,"FILAIRE_76",,0,"704",,,,,0,0,89,,"N",,,"55,932190829",
"DOUBLE SENS","340172","Publique",,77,92,"38,90000153",,0,0,0,0,"FILAIRE_77",,0,"942",,,,,0,0,93,,"N",,,"38,9581048841",
"DOUBLE SENS","340172","Publique",,78,89,"43,59999847",,0,0,0,0,"FILAIRE_78",,0,"704",,,,,0,0,93,,"N",,,"43,586635679",
"DOUBLE SENS","340172","Publique",,79,94,42,,0,0,0,0,"FILAIRE_79",,0,"942",,,,,0,0,92,,"N",,,"42,0016682842",
"DOUBLE SENS","340172","Publique",,80,94,46,,0,0,0,0,"FILAIRE_80",,0,"1413",,,,,0,0,89,,"N",,,"45,9957971538",
"SENS UNIQUE","340172","Publique",,81,69,"35,79999924",,0,0,0,0,"FILAIRE_81",,0,"678",,,,,0,0,95,,"N",,,"35,8573738867","orange"
"SENS UNIQUE","340172","Publique",,83,98,"39,5",,0,0,0,0,"FILAIRE_83","Piéton",0,"686",,,,,0,0,61,,"N",,,"39,5153480312",
"SENS UNIQUE","340172","Publique",,84,100,38,,0,0,0,0,"FILAIRE_84","Piéton",0,"1023",,,,,0,0,99,,"N",,,"38,0386371883",
"DOUBLE SENS","340172","Publique",,85,101,"12,30000019",,0,0,0,0,"FILAIRE_85","Piéton",0,"2086",,,,,0,0,102,,"N",,,"12,2618719179",
"DOUBLE SENS","340172","Publique",,86,103,"33,59999847",,0,0,0,0,"FILAIRE_86","Piéton",0,"1968",,,,,0,0,104,,"N",,,"33,6439764346",
"DOUBLE SENS","340172","Publique",,87,105,35,,0,0,0,0,"FILAIRE_87","Piéton",0,"1574",,,,,0,0,106,,"N",,,"34,9935181836",
"DOUBLE SENS","340172","Publique",,88,106,"33,70000076",,0,0,0,0,"FILAIRE_88","Piéton",0,"1574",,,,,0,0,50,,"N",,,"33,7200545837",
"SENS UNIQUE","340172","Publique",,89,21,"121,59999847",,0,0,0,0,"FILAIRE_89",,0,"1305",,,,,0,0,107,,"N",,,"121,610996231",
"SENS UNIQUE","340172","Publique",,90,107,"86,5",,0,0,0,0,"FILAIRE_90",,0,"1305",,,,,0,0,108,,"N",,,"86,5814152827",
"SENS UNIQUE","340172","Publique",,91,108,"30,5",,0,0,0,0,"FILAIRE_91",,0,"703",,,,,0,0,109,,"N",,,"30,5299106348",
"DOUBLE SENS","340172","Publique",,92,110,"21,60000038",,0,0,0,0,"FILAIRE_92",,0,"703",,,,,0,0,109,,"N",,,"21,5832378472",
"SENS UNIQUE","340172","Publique",,93,109,"77,30000305",,0,0,0,0,"FILAIRE_93",,0,"1667",,,,,0,0,111,,"N",,,"77,3198723156","jaune"
"SENS UNIQUE","340172","Publique",,94,111,"35,29999924",,0,0,0,0,"FILAIRE_94",,0,"483",,,,,0,0,107,,"N",,,"35,3225248295",
"DOUBLE SENS","340172","Publique",,96,112,"38,40000153",,0,0,0,0,"FILAIRE_96","Piéton",0,"1774",,,,,0,0,56,,"N",,,"38,4182465849",
"SENS UNIQUE","340172","Publique",,100,111,113,,0,0,0,0,"FILAIRE_100",,0,"1667",,,,,0,0,117,,"N",,,"113,035360235","jaune"
"SENS UNIQUE","340172","Publique",,101,21,"74,5",,0,0,0,0,"FILAIRE_101",,0,"1436",,,,,0,0,117,,"N",,,"74,5782290131","jaune"
"SENS UNIQUE","340172","Publique",,104,63,"135,3999939",,0,0,0,0,"FILAIRE_104",,0,"1325",,,,,0,0,10937,,"N",,"NOUVEAU SAINT ROCH","135,417884759",
"DOUBLE SENS","340172","Publique",,105,62,"49,29999924",,0,0,0,0,"FILAIRE_105","Piéton",0,"478",,,,,0,0,121,,"N",,,"49,3448176737",
"DOUBLE SENS","340172","Publique",,106,121,"8,5",,0,0,0,0,"FILAIRE_106","Piéton",0,"1940",,,,,0,0,122,,"N",,,"8,4814350608",
"SENS UNIQUE","340172","Publique",,107,123,"63,79999924",,0,0,0,0,"FILAIRE_107",,0,"544",,,,,0,0,124,,"N",,,"63,8731719471","orange"
"SENS UNIQUE","340172","Publique",,108,125,"296,8999939",,0,0,0,0,"FILAIRE_108",,0,"2022",,,,,0,0,127,,"N",,,"297,063433647","orange"
"SENS UNIQUE","340172","Publique",,110,124,"51,90000153",,0,0,0,0,"FILAIRE_110",,0,"2037",,,,,0,0,128,,"N",,,"51,89088825","orange"
"SENS UNIQUE","340172","Publique",,111,128,"47,5",,0,0,0,0,"FILAIRE_111",,0,"2037",,,,,0,0,44,,"N",,,"47,4796703237","jaune"
"DOUBLE SENS","340172","Publique",,112,129,"192,3999939",,0,0,0,0,"FILAIRE_112",,0,"441",,,,,0,0,130,,"N",,,"192,485801058","orange"
"DOUBLE SENS","340172","Publique",,144,167,"137,69999695",,0,0,0,0,"FILAIRE_144",,0,"1777",,,,,0,0,168,,"N",,,"137,76769115",
"DOUBLE SENS","340172","Publique",,145,169,63,,0,0,0,0,"FILAIRE_145",,0,"2312",,,,,0,0,170,,"N",,,"63,0391531266",
"DOUBLE SENS","340172","Publique",,147,173,115,,0,0,0,0,"FILAIRE_147",,0,"405",,,,,0,0,174,,"N",,,"115,069942349",
"DOUBLE SENS","340172","Publique",,148,174,"88,5",,0,0,0,0,"FILAIRE_148",,0,"405",,,,,0,0,32,,"N",,,"88,521452831",
"SENS UNIQUE","340172","Publique",,150,175,"88,30000305",,0,0,0,0,"FILAIRE_150",,0,"1367",,,,,0,0,52,,"N",,,"88,3378461647",
"DOUBLE SENS","340172","Publique",,151,176,"17,20000076",,0,0,0,0,"FILAIRE_151",,0,"1012",,,,,0,0,177,,"N",,,"17,2191670095","jaune"
"DOUBLE SENS","340172","Publique",,361,412,"89,80000305",,0,0,0,0,"FILAIRE_361",,0,"2741",,,,,0,0,413,,"N",,,"89,8669475943",
"DOUBLE SENS","340172","Publique",,362,413,"46,70000076",,0,0,0,0,"FILAIRE_362",,0,"3009",,,,,0,0,414,,"N",,,"46,6903025436",
"DOUBLE SENS","340172","Publique",,363,415,"206,6000061",,0,0,0,0,"FILAIRE_363",,0,"1833",,,,,0,0,416,,"N",,,"206,710535508",
"DOUBLE SENS","340172","Publique",,364,417,"12,30000019",,0,0,0,0,"FILAIRE_364",,0,"1048",,,,,0,0,14197,,"N",,,"12,3239064927",
"DOUBLE SENS","340172","Privée",,365,418,"209,8999939",,0,0,0,0,"FILAIRE_365",,0,"2262",,,,,0,0,419,,"N",,,"209,932402301",
"DOUBLE SENS","340172","Publique",,366,418,"287,70001221",,0,0,0,0,"FILAIRE_366",,0,"1048",,,,,0,0,2448,,"N",,,"287,819184323",
"DOUBLE SENS","340172","Publique départementale",,367,417,"153,8999939","RD 65",0,0,0,0,"FILAIRE_367",,0,"2351",,,,,0,0,421,,"N",,,"153,979890705",
"SENS UNIQUE","340172","Publique",,153,178,"68,80000305",,0,0,0,0,"FILAIRE_153",,0,"764",,,,,0,0,49,,"N",,,"68,8272439781",
"DOUBLE SENS","340172","Publique",,154,120,"81,59999847",,0,0,0,0,"FILAIRE_154",,0,"2745",,,,,0,0,179,,"N",,,"81,6211434291",
"SENS UNIQUE","340172","Publique",,155,146,"15,69999981",,0,0,0,0,"FILAIRE_155",,0,"1627",,,,,0,0,180,,"N",,,"15,7040957756","orange"
"SENS UNIQUE","340172","Publique",,156,180,"35,59999847",,0,0,0,0,"FILAIRE_156",,0,"1627",,,,,0,0,181,,"N",,,"35,5838441184","orange"
"SENS UNIQUE","340172","Publique",,157,182,"60,20000076",,0,0,0,0,"FILAIRE_157",,0,"1560",,,,,0,0,183,,"N",,"PORT MARIANNE - CONSULS DE MER","60,2669729096","orange"
"DOUBLE SENS","340172","Publique",,159,957,"45,40000153",,0,0,0,0,"FILAIRE_159",,0,"547",,,,,0,0,186,,"N","SERM","PORT MARIANNE - CONSULS DE MER","45,4206381211","orange"
"DOUBLE SENS","340172","Publique",,162,189,"17,70000076",,0,0,0,0,"FILAIRE_162","Piéton",0,"1958",,,,,0,0,190,,"N",,,"17,6906621091",
"DOUBLE SENS","340172","Publique",,163,191,28,,0,0,0,0,"FILAIRE_163","Piéton",0,"686",,,,,0,0,192,,"N",,,"28,0363711334",
"SENS UNIQUE","340172","Publique",,165,194,"242,19999695",,0,0,0,0,"FILAIRE_165",,0,"780",,,,,0,0,4985,,"N",,,"242,307739088",
"DOUBLE SENS","340172","Publique",,168,198,"164,19999695",,0,0,0,0,"FILAIRE_168","Piéton",0,"1603",,,,,0,0,934,,"N",,"ANTIGONE","164,240547493",
"DOUBLE SENS","340172","Publique",,169,198,"82,30000305",,0,0,0,0,"FILAIRE_169","Piéton",0,"2231",,,,,0,0,200,,"N",,"ANTIGONE","82,3027561184",
"DOUBLE SENS","340172","Privée",,170,201,"29,39999962",,0,0,0,0,"FILAIRE_170","Piéton",0,"2302",,,,,0,0,202,,"N","SERM","ANTIGONE","29,4388687597",
"DOUBLE SENS","340172","Privée",,171,201,"21,29999924",,0,0,0,0,"FILAIRE_171","Piéton",0,"2391",,,,,0,0,203,,"N","SERM","ANTIGONE","21,2805659535",
"DOUBLE SENS","340172","Publique",,172,204,"11,89999962",,0,0,0,0,"FILAIRE_172","Piéton",0,"2540",,,,,0,0,9719,,"N","SERM","ANTIGONE","11,9125479055",
"DOUBLE SENS","340172","Publique",,173,204,"64,5",,0,0,0,0,"FILAIRE_173","Piéton",0,"2958",,,,,0,0,206,,"N",,"ANTIGONE","64,5165598929",
"DOUBLE SENS","340172","Privée",,174,15,"17,70000076",,0,0,0,0,"FILAIRE_174",,0,"2775",,,,,0,0,207,,"N",,,"17,6832408715",
"DOUBLE SENS","340172","Publique",,175,208,"61,59999847",,0,0,0,0,"FILAIRE_175",,0,"1309",,,,,0,0,209,,"N","SERM","PARC 2000 EXTENSION","61,5861526167",
"DOUBLE SENS","340172","En voie de classement (DCM)",,176,210,"68,69999695","DCM signée en décembre 1999",0,0,0,0,"FILAIRE_176",,0,"993",,,,,0,0,211,,"N",,,"68,7026604622",
"DOUBLE SENS","340172","Publique",,179,214,"27,20000076",,0,0,0,0,"FILAIRE_179",,0,"1865",,,,,0,0,215,,"N",,,"27,2253364471",
"DOUBLE SENS","340172","Privée",,180,216,65,,0,0,0,0,"FILAIRE_180",,0,"2836",,,,,0,0,123,,"N",,,"64,977055229",
"DOUBLE SENS","340172","Publique",,181,217,"44,59999847",,0,0,0,0,"FILAIRE_181",,0,"2747",,,,,0,0,218,,"N",,,"44,6637768166",
