"CIRCULATIO,C,50","CODCOMM,C,6","DOMAINE,C,50","HIERARCHIE,C,50","ID_ARC,N,10,0","F_ID_NODE,N,10,0","LONGUEUR,N,19,8","NOTES,C,80","NUM_D_D,N,10,0","NUM_D_F,N,10,0","NUM_G_D,N,10,0","NUM_G_F,N,10,0","NUMERO,C,20","OCCUPATION,C,50","PERIMETRE,N,19,8","RIVOLI,C,4","SUF_D_D,C,3","SUF_D_F,C,3","SUF_G_D,C,3","SUF_G_F,C,3","SURFACE,N,19,8","SYMBOL,N,10,0","T_ID_NODE,N,10,0","TYPE,C,50","DUOP,C,1","PROPRIO,C,50","ZAC,C,100","SHAPE_LEN,N,19,11","tarifs2011,C,50"
"DOUBLE SENS","340172","Privée",,4409,3667,"62,70000076",,0,0,0,0,"FILAIRE_4409",,0,"2862",,,,,0,0,3663,,"N",,,"62,7133191775",
"DOUBLE SENS","340172","Publique",,4410,3666,"98,30000305",,0,0,0,0,"FILAIRE_4410",,0,"2181",,,,,0,0,3661,,"N",,,"98,3112963886",
"DOUBLE SENS","340172","Privée",,4411,3669,"68,09999847",,0,0,0,0,"FILAIRE_4411",,0,"2329",,,,,0,0,3670,,"N",,,"68,1745825264",
"DOUBLE SENS","340172","Privée",,4412,3663,"229,1000061",,0,0,0,0,"FILAIRE_4412",,0,"2862",,,,,0,0,3669,,"N",,,"229,234503329",
"DOUBLE SENS","340172","Privée",,4413,3671,"60,90000153",,0,0,0,0,"FILAIRE_4413",,0,"2243",,,,,0,0,3672,,"N",,,"60,9137145472",
"DOUBLE SENS","340172","Privée",,4415,3674,"65,90000153",,0,0,0,0,"FILAIRE_4415",,0,"2243",,,,,0,0,3671,,"N",,,"65,8984799003",
"DOUBLE SENS","340172","Publique",,4417,3662,"39,29999924",,0,0,0,0,"FILAIRE_4417",,0,"2181",,,,,0,0,3674,,"N",,,"39,356241434",
"DOUBLE SENS","340172","Privée",,4418,3659,"199,5",,0,0,0,0,"FILAIRE_4418",,0,"2197",,,,,0,0,3676,,"N",,,"199,579878291",
"DOUBLE SENS","340172","Publique",,4421,3679,"63,70000076",,0,0,0,0,"FILAIRE_4421",,0,"1676",,,,,0,0,3659,,"N",,,"63,7343846827",
"DOUBLE SENS","340172","Publique",,4422,3653,"145,8999939",,0,0,0,0,"FILAIRE_4422",,0,"1676",,,,,0,0,3679,,"N",,,"145,975959522",
"DOUBLE SENS","340172","Privée",,4423,3680,"95,40000153",,0,0,0,0,"FILAIRE_4423",,0,"2113",,,,,0,0,3679,,"N",,,"95,4837963559",
"DOUBLE SENS","340172","Privée",,4424,3681,68,,0,0,0,0,"FILAIRE_4424",,0,"722",,,,,0,0,3682,,"N",,,"68,0090026353",
"DOUBLE SENS","340172","Privée",,4425,3682,"55,20000076",,0,0,0,0,"FILAIRE_4425",,0,"1915",,,,,0,0,3679,,"N",,,"55,1858252755",
"DOUBLE SENS","340172","Privée",,4426,3683,"43,5",,0,0,0,0,"FILAIRE_4426",,0,"1915",,,,,0,0,3682,,"N",,,"43,5468126631",
"DOUBLE SENS","340172","Privée",,4427,3684,"92,90000153",,0,0,0,0,"FILAIRE_4427",,0,"1072",,,,,0,0,3685,,"N",,,"92,9223145374",
"DOUBLE SENS","340172","Publique",,4428,3686,"50,90000153",,0,0,0,0,"FILAIRE_4428",,0,"1926",,,,,0,0,235,,"N",,,"50,9026331902",
"SENS UNIQUE","340172","Publique",,4788,3533,"47,79999924",,0,0,0,0,"FILAIRE_4788",,0,"1450",,,,,0,0,3913,,"N",,,"47,864616269","vert"
"SENS UNIQUE","340172","Publique",,4789,3881,"117,5",,0,0,0,0,"FILAIRE_4789",,0,"695",,,,,0,0,3775,,"N",,,"117,510867355","jaune"
"DOUBLE SENS","340172","Publique",,4790,3876,"54,79999924",,14,16,15,15,"FILAIRE_4790",,0,"511",,"bis",,"ter",0,0,3774,,"N",,,"54,842754004","jaune"
"SENS UNIQUE","340172","Publique",,4791,3914,"17,79999924",,0,0,0,0,"FILAIRE_4791",,0,"1390",,,,,0,0,3915,,"N",,,"17,8416272856",
"DOUBLE SENS","340172","Publique",,4792,3916,"54,90000153",,0,0,0,0,"FILAIRE_4792",,0,"1379",,,,,0,0,3915,,"N",,,"54,9487141216",
"DOUBLE SENS","340172","Publique",,4793,3917,"118,59999847",,0,0,0,0,"FILAIRE_4793",,0,"2743",,,,,0,0,3918,,"N",,,"118,693697154",
"DOUBLE SENS","340172","Publique",,4794,135,"121,5",,0,0,0,0,"FILAIRE_4794",,0,"579",,,,,0,0,3918,,"N",,,"121,521166133","vert"
"DOUBLE SENS","340172","Publique",,4795,3918,"115,59999847",,0,0,0,0,"FILAIRE_4795",,0,"627",,,,,0,0,134,,"N",,,"115,672251411","vert"
"DOUBLE SENS","340172","Publique",,4796,3918,"132,80000305",,0,0,0,0,"FILAIRE_4796",,0,"579",,,,,0,0,3919,,"N",,,"132,803194344",
"DOUBLE SENS","340172","En voie de classement (DCM)",,4797,3920,"91,59999847",,0,0,0,0,"FILAIRE_4797",,0,"2153",,,,,0,0,3921,,"N",,,"91,6762922879",
"DOUBLE SENS","340172","Publique",,4798,3919,"12,69999981",,0,0,0,0,"FILAIRE_4798",,0,"1390",,,,,0,0,3920,,"N",,,"12,697224362",
"DOUBLE SENS","340172","Publique",,4799,3922,"66,19999695",,0,0,0,0,"FILAIRE_4799",,0,"1136",,,,,0,0,3923,,"N",,,"66,2665157078",
"SENS UNIQUE","340172","Publique",,4800,3924,"67,09999847",,0,0,0,0,"FILAIRE_4800",,0,"795",,,,,0,0,3923,,"N",,,"67,14117929",
"DOUBLE SENS","340172","Publique",,4801,3925,"42,90000153",,0,0,0,0,"FILAIRE_4801",,0,"795",,,,,0,0,3926,,"N",,,"42,9581445756",
"DOUBLE SENS","340172","Publique",,4802,3927,"72,59999847",,0,0,0,0,"FILAIRE_4802",,0,"1099",,,,,0,0,3926,,"N",,,"72,5943582905",
"DOUBLE SENS","340172","Publique",,4803,3926,"56,90000153",,0,0,0,0,"FILAIRE_4803",,0,"795",,,,,0,0,3928,,"N",,,"56,895241551",
"DOUBLE SENS","340172","Publique",,4804,3929,"65,5",,0,0,0,0,"FILAIRE_4804",,0,"646",,,,,0,0,3928,,"N",,,"65,5323465687",
"DOUBLE SENS","340172","Publique",,4805,3920,"140,19999695",,0,0,0,0,"FILAIRE_4805",,0,"1390",,,,,0,0,3930,,"N",,,"140,219739024",
"DOUBLE SENS","340172","Publique",,4806,3931,"32,59999847",,0,0,0,0,"FILAIRE_4806",,0,"795",,,,,0,0,3930,,"N",,,"32,596981101",
"SENS UNIQUE","340172","Publique",,4807,3923,"79,19999695",,0,0,0,0,"FILAIRE_4807",,0,"795",,,,,0,0,3931,,"N",,,"79,2761059541",
"DOUBLE SENS","340172","Privée",,4808,3932,"148,1000061",,0,0,0,0,"FILAIRE_4808",,0,"2059",,,,,0,0,3933,,"N",,,"148,140434339",
"DOUBLE SENS","340172","Publique",,4809,3914,"74,09999847",,0,0,0,0,"FILAIRE_4809",,0,"2060",,,,,0,0,3932,,"N",,,"74,1746686796",
"SENS UNIQUE","340172","Publique",,4810,3835,"363,8999939",,0,0,0,0,"FILAIRE_4810",,0,"1390",,,,,0,0,3914,,"N",,,"364,025083887","vert"
"SENS UNIQUE","340172","Publique",,4811,3931,136,,0,0,0,0,"FILAIRE_4811",,0,"2028",,,,,0,0,3922,,"N",,,"136,058094918",
"SENS UNIQUE","340172","Publique",,4812,3934,"57,90000153",,0,0,0,0,"FILAIRE_4812",,0,"795",,,,,0,0,3924,,"N",,,"57,9364280305",
"DOUBLE SENS","340172","Publique",,4813,3934,"31,39999962",,0,0,0,0,"FILAIRE_4813",,0,"795",,,,,0,0,3925,,"N",,,"31,4032595475",
"DOUBLE SENS","340172","Publique",,4843,736,"23,29999924",,0,0,0,0,"FILAIRE_4843",,0,"1380",,,,,0,0,3948,,"N",,,"23,3521627478",
"DOUBLE SENS","340172","Publique",,4844,758,"41,20000076",,0,0,0,0,"FILAIRE_4844",,0,"1430",,,,,0,0,3949,,"N",,,"41,2302102693",
"DOUBLE SENS","340172","Publique",,4845,3950,"121,09999847",,0,0,0,0,"FILAIRE_4845",,0,"2065",,,,,0,0,760,,"O",,,"121,106991394",
"DOUBLE SENS","340172","Publique",,4846,763,"18,20000076",,0,0,0,0,"FILAIRE_4846",,0,"586",,,,,0,0,3950,,"N",,,"18,212808751",
"DOUBLE SENS","340172","Publique",,4847,3950,"149,30000305",,0,0,0,0,"FILAIRE_4847",,0,"586",,,,,0,0,3939,,"N",,,"149,312325907","vert"
"DOUBLE SENS","340172","En voie de classement (DCM)",,4848,3951,"23,70000076","DCM signée en décembre 1999",0,0,0,0,"FILAIRE_4848",,0,"428",,,,,0,0,210,,"N",,,"23,6839836508",
"DOUBLE SENS","340172","En voie de classement (DCM)",,4849,717,36,"DCM signée en décembre 1999",0,0,0,0,"FILAIRE_4849",,0,"1275",,,,,0,0,3952,,"N",,,"36,003032939",
"DOUBLE SENS","340172","En voie de classement (DCM)",,4850,3953,31,,0,0,0,0,"FILAIRE_4850",,0,"1899",,,,,0,0,717,,"N",,,"31,0369119258",
"DOUBLE SENS","340172","En voie de classement (DCM)",,4851,3953,"24,39999962",,0,0,0,0,"FILAIRE_4851",,0,"1769",,,,,0,0,3954,,"N",,,"24,4170337062",
"DOUBLE SENS","340172","En voie de classement (DCM)",,4852,3955,"132,8999939",,0,0,0,0,"FILAIRE_4852",,0,"1078",,,,,0,0,704,,"O",,,"132,963117644",
"DOUBLE SENS","340172","En voie de classement (DCM)",,4853,3956,"30,60000038","DCM signée en décembre 1999",0,0,0,0,"FILAIRE_4853",,0,"1282",,,,,0,0,3955,,"N",,,"30,5819991964",
"DOUBLE SENS","340172","En voie de classement (DCM)",,4854,176,"41,29999924",,0,0,0,0,"FILAIRE_4854",,0,"1078",,,,,0,0,3955,,"O",,,"41,3216127255",
"DOUBLE SENS","340172","En voie de classement (DCM)",,4855,727,"50,29999924",,0,0,0,0,"FILAIRE_4855",,0,"1899",,,,,0,0,3953,,"N",,,"50,3559006274",
"DOUBLE SENS","340172","En voie de classement (DCM)",,4856,715,"26,20000076","DCM signée en décembre 1999",0,0,0,0,"FILAIRE_4856",,0,"2015",,,,,0,0,3957,,"N",,,"26,2289976495",
"DOUBLE SENS","340172","Privée",,4857,3958,51,,0,0,0,0,"FILAIRE_4857",,0,"882",,,,,0,0,720,,"N",,,"51,004677555","vert"
"DOUBLE SENS","340172","Privée",,4858,3958,114,,0,0,0,0,"FILAIRE_4858",,0,"881",,,,,0,0,3959,,"N",,,"114,084179799","vert"
"DOUBLE SENS","340172","Privée",,4859,3960,"57,20000076",,0,0,0,0,"FILAIRE_4859",,0,"880",,,,,0,0,3959,,"N",,,"57,2630865646","vert"
"DOUBLE SENS","340172","Privée",,4860,3960,"91,5",,0,0,0,0,"FILAIRE_4860",,0,"882",,,,,0,0,3958,,"N",,,"91,538236186","vert"
"DOUBLE SENS","340172","Publique",,4861,3961,"55,79999924",,0,0,0,0,"FILAIRE_4861",,0,"863",,,,,0,0,720,,"N",,,"55,7901983449",
"DOUBLE SENS","340172","Publique",,4862,3962,"78,80000305",,0,0,0,0,"FILAIRE_4862",,0,"863",,,,,0,0,3961,,"N",,,"78,8338918913",
"DOUBLE SENS","340172","Publique",,4863,3963,"99,09999847",,0,0,0,0,"FILAIRE_4863",,0,"863",,,,,0,0,3962,,"N",,,"99,0982946518",
"DOUBLE SENS","340172","Privée",,4864,3963,"189,5",,0,0,0,0,"FILAIRE_4864",,0,"2151",,,,,0,0,731,,"N",,,"189,59216623",
"SENS UNIQUE","340172","Publique",,4865,1497,170,,0,0,0,0,"FILAIRE_4865",,0,"773",,,,,0,0,3964,,"N",,,"170,068395636","vert"
"DOUBLE SENS","340172","Publique",,4866,3964,"189,8999939",,0,0,0,0,"FILAIRE_4866",,0,"863",,,,,0,0,3963,,"N",,,"189,981387466",
"SENS UNIQUE","340172","Publique",,4867,3964,"50,40000153",,0,0,0,0,"FILAIRE_4867",,0,"948",,,,,0,0,3965,,"N",,,"50,4358770973","vert"
"SENS UNIQUE","340172","Publique",,4868,3965,"121,5",,0,0,0,0,"FILAIRE_4868",,0,"948",,,,,0,0,3966,,"N",,,"121,523134343","vert"
"SENS UNIQUE","340172","Publique",,4869,742,"54,79999924",,0,0,0,0,"FILAIRE_4869",,0,"789",,,,,0,0,3966,,"N",,,"54,8360758399","vert"
"SENS UNIQUE","340172","Publique",,4870,3966,"46,70000076",,0,0,0,0,"FILAIRE_4870",,0,"789",,,,,0,0,3967,,"N",,,"46,7068102418","vert"
"SENS UNIQUE","340172","Publique",,4871,3967,"155,5",,0,0,0,0,"FILAIRE_4871",,0,"789",,,,,0,0,3968,,"N",,,"155,57334859","vert"
"DOUBLE SENS","340172","Publique",,4872,1509,"53,29999924",,0,0,0,0,"FILAIRE_4872",,0,"1636",,,,,0,0,3968,,"N",,,"53,300851068","vert"
"SENS UNIQUE","340172","Publique",,4873,3968,"103,80000305",,0,0,0,0,"FILAIRE_4873",,0,"789",,,,,0,0,1508,,"N",,,"103,833873872","vert"
"DOUBLE SENS","340172","Publique",,4874,719,"282,1000061",,0,0,0,0,"FILAIRE_4874",,0,"1363",,,,,0,0,3969,,"N",,,"282,21989933",
"DOUBLE SENS","340172","Publique",,4875,3967,140,,0,0,0,0,"FILAIRE_4875",,0,"1212",,,,,0,0,3965,,"N",,,"140,063952461",
"DOUBLE SENS","340172","Publique",,4876,1509,"93,30000305",,0,0,0,0,"FILAIRE_4876",,0,"863",,,,,0,0,3970,,"N",,,"93,2932987343","vert"
"SENS UNIQUE","340172","Publique",,4877,3970,"63,79999924",,0,0,0,0,"FILAIRE_4877",,0,"994",,,,,0,0,1504,,"N",,,"63,856303522",
"DOUBLE SENS","340172","Publique",,4878,3970,"87,19999695",,0,0,0,0,"FILAIRE_4878",,0,"863",,,,,0,0,3964,,"N",,,"87,2783482746","vert"
"DOUBLE SENS","340172","Privée",,4879,1492,"154,8999939",,0,0,0,0,"FILAIRE_4879",,0,"1371",,,,,0,0,1505,,"N",,,"154,928634598",
"SENS UNIQUE","340172","Publique",,4880,11537,"18,89999962",,0,0,0,0,"FILAIRE_4880",,0,"1055",,,,,0,0,3962,,"N",,,"18,8838669901",
"DOUBLE SENS","340172","Publique",,4882,3971,"237,80000305",,0,0,0,0,"FILAIRE_4882",,0,"753",,,,,0,0,10997,,"N",,,"237,873002609","vert"
"DOUBLE SENS","340172","Publique",,4883,3972,254,,0,0,0,0,"FILAIRE_4883",,0,"1046",,,,,0,0,3961,,"N",,,"254,141530997","vert"
"DOUBLE SENS","340172","Publique",,4884,3973,"35,70000076",,0,0,0,0,"FILAIRE_4884",,0,"1046",,,,,0,0,3972,,"N",,,"35,6839266092","vert"
"DOUBLE SENS","340172","Publique",,4885,1574,133,,0,0,0,0,"FILAIRE_4885",,0,"1046",,,,,0,0,3973,,"N",,,"133,078890248",
"DOUBLE SENS","340172","Publique",,4886,3973,"180,1000061",,0,0,0,0,"FILAIRE_4886",,0,"753",,,,,0,0,3969,,"N",,,"180,201483498","vert"
"DOUBLE SENS","340172","Publique",,4887,3969,"7,4000001",,0,0,0,0,"FILAIRE_4887",,0,"1363",,,,,0,0,3974,,"N",,,"7,3657543945",
"DOUBLE SENS","340172","Publique",,4888,3974,"252,69999695",,0,0,0,0,"FILAIRE_4888",,0,"1363",,,,,0,0,1646,,"N",,,"252,759697456",
"DOUBLE SENS","340172","Publique",,4889,3974,"100,59999847",,0,0,0,0,"FILAIRE_4889",,0,"1885",,,,,0,0,3975,,"N",,,"100,665940306",
"DOUBLE SENS","340172","Publique",,4890,3975,"230,8999939",,0,0,0,0,"FILAIRE_4890",,0,"2105",,,,,0,0,702,,"N",,,"231,037932942",
"DOUBLE SENS","340172","Publique",,4891,3975,158,,0,0,0,0,"FILAIRE_4891",,0,"1885",,,,,0,0,3976,,"N",,,"158,095382951",
"DOUBLE SENS","340172","Publique",,4892,3976,"86,19999695",,0,0,0,0,"FILAIRE_4892",,0,"1885",,,,,0,0,3977,,"N",,,"86,1914585766",
"DOUBLE SENS","340172","Publique",,4893,3977,"11,39999962",,0,0,0,0,"FILAIRE_4893",,0,"1885",,,,,0,0,697,,"N",,,"11,3821483535",
"DOUBLE SENS","340172","Privée",,4894,3976,"133,8999939",,0,0,0,0,"FILAIRE_4894",,0,"416",,,,,0,0,3978,,"N",,,"133,942471978",
"DOUBLE SENS","340172","En voie de classement (DCM)",,4895,3979,"52,90000153","DCM signée en décembre 1999",0,0,0,0,"FILAIRE_4895",,0,"2078",,,,,0,0,11798,,"N",,,"52,9465234039",
"SENS UNIQUE","340172","Publique",,4896,667,"193,19999695",,0,0,0,0,"FILAIRE_4896",,0,"1131",,,,,0,0,700,,"N",,,"193,249335234",
"DOUBLE SENS","340172","Publique",,4897,667,"191,6000061",,0,0,0,0,"FILAIRE_4897",,0,"1525",,,,,0,0,3980,,"N",,,"191,658860555",
"DOUBLE SENS","340172","Publique",,4898,3980,"62,90000153",,0,0,0,0,"FILAIRE_4898",,0,"1079",,,,,0,0,3981,,"N",,,"62,9108795523",
"DOUBLE SENS","340172","Privée",,4899,3982,"22,79999924",,0,0,0,0,"FILAIRE_4899",,0,"2811",,,,,0,0,3983,,"N",,,"22,7692847815",
"DOUBLE SENS","340172","Privée",,4900,3983,"30,70000076",,0,0,0,0,"FILAIRE_4900",,0,"2811",,,,,0,0,3984,,"N",,,"30,695332401",
"DOUBLE SENS","340172","Publique",,4901,3981,"93,80000305",,0,0,0,0,"FILAIRE_4901",,0,"1079",,,,,0,0,3984,,"N",,,"93,8429075872",
"DOUBLE SENS","340172","Publique",,4902,3984,"22,20000076",,0,0,0,0,"FILAIRE_4902",,0,"1079",,,,,0,0,3985,,"N",,,"22,2163747783",
"DOUBLE SENS","340172","Publique",,4903,1766,"170,30000305",,0,0,0,0,"FILAIRE_4903",,0,"1781",,,,,0,0,9417,,"N",,,"170,370576177",
"DOUBLE SENS","340172","Publique",,4904,3987,"47,09999847",,0,0,0,0,"FILAIRE_4904",,0,"806",,,,,0,0,9157,,"N",,,"47,0867982676",
"DOUBLE SENS","340172","Publique",,4905,3988,"45,09999847",,0,0,0,0,"FILAIRE_4905",,0,"806",,,,,0,0,3987,,"N",,,"45,0739538133",
"SENS UNIQUE","340172","Publique",,4906,3989,"70,40000153",,0,0,0,0,"FILAIRE_4906",,0,"1734",,,,,0,0,3988,,"N",,,"70,4491350704",
"DOUBLE SENS","340172","Publique",,4907,681,"166,6000061",,0,0,0,0,"FILAIRE_4907",,0,"806",,,,,0,0,3990,,"N",,,"166,660751725",
"DOUBLE SENS","340172","Publique",,4908,3990,132,,0,0,0,0,"FILAIRE_4908",,0,"949",,,,,0,0,669,,"N",,,"132,079733103",
"DOUBLE SENS","340172","Publique",,4456,3706,"25,20000076",,0,0,0,0,"FILAIRE_4456",,0,"1676",,,,,0,0,3699,,"N",,,"25,2512615576",
"SENS UNIQUE","340172","Publique",,4457,3701,"337,20001221",,0,0,0,0,"FILAIRE_4457",,0,"1676",,,,,0,0,2140,,"N",,,"337,353175144",
"DOUBLE SENS","340172","Publique",,4458,2147,"19,39999962","Acte notarié signé le 08/10/2009 (DCM datant du 22/11/2001)",0,0,0,0,"FILAIRE_4458",,0,"2986",,,,,0,0,3703,,"O",,"MAS D'ALCO","19,3793460852",
"DOUBLE SENS","340172","Publique",,4459,3708,162,"Acte notarié signé le 08/10/2009 (DCM datant du 22/11/2001)",0,0,0,0,"FILAIRE_4459",,0,"2852",,,,,0,0,2147,,"O",,"MAS D'ALCO","162,03442166",
"DOUBLE SENS","340172","Publique",,4460,3709,111,,0,0,0,0,"FILAIRE_4460",,0,"526",,,,,0,0,229,,"N",,,"111,057568372",
"DOUBLE SENS","340172","Publique",,4463,3703,"133,30000305","Acte notarié signé le 08/10/2009 (DCM datant du 22/11/2001)",0,0,0,0,"FILAIRE_4463",,0,"2986",,,,,0,0,3712,,"O",,"MAS D'ALCO","133,362845187",
"DOUBLE SENS","340172","Publique",,5295,4243,"37,59999847",,0,0,0,0,"FILAIRE_5295","Piéton",0,"1710",,,,,0,0,105,,"N",,,"37,6179007984",
"DOUBLE SENS","340172","Publique",,5296,4244,"75,30000305",,0,0,0,0,"FILAIRE_5296","Piéton",0,"1907",,,,,0,0,50,,"N",,,"75,3742968099",
"DOUBLE SENS","340172","Publique",,5297,4245,"39,40000153",,0,0,0,0,"FILAIRE_5297","Piéton",0,"1049",,,,,0,0,4240,,"N",,,"39,3855799543",
"DOUBLE SENS","340172","Publique",,5298,852,"25,29999924",,0,0,0,0,"FILAIRE_5298","Piéton",0,"1049",,,,,0,0,4245,,"N",,,"25,3058693054",
"DOUBLE SENS","340172","Publique",,5299,4240,"81,5",,0,0,0,0,"FILAIRE_5299","Piéton",0,"1710",,,,,0,0,4243,,"N",,,"81,5261228638",
"DOUBLE SENS","340172","Publique",,5300,4243,"46,59999847",,0,0,0,0,"FILAIRE_5300","Piéton",0,"1067",,,,,0,0,4244,,"N",,,"46,6101611618",
"DOUBLE SENS","340172","Publique",,5301,4245,"110,5",,0,0,0,0,"FILAIRE_5301","Piéton",0,"1907",,,,,0,0,4244,,"N",,,"110,546875075",
"DOUBLE SENS","340172","Publique",,5302,4246,"52,20000076",,0,0,0,0,"FILAIRE_5302","Piéton",0,"830",,,,,0,0,4247,,"N",,,"52,1989590955",
"DOUBLE SENS","340172","Publique",,5303,843,"22,39999962",,0,0,0,0,"FILAIRE_5303","Piéton",0,"969",,,,,0,0,4246,,"N",,,"22,4411856073",
"DOUBLE SENS","340172","Publique",,5304,4247,"23,39999962",,0,0,0,0,"FILAIRE_5304","Piéton",0,"829",,,,,0,0,4248,,"N",,,"23,4508034511",
"DOUBLE SENS","340172","Publique",,5305,4247,"30,20000076",,0,0,0,0,"FILAIRE_5305","Piéton",0,"830",,,,,0,0,4232,,"N",,,"30,1986110786",
"DOUBLE SENS","340172","Publique",,5306,4249,"66,40000153",,0,0,0,0,"FILAIRE_5306","Piéton",0,"1330",,,,,0,0,4233,,"N",,,"66,4574279077",
"DOUBLE SENS","340172","Publique",,5307,4246,"32,70000076",,0,0,0,0,"FILAIRE_5307","Piéton",0,"969",,,,,0,0,4249,,"N",,,"32,7035365349",
"DOUBLE SENS","340172","Publique",,5308,4249,"16,89999962",,0,0,0,0,"FILAIRE_5308","Piéton",0,"969",,,,,0,0,4240,,"N",,,"16,9110567112",
"DOUBLE SENS","340172","Publique",,5309,4228,"50,40000153",,0,0,0,0,"FILAIRE_5309","Piéton",0,"498",,,,,0,0,4208,,"N",,,"50,4206062379",
"DOUBLE SENS","340172","Publique",,5310,25,"55,40000153",,0,0,0,0,"FILAIRE_5310","Piéton",0,"1293",,,,,0,0,4250,,"N",,,"55,3806366329",
"DOUBLE SENS","340172","Publique",,5311,4250,"108,5",,0,0,0,0,"FILAIRE_5311","Piéton",0,"1293",,,,,0,0,258,,"N",,,"108,577618227",
"DOUBLE SENS","340172","Publique",,5312,4251,"45,59999847",,0,0,0,0,"FILAIRE_5312","Piéton",0,"1505",,,,,0,0,4250,,"N",,,"45,6206518783",
"DOUBLE SENS","340172","Publique",,5313,4251,"37,59999847",,0,0,0,0,"FILAIRE_5313","Piéton",0,"995",,,,,0,0,894,,"N",,,"37,617542855",
"DOUBLE SENS","340172","Publique",,5314,24,57,,0,0,0,0,"FILAIRE_5314","Piéton",0,"995",,,,,0,0,4251,,"N",,,"57,0708501892",
"DOUBLE SENS","340172","Publique",,5315,4250,"52,5",,0,0,0,0,"FILAIRE_5315","Piéton",0,"752",,,,,0,0,4208,,"N",,,"52,4782797079",
"DOUBLE SENS","340172","Publique",,5316,4244,23,,0,0,0,0,"FILAIRE_5316","Piéton",0,"1067",,,,,0,0,4252,,"N",,,"23,058441986",
"SENS UNIQUE","340172","Publique",,5318,4252,"61,5",,0,0,0,0,"FILAIRE_5318","Piéton",0,"1067",,,,,0,0,107,,"N",,,"61,5122539361","jaune"
"DOUBLE SENS","340172","Publique",,5319,4253,"12,10000038",,0,0,0,0,"FILAIRE_5319","Piéton",0,"449",,,,,0,0,4252,,"N",,,"12,1235840328",
"DOUBLE SENS","340172","Publique",,5320,4254,"34,90000153",,0,0,0,0,"FILAIRE_5320","Piéton",0,"1561",,,,,0,0,4253,,"N",,,"34,9175528519",
"DOUBLE SENS","340172","Publique",,5321,852,"113,5",,0,0,0,0,"FILAIRE_5321","Piéton",0,"449",,,,,0,0,4253,,"N",,,"113,580907575","jaune"
"DOUBLE SENS","340172","Publique",,5322,4137,"25,5",,0,0,0,0,"FILAIRE_5322","Piéton",0,"1855",,,,,0,0,4255,,"N",,,"25,4776416307",
"DOUBLE SENS","340172","Publique",,5323,4255,"14,80000019",,0,0,0,0,"FILAIRE_5323","Piéton",0,"1855",,,,,0,0,4132,,"N",,,"14,8234257164",
"DOUBLE SENS","340172","Publique",,5324,4256,"30,5",,0,0,0,0,"FILAIRE_5324","Piéton",0,"447",,,,,0,0,4120,,"N",,,"30,5132026408",
"DOUBLE SENS","340172","Publique",,5325,4257,"49,90000153",,0,0,0,0,"FILAIRE_5325","Piéton",0,"691",,,,,0,0,4256,,"N",,,"49,9686445961",
"DOUBLE SENS","340172","Publique",,5326,4258,"46,20000076",,0,0,0,0,"FILAIRE_5326","Piéton",0,"1774",,,,,0,0,4259,,"N",,,"46,267302051",
"DOUBLE SENS","340172","Publique",,5327,4259,"42,29999924",,0,0,0,0,"FILAIRE_5327","Piéton",0,"2098",,,,,0,0,4257,,"N",,,"42,334043265",
"DOUBLE SENS","340172","Publique",,5328,22,"39,90000153",,0,0,0,0,"FILAIRE_5328","Piéton",0,"2098",,,,,0,0,4259,,"N",,,"39,9570204385",
"DOUBLE SENS","340172","Publique",,5329,4259,"36,70000076",,0,0,0,0,"FILAIRE_5329","Piéton",0,"1774",,,,,0,0,56,,"N",,,"36,6974128723",
"DOUBLE SENS","340172","Publique",,5330,4260,"37,09999847",,0,0,0,0,"FILAIRE_5330","Piéton",0,"468",,,,,0,0,4258,,"N",,,"37,1024178255",
"DOUBLE SENS","340172","Publique",,5331,104,"31,29999924",,0,0,0,0,"FILAIRE_5331","Piéton",0,"1241",,,,,0,0,4260,,"N",,,"31,3325416194",
"DOUBLE SENS","340172","Publique",,5332,4260,"38,59999847",,0,0,0,0,"FILAIRE_5332","Piéton",0,"2043",,,,,0,0,22,,"N",,,"38,6437685504",
"DOUBLE SENS","340172","Publique",,5333,59,"30,60000038",,0,0,0,0,"FILAIRE_5333","Piéton",0,"468",,,,,0,0,4260,,"N",,,"30,5939005584",
"DOUBLE SENS","340172","Publique",,5334,41,"13,80000019",,0,0,0,0,"FILAIRE_5334","Piéton",0,"1872",,,,,0,0,4261,,"N",,,"13,8433873174",
"DOUBLE SENS","340172","Publique",,5335,4261,"20,10000038",,0,0,0,0,"FILAIRE_5335","Piéton",0,"1872",,,,,0,0,103,,"N",,,"20,1461589203",
"DOUBLE SENS","340172","Publique",,5336,4262,"44,79999924",,0,0,0,0,"FILAIRE_5336","Piéton",0,"1712",,,,,0,0,4263,,"N",,,"44,7922499191",
"DOUBLE SENS","340172","Publique",,5337,4263,"17,10000038",,0,0,0,0,"FILAIRE_5337","Piéton",0,"1937",,,,,0,0,4130,,"N",,,"17,0709409527",
"DOUBLE SENS","340172","Publique",,5338,4264,"31,70000076",,0,0,0,0,"FILAIRE_5338","Piéton",0,"1937",,,,,0,0,4263,,"N",,,"31,7248716885",
"DOUBLE SENS","340172","Publique",,5340,4265,"12,69999981",,0,0,0,0,"FILAIRE_5340","Piéton",0,"1937",,,,,0,0,4266,,"N",,,"12,6855522639",
