"ID_ARC,N,10,0","VOI_NOM,C,80","ACC_OIMP,C,10","ACV_ILAR,N,19,8","ACC_OPAI,C,10","ACV_PLAR,N,19,8","ACC_1I2P,C,21","Shape_LEN,N,19,11","SHAPE_FID,N,9,0"
12780,"Place de Tibériade","Non","1,3","Non",0,"Non_Non","44,1700470985",6313
4002,"Rue Canton","Non","1,3","Non","1,3","Non_Non","35,7426985811",4751
6739,"Route de Lavérune","Non","1,3","Non","2,75","Non_Non","56,0409441745",6116
2104,"Rue de Celleneuve à Saint Hilaire","Non","1,4","Non","1,65","Non_Non","71,913896882",3467
4042,"Rue de la Fontaine du Pila Saint Gély","Oui","11,1","Oui","2,15","Oui_Oui","13,5125446197",4587
2503,"Rue de Leyde","Oui","4,9","Oui","4,9","Oui_Oui","115,792158426",3859
3325,"Rue Paul Riquet","Non","1,05","Non",1,"Non_Non","74,1007780504",4424
4072,"Rue du Faubourg de Nîmes","Oui","22,2","Non",0,"Oui_Non","34,1573057042",4888
4004,"Rue de Substantion","Non","0,9","Non","1,5","Non_Non","152,22258516",4753
873,"Rue Farges","Non","1,3","Non","1,5","Non_Non","91,8841685377",2447
4812,"Rue de Clémentville","Non","1,3","Oui",5,"Non_Oui","57,9364280305",4980
13013,"Boulevard des Arceaux","Non","6,8","Non","0,7","Non_Non","66,5306516464",6336
3026,"Rue Antoine-Laurent Jussieu","Non","2,25","Non","2,15","Non_Non","147,672226418",4086
1066,"Avenue Albert Einstein","Non",7,"Non",2,"Non_Non","801,109441541",2640
3641,"Rue des Aérostiers","Non","3,2","Oui",3,"Non_Oui","89,8631374557",4778
5622,"Rue Rigaud","Non","1,3","Non","2,45","Non_Non","79,8409308844",5520
2123,"Rue du Mazet","Non",0,"Non",0,"Non_Non","703,575178774",3526
3996,"Rue Henri","Non","1,3","Non","0,9","Non_Non","31,8258172121",4745
3994,"Rue Canton","Non","1,15","Non","1,1","Non_Non","29,4212831537",4743
6563,"Avenue Ernest Hemingway","Oui","2,85","Non","2,65","Oui_Non","66,0358513733",5883
223,"Rue de la Fontaine de la Banquière","Non",1,"Non","1,7","Non_Non","443,640810341",2360
1483,"Rue de la Rapuga","Non",0,"Non",0,"Non_Non","40,8776524601",2970
18257,"Place Anouar Al Sadate","Non","2,8","Non","2,9","Non_Non","23,3272933798",6379
3587,"Rue des Acacias","Non","1,25","Non","0,7","Non_Non","44,9229684691",4758
3720,"Rue de Jausserand","Non",0,"Non",0,"Non_Non","109,859877021",4227
6123,"Allée Jean de Beins","Non","10,4","Non",0,"Non_Non","34,076559239",6002
4032,"Rue Lunaret","Non","1,2","Non","1,2","Non_Non","66,5457949665",4577
14436,"Rue Emile Baudot","Non",2,"Non",3,"Non_Non","154,639405693",6811
4405,"Rue de Casseyrols","Non",0,"Non",0,"Non_Non","147,337755587",5113
3656,"Rue du Muscadet",,0,,0,"_","227,406676074",4791
317,"Avenue du Val de Montferrand",,0,"Non","2,7","_Non","13,8912031682",6665
10614,"Rue des Mas de Richemont","Non",0,"Non",0,"Non_Non","20,2500244553",7120
2899,"Rue de l'Albigeois","Oui","2,9","Oui","4,95","Oui_Oui","205,61361681",4001
440,"Rue Charles Vanel","Oui","3,75","Oui","2,4","Oui_Oui","79,5863661986",2569
1287,"Avenue Marie de Montpellier","Non","1,85","Non","2,8","Non_Non","140,379555436",3046
4298,"Rue de l'Abbé de l'Epée","Non",0,"Non",0,"Non_Non","33,7195143822",4818
6154,"Rue d'Argencourt","Oui","17,4","Non","37,1","Oui_Non","563,368062688",5857
26,"Rue Frédéric Peyson","Non","2,1","Non","1,5","Non_Non","87,2094095439",2188
19675,"Rue Gaucelin de la Garde","Non","2,4","Non","6,5","Non_Non","66,5055940071",7636
967,"Rue de Barcelone","Oui",2,"Oui",4,"Oui_Oui","17,5145591763",2597
1938,"Rue des Oulettes","Non",0,"Non",0,"Non_Non","26,5284300465",2303
4588,"Rue Duchesse d'Abrantes",,0,"Non","1,3","_Non","79,746900442",4277
3088,"Impasse Germinal","Non",0,"Non",0,"Non_Non","39,5314549657",4134
14772,"Avenue de la Liberté","Non",0,"Non",0,"Non_Non","523,279987176",6912
551,"Rue Raimu","Oui","2,6","Non","1,3","Oui_Non","34,9009925435",2318
128,"Rue de l'Yeuse","Oui","1,8","Non","1,35","Oui_Non","62,2482297441",2155
3664,"Rue Denis Papin","Non","4,5","Non",0,"Non_Non","115,789073581",4525
4285,"Rue Chamayou","Non","1,25","Non",1,"Non_Non","91,0531795155",4807
508,"Impasse Guy de Maupassant","Non","1,45","Oui","3,5","Non_Oui","172,978021663",2497
354,"Rue Albert Luthuli","Non","5,65","Non",0,"Non_Non","46,7767351992",6684
2590,"Rue de Bari","Oui",5,"Oui","4,8","Oui_Oui","110,634517018",3906
1385,"Rond-point des Prés d'Arènes","Non",0,"Non",2,"Non_Non","45,0738936886",3088
2523,"Rue de Salerne","Oui","5,1","Oui","4,95","Oui_Oui","98,1021362061",3876
1699,"Rue Saint Cléophas","Non","0,8","Non","1,3","Non_Non","60,7984047189",5706
2422,"Rue Jeanne de Charrin","Non","0,8","Non","2,1","Non_Non","25,3710003005",7155
5497,"Rue Frédéric Bazille","Non","1,7","Non","1,4","Non_Non","18,5950272678",6270
720,"Rue du Printemps","Non","0,8","Non","1,15","Non_Non","58,4911118586",2720
4736,"Rue Magnol","Non","0,6","Non","0,6","Non_Non","78,717371979",5276
1295,"Rue Fructidor","Oui","3,9","Non",4,"Oui_Non","63,0344306469",3051
2776,"Avenue de Gimel","Oui","4,9","Non","2,7","Oui_Non","450,740723949",4197
5790,"Rue Albert Arnavielle dit l'Arbi","Non",0,"Non","0,8","Non_Non","68,3962441638",5769
2654,"Place du Rouergue","Non","4,9","Oui","2,1","Non_Oui","98,6340009102",3942
1309,"Rue Nivose","Non","2,35","Non","2,7","Non_Non","29,6890713659",3059
5423,"Rue Mareschal","Non","1,25","Non","1,1","Non_Non","42,899133024",5782
5856,"Place Louis et Marie Tregaro","Non",2,"Oui","8,9","Non_Oui","124,150221802",5596
2866,"Avenue Agropolis","Non","1,25","Non",0,"Non_Non","641,208136787",3978
8677,"Avenue de Vanières","Non",0,"Non",0,"Non_Non","214,47115524",6876
374,"Rue de la Manade","Non","1,15","Non","1,1","Non_Non","39,5932570057",2254
1060,"Avenue Président Pierre Mendès France",,0,,0,"_","1515,92807546",2634
815,"Rue des Soldats","Non",0,"Non",0,"Non_Non","118,824693596",2835
4568,"Avenue d'Assas","Oui","4,3","Oui","7,4","Oui_Oui","42,6668144357",5154
3703,"Allée René Descartes","Non","1,5","Oui","5,3","Non_Oui","28,907346546",4215
2352,"Rue Jules Guesde","Non",0,"Non",0,"Non_Non","27,3787329782",3555
5579,"Rue du Docteur Louis Perrier","Non","1,3","Non","1,15","Non_Non","92,3659354317",5496
6778,"Allée de l'Aulide","Oui",14,"Non",0,"Oui_Non","67,3567799232",6552
916,"Impasse Alfred Bruyas","Non","2,1","Non",0,"Non_Non","19,5635885831",2881
16073,"Place du Lavoir","Non","1,2","Non",0,"Non_Non","26,2146099923",7298
1618,"Boulevard Pedro de Luna","Oui","9,3","Non","1,85","Oui_Non","101,122856139",3287
6733,"Rue de Font Couverte","Non",1,"Non","2,05","Non_Non","92,3089480228",6111
3673,"Rue des Macreuses","Non","1,25","Non","1,25","Non_Non","76,2233024104",4198
4454,"Rue Paul Rimbaud","Oui",0,"Oui",0,"Oui_Oui","22,1870851538",4872
11632,"Rue René Etiemble","Non","2,8","Oui","5,4","Non_Oui","152,781011699",7359
3582,"Avenue Abbé Paul Parguel","Non","1,3","Non","0,7","Non_Non","268,992531748",4342
5664,"Rue Saint Denis","Non","0,8","Non","1,2","Non_Non","53,5111610591",5625
2257,"Avenue de Lodève","Non","2,5","Non","2,7","Non_Non","136,518258131",3685
1353,"Impasse de L'Etang de Vic","Non",0,"Non",0,"Non_Non","27,0596807108",3069
6251,"Rond-point du Mas d'Astre","Non",4,"Oui","10,55","Non_Oui","60,3354583207",5732
5767,"Rue Frédéric Bazille","Non","1,4","Non","1,3","Non_Non","93,3905592001",5750
4628,"Boulevard Benjamin Milhaud","Non",1,"Non","1,35","Non_Non","93,0324729075",5192
4839,"Avenue de la Liberté","Non",0,"Non",0,"Non_Non","23,191147543",7197
6289,"Rue du Faubourg de la Saunerie","Non","1,2","Non","1,5","Non_Non","46,1819745097",5840
4611,"Rue Delmas","Non","0,75","Non",1,"Non_Non","45,0466457619",5176
6373,"Allée Simon Vouet","Non","2,2","Non","1,7","Non_Non","20,8835309368",7441
2520,"Rue de Cambridge","Oui","5,8","Oui","4,4","Oui_Oui","69,2823378553",3873
3948,"Allée de Corfou","Non",4,"Oui","3,5","Non_Oui","97,9645785072",4706
5869,"Avenue du Professeur Etienne Antonelli",,0,,0,"_","142,199313042",5607
1759,"Rue Giacomo Puccini","Non","1,35","Non",1,"Non_Non","44,9570378072",3370
5604,"Impasse Fino-Bricka","Non",1,"Non","1,2","Non_Non","40,7707229958",5505
3596,"Rue Adrien Proby","Non","0,85","Non","0,7","Non_Non","125,787330696",4767
2175,"Rue Orphée","Non",3,"Non","0,9","Non_Non","31,3281930535",3612
1850,"Rue Camille Desmoulins","Non",0,"Oui","1,9","Non_Oui","29,1151108427",6862
2835,"Avenue Vincent Auriol","Non","1,4","Oui","2,35","Non_Oui","201,927604087",3961
147,"Pont Raymond Chauliac","Non",0,"Non",0,"Non_Non","115,069942349",2239
1768,"Rue Blaise Pascal",,0,,0,"_","55,3926017912",3379
2871,"Chemin du Réservoir de Montmaur","Non",0,"Non",0,"Non_Non","224,180088412",3981
1337,"Rue de Saint Hilaire","Non","5,8","Non","1,5","Non_Non","158,238243737",2461
4248,"Rue de Moissac","Non","0,8","Non","0,7","Non_Non","43,8784437901",5088
5848,"Rue du Moulin des Sept Cans","Non","1,4","Non","0,35","Non_Non","30,7570583707",5593
930,"Rue Mareschal","Non","1,4","Non","1,3","Non_Non","21,3511745148",2883
13212,"Rue Vendémiaire","Oui","2,85","Oui",3,"Oui_Oui","25,3452619004",6629
2861,"Rue Jean Segondy","Non",0,"Non",0,"Non_Non","255,882339651",3973
3655,"Rue du Muscadet","Non",0,"Non","0,65","Non_Non","12,0172898941",4790
556,"Rue Jacques Bounin","Oui","2,5","Oui","4,4","Oui_Oui","137,302613117",2322
15872,"Voie non dénommée","Non",0,"Non","1,55","Non_Non","120,287969544",7202
2807,"Route de Ganges","Non",0,"Non","1,2","Non_Non","60,9589200967",4264
5675,"Rue Rondelet","Non","3,3","Non","1,4","Non_Non","13,5529466626",5634
559,"Rue Fernandel","Non","2,1","Non",1,"Non_Non","35,5802651768",2372
4528,"Rue des Framboisiers","Non","1,15","Non","1,2","Non_Non","67,0474842723",5137
19317,"Rue Haroun Tazieff",,0,,0,"_","136,25534572",7613
2089,"Rue du Pont de Lavérune","Non","0,6","Non","0,45","Non_Non","229,004227212",3453
6427,"Avenue Maurice Planès","Non","1,15","Non","1,9","Non_Non","26,9002159645",6064
1864,"Route de Lavérune","Non","1,55","Non","1,2","Non_Non","71,157619397",6441
542,"Allée Harry Baur",,0,,0,"_","69,2062461095",2309
358,"Rue Ali Ben Chekhal","Non","1,2","Non","1,45","Non_Non","34,7781922319",6688
4169,"Rue Paul Baron","Non","1,2","Non","1,35","Non_Non","114,487089263",5032
1034,"Rue des Salanganes","Non","1,4","Non","1,3","Non_Non","77,6436397702",2621
6746,"Rue des Bouisses","Non",3,"Non","1,35","Non_Non","22,0012543778",6413
6653,"Rond-point Antonin Artaud","Non",8,"Non","5,5","Non_Non","31,3312972526",6209
913,"Place Molière","Oui","3,2","Non",0,"Oui_Non","35,3911629286",2879
5868,"Chemin de Moularès","Oui","2,1","Non","1,35","Oui_Non","41,2449887004",5606
5795,"Rue de Porto","Non","1,75","Non","1,8","Non_Non","60,6917301108",5773
1153,"Allée John Napier","Oui","4,6","Non","2,5","Oui_Non","85,6667337274",2909
1163,"Rue Louis Lépine","Non",5,"Non",14,"Non_Non","92,6735416296",2918
1466,"Place Christophe",,0,,0,"_","32,0800480215",7159
6698,"Rue Philippe Castan","Oui","3,5","Oui","3,7","Oui_Oui","241,366618167",6094
6488,"Avenue Etienne Mehul","Non",0,"Oui","1,6","Non_Oui","74,1374657911",6130
1791,"Rue du Lavandin","Non","1,4","Non","1,6","Non_Non","54,0040879664",3392
3900,"Rue Alcyone","Non",2,"Non",3,"Non_Non","106,40164554",4356
1071,"Avenue Albert Einstein","Non","4,9","Non","4,5","Non_Non","270,132485753",2644
3594,"Rue des Tilleuls","Non","0,9","Non","0,65","Non_Non","94,0040930016",4765
4046,"Quai du Verdanson","Oui","2,3","Non",0,"Oui_Non","9,5422631891",4591
4794,"Boulevard Benjamin Milhaud","Non","1,15","Non","1,5","Non_Non","121,521166133",4963
3957,"Rue des Bergeronnettes","Non",1,"Non","1,15","Non_Non","73,4853973936",4707
3031,"Rue Valéry Larbaud","Non","0,9","Non","1,1","Non_Non","154,219134483",4090
319,"Rue du Moulin de Gasconnet","Non","1,35","Non","1,5","Non_Non","198,463810313",6667
5796,"Rue des Iris","Oui","2,9","Oui","3,15","Oui_Oui","81,9128530313",5774
6025,"Rue des Gabares","Oui","5,8","Oui","3,2","Oui_Oui","81,3631059769",7435
14112,"Rue Pierre Bon","Non","1,3","Non","1,3","Non_Non","53,3485234938",6749
3763,"Boulevard Ernest Renan","Non","2,1","Non","1,9","Non_Non","19,3437563108",4549
3557,"Rue Henri Lagatu","Non","1,05","Non","1,2","Non_Non","548,347017999",4318
303,"Rue du Moulin de Gasconnet","Non","1,25","Non","1,3","Non_Non","34,8707093123",6658
18992,"Rue Nivose","Non","2,35","Non","2,7","Non_Non","36,2875655834",1324
1771,"Rue de la Bégude","Non","1,3","Non","1,25","Non_Non","32,724192123",3381
5430,"Rue Bayard","Non","1,05","Non","1,2","Non_Non","119,381334847",5788
1877,"Place Louis d'Anjou","Non","4,8","Non","0,55","Non_Non","73,7085709383",6452
1476,"Boulevard Paul Valéry","Non","1,6","Non","1,7","Non_Non","312,627555471",2964
3129,"Rue du Pioch de Boutonnet","Oui","1,9","Oui","3,8","Oui_Oui","41,9595307338",7079
218,"Voie non dénommée","Non","1,5","Non",0,"Non_Non","293,656884209",2355
3576,"Rue de Gascogne","Non","0,95","Non","1,4","Non_Non","114,172481941",4336
5927,"Rue des Catalpas","Oui","2,85","Non","8,55","Oui_Non","42,39840699",5906
1037,"Pont Juvénal","Oui",3,"Oui","1,6","Oui_Oui","85,9771735186",2623
5486,"Avenue de Palavas","Non","1,3","Non","1,3","Non_Non","86,4903154031",6262
2864,"Rue du Plan d'Encombes","Non",0,"Non",0,"Non_Non","284,154234124",3976
4375,"Rue Circé","Non","1,25","Non","1,25","Non_Non","26,2986492583",6391
5557,"Rue des Clématites","Non","1,6","Non","1,6","Non_Non","73,3836790675",5476
828,"Rue du Grand Saint Jean","Non","1,5","Non",4,"Non_Non","35,275175193",2847
3859,"Rue de l'Acropole","Non","4,7","Oui","4,1","Non_Oui","85,5639189764",4661
5986,"Boulevard Paul Valéry","Non",2,"Non",0,"Non_Non","144,173217607",5952
5090,"Rue du Puits du Palais","Non",0,"Non",0,"Non_Non","13,6856959505",5386
1842,"Rue Danton","Oui",2,"Non","1,3","Oui_Non","243,175350009",3146
10813,"Rue Esculape",,0,,0,"_","216,779800337",1024
3443,"Rue Michel Crépeau","Non","1,35","Non","1,35","Non_Non","40,7839591683",4497
6189,"Rue de Malbosc","Non",0,"Non",0,"Non_Non","433,832587397",5870
6601,"Avenue des Prés d'Arènes","Non",0,"Oui","1,65","Non_Oui","3,9984792922",6196
11812,"Rue de la Croix de Figuerolles","Non",0,"Non",0,"Non_Non","95,6373448973",7375
3354,"Avenue Saint Maurice de Sauret","Non",2,"Non","2,5","Non_Non","85,3918931513",4448
6743,"Avenue de Heidelberg","Oui","5,9","Oui","4,55","Oui_Oui","60,4921480301",6547
3132,"Rue de la Tour de Candelon","Non","1,2","Non","1,65","Non_Non","207,773015099",7082
4602,"Boulevard des Arceaux","Oui","9,3","Non","1,9","Oui_Non","212,310139884",5167
2805,"Avenue des Apothicaires","Non","2,75","Non","2,9","Non_Non","99,6911240998",4262
1252,"Avenue Docteur Jacques Fourcade","Non","0,3","Non","2,8","Non_Non","51,0185835176",3022
12707,"Impasse des Jardins d'Eden","Non",0,"Non",0,"Non_Non","154,256532705",6285
827,"Rue Dessale-Possel","Non","1,2","Non","1,2","Non_Non","41,5598414936",2846
5714,"Rue Saint Cléophas","Non","1,95","Oui","4,9","Non_Oui","59,7271557459",5662
13853,"Rue Bernard Lecache","Non",0,"Non","1,3","Non_Non","66,2031868782",6735
824,"Rue du Grand Saint Jean","Non","1,2","Non","2,1","Non_Non","85,9807778288",2844
900,"Rue Joffre","Non","1,5","Non","1,4","Non_Non","73,590292689",2874
3567,"Route de Ganges","Non","1,45","Non","0,5","Non_Non","82,849620033",4327
154,"Square Planchon","Oui","3,15","Non",0,"Oui_Non","81,6211434291",2325
9513,"Allée Teilhard de Chardin","Non","1,6","Non",0,"Non_Non","32,4364861156",6986
4170,"Rue des Hospices","Oui","1,9","Oui","1,6","Oui_Oui","51,8391945297",5033
1197,"Rue Alfred Nobel","Non","1,4","Non",8,"Non_Non","103,402897662",2943
4564,"Rue de la Portalière des Masques","Non",1,"Non",0,"Non_Non","98,1519596182",5150
18972,"Rue Denis Papin","Non",0,"Non",1,"Non_Non","129,02488397",7596
7828,"Rue Léonard de Vinci","Oui",17,"Oui",4,"Oui_Oui","64,3575212229",755
1451,"Impasse Flouch","Non",0,"Non",0,"Non_Non","153,757456967",2803
2990,"Rue de l'Espérou","Oui",3,"Oui","2,25","Oui_Oui","108,215151007",4081
3530,"Rue Edmond Lautard","Non","1,8","Non",2,"Non_Non","43,2403102071",4514
3627,"Rue du Professeur Joseph Anglada","Non","1,6","Non","0,75","Non_Non","99,0595601791",4768
4821,"Rue des Amaryllis","Non",0,"Non",0,"Non_Non","48,6868352525",7183
3970,"Avenue de Saint Lazare","Non","1,7","Non","1,4","Non_Non","225,389934404",4719
15021,"Voie non dénommée","Non",0,"Oui",9,"Non_Oui","14,037814126",6936
5789,"Place Alphonse Daudet",,0,,0,"_","110,740312181",5768
7367,"Rue Saint Gilles","Non",0,"Non","1,2","Non_Non","51,7436507841",6616
12708,"Impasse de la Providence","Non","0,3","Non",2,"Non_Non","185,514179277",6286
8713,"Chemin de l'Hermitage","Non",0,"Non",0,"Non_Non","145,209822409",6878
4003,"Rue de la Cavalerie","Oui","1,3","Oui","3,4","Oui_Oui","91,622386256",4752
14274,"Rond-point Professeur Louis Malassis","Non",0,"Oui","1,6","Non_Oui","29,3843302941",6800
1816,"Route de Lavérune","Non",1,"Oui","12,8","Non_Oui","107,716719625",3127
3978,"Rue du Quatre Vingt Unième Régiment d'Infanterie","Non","1,2","Non",0,"Non_Non","128,374938132",4727
1525,"Rue Jacques Bounin","Non","2,7","Oui","4,45","Non_Oui","114,023920684",3213
4031,"Rue Lakanal","Non",1,"Non",1,"Non_Non","56,340933065",4576
178,"Place Edmond Rostand","Non","0,9","Non",0,"Non_Non","30,3981852947",2334
6670,"Rue du Pilory","Non",0,"Non","0,9","Non_Non","106,032502859",6221
3361,"Avenue Saint Maurice de Sauret","Non","2,9","Non","2,3","Non_Non","22,9656742067",4454
1519,"Allée Pierre Dac","Non",0,"Non","1,1","Non_Non","97,7177033072",2997
4756,"Rue Pitot",,0,"Non","1,7","_Non","125,315363538",5295
649,"Rue de la Figairasse","Non",0,"Non",1,"Non_Non","173,329662866",2663
2194,"Rue des Mégissiers","Non",0,"Non",0,"Non_Non","21,7363411302",6457
1694,"Avenue de Toulouse","Oui","1,5","Oui","1,8","Oui_Oui","31,587546188",5701
1079,"Rue des Marels","Oui","9,5","Non","12,4","Oui_Non","17,5508975283",3099
5443,"Avenue des Droits de l'Homme","Oui","1,9","Oui","1,6","Oui_Oui","10,3478435324",5797
2580,"Avenue de l'Europe","Non","5,3","Oui","1,8","Non_Oui","145,834645865",3897
5742,"Rue des Néfliers","Oui","2,6","Oui","2,9","Oui_Oui","40,7620343748",5684
6294,"Rue de la Cavalade","Non",0,"Non","0,8","Non_Non","308,141460691",5844
4278,"Rue du Faubourg Boutonnet","Non","1,3","Non","1,2","Non_Non","60,0608822104",4800
3374,"Avenue de la Pompignane","Non","4,7","Non","3,6","Non_Non","69,4287154634",4464
6343,"Rue Michel Vernière","Oui","2,3","Non","1,35","Oui_Non","91,0423413711",6037
6116,"Rue des Pertuisanes","Non",1,"Non","1,35","Non_Non","268,130838775",5999
5614,"Rue Meyrueis","Non","1,4","Non","1,15","Non_Non","120,973637552",5512
4575,"Boulevard des Arceaux","Oui","9,3","Oui",2,"Oui_Oui","80,8862630639",7239
8107,"Place Altamira","Non",0,"Non",0,"Non_Non","44,261678562",6763
1579,"Rue de la Costa Brava","Non","2,2","Non","1,6","Non_Non","108,559016589",3260
4679,"Rue Pagès","Non","0,45","Non","2,05","Non_Non","85,7171562639",5249
1462,"Rue Gaston Bachelard","Non","2,6","Non","1,7","Non_Non","60,9044117302",3092
5846,"Rue du Moulin des Sept Cans","Non","1,3","Non","1,8","Non_Non","49,1653955904",5592
825,"Rue Albert Leenhardt","Non","1,1","Non","1,3","Non_Non","45,6350748957",2845
6088,"Boulevard de l'Aéroport International","Non",4,"Oui","3,4","Non_Oui","69,5378573709",5874
2129,"Rue de Bionne","Non","0,85","Non","0,3","Non_Non","1330,60146101",3532
6799,"Rue de Chio","Non","5,3","Oui","5,5","Non_Oui","107,56618402",6572
445,"Rue Bernard Blier","Non",0,"Non",0,"Non_Non","30,9885412411",2574
1700,"Rue des Cardeurs","Non","1,3","Non","1,3","Non_Non","31,8039573402",5707
11813,"Allée des Dauphins","Non",2,"Non","5,1","Non_Non","55,2711312476",7376
1867,"Rue des Glaieuls","Non","6,65","Non","1,2","Non_Non","62,7935632187",6444
8676,"Rue du Pas du Loup","Non","5,5","Non","1,4","Non_Non","74,238138675",6875
850,"Rue Diderot","Non",0,"Non",0,"Non_Non","25,1130144716",2434
11713,"Allée Antonin Chauliac","Non","2,15","Non","1,25","Non_Non","127,697222872",7366
1527,"Rue Maréchal Gallieni","Non",0,"Non",1,"Non_Non","24,8866739547",3215
2096,"Rue des Grèzes","Non","1,45","Non","2,35","Non_Non","82,7000424588",3460
17752,"Rue de Ferran","Oui","1,9","Non","1,15","Oui_Non","41,3040652999",6398
13674,"Rue Marcel Paul","Non","1,6","Non",5,"Non_Non","218,760120372",6724
12412,"Rue Saint-Priest","Non",0,"Non",0,"Non_Non","41,9000212231",7486
1996,"Rue du Pont de Lavérune","Non","0,7","Non","1,2","Non_Non","92,8317523367",3732
3112,"Rue de la Tour de Candelon","Oui","2,1","Non","1,25","Oui_Non","130,386310386",7063
1513,"Rue des Passerines","Oui","1,6","Non","1,3","Oui_Non","42,3715764249",2992
5460,"Chemin de Moularès","Oui",7,"Non","8,1","Oui_Non","108,831624665",6236
3128,"Rue du Pioch de Boutonnet","Oui","1,9","Non",0,"Oui_Non","175,180502922",7078
6788,"Rue de l'Acropole","Non","3,4","Oui","5,9","Non_Oui","47,9228987046",6561
9912,"Rue d'Ajaccio","Oui","2,45","Non","2,8","Oui_Non","25,6534975238",6992
