"ID","AREA,N,19,11","PERIMETER,N,19,11","BATIMENTS_,N,9,0","PATRLIB,C,36","CLEFPATR,C,8","CDCOL,C,1","CDPAT,C,5","CDELEM,C,2","CLASS,C,5","SYMBOLE,N,4,0","Shape_Leng,N,19,11","Shape_Area,N,19,11"
547,"129,811612429","51,0846837441",548,"Lycée Jules Guesdes","70010300","7","00103","00","BT",104,"51,10476456","129,914029034"
548,"2968,1080063","429,965982422",549,"Hôtel de la Préfecture","70006200","7","00062","00","BT",104,"430,134260011","2970,43697643"
549,"343,203996989","106,313851927",550,"Club de loisirs Jeanne Galzy","00052800","0","00528","00","BC",109,"106,355835508","343,474639051"
550,"3299,55397507","417,667098002",551,"Palais de Justice","70005500","7","00055","00","BT",104,"417,831125183","3302,14515551"
551,"252,069746875","74,7011103121",552,"Chateau de la Piscine","99999999","0","00000","0","BC",109,"74,7302550123","252,268237104"
552,"1348,86467493","180,645473732",553,"Lycée Joffre","70009700","7","00097","00","BT",104,"180,716288885","1349,92244236"
553,"28,3604687367","21,7341263913",554,,"88888888",,,,"CI",0,"21,7426282003","28,382710855"
554,"299,708537537","70,6969549166",555,"Musée Fabre","00050400","0","00504","00","CI",0,"70,7247732336","299,944661779"
555,"448,691756226","93,4609600657",556,"Centre de secours M. Dormoy","70008900","7","00089","00","BT",104,"93,497664861","449,042142432"
556,"301,178065604","129,881476469",557,"Palais de Justice","70005500","7","00055","00","BT",104,"129,932314919","301,414574636"
557,"128,900681228","51,2456894234",558,"Lycée Jules Guesde","70010300","7","00103","00","BT",104,"51,2658100839","129,002550302"
558,"584,412459366","140,178735278",559,,"99999999",,,,"BT",104,"140,233955969","584,871662808"
559,"5942,30696232","324,550371325",560,"Centre Commercial","99999999","0","00000","0","NP",170,"324,67784555","5946,96778691"
560,"3881,62145611","596,945747455",561,"Musée Fabre","70105800","7","01058","00","BT",104,"597,180215462","3884,66790862"
561,"1277,75714984","145,205442121",562,"Lycée Professionnel Jean Mermoz","70009900","7","70099","00","BT",104,"145,262407282","1278,76025489"
562,"1420,35200326","232,711343792",563,"Lycée Joffre","70009700","7","00097","00","BT",104,"232,802581696","1421,46595825"
563,"965,221953222","165,173680945",564,"Centre de secours M. Dormoy","70008900","7","00089","00","BT",104,"165,238459447","965,976615646"
564,"215,205665652","66,7390368998",565,"Chateau de la Piscine","99999999",,,,"BT",104,"66,7652461197","215,373214041"
565,"126,110018702","50,7959987626",566,"Lycée Jules Guesdes","70010300","7","00103","00","BT",104,"50,8158200904","126,208586911"
566,"53,0842125208","55,0820437442",567,"Basilique Notre Dame des Tables","00058900","0","00589","00","CE",0,"55,1034535255","53,1269314681"
567,"634,070093867","108,008745059",568,"Lycée Jean Mermoz","70009900","7","70099","00","BT",104,"108,05114694","634,569337956"
568,"276,05806574","138,39648212",569,"Palais de Justice","70005500","7","00055","00","BT",104,"138,450568019","276,274485572"
569,"708,891678029","168,917903978",570,"Basilique Notre Dame des Tables","00058900","0","00589","00","BT",104,"168,983910681","709,446022098"
570,"3084,3311752","223,908302863",571,"Lycée Joffre","88888888","0","00000","0","CI",0,"223,996179862","3086,75303396"
571,"443,960956202","129,386199351",572,"Maison de Quartier Jacques Prévert","00012500","0","00125","00","BC",109,"129,437254596","444,309993879"
572,"118,122868692","48,9080182903",573,"Lycée Jules Guesdes","70010300","7","00103","00","BT",104,"48,9272948813","118,216229824"
573,"502,593315643","121,115077429",574,"Ecole élémentaire Léo Malet","00028201","0","00282","01","BC",109,"121,16277878","502,987087689"
574,"1086,25058445","176,277664217",575,"Salle Guillaume de Nogaret","88888888","0","00000","0","BC",109,"176,346486409","1087,10165425"
575,"247,105624923","74,2365704054",576,"Chateau de la Piscine","99999999","0","00000","0","BC",109,"74,2653215201","247,298561603"
576,"420,726928106","113,393085255",577,"Chateau de la Piscine","99999999","0","00000","0","BC",109,"113,438066047","421,056524881"
577,"1111,39581548","205,598467284",578,"Ecole élémentaire Léo Malet","00028101","0","00281","01","BC",109,"205,678929806","1112,26749988"
578,"1420,44392455","207,207009652",579,"Ecole maternelle Sarah Bernhardt","00106201","0","01062","01","BC",109,"207,288120333","1421,55422338"
579,"116,579481316","49,2756101431",580,,"88888888",,,,"CI",0,"49,2950514049","116,670939195"
580,"1573,13347202","233,989139751",581,"Lycée Joffre","70009700","7","00097","00","BT",104,"234,080864132","1574,36553073"
581,"195,79731409","66,4244597569",582,,"00031800","0","00318","00","BT",104,"66,45051041","195,950765152"
582,"9883,61170004","551,892058522",583,"Lycée Jean Mermoz","70009900","7","70099","00","BT",104,"552,10825731","9891,35817054"
583,"559,535000414","104,935855616",584,"Mairie annexe Celleneuve","00057400","0","00574","00","BC",109,"104,977132262","559,974419859"
584,"268,595631334","110,687401503",585,"Clinique Clémentville","70015400","7","00154","00","BT",104,"110,730348824","268,805922678"
585,"833,248246692","179,13799128",586,,"99999999",,,,"BT",104,"179,20797879","833,89950988"
586,"294,218424924","86,3772211507",587,"Lycée Joffre","70009700","7","00097","00","BT",104,"86,410995852","294,447795811"
587,"159,490918686","59,6894476694",588,"Lycée Jules Guesdes","70010300","7","00103","00","BT",104,"59,7126995227","159,615109144"
588,"473,384234405","92,9555626409",589,"Clinique Clémentville","70015400","7","00154","00","BT",104,"92,9921111458","473,754976491"
589,"129,102409383","45,7238909823",590,"Ecole Maternelle J.J Rousseau","00033401","0","00334","01","BC",109,"45,7417849156","129,203816197"
590,"52,3110781222","54,4432768702",591,"Eglise St Matthieu","00070600","0","00706","00","CE",0,"54,4642725389","52,3524088032"
591,"71,2063375133","55,4544617743",592,"Eglise Ste Croix","88888888","0","00000","0","CE",0,"55,4762023173","71,2627605857"
592,"719,946396812","115,78732387",593,"Piscine Pitot","88888888",,,,"BT",104,"115,83275128","720,510275907"
593,"8978,82895615","1065,63897471",594,"Lycée Professionnel Jean Mermoz","70010100","7","00101","00","BT",104,"1066,05736802","8985,86706292"
594,"1411,87585315","231,271068047",595,"Piscine Pitot","70008600","7","00086","00","BT",104,"231,361823193","1412,98379506"
595,"195,541101093","133,479514434",596,"Eglise Ste Croix","99999999","0","00000","0","BT",104,"133,531492596","195,693744963"
596,"407,049171829","155,520082061",597,"Eglise St Matthieu","00070600","0","00706","00","BT",104,"155,580319307","407,367141059"
597,"1191,47044111","218,960568253",598,"Ecole élémentaire Blaise Pascal","00106203","0","01062","03","BC",109,"219,046065166","1192,40133932"
598,"37,438990654","26,3930477884",599,"Clinique Clémentville","70015400","7","00154","00","BT",104,"26,4035504451","37,4683443256"
599,"921,852623978","231,233649315",600,"D.R.A.C","70000300","7","00003","00","BT",104,"231,324207396","922,576911619"
600,"783,036493823","121,102202115",601,"Lycée Joffre","70009700","7","00097","00","BT",104,"121,149680938","783,650948822"
601,"717,863003138","142,982819773",602,"Piscine Pitot","88888888",,,,"BT",104,"143,038437289","718,425732169"
602,"40,2347812691","32,1019499219",603,"Clinique Clémentville","70015400","7","00154","00","BT",104,"32,1145426018","40,2659541412"
603,"3274,65522825","390,482896253",604,"Lycée Jules Guesdes","70010000","7","00100","00","BT",104,"390,637101575","3277,21962022"
604,"2559,51985679","275,273690208",605,"Lycée Joffre","70009700","7","00097","00","BT",104,"275,381288328","2561,52553559"
605,"4136,676519","768,095773241",606,"Lycée Joffre","70009700","7","00097","00","BT",104,"768,396884711","4139,91381313"
606,"1627,05741319","166,524273043",607,"Gymnase Mireille Bessière","00290000","0","02900","00","BC",109,"166,589149513","1628,32802173"
607,"805,08042189","186,266398288",608,,"99999999","0","00000","0","NP",170,"186,339551157","805,707932934"
608,"17,0967780882","16,8215385146",609,"D.R.A.C","99999999",,,,"CI",0,"16,82813786","17,1101739926"
609,"169,529215591","66,6560201026",610,"Complexe Sportif de Grammont","00016200","0","00162","00","BC",109,"66,6819794087","169,661548801"
610,"242,13324993","65,8723335467",611,"Lycée Jules Guesdes","00014200","0","00142","00","BT",104,"65,8981860261","242,322360814"
611,"555,385759384","113,171345967",612,"D.R.A.C","88888888",,,,"BT",104,"113,215549804","555,81950975"
612,"2590,21412168","394,249401596",613,"Clinique Clémentville","70015400","7","00154","00","BT",104,"394,403540184","2592,24252699"
613,"613,518703117","97,4930372261",614,"La Panacée","99999999","0","00000","0","CI",0,"97,5311036581","613,998153473"
614,"1270,70939991","143,981974379",615,"Gymnase Michelle Ostermeyer","00014200","0","00142","00","BC",109,"144,038391478","1271,70402398"
615,"489,914618628","139,751659488",616,,"99999999","0","00000","0","NP",170,"139,806304593","490,300021974"
616,"119,687234377","44,5044032889",617,"Faculté de Médecine","88888888","0","00000","0","CI",0,"44,5216646022","119,779894768"
617,"1989,55216247","296,880351321",618,"La Panacée","88888888",,,,"BC",109,"296,996420264","1991,10930451"
618,"5055,57085974","307,998821933",619,"Lycée Joffre","70009700","7","00097","00","BT",104,"308,119921194","5059,52933896"
619,"303,519268683","73,7692638697",620,"E.N.T.P.E","99999999","0","00000","0","BT",104,"73,7981113265","303,756669018"
620,"490,08007819","127,741063564",621,"Lycée Joffre","70009700","7","00097","00","BT",104,"127,791017304","490,464352376"
621,"1898,86945315","178,392429403",622,"Caserne C.R.S. 56","70004000","7","00040","00","BT",104,"178,462130052","1900,35251471"
622,"1323,57330938","150,501941527",623,"Domaine Bonnier de la Mosson","00003400","0","00034","00","BC",109,"150,560961995","1324,61126023"
623,"48,6943905697","34,2715056314",624,"Faculté de Médecine","88888888","0","00000","0","CI",0,"34,2848814899","48,7321583509"
624,"838,924940669","230,153562222",625,"Ecole maternelle Pape Carpantier","00039803","0","00398","03","BC",109,"230,243476228","839,580200659"
625,"1657,16015327","207,806505323",626,,"99999999","0","00000","0","NP",170,"207,887219418","1658,448485"
626,"831,48161629","149,12922992",627,"Faculté de Médecine","99999999",,,,"CI",0,"149,187440927","832,131859226"
627,"562,644981447","165,253562593",628,"C.D.D.P","99999999","0","00000","0","BT",104,"165,318130592","563,086409948"
628,"131,585949966","49,9342768647",629,"Lycée Joffre","70009700","7","00097","00","BT",104,"49,9538730703","131,689784466"
629,"1070,70686886","177,498617646",630,"Evêché de Montpellier-chapelle","00223100","0","02231","00","BC",109,"177,568192613","1071,54388287"
630,"111,839243769","58,9658588577",631,"Lycée Joffre","70009700","7","00097","00","BT",104,"58,9887174279","111,92677855"
631,"120,32775313","85,8350859056",632,"Cathédrale Saint Pierre","88888888","0","00000","0","CE",0,"85,8684901429","120,421108798"
632,"609,259225004","117,887539483",633,"E.N.T.P.E","99999999","0","00000","0","BT",104,"117,933740042","609,736453394"
633,"379,92238754","80,3303827365",634,"E.N.T.P.E","99999999","0","00000","0","BT",104,"80,3619035639","380,220687169"
634,"395,135193807","95,7602812419",635,"Maison des Relations Internationales","00049800","0","00498","00","BC",109,"95,7975812468","395,444304442"
635,"1039,45367827","132,693581104",636,"Rectorat Montpellier","70002900","7","00029","00","CI",0,"132,745564659","1040,26654882"
636,"107,028449905","87,7608971907",637,"Maison des Relations Internationales","00049800","0","00498","00","BC",109,"87,7948555696","107,112095118"
637,"269,495865688","72,0604572945",638,"Rectorat Montpellier","99999999",,,,"CI",0,"72,0886380241","269,705683197"
638,"3298,83469388","486,488684017",639,"Faculté de Médecine","70013100","7","00131","00","BT",104,"486,678982252","3301,41993651"
639,"1511,79610648","160,848645976",640,"Rectorat Montpellier","88888888","7","00029","00","CI",0,"160,911627594","1512,97737099"
640,"69,2013933783","57,5637509787",641,"Eglise N.D. de l'Espérance","88888888",,,,"CE",0,"57,5863928251","69,2552039281"
641,"3359,95705887","493,057093424",642,"Cathédrale Saint Pierre","70008800","7","00088","00","BT",104,"493,249057681","3362,58523934"
642,"547,703265834","109,611983774",643,"Salle Avicenne","00200000","0","02000","00","BC",109,"109,654507709","548,131043879"
643,"232,067012839","127,897372011",644,"Eglise N.D. de l'Espérance","99999999","0","00000","0","BT",104,"127,947417538","232,248952918"
644,"136,21034057","51,3915364106",645,"Complexe Sportif de Grammont","00017800","0","00178","00","BC",109,"51,4116556194","136,31706328"
645,"4013,07071534","711,257314116",646,"Rectorat Montpellier","88888888",,,,"BT",104,"711,535027805","4016,20647095"
646,"107,968143803","41,6105145145",647,"Salle de cinéma Nestor Burma","00039803","0","00398","03","BC",109,"41,6267624522","108,052504108"
647,"133,545218737","49,6035183519",648,"Complexe Sportif de Grammont","00017800","0","00178","00","BC",109,"49,6228705378","133,648537014"
648,"73,1250000282","36,463903025",649,"Complexe Sportif de Grammont","00237600","0","02376","00","BC",109,"36,4780423396","73,1818263691"
649,"100,178062478","40,3089644306",650,"Complexe Sportif de Grammont","00237600","0","02376","00","BC",109,"40,3245679396","100,255877692"
650,"935,198368613","329,827395194",651,"Le Corum","70019900","7","00119","00","CI",0,"329,95711559","935,928858813"
651,"69,8837874614","34,9696976021",652,"Complexe Sportif de Grammont","00237600","0","02376","00","BC",109,"34,9833140219","69,9382692138"
652,"1760,52699389","382,085583655",653,"Faculté de Droit","70019900","7","00199","00","BT",104,"382,235893866","1761,9064504"
653,"78,8244781543","43,726549769",654,"Faculté de Droit","70012900","7","00129","00","CI",0,"43,7435061433","78,885378083"
654,"180,258550355","62,6072767665",655,"Tour des Pins","00082300","0","00823","00","BC",109,"62,6318372841","180,399918987"
655,"3436,38731596","359,800358896",656,"Le Corum","70019900","7","00199","00","BT",104,"359,941991106","3439,07541173"
656,"852,600993496","337,606112691",657,"Le Corum","70019900","7","00119","00","CI",0,"337,739182704","853,268995993"
657,"103,120512494","49,6833120485",658,"Complexe Sportif de Grammont","00237700","0","02377","00","BC",109,"49,7026740228","103,201210543"
658,"507,772621801","102,444544544",659,"Bibliothèque Simone de Beauvoir","00002300","0","00023","00","BT",104,"102,48425018","508,168834265"
659,"3144,33114037","417,594603418",660,"Le Corum","70019900","7","00199","00","BT",104,"417,758530372","3146,79278781"
660,"83,7534655983","38,1635958681",661,"Faculté de Droit","70012900","7","00129","00","CI",0,"38,1785822532","83,8191073126"
661,"5329,98218014","292,9092829",662,"Zénith","70084800","7","00848","00","BT",104,"293,023243601","5334,1335022"
662,"18,0234374922","17,0266167561",663,"Faculté de Droit","70012900","7","00129","00","CI",0,"17,0332517751","18,0374745034"
663,"720,977968834","134,440536846",664,,"99999999",,,,"NP",170,"134,493390668","721,542195466"
664,"991,554068696","161,313133178",665,"M.P.T. Mélina Mercouri",,,,,"BM",109,"161,375939981","992,326104254"
665,"460,267931358","85,8243841233",666,"Faculté de Droit","70012900","7","00129","00","CI",0,"85,8577184213","460,625473862"
666,"623,524090549","151,538006326",667,"Domaine Bonnier de la Mosson","00003400","0","00034","00","BC",109,"151,597531013","624,012666744"
667,"458,757809263","124,447922167",668,"Vestiaire Football",,,,,"BC",109,"124,496453554","459,115518463"
668,"1973,89453121","193,064260341",669,"Médiathèque William Shakespeare",,,,,"BT",104,"193,139619727","1975,43849502"
669,"629,663978194","100,422612724",670,"Ecole élémentaire Jean Mermoz","00032102","0","00321","02","BC",109,"100,461869651","630,155991104"
670,"3716,49620306","494,410558901",671,"Faculté de Droit","70012900","7","00129","00","BT",104,"494,603336209","3719,40495155"
671,"54,8972124764","30,415209752",672,"Domaine Bonnier de la Mosson","00003400","0","00034","00","BC",109,"30,42718236","54,9404199472"
672,"649,756584342","103,37301979",673,"AGORA","00083700","0","00837","00","CI",0,"103,413546132","650,265872839"
673,"962,484531229","197,813181474",674,"Domaine Bonnier de la Mosson","00003400","0","00034","00","BC",109,"197,890462232","963,238511741"
674,"269,79136558","76,3675975142",675,"Crèche les Sept Nains","00037203","0","00372","00","BC",109,"76,3973026116","270,002505379"
675,"219,23864958","62,1678838214",676,"AGORA","00019800","0","00198","00","CI",0,"62,1920854802","219,409582938"
676,"748,04501713","106,066616149",677,"AGORA","00083900","0","00839","00","CI",0,"106,108017859","748,628962782"
677,"327,565930894","76,7036303203",678,"AGORA","00019800","0","00198","00","CI",0,"76,7336222903","327,82204425"
678,"294,15590049","99,5848773148",679,"AGORA","00083900","0","00839","00","CI",0,"99,6239443768","294,386776273"
679,"285,214196891","86,6872445775",680,,"70013100","7","00131","00","CI",0,"86,7211485803","285,437770251"
680,"519,718168702","100,129520652",681,"Ecole maternelle Vasco de Gama","00032101","0","00321","01","BC",109,"100,16833284","520,123076474"
681,"1152,89493507","367,865625421",682,"AGORA","00019800","0","00198","00","BC",109,"368,00887303","1153,79445662"
682,"3453,40739922","689,009470934",683,"AGORA","00083900","0","00839","00","BC",109,"689,278624561","3456,09822828"
683,"69,7589736213","42,4900453966",684,"AGORA","00083900","0","00839","00","BC",109,"42,5067809378","69,8130979577"
684,"283,450778943","102,63777091",685,"AGORA","00083900","0","00839","00","BC",109,"102,677600487","283,672693851"
685,"166,934546895","77,9555879774",686,"Maison Martin Luther King","00084500","0","00845","00","BC",109,"77,9861671017","167,064890048"
686,"341,837446845","119,263989447",687,"La Poste","70021900","7","00219","00","NP",170,"119,310276277","342,104749355"
687,"758,243325025","129,514407068",688,"La Visitation","99999999",,,,"BT",104,"129,564669364","758,835254576"
688,"805,906790644","180,314161709",689,"Moulin de Salicate","99999999",,,,"BT",104,"180,384345579","806,53534439"
689,"47,4217781269","29,9637046257",690,,"70013100","7","00131","00","CI",0,"29,975502304","47,4591550716"
690,"164,80720942","48,8387375414",691,"France3 Sud",,,,,"CI",0,"48,8577532823","164,935653032"
691,"831,527687466","113,502583104",692,"Mairie annexe François Villon","00013000","0","00130","00","BC",109,"113,546811153","832,176262298"
692,"1861,12714677","236,791427603",693,"France3 Sud",,,,,"NP",170,"236,883441741","1862,57446775"
693,"1115,70582076","278,634517524",694,"Institut de Botanique","70012800","7","00128","00","BT",104,"278,742950022","1116,57576933"
694,"1574,57251553","470,122151021",695,"Trésorerie Montp. 2ième division","77001600","7","70016","00","BT",104,"470,305226928","1575,79796826"
695,"2785,02440673","441,155195774",696,"Institut de Biologie","70013100","7","00131","00","BT",104,"441,328093914","2787,19598345"
696,"128,628731196","85,5905538673",697,"Eglise Sainte Thérèse","99999999","0","00000","0","CE",0,"85,6240972713","128,728508713"
697,"458,707890538","124,442899734",698,"Vestiaire Football",,,,,"BC",109,"124,491243699","459,064550338"
698,"240,552978174","62,4617340104",699,"Collège Clémence Royer","88888888","0","00000","0","CI",0,"62,4860933092","240,741052999"
699,"1296,71538845","194,013267455",700,"Ecole maternelle Jules Michelet","00106102","0","01061","02","BC",109,"194,088884073","1297,72676318"
700,"567,39141246","176,731097885",701,"Collège Clémence Royer","70011100","7","00111","00","BT",104,"176,800075457","567,835434566"
701,"792,079450044","273,597503713",702,"Eglise Sainte Thérèse","88888888","0","00000","0","BT",104,"273,704346008","792,697441908"
702,"445,692865596","87,7562492672",703,"Institut de Biologie","70012800","7","00128","00","CI",0,"87,7903501911","446,039846724"
703,"563,200103163","152,937097817",704,"Ecole maternelle La Fontaine","00034003","0","00340","03","BC",109,"152,996415758","563,640152258"
704,"1296,94875631","161,531179788",705,"Gymnase Arthur Rimbaud","99999999","0","00000","0","BT",104,"161,594181217","1297,95919759"
705,"1170,06988432","199,765726375",706,"Ecole élémentaire Joseph Delteil","00143201","0","01432","01","BC",109,"199,843331035","1170,98243499"
706,"2759,99840952","346,990153496",707,"Clinique Saint Roch","70015800","7","00158","00","BT",104,"347,125018732","2762,14962398"
707,"3482,67725318","499,712620994",708,"Institut de Botanique","70012800","7","00128","00","BT",104,"499,906693498","3485,39035878"
708,"241,62878756","99,7597000116",709,"Maison des Choeurs","88888888","7","00161","00","CE",0,"99,7980699433","241,815774068"
709,"631,130787558","101,695848544",710,"Maison des Choeurs","70016100","7","00161","00","CI",0,"101,735397168","631,622838532"
710,"55,5078218799","31,3416378359",711,"Centre Horticole Grammont","00045400","0","00454","00","BC",109,"31,3537520076","55,5507020101"
711,"2308,78168744","216,05620947",712,"Centre Horticole Grammont","00045400","0","00454","00","BC",109,"216,14008965","2310,57327508"
712,"605,520675005","98,6512641377",713,"Ecole maternelle Rudyard Kipling","00036402","0","00364","02","BC",109,"98,6895556806","605,990451057"
713,"213,23409374","61,2287152728",714,"Domaine de Grammont","00044000","0","00440","00","BC",109,"61,2524028417","213,398887404"
714,"647,571256257","102,780151828",715,"Maison des Choeurs","70016100","7","00161","00","CI",0,"102,820070095","648,075534403"
715,"1126,31169997","143,603706705",716,"Ecole élémentaire Charles Baudelaire","00036501","0","00365","01","BC",109,"143,659724858","1127,1868453"
716,"6246,57079976","1001,88868955",717,"Maison des Choeurs","70016100","7","00161","00","BC",109,"1002,27761655","6251,43269759"
717,"197,184746896","89,7287395301",718,"Halte-garderie les Chats Bottés","00049200","0","00492","00","BC",109,"89,7638095068","197,338256342"
718,"448,77419375","100,773112133",719,"M.P.T. Frédéric Chopin","00001800","0","00018","00","BC",109,"100,812202525","449,121881662"
719,"53,5709530696","30,5301775442",720,,"99999999",,,,"NP",170,"30,5419606696","53,6121330741"
720,"131,089725048","46,9775279111",721,"Domaine de Grammont","00044000","0","00440","00","CI",0,"46,9957885861","131,19141118"
721,"363,419115611","90,8623024043",722,,"70016100","7","00161","00","NP",170,"90,897487322","363,701678161"
722,"3044,87875623","532,734722664",723,"Collège Arthur Rimbaud","70011200","7","00112","00","BT",104,"532,942548533","3047,2517769"
723,"105,76297182","71,7744242231",724,,,,,,,0,"71,8024506529","105,84513904"
724,"39,2332812363","26,0648088627",725,"E.H.P.A.D Michel Bélorgeot","70018000","7","00180","00","BC",109,"26,0750155528","39,2640439437"
725,"3608,35280628","591,206899764",726,"Complexe funéraire Saint Etienne","00013500","0","00135","00","BC",109,"591,436225974","3611,14578593"
726,"1325,97792689","230,210906252",727,"Domaine de Grammont","00044000","0","00440","00","BC",109,"230,300453831","1327,00717515"
727,"1297,85676889","147,284312337",728,"I.N.R.A","70012700","7","00127","00","BT",104,"147,341375093","1298,86463219"
728,"456,191075079","173,840390749",729,"Salle des sports Petit-Bard","99999999","0","00000","0","BC",109,"173,908028252","456,546691832"
729,"1362,57944378","236,110003583",730,"Domaine de Grammont","00044002","0","00440","02","BC",109,"236,201452544","1363,63440954"
730,"343,090062432","85,6643739187",731,,"70016100","7","00161","00","NP",170,"85,6974271153","343,3558039"
731,"67,6297968737","39,5807379162",732,"Ecole élémentaire Condorcet","00030202","0","00302","02","BC",109,"39,5960484192","67,682739525"
732,"22,8215812717","24,7503154868",733,"La Maison des Seniors","00024100","0","00241","00","CI",0,"24,7597781807","22,8393170709"
733,"480,390231438","108,733004821",734,"Collège Camille Claudel","00026501","0","00265","01","BT",104,"108,775578226","480,763086799"
734,"244,29878592","74,0042812969",735,"Domaine de Grammont","00044002","0","00440","02","BC",109,"74,0331874004","244,488438738"
735,"395,942940555","137,407798876",736,"La Maison des Seniors","00024100","0","00241","00","BC",109,"137,461008984","396,250638788"
736,"180,481709404","65,3617160042",737,"Domaine de Grammont","00044002","0","00440","02","BC",109,"65,3868685407","180,622131677"
737,"1488,40534682","306,717928777",738,"Collège Camille Claudel","70011300","7","00113","00","BT",104,"306,836096051","1489,55764063"
738,"513,767021833","147,219640836",739,,"99999999",,,,"NP",170,"147,276685007","514,166277934"
739,"1085,90422501","156,62786759",740,"Ecole maternelle Geneviève Bon","00041001","0","00410","01","BC",109,"156,688978294","1086,74952548"
740,"659,559437529","191,143010742",741,"Ecole élémentaire Condorcet","00030202","0","00302","02","BC",109,"191,217086885","660,071640247"
741,"3051,41200934","503,699586621",742,,"70018000","7","00180","00","NP",170,"503,895664384","3053,78734396"
742,"1410,44571281","225,140206342",743,"Ecole élémentaire Louis Armstrong","00041002","0","00410","02","BC",109,"225,227608129","1411,54269147"
743,"368,18359378","77,4549947854",744,"La Poste","70025700","7","00257","00","NP",170,"77,4852278672","368,470802907"
744,"3936,6428124","741,728198852",745,,"99999999","0","00000","0","NP",170,"742,016861185","3939,70143745"
745,"363,576728067","82,9558457656",746,"Collège Las Cazes","99999999","0","00000","0","BT",104,"82,9879593695","363,858999556"
746,"475,164265534","110,973207723",747,"Ecole maternelle Mozart","00020800","0","00208","00","BC",109,"111,016637136","475,533467802"
747,"735,528378152","136,842820196",748,"La Poste","70023000","7","00230","00","NP",170,"136,896369528","736,100340049"
748,"281,50395001","110,555648654",749,"La Poste","70025800","7","00258","00","NP",170,"110,598237185","281,722076234"
749,"409,417096746","82,283445742",750,"Collège Las Cazes","99999999","0","00000","0","BT",104,"82,3154511214","409,735960421"
750,"4060,20570001","639,698782884",751,,"70016100","7","00161","00","NP",170,"639,946228353","4063,36191884"
751,"670,832031325","113,668630854",752,"Ecole élémentaire Jules Verne",,,,,"BC",109,"113,712564301","671,35295546"
752,"903,184487615","139,926153911",753,"Collège Las Cazes","70010600","7","00106","00","BT",104,"139,980592832","903,887772084"
753,"1080,79350947","138,326082606",754,"Ecole élémentaire Berthe Morisot","00026402","0","00264","02","BC",109,"138,379645721","1081,63184185"
754,"1186,32760946","178,548135728",755,"Centre équestre de Grammont","00044200","0","00442","00","BC",109,"178,617188758","1187,24526535"
755,"318,32104382","83,9078542552",756,"E.N.S.A.M","70012600","7","00126","00","BT",104,"83,9401619913","318,567011529"
756,"158,873787447","85,9410590185",757,"Eglise Sainte Jeanne d'Arc",,,,,"CE",0,"85,9747874902","158,997222391"
757,"1164,97551246","203,539449597",758,"Théâtre des 13 Vents","70044800","7","00448","00","BT",104,"203,617991839","1165,87353018"
758,"708,728975048","222,351977633",759,"Eglise Sainte Jeanne d'Arc",,,,,,104,"222,438744767","709,279431851"
759,"159,580487464","50,6152605415",760,"La Poste","70021800","7","00218","00","NP",170,"50,6347698816","159,703798843"
760,"2083,03586877","397,410029096",761,"Ecole Supérieure des Beaux-Arts","00001900","0","00019","00","BT",104,"397,564811381","2084,65070951"
761,"326,352331308","78,181763495",762,"E.N.S.A.M","70012600","7","00126","00","BT",104,"78,2122057389","326,607259563"
762,"986,455909289","201,744880145",763,"E.N.S.A.M","70012600","7","00126","00","BT",104,"201,823119148","987,220559488"
763,"19,166028122","18,4340573133",764,"E.N.S.A.M","70012600","7","00126","00","BT",104,"18,4411785677","19,1808809224"
764,"621,668615713","130,530215048",765,"E.N.S.A.M","70012600","7","00126","00","BT",104,"130,580928162","622,151313525"
765,"30698,0763619","1080,3714907",766,"IBM France","99999999","0","00000","0","NP",170,"1080,79032334","30721,8699622"
766,"34,3449062191","28,009621378",767,"E.N.S.A.M","70012600","7","00126","00","BT",104,"28,0204886476","34,3719233286"
767,"5,5043437458","9,4054624551",768,"E.N.S.A.M","70012600","7","00126","00","BT",104,"9,4090344491","5,5085178852"
768,"1175,12241869","145,047751591",769,"Gymnase Les Arts","00047800","0","00478","00","BC",109,"145,103913756","1176,03393644"
769,"985,027231287","129,323524938",770,"Centre équestre de Grammont","00246400","0","02464","00","BC",109,"129,373372238","985,787974663"
770,"309,004968794","96,8118076351",771,"E.N.S.A.M","70012600","7","00126","00","BT",104,"96,8491707738","309,24231997"
771,"417,062218754","101,074600613",772,"DIPAN","00045300","0","00453","00","BC",109,"101,113740473","417,383199471"
772,"197,958556336","62,0258476761",773,"Centre équestre de Grammont","00246400","0","02464","00","BC",109,"62,0497397086","198,111629362"
773,"833,516153245","120,128173261",774,"Salle de sports Louis Nègre","00048800","0","00488","00","BC",109,"120,174709238","834,16261496"
774,"514,085999926","104,567901776",775,"E.N.S.A.M","70012600","7","00126","00","BT",104,"104,608680008","514,485670885"
775,"174,115503099","57,2404595899",776,"Centre équestre de Grammont","00246400","0","02464","00","BC",109,"57,2626193805","174,250385674"
776,"178,478009284","57,7784620273",777,"Centre équestre de Grammont","00246400","0","02464","00","BC",109,"57,8007231425","178,615035672"
777,"482,267121922","87,845578453",778,"Parc Technologique Pompignane","99999999","0","00000","0","CI",0,"87,8794224914","482,638790404"
778,"27,9162187758","23,9874350043",779,"E.N.S.A.M","70012600","7","00126","00","BT",104,"23,9965664053","27,9375067721"
