"ID","AREA,N,19,11","PERIMETER,N,19,11","BATIMENTS_,N,9,0","PATRLIB,C,36","CLEFPATR,C,8","CDCOL,C,1","CDPAT,C,5","CDELEM,C,2","CLASS,C,5","SYMBOLE,N,4,0","Shape_Leng,N,19,11","Shape_Area,N,19,11"
779,"204,439325045","63,5974250783",780,"Centre équestre de Grammont","00246400","0","02464","00","BC",109,"63,6220576816","204,597541049"
780,"582,376037545","155,829370425",781,"E.N.S.A.M","70012600","7","00126","00","BT",104,"155,889354723","582,826607347"
781,"621,205806226","131,507104692",782,"D.R.J.S","70000400","7","00004","00","BT",104,"131,558018358","621,687100081"
782,"84,5671343144","41,3252078221",783,"Crèche Cléonice Pouzin","00020601","0","00206","01","BC",109,"41,3412977098","84,6325807016"
783,"224,97656242","64,8858995405",784,"DIPAN","00045300","0","00453","00","BC",109,"64,9110800621","225,150747595"
784,"231,888350035","66,5801874723",785,"Caserne Tastavin","88888888","0","00000","0","CI",0,"66,6057761957","232,067583327"
785,"1021,50014999","141,37164662",786,"Gymnase Alain Achille","00046400","0","00464","00","BC",109,"141,426352694","1022,29041273"
786,"990,312824986","139,725726932",787,"DIPAN","00045300","0","00453","00","BC",109,"139,779551329","991,079721229"
787,"469,252774919","108,879108313",788,"Salle des Aubes","00069000","0","00690","00","BC",109,"108,920975321","469,614538051"
788,"464,753350063","92,212996401",789,"Centre équestre de Grammont","00246400","0","02464","00","BC",109,"92,248512834","465,111507577"
789,"283,629496907","67,3727502222",790,"Caserne Tastavin","88888888",,,,"CI",0,"67,3988803936","283,849512353"
790,"166,019393754","56,6835956428",791,"Ecole maternelle Ingrid Bergman","99999999",,,,"BC",109,"56,7052640273","166,146973284"
791,"42,0462062611","50,7208830265",792,"Eglise Sainte Léon",,,,,"CE",0,"50,7406145331","42,0786861176"
792,"700,029618863","164,426820008",793,"E.N.S.A.M","70012600","7","00126","00","BT",104,"164,490799713","700,572801723"
793,"3380,50750317","370,147239051",794,"Parc Technologique Pompignane","99999999","0","00000","0","NP",170,"370,290027604","3383,12399896"
794,"380,643573821","152,573835817",795,"Eglise Sainte Léon",,,,,"BT",104,"152,633129109","380,93977583"
795,"760,307884766","110,257107258",796,"Institut de Recherches Agronomiques","70012600","7","00126","00","BT",104,"110,299759338","760,897899131"
796,"373,482796842","99,4965624501",797,"Point de propreté Demeter - Mosson","00085900","0","00859","00","BT",104,"99,5350670758","373,772041965"
797,"276,367293759","67,8123201892",798,"Ecole élémentaire Julie Daubié","99999999","0","00000","0","BC",109,"67,8386435925","276,582406283"
798,"326,787284319","81,7648328582",799,"Poste","70022800","7","00228","00","NP",170,"81,7961470532","327,039793822"
799,"290,916193704","72,9986529745",800,"Institut de Recherches Agronomiques","70012600","7","00126","00","BT",104,"73,0270535284","291,140945728"
800,"2009,33799075","268,548355041",801,"Archives Départementales","99999999","0","00000","0","BT",104,"268,652330374","2010,89358506"
801,"3327,08490634","629,931064826",802,"Caserne Tastavin","99999999","0","00000","0","BT",104,"630,174582069","3329,66374581"
802,"345,259731401","92,7580660297",803,,"99999999",,,,"NP",170,"92,7942133029","345,52700263"
803,"1829,08428117","341,874486639",804,"Institut de Recherches Agronomiques","70012600","7","00126","00","BT",104,"342,006838376","1830,50077123"
804,"230,853909397","70,2311207873",805,"Institut de Recherches Agronomiques","70012600","7","00126","00","BT",104,"70,2583080601","231,03280786"
805,"260,671943679","82,8878010956",806,"DSD","70006500","7","00065","00","BT",104,"82,919646427","260,873190369"
806,"324,266928111","93,426920729",807,,"00021000","0","00210","00","NP",170,"93,4627876502","324,517812612"
807,"454,83937507","114,928024663",808,"Ecole maternelle Ingrid Bergman","00032301","0","00323","01","BC",109,"114,972883284","455,191657566"
808,"753,97116263","191,243326689",809,"Ecole élémentaire Jean Moulin","00032701","0","00327","01","BC",109,"191,317286951","754,55575981"
809,"607,863262919","172,639731117",810,"Institut de Recherches Agronomiques","70012600","7","00126","00","BT",104,"172,706641309","608,333800188"
810,"746,967008612","173,149779488",811,"M.P.T. George Sand","00052700","0","00527","00","BC",109,"173,216814825","747,544273006"
811,"163,02718126","52,0283156497",812,"Halte-garderie Europa d'Assas",,,,,"BC",109,"52,0483944423","163,153210381"
812,"215,35907502","86,289580405",813,"Clinique Saint Jean","70015700","7","00157","00","BT",104,"86,3230931421","215,526335032"
813,"814,105468654","133,662582386",814,"Ecole élémentaire Julie Daubié","00035701","0","00357","01","BC",109,"133,713893322","814,73500521"
814,"1516,66803734","212,208412311",815,"Ecole élémentaire Jean Zay","00035401","0","00354","01","BC",109,"212,290134307","1517,84096157"
815,"71,4757438271","46,1440817368",816,"Institut de Recherches Agronomiques","70012600","7","00126","00","BT",104,"46,162132298","71,53069407"
816,"51,7412249466","30,3470938451",817,"Institut de Recherches Agronomiques","70012600","7","00126","00","BT",104,"30,3588271264","51,7810571385"
817,"725,789924801","111,533236781",818,"Ecole maternelle Sergueï Prokofiev","00035301","0","00353","01","BC",109,"111,576396727","726,352644739"
818,"318,165018615","78,6619158302",819,"D.D.A.S.S","70006500","7","00065","00","BT",104,"78,6924069654","318,409945708"
819,"517,863393814","132,070970415",820,"Institut de Recherches Agronomiques","70012600","7","00126","00","BT",104,"132,121531995","518,265140103"
820,"294,104856204","88,0939355612",821,"Clinique Saint Jean","70015700","7","00157","00","BT",104,"88,1280481081","294,333132317"
821,"148,312168757","79,6646992086",822,"Clinique Saint Jean","70015700","7","00157","00","CI",0,"79,695767378","148,426935601"
822,"100,765362532","41,0839294175",823,"Clinique Saint Jean","70015700","7","00157","00","BT",104,"41,0999721694","100,843545656"
823,"887,56548125","122,005475457",824,"Centre nautique Neptune","00007100","0","00071","00","BT",104,"122,052556643","888,252089318"
824,"2627,86778139","443,423997402",825,"Clinique Saint Jean","70015700","7","00157","00","BT",104,"443,596368074","2629,90102438"
825,"285,324790749","79,1650295775",826,"D.D.A.S.S","70006500","7","00065","00","BT",104,"79,1954619225","285,545041733"
826,"826,601402994","140,876239273",827,"Ecole maternelle Madeleine Brès","00035501","0","00355","01","BC",109,"140,930755677","827,242640089"
827,"225,114503097","75,2120787393",828,"Institut de Recherches Agronomiques","70012600","7","00126","00","BT",104,"75,2409953095","225,289126559"
828,"107,283500031","43,0691472383",829,"D.R.A.F","70000100","7","00001","00","CI",0,"43,0859143368","107,367481134"
829,"113,276121853","51,2417894462",830,"Institut de Recherches Agronomiques","70012600","7","00126","00","BT",104,"51,2615016478","113,363458978"
830,"136,918402814","57,2468025326",831,"I.U.F.M","70002800","7","00028","00","BT",104,"57,268907126","137,024808865"
831,"278,663725534","67,4647397485",832,"Maison de quartier Pierre Azéma",,,,,"BC",109,"67,4908420627","278,879380748"
832,"104,631903158","46,3625671452",833,"Institut de Recherches Agronomiques","70012600","7","00126","00","BT",104,"46,380514653","104,713606922"
833,"69,9949999982","33,507331125",834,"I.U.F.M","70002800","7","00028","00","BT",104,"33,5202301939","70,0488617586"
834,"880,115246804","194,684488199",835,"D.D.A.S.S","70006500","7","00065","00","BT",104,"194,759457983","880,795889592"
835,"1313,25233746","289,794324843",836,"D.R.A.F","70000100","7","00001","00","BT",104,"289,906270402","1314,26530389"
836,"1782,05707193","359,374078958",837,"Institut de Recherches Agronomiques","70012600","7","00126","00","BT",104,"359,512455333","1783,436718"
837,"1602,02891257","292,612282031",838,"E.H.P.A.D les Aubes","70017300","7","00173","00","BC",109,"292,725365687","1603,26766265"
838,"2024,22401566","390,189551301",839,"Centre nautique Neptune","70105300","7","01053","00","BT",104,"390,340347086","2025,78992119"
839,"6275,87686549","357,959141867",840,"DELL",,,,,"NP",170,"358,096633021","6280,72227031"
840,"2247,22665777","437,765271618",841,"Institut de Recherches Agronomiques","99999999","0","00000","0","BT",104,"437,934854979","2248,9646799"
841,"200,845587492","60,2420632807",842,"I.U.F.M","70002800","7","00028","00","BT",104,"60,2656350532","201,002136766"
842,"885,59959407","151,139084162",843,"I.U.F.M","70002800","7","00028","00","BT",104,"151,197248458","886,283774604"
843,"824,951618682","225,209121233",844,"D.D.A.S.S","70012600","7","00126","00","BT",104,"225,296301666","825,590173474"
844,"502,132696918","97,4961572228",845,"I.U.F.M","70002800","7","00028","00","BT",104,"97,5338466801","502,520206473"
845,"246,388253104","70,6909265328",846,"D.D.A.S.S","70006500","7","00065","00","BT",104,"70,7182590169","246,578743529"
846,"3923,08666518","539,632814181",847,"C.R.E.P.S","70000500","7","00005","00","BT",104,"539,841484703","3926,12005021"
847,"121,015515631","86,6045712827",848,"Carmes",,,,,"CE",0,"86,6379538045","121,107663182"
848,"719,652700156","179,511309964",849,"D.D.A.S.S","70006500","7","00065","00","BT",104,"179,580496709","720,208255903"
849,"151,228181265","51,6718586024",850,"I.U.F.M","70002800","7","00028","00","BT",104,"51,6919778164","151,345590998"
850,"107,173156236","84,5766361154",851,"ND de Lourdes","88888888","0","00000","0","CE",0,"84,6093587859","107,255011286"
851,"974,576737451","223,797239902",852,"Carmes",,,,,"BT",104,"223,883552442","975,329474594"
852,"1079,50899376","229,356936469",853,"ND de Lourdes","99999999","0","00000","0","BT",104,"229,445665121","1080,343884"
853,"642,122528096","149,637491628",854,"I.U.F.M","70002800","7","00028","00","BT",104,"149,694566858","642,618881318"
854,"3884,81628711","664,702432878",855,"Clinique Rech","70015600","7","00156","00","BT",104,"664,958161821","3887,81243987"
855,"2032,38316583","311,122292106",856,"I.U.F.M","70002800","7","00028","00","BT",104,"311,242218024","2033,95387969"
856,"78,9708249935","74,3801202322",857,"St François Abbé Prévost",,,,,"CE",0,"74,4087372896","79,0320594402"
857,"1869,1660343","177,507274034",858,"Caserne de Lauwe","88888888","0","00000","0","CI",0,"177,575610797","1870,60977638"
858,"561,21739694","94,7605728215",859,"Laboratoires SANOFI","99999999","0","00000","0","NP",170,"94,7971809044","561,651096079"
859,"622,317381229","224,973140203",860,"St François Abbé Prévost",,,,,"BT",104,"225,059674494","622,798604181"
860,"673,814812691","105,80002128",861,"La Poste","70022500","7","00225","00","NP",170,"105,840934375","674,33582061"
861,"402,453118777","100,1536353",862,"St François Abbé Prévost",,,,,"BT",104,"100,192539118","402,764404736"
862,"691,346193734","115,257488896",863,"Domaine de la Pompignane","00231400","0","02314","00","BC",109,"115,30168308","691,876891677"
863,"939,22295957","132,085664705",864,"Gymnase Bernard Jouanique","00046900","0","00469","00","BC",109,"132,136618692","939,948633645"
864,"713,818465821","136,093581953",865,"Ecole Nationale de Chimie","70012000","7","00120","00","BT",104,"136,14621851","714,371093784"
865,"120,235937505","86,5851511447",866,,,,,,,0,"86,6187653948","120,329065636"
866,"144,200253097","63,7736853703",867,"Faculté de Pharmacie","70013600","7","00136","00","BT",104,"63,7982342731","144,310842943"
867,"4515,88556576","752,920334027",868,"Caserne de Lauwe","99999999","0","00000","0","BT",104,"753,211443068","4519,37519953"
868,"88,5175999312","42,1419518244",869,"Faculté de Pharmacie","70013600","7","00136","00","BT",104,"42,1580484419","88,5861144027"
869,"974,203968824","223,779116681",870,"Lycée de Nevers",,,,,"BT",104,"223,865581442","974,954232427"
870,"86,4225312594","37,1904450943",871,"Faculté de Pharmacie","70013600","7","00136","00","BT",104,"37,2047682324","86,4891256515"
871,"300,401187543","70,0703437668",872,"Faculté de Pharmacie","70013600","7","00136","00","BT",104,"70,0974351151","300,632930254"
872,"928,223803183","175,116418756",873,"Laboratoires SANOFI","99999999","0","00000","0","NP",170,"175,183967169","928,939686364"
873,"982,951328056","187,09162181",874,"Domaine de la Pompignane","00231400","0","02314","00","BC",109,"187,163502064","983,709030456"
874,"34566,2606312","1813,39808898",875,"Alstom","99999999","0","00000","0","NP",170,"1814,09700763","34592,9229429"
875,"978,704978124","268,723433627",876,"St François Abbé Prévost",,,,,"BT",104,"268,827206418","979,459922066"
876,"952,620293735","129,701248034",877,"Ecole Supérieure de Commerce","70011800","7","00118","00","BT",104,"129,751190195","953,356845696"
877,"140,647856287","47,6739997947",878,"Ecole Nationale de Chimie","70012000","7","00120","00","BT",104,"47,692462564","140,75677452"
878,"1250,34045618","149,941076112",879,"Faculté de Pharmacie","70013600","7","00136","00","BT",104,"149,999336824","1251,30830754"
879,"2137,36177435","339,073399582",880,"Ecole Nationale de Chimie","70012000","7","00120","00","BT",104,"339,204646587","2139,01380453"
880,"1063,48273407","230,458978128",881,"E.H.P.A.D Saint Côme","70017700","0","00177","00","BC",109,"230,547437676","1064,30159815"
881,"389,522475058","90,7855426367",882,"Halte-garderie Les Coquelicots","00050500","0","00505","00","BC",109,"90,8208065346","389,822986404"
882,"932,714871828","124,565940603",883,"Faculté de Pharmacie","70013600","7","00136","00","BT",104,"124,614129104","933,434890286"
883,"94,2983781745","50,5411769527",884,"Ecole Nationale de Chimie","70012000","7","00120","00","BT",104,"50,5606814668","94,3714409812"
884,"135,952037521","46,8962734371",885,"Ecole Nationale de Chimie","70012000","7","00120","00","BT",104,"46,9144944113","136,057676862"
885,"318,042046861","73,7202824482",886,"Domaine de la Pompignane","00231400","0","02314","00","BC",109,"73,7486442121","318,286484157"
886,"577,591806352","107,680965662",887,"Faculté de Pharmacie","70013600","7","00136","00","BT",104,"107,72265656","578,036440097"
887,"367,924699962","91,2172955295",888,"Cité universitaire Voie Domitienne","70019800","7","00198","00","BT",104,"91,252482516","368,208898825"
888,"10029,0704719","485,399438944",889,"Stade de la Mosson - Mondial 98",,,,,"CI",0,"485,586555346","10036,8096311"
889,"806,576396877","223,395997038",890,"Crèche Galinéta","00047100","0","00471","00","BC",109,"223,482267162","807,197617558"
890,"6757,47646581","704,039107508",891,"Laboratoires SANOFI","99999999","0","00000","0","NP",170,"704,310853686","6762,69056157"
891,"4684,17681565","594,048522187",892,"Ecole Supérieure de Commerce","70011800","7","00118","00","BT",104,"594,278967242","4687,79123741"
892,"168,780681209","59,7164884846",893,"Ecole Nationale de Chimie","70003700","7","00037","00","BT",104,"59,7395070633","168,909833754"
893,"1037,87316551","292,300195111",894,"CESDA","99999999","0","00000","0","BT",104,"292,412554908","1038,67054837"
894,"105,096634416","41,3682054192",895,"Faculté de Pharmacie","70013600","7","00136","00","BT",104,"41,3841634032","105,177488272"
895,"367,855668721","91,2058783905",896,"Cité universitaire Voie Domitienne","70019800","7","00198","00","BT",104,"91,2409560323","368,138692633"
896,"15649,468872","1136,45108227",897,"Stade de la Mosson - Mondial 98",,,,,"BT",104,"1136,88947907","15661,5594451"
897,"370,675450059","77,1013200589",898,"Salle de sports Isadora Duncan","00020901","0","00209","01","BC",109,"77,1310243519","370,96094433"
898,"367,823637649","91,2291484389",899,"Cité universitaire Voie Domitienne","70019800","7","00198","00","BT",104,"91,2642716927","368,106452983"
899,"949,842243812","172,815190301",900,"Ecole élémentaire Emile Combes","00025500","0","00255","00","BC",109,"172,881840165","950,575214543"
900,"661,594218908","204,686954436",901,"CESDA","99999999","0","00000","0","BT",104,"204,765539794","662,104001871"
901,"201,652896925","82,467403807",902,"Faculté de Pharmacie","70013600","7","00136","00","BT",104,"82,4994993979","201,810272521"
902,"707,65972509","116,620914641",903,"Hôtel du Département","88888888","0","00000","0","CI",0,"116,665908681","708,204233533"
903,"314,554125054","82,0780122532",904,"Maison de Quartier F.Guillierme","00053300","0","00533","00","BC",109,"82,109757688","314,796898643"
904,"1866,0276126","438,905718342",905,"Maison de la Géographie","99999999","0","00000","0","BT",104,"439,074486236","1867,4674845"
905,"5724,3053719","312,960084461",906,"EHPAD Pierre Laroque",,,,,"BC",109,"313,080213693","5728,69748486"
906,"367,560290717","91,2925694863",907,"Cité universitaire Voie Domitienne","70019800","7","00198","00","BT",104,"91,3276939798","367,843627501"
907,"867,057149964","123,920467041",908,"Laboratoires SANOFI","99999999","0","00000","0","NP",170,"123,968023378","867,725260031"
908,"2118,22145008","503,350872762",909,"Ecole Nationale de Chimie","70003700","7","00037","00","BT",104,"503,544383552","2119,85324199"
909,"539,090390693","129,762775131",910,"Hôtel du Département","88888888","0","00000","0","CI",0,"129,812553457","539,505433507"
910,"75,9446250057","35,6786563883",911,"Ecole maternelle Pauline Kergomard","00026001","0","00260","01","BC",109,"35,692463271","76,0035487475"
911,"239,844393739","75,4223991477",912,"Ecole maternelle Pablo Néruda","00026801","0","00268","01","BC",109,"75,4511033481","240,028783216"
912,"287,509056331","97,7515964225",913,"Ecole maternelle Pauline Kergomard","00026001","0","00260","01","BC",109,"97,7892765206","287,730848858"
913,"161,342193718","53,0656797896",914,"Salle de sports Lou Clapas","00243000","0","02430","00","BT",104,"53,0859734877","161,465976236"
914,"339,600884354","73,4307904784",915,,"99999999","0","00000","0","NP",170,"73,4589960557","339,862407387"
915,"8523,21221889","1269,18586784",916,"Hôtel du Département","70006100","7","00061","00","BT",104,"1269,67436833","8529,77510126"
916,"367,743187582","91,1906196565",917,"Cité universitaire Voie Domitienne","70019800","7","00198","00","BT",104,"91,2256815528","368,025074071"
917,"1020,5659282","145,787219597",918,"Maison de Quartier JP Chabrol",,,,,"BC",109,"145,843871945","1021,35321914"
918,"713,272318657","115,271555854",919,"Ecole élémentaire Emile Combes","00025501","0","00255","01","BC",109,"115,316127446","713,822685767"
919,"1370,28591573","304,371639458",920,"Ecole élémentaire Charles Daviler","00026101","0","00261","01","BC",109,"304,488875134","1371,34193143"
920,"1239,45023168","286,250590114",921,"Ecole Nationale de Chimie","70003700","7","00037","00","BT",104,"286,360859653","1240,40477479"
921,"510,673237583","113,240357417",922,"Ecole maternelle Victor Duruy","00025503","0","00255","03","BC",109,"113,283865033","511,066095652"
922,"527,95356254","114,80104431",923,"Ecole maternelle Pauline Kergomard","70019400","7","00194","00","BC",109,"114,845376675","528,359319656"
923,"558,167924931","100,291548516",924,"Cité universitaire Voie Domitienne","70019800","7","00198","00","BT",104,"100,330356584","558,598617623"
924,"542,686737434","97,1165209602",925,"Ecole maternelle Pablo Néruda","00026801","0","00268","01","BC",109,"97,153942573","543,104394613"
925,"449,136996751","92,6792864142",926,"Ecole maternelle Pauline Kergomard","70019400","7","00194","00","BC",109,"92,7149585826","449,482893968"
926,"728,222371761","118,486124205",927,"Ecole élémentaire Simon Bolivar","00027101","0","00271","01","BC",109,"118,531876044","728,782884312"
927,"695,491843796","111,113146116",928,"C.R.O.U.S","70019400","7","00794","00","BT",104,"111,1559857","696,027369527"
928,"2440,62794041","320,084953994",929,,"99999999","0","00000","0","NP",170,"320,208016345","2442,5045349"
929,"129,894724981","87,1627925149",930,"Eglise Saint Esprit","99999999","0","00000","0","CE",0,"87,1961747914","129,994360692"
930,"1004,16402817","225,612754951",931,"Moulin de Sauret","99999999",,,,"BT",104,"225,69940442","1004,93692513"
931,"728,564068798","244,681571407",932,"Eglise Saint Esprit","88888888","0","00000","0","BT",104,"244,775522839","729,123169295"
932,"367,924699953","91,21729553",933,"Cité universitaire Voie Domitienne","70019800","7","00198","00","BT",104,"91,2523793043","368,207124409"
933,"367,273331182","91,2540608499",934,"Cité universitaire Voie Domitienne","70019800","7","00198","00","BT",104,"91,2891687873","367,555577021"
934,"542,775387592","97,1297257294",935,"Ecole maternelle Madeleine Renaud","00042101","0","00421","01","BC",109,"97,1670047161","543,19130658"
935,"501,587284322","94,0474506567",936,"Hôtel du Département","70006100","7","00061","00","BT",104,"94,0835946989","501,972724412"
936,"828,09114694","131,276407302",937,"Ecole élémentaire Antoine Balard","00042301","0","00423","01","BC",109,"131,327070935","828,728863632"
937,"3615,42524392","258,100045451",938,,"99999999","0","00000","0","NP",170,"258,199180684","3618,20628286"
938,"8835,96028442","1388,32719934",939,"Faculté de Pharmacie","70013600","7","00136","00","BT",104,"1388,85954014","8842,76134422"
939,"2775,38191122","514,688466948",940,"Ecole privé Sainte Odile","99999999","0","00000","0","BT",104,"514,886316292","2777,51581255"
940,"1059,93964985","137,544257526",941,"Chambre Régionale des Métiers L.R.","70002400","7","00024","00","BT",104,"137,597024193","1060,75420622"
941,"388,085090621","101,312269133",942,"Cité Universitaire Boutonnet","70019400","7","00794","00","BT",104,"101,351281854","388,384647568"
942,"623,475771816","121,888650254",943,"Lycée Jean Monnet","70009800","7","00098","00","BT",104,"121,935239146","623,954653322"
943,"367,12990944","91,2178502497",944,"Cité universitaire Voie Domitienne","70019800","7","00198","00","BT",104,"91,2528109667","367,411155828"
944,"123,017656257","50,8628581419",945,"Cité Universitaire Boutonnet","70019400","7","00194","00","BT",104,"50,8822475823","123,111829859"
945,"1387,14557182","150,591999711",946,"Lycée Jean Monnet","88888888","0","00000","0","CI",0,"150,650121445","1388,21479184"
946,"33,894918745","26,7620360821",947,"Lycée Jean Monnet","70009800","7","00098","00","BT",104,"26,7724270821","33,9211538689"
947,"257,574068774","64,2001083252",948,"Lycée Jean Monnet","70009800","7","00098","00","BT",104,"64,2247947501","257,772197662"
948,"434,097015657","86,9433119252",949,"Cité Universitaire Boutonnet","70019400","7","00794","00","BT",104,"86,9766582171","434,430320429"
949,"37,8453218855","28,8477121662",950,"Lycée Jean Monnet","70009800","7","00098","00","BT",104,"28,8586763918","37,8742839741"
950,"177,082125009","66,0167656021",951,"M.P.T Paul Emile Victor","70009800","7","00098","00","BT",104,"66,0422348723","177,217179686"
951,"99,9132718801","45,6475271759",952,"MPT PE Victor","00140200","0","01402","00","BC",109,"45,6651007441","99,9903537597"
952,"358,25797818","75,3349502755",953,"Lycée Jean Monnet","70009800","7","00098","00","BT",104,"75,3638227031","358,532969261"
953,"1088,17076875","149,252355191",954,"Cité Universitaire Boutonnet","70002700","7","00027","00","BT",104,"149,309321","1089,00667581"
954,"1518,86155546","191,074592548",955,"Centre Social CAF","00042101","0","00421","01","BT",104,"191,148032523","1520,02873824"
955,"446,279734264","119,255256549",956,"M.P.T Paul Emile Victor","00140200","0","01402","00","BC",109,"119,300971295","446,623647354"
956,"4045,61528748","460,37440013",957,"Ecoles du C.H.U","70014900","7","00149","00","BT",104,"460,551609549","4048,72249802"
957,"71,7618469291","35,2725139349",958,"Cité Universitaire Boutonnet","70019400","7","00194","00","BT",104,"35,2859258707","71,8166613931"
958,"739,994415847","167,347079511",959,"Lycée Jean Monnet","70009800","7","00098","00","BT",104,"167,411955003","740,563747163"
959,"256,583984434","64,0796356668",960,"Lycée Jean Monnet","70009800","7","00098","00","BT",104,"64,1043122329","256,781667844"
960,"263,704934466","64,8465059496",961,"M.P.T Paul Emile Victor","00140105","0","01401","05","BC",109,"64,871612385","263,90861581"
961,"377,19625317","101,053800874",962,"Cité Universitaire Boutonnet","70019400","7","00794","00","BT",104,"101,092438346","377,486528595"
962,"114,636396864","52,7426561296",963,"Lycée Jean Monnet","70009800","7","00098","00","BT",104,"52,762894165","114,724980498"
963,"1276,50878441","231,868685355",964,"CDG Fonction Publique","70006100","7","00061","00","BT",104,"231,957826811","1277,48876876"
964,"381,083171875","90,1432931706",965,"Cité Universitaire Boutonnet","70019400","7","00794","00","BT",104,"90,1778079169","381,376727206"
965,"264,07899379","64,5645209578",966,"Lycée Jean Monnet","70009800","7","00098","00","BT",104,"64,58950234","264,282695912"
966,"244,39848129","62,5432237259",967,"Lycée Jean Monnet","70009800","7","00098","00","BT",104,"62,5671759297","244,585664921"
967,"641,894531293","101,343942416",968,"Lycée Jean Monnet","70009800","7","00098","00","CI",0,"101,382956634","642,388871111"
968,"42,6452468864","27,9125283486",969,"C.H.U la Colombière","70016500","7","00165","00","CI",0,"27,9232934914","42,6781969794"
969,"1461,15331256","244,017421868",970,"Lycée Jean Monnet","70009800","7","00098","00","BT",104,"244,110888113","1462,27234785"
970,"637,45715316","127,237095494",971,"Ecole maternelle Luther King","00037501","0","00375","01","BC",109,"127,285806394","637,94467077"
971,"635,474584406","127,36101319",972,"Ecole maternelle Cervantes","00031501","0","00315","01","BC",109,"127,410297942","635,962484539"
972,"3296,40524051","404,944359031",973,"Lycée Jean Monnet","70009800","7","00098","00","BT",104,"405,099755548","3298,93342564"
973,"1214,23593762","143,501085644",974,"Antenne CAF",,,,,"BT",104,"143,556236369","1215,16754948"
974,"809,911978059","129,506353655",975,"Ecole élémentaire Louisville","00037701","0","00377","01","BC",109,"129,556140769","810,533638308"
975,"734,788337632","120,278445641",976,"Ecole élémentaire Heidelberg","00031601","0","00316","01","BC",109,"120,324636667","735,350703335"
976,"1640,40176232","297,575394734",977,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"297,689125337","1641,66011677"
977,"527,931562488","114,500780367",978,"Cité Universitaire Boutonnet","70019400","7","00794","00","BT",104,"114,544766863","528,335293706"
978,"3627,94544065","273,577797311",979,"Bibliothèque Dep. Pierre Vives","70009800","7","00098","00","BT",104,"273,683398698","3630,72829843"
979,"1332,52384361","262,616858637",980,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"262,717383596","1333,54686281"
980,"577,802674885","202,209924459",981,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"202,288051871","578,245888829"
981,"850,845687426","125,679826398",982,,"88888888","0","00000","0","CI",0,"125,727980403","851,498615473"
982,"576,888453103","123,835917442",983,"Cité Universitaire Boutonnet","70019400","7","00794","00","BT",104,"123,883548339","577,330068781"
983,"526,633899941","113,825759837",984,"Cité Universitaire Boutonnet","70019400","7","00794","00","BT",104,"113,869501002","527,036967441"
984,"415,446209386","120,831452183",985,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"120,877948749","415,763097011"
985,"681,055453147","107,016906685",986,,"88888888","0","00000","0","CI",0,"107,057883762","681,577487446"
986,"269,878150088","84,5461615333",987,,"99999999","0","00000","0","NP",170,"84,5783882071","270,085524218"
987,"393,206693781","116,509039634",988,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"116,55355549","393,508195461"
988,"401,159884355","120,549353328",989,,"99999999","0","00000","0","NP",170,"120,595387925","401,466659652"
989,"512,771365646","149,634267415",990,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"149,691686987","513,165391892"
990,"564,160959451","186,391147731",991,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"186,462812036","564,593371162"
991,"817,570971828","127,839446291",992,"Cité Universitaire Boutonnet","70019400","7","00794","00","BT",104,"127,888476271","818,196627542"
992,"251,391059465","69,6057023382",993,,"99999999","0","00000","0","NP",170,"69,6321219919","251,58220955"
993,"932,819718673","209,836502848",994,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"209,917051888","933,535263241"
994,"430,124871913","136,34893627",995,,"99999999","0","00000","0","NP",170,"136,400930893","430,454529554"
995,"2694,7912469","623,005960505",996,,"88888888","0","00000","0","NP",170,"623,243892999","2696,84620698"
996,"368,72223122","80,7311188239",997,"Crèche Petit Prince de Boutonnet","00144500","0","01445","00","BC",109,"80,762210726","369,005152523"
997,"538,467921921","150,695994564",998,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"150,753576405","538,879079657"
998,"907,800309266","190,724507073",999,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"190,797006431","908,494825467"
999,"216,300112457","87,4866252368",1000,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"87,5200020888","216,4657157"
1000,"296,18218739","106,074576906",1001,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"106,115373171","296,408278163"
1001,"2486,82294307","213,657527393",1002,"Gymnase Rabelais",,,,,"BT",104,"213,738986581","2488,72845151"
1002,"879,785812611","174,764956452",1003,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"174,831628447","880,46018857"
1003,"533,6760936","162,445398271",1004,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"162,507556895","534,084740085"
1004,"132,301012451","51,5863993212",1005,"Ecole maternelle Luis de Camoens","00025001","0","00250","01","BC",109,"51,6061125956","132,402875376"
1005,"477,721693694","122,186172835",1006,"C.H.U la Colombière","70016500","7","00165","00","BT",104,"122,232822337","478,086629903"
1006,"139,766309425","59,4431557603",1007,"Lycée Professionnel Léonard de Vinci","70009200","7","00092","00","BT",104,"59,4659781702","139,873889536"
