"AREA_,N,19,8","PERIMETER,N,19,8","BATIMENTS_,N,10,0","PATRLIB,C,36","CLEFPATR,C,8","CDCOL,C,1","CDPAT,C,5","CDELEM,C,2","CLASS,C,5","SYMBOLE,N,5,0","ID,N,10,0","AREA,N,19,11","LEN,N,19,11"
"1010,0730282","232,31034349",251,Lycée Georges Clémenceau,70009400,7,00094,00,BT,104,0,"1010,87886","232,403549"
"488,98120615","115,38979747",254,EAI,99999999,,,,BT,104,0,"489,37108","115,436055"
"855,48252193","129,13913407",256,EAI,99999999,0,00000,0,BT,104,0,"856,1652","129,19065"
"476,20312188","132,43308931",259,Collège Georges Clémenceau,70010200,7,00102,00,BT,104,0,"476,5818","132,486555"
"332,93478433","89,57361065",263,EAI,99999999,,,,BT,104,0,"333,20012","89,609285"
"367,6516094","81,65454951",267,Lycée Georges Clémenceau,70009500,7,00095,00,BT,104,0,"367,94509","81,687155"
"262,99501875","81,22727992",115,Ecole élémentaire Jean Macé,00034501,0,00346,01,BC,109,0,"263,20838","81,260047"
"313,04565925","100,61918737",116,Ecole élémentaire Jean Macé,99999999,,,,BC,109,0,"313,30014","100,659732"
"254,07583135","75,16034197",118,Ecole maternelle Paul Eluard,00034601,0,00346,01,BC,109,0,"254,28114","75,190679"
"815,43043428","196,63139553",119,M.P.T. Michel Colucci,00010200,0,00102,00,BC,109,0,"816,09434","196,711463"
"724,05547182","129,1838617",122,Ecole maternelle Marcel Pagnol,00038203,0,00382,03,BC,109,0,"724,64328","129,236474"
"993,73780493","145,59550031",123,,00112100,0,01121,00,NP,170,0,"994,54343","145,654793"
"562,60405316","118,69758827",125,Crèche Thérèse Sentis,00021401,0,00214,01,BC,109,0,"563,05814","118,745832"
"85,55387503","62,14074609",126,Eglise Saint Jacques,88888888,0,00000,0,CE,0,0,"85,62288","62,166041"
"53,93107494","43,77445063",128,Halte-garderie L'Oustal dou Caganis,00070302,0,00703,02,BC,109,0,"53,97448","43,791789"
"518,42934696","103,26240281",129,Ecole élémentaire Georges Simenon,00035101,0,00351,01,BC,109,0,"518,8479","103,30435"
"127,35029062","52,46018886",130,Halte-garderie L'Oustal dou Caganis,99999999,0,02311,00,BC,109,0,"127,45261","52,481417"
"443,45522268","97,92848866",132,Poste - Mas Drevon,70022600,7,00226,00,NP,170,0,"443,81354","97,967904"
"527,68269061","96,93142731",133,Ecole élémentaire Georges Simenon,00035101,0,00351,01,BC,109,0,"528,10929","96,970856"
"1316,28880863","183,63810563",135,M.P.T. l'Escoutaïre,00070300,0,00703,00,BC,109,0,"1317,35234","183,712239"
"1484,47555633","204,4955234",137,Collège Marcel Pagnol,70010400,7,00104,00,BT,104,0,"1485,67796","204,577999"
"1452,16954059","153,59527582",138,Gymnase Georges Busnel,00231100,0,02311,00,BC,109,0,"1453,33948","153,657291"
"273,67364386","90,76998826",140,Ecole élémentaire Alain Savary,00042503,0,00425,03,BC,109,0,"273,8954","90,806386"
"964,932975","124,54599646",141,Boulodrome Bernard Gasset,,,,,BC,109,0,"965,71406","124,596329"
"851,19381872","143,48592901",142,Ecole maternelle Hélène Boucher,00042503,0,00425,03,BC,109,0,"851,88247","143,544176"
"259,95059061","65,27145729",144,M.P.T. Boris Vian,99999999,,,,BC,109,0,"260,16067","65,297752"
"339,89855933","82,38498218",146,Ecole maternelle Hélène Boucher,00189500,0,01895,00,BC,109,0,"340,17432","82,417996"
"254,45732806","88,05514501",147,M.P.T. Boris Vian,99999999,0,00000,0,BC,109,0,"254,66187","88,090435"
"307,55306258","70,33290041",148,M.P.T. Albert Camus,00067800,0,00678,00,BC,109,0,"307,80135","70,361304"
"263,66483745","87,05216362",149,M.P.T. Boris Vian,00052400,0,00524,00,BC,109,0,"263,87668","87,087294"
"257,6539874","66,65067793",151,Collège des Aiguerelles,00052400,0,00524,00,BT,104,0,"257,86097","66,677637"
"1124,31973747","148,16271107",153,Gymnase Roger Couderc,00014700,0,00147,00,BC,109,0,"1125,2274","148,222486"
"65,41833127","32,36326859",155,Maison de Quartier St Exupery,88888888,0,00000,0,CI,0,0,"65,4714","32,376394"
"348,13077504","144,90714884",156,Maison de Quartier St Exupery,00053100,0,00531,00,BC,109,0,"348,41277","144,965666"
"211,67594366","58,68354222",157,Salle de sports Cité Mion,00072000,0,00720,00,BT,104,0,"211,84641","58,707195"
"180,24952495","54,92697239",158,Collège Gérard Philipe,88888888,0,00000,0,CI,0,0,"180,39397","54,949084"
"2487,62711253","304,4487333",159,Collège des Aiguerelles,70011400,7,00114,00,BT,104,0,"2489,63053","304,571031"
"373,06498128","84,8404642",160,Chateau Bon,99999999,0,00000,0,NP,170,0,"373,36593","84,874757"
"2912,34708146","337,07732084",162,Collège Gérard Philipe,70010800,7,00108,00,BT,104,0,"2914,68987","337,213122"
"311,4394531","82,97708809",163,Chateau Bon,99999999,0,00000,0,NP,170,0,"311,68894","83,010829"
"749,15443124","131,37611658",164,Chateau Bon,99999999,0,00000,0,NP,170,0,"749,75916","131,429261"
"761,8590156","163,81150399",166,Ecole maternelle Simone Signoret,00029401,0,00294,01,BC,109,0,"762,47307","163,877957"
"197,86328122","57,82814953",167,Ecole élémentaire Jacques Brel,00029401,0,00294,01,BC,109,0,"198,02318","57,851611"
"793,40384044","159,68228851",169,Chateau Bon,99999999,0,00000,0,NP,170,0,"794,04419","159,747133"
"235,17230627","61,80941465",170,Ecole Mat Desborde-Valmore,00030601,0,00306,01,BC,109,0,"235,3623","61,834355"
"582,15314058","103,84392653",171,Centre Bourneville,99999999,,,,NP,170,0,"582,62279","103,885994"
"4589,79854784","282,91643223",172,Hôtel de Ville,,,,,BC,109,0,"4718,93934","287,830211"
"235,89216995","88,49624608",174,Centre Bourneville,99999999,,,,NP,170,0,"236,08136","88,532305"
"860,87146867","207,08551052",176,Centre Bourneville,99999999,0,00000,0,NP,170,0,"861,56495","207,168738"
"272,20171871","68,48252115",177,Centre Bourneville,99999999,,,,NP,170,0,"272,4204","68,50994"
"164,37370943","68,15458484",179,Centre Bourneville,99999999,0,00000,0,NP,170,0,"164,50526","68,182325"
"1298,16653758","155,79765128",180,Gymnase Marcel Cerdan,00048900,0,00489,00,BC,109,0,"1299,20855","155,860271"
"30073,7420199","946,01065766",181,Lycée Mendes France,,,,,BT,104,0,"30097,84144","946,389599"
"727,91771556","117,69919407",186,Poste - Estanove,70022100,7,00221,00,NP,170,0,"728,49909","117,746271"
"787,70479371","184,85902765",187,Centre Bourneville,99999999,,,,NP,170,0,"788,33787","184,933213"
"783,06445629","184,16555344",188,Centre Bourneville,99999999,0,00000,0,NP,170,0,"783,69313","184,239363"
"8601,99983439","376,68147122",189,Gymnase Françoise Spinosi,,,,,BC,109,0,"8608,87536","376,832395"
"79,62436875","35,76280084",190,EAI,99999999,,,,BT,104,0,"79,68759","35,776988"
"38,31528753","25,3942807",191,EAI,99999999,,,,BT,104,0,"38,34552","25,404312"
"204,21364683","61,26456676",192,EAI,99999999,,,,BT,104,0,"204,3772","61,289229"
"1107,11263433","174,5265003",193,Centre Bourneville,99999999,0,00000,0,NP,170,0,"1107,99954","174,597077"
"1101,32140323","135,65134473",194,Ecole maternelle Lily Boulanger,00040101,0,00401,01,BC,109,0,"1102,20409","135,705649"
"159,61668127","59,12603179",195,Groupe Médico Social Robert Lafont,99999999,,,,NP,170,0,"159,74491","59,149846"
"295,86421556","81,738057",197,EAI,99999999,0,00000,0,BT,104,0,"296,10047","81,770481"
"955,01410944","209,25722721",198,Ecole maternelle Alphonse Daudet,00037905,0,00379,05,BC,109,0,"955,78028","209,340224"
"196,24152812","60,90169909",199,Centre Bourneville,99999999,0,00000,0,NP,170,0,"196,39849","60,926082"
"20,06797499","17,92899947",201,EAI,99999999,,,,BT,104,0,"20,08386","17,936096"
"162,34764687","60,56843339",104,Ecole élémentaire Diderot,00041601,0,00416,01,BC,109,0,"162,47927","60,592943"
"441,9417218","121,72050053",106,Ecole élémentaire Diderot,00041401,0,00414,01,BC,109,0,"442,30234","121,769655"
"1013,84561565","170,34836699",112,Ecole élémentaire Garibaldi,00038502,0,00385,02,BC,109,0,"1014,67096","170,416761"
"9524,12745002","390,42674587",113,Stade Yves du Manoir,,,,,CI,73,0,"9531,88031","390,585258"
"2830,09264705","315,92794077",114,E.H.P.A.D Simone Gillet-Demangel,70017800,7,00178,00,BC,109,0,"2832,39286","316,056059"
"12183,54377957","981,30283739",117,Stade Yves du Manoir,,,,,BT,104,0,"12193,45747","981,701206"
"2930,53091871","262,30992065",120,,99999999,,,,CI,0,0,"2932,91302","262,416342"
"5208,28254678","810,9648846",121,,99999999,,,,NP,170,0,"5212,51993","811,295198"
"292,06668426","81,87659847",124,Club de loisirs Jacqueline Maillan,70018600,7,00186,00,BC,109,0,"292,30359","81,909446"
"477,7224376","179,23040682",127,Eglise Saint Jacques,99999999,0,00000,0,BT,104,0,"478,10834","179,302708"
"680,81503124","161,06268485",131,Ecole maternelle Robert Surcouf,00035001,0,00350,01,BC,109,0,"681,3645","161,127634"
"1248,454325","264,37598016",134,Ecole élémentaire Voltaire,00043401,0,00434,01,BC,109,0,"1249,46446","264,483764"
"469,57755955","109,35855427",136,Ecole élémentaire Voltaire,00043501,0,00435,01,BC,109,0,"469,95658","109,402853"
"1410,49955317","184,07578802",139,Ecole maternelle Hélène Boucher,00042502,0,00425,02,BC,109,0,"1411,64149","184,150011"
"903,00450622","132,67261985",143,Médiathèque Victor Hugo,70133000,7,01330,00,BT,104,0,"903,73368","132,726149"
"1160,03227819","204,41076978",145,Ecole maternelle Hélène Boucher,00077600,0,00776,00,BC,109,0,"1160,96954","204,49359"
"94,51355931","47,11587502",150,Crèche Blanche Neige,00067800,0,00678,00,BC,109,0,"94,58989","47,135072"
"601,26867812","125,79160374",152,Ecole élémentaire Charles Dickens,00025302,0,00253,02,CI,0,0,"601,75348","125,842584"
"2067,32746258","397,16691267",154,Ecole élémentaire Charles Dickens,00025302,0,00253,02,BC,109,0,"2068,99079","397,327246"
"619,13294069","115,95214134",161,Ecole maternelle Anne Frank,00025202,0,00252,02,BC,109,0,"619,63106","115,998601"
"755,77818447","127,38705017",165,élem J Brel,00029401,0,00294,01,BC,109,0,"756,38594","127,43839"
"762,63640621","160,74673517",168,mat S Signoret,00029602,0,00296,02,BC,109,0,"763,249","160,810614"
"2376,01081271","260,54097185",173,Ecole élémentaire Winston Churchill,00030402,0,00304,02,BC,109,0,"2377,92271","260,645104"
"2689,40768114","259,85628809",175,Cuisine centrale,00021600,0,00216,00,BC,109,0,"2691,56833","259,959606"
"727,37688315","114,18376118",178,Centre Bourneville,99999999,0,00000,0,NP,170,0,"727,96247","114,229994"
"121,58616253","86,12360756",182,Eglise ST Cléophas,88888888,0,00000,0,CE,0,0,"121,68408","86,158148"
"217,55439219","52,32223553",183,Centre Bourneville,99999999,,,,CI,0,0,"217,72879","52,343189"
"405,13812969","140,84508307",184,Centre Bourneville,99999999,0,00000,0,NP,170,0,"405,46344","140,901535"
"1070,65093334","289,94050349",185,Eglise ST Cléophas,99999999,0,00000,0,BT,104,0,"1071,50898","290,056007"
"623,93457499","126,73248861",196,Groupe Médico Social Robert Lafont,99999999,,,,NP,170,0,"624,43658","126,78344"
"655,85096257","135,3980304",200,Centre Bourneville,99999999,,,,NP,170,0,"656,37619","135,45235"
"353,09217816","90,67530947",203,Ecole maternelle Alphonse Daudet,00038001,0,00380,01,BC,109,0,"353,37525","90,711214"
"86,66546565","38,27525077",204,EAI,99999999,0,00000,0,BT,104,0,"86,73545","38,290714"
"1306,28362204","165,18567259",206,EAI,99999999,0,00000,0,BT,104,0,"1307,32436","165,251134"
"1391,91349065","156,61417399",207,Ecole élémentaire Victor Schoelcher,00040001,0,00400,01,BC,109,0,"1393,02983","156,677078"
"354,34450943","80,3243594",208,Groupe Médico Social Robert Lafont,99999999,,,,NP,170,0,"354,62811","80,356404"
"147,49817497","55,03399414",210,Groupe Médico Social Robert Lafont,99999999,,,,NP,170,0,"147,61639","55,056203"
"655,00223118","183,80781169",211,Centre Observation et Psychotérapie,99999999,0,00000,0,NP,170,0,"655,52829","183,881408"
"167,38818743","55,04104817",213,Groupe Médico Social Robert Lafont,99999999,,,,NP,170,0,"167,52294","55,063277"
"680,73323128","117,53671268",214,EAI,99999999,0,00000,0,BT,104,0,"681,27724","117,583313"
"354,44644994","80,39458769",215,Groupe Médico Social Robert Lafont,99999999,,,,NP,170,0,"354,73028","80,426719"
"544,03308743","143,05072711",216,EAI,99999999,0,00000,0,BT,104,0,"544,46832","143,108474"
"545,62570636","92,19087645",400,,70006000,7,00060,00,NP,170,0,"546,05576","92,227292"
"3478,85738143","246,526148",302,Aquarium Mare Nostrum,,,,,BT,104,0,"3481,62549","246,624546"
"4260,27029806","393,7858746",304,Gare routière,99999999,0,00000,0,NP,170,0,"4263,66619","393,94348"
"2174,56289902","239,60046794",306,Planétarium Galilée,70024200,7,00242,00,BT,104,0,"2176,29218","239,695735"
"7317,72892534","369,30244675",307,Patinoire Végapolis,70023700,7,00237,00,BT,104,0,"7323,54915","369,449421"
"925,92332199","150,50130706",312,,99999999,0,00000,0,NP,170,0,"926,65826","150,560547"
"1726,15599985","185,06460927",317,,70020000,7,00200,00,NP,170,0,"1727,52402","185,138007"
"971,55316564","144,74266892",319,Lycée Professionnel Jules Ferry,70009300,7,00093,00,BT,104,0,"972,32448","144,800532"
"1064,70187176","177,96926532",321,M.P.T. Voltaire,00233900,0,02339,00,BC,109,0,"1065,54718","178,040231"
"170,62672499","62,38994199",325,Lycée Professionnel Jules Ferry,70009300,7,00093,00,BT,104,0,"170,76208","62,414918"
"118,63043436","44,44019053",402,Maison Asso Guy de Montpellier,00114600,0,01146,00,BC,109,0,"118,72416","44,457762"
"9309,90498133","854,51327464",326,Maison de l'Agriculture,99999999,0,00000,0,BT,104,0,"9317,31746","854,852662"
"737,78683746","109,64110013",422,,99999999,,,,NP,170,0,"738,36702","109,684184"
"175,3491156","58,49523309",424,Halte-garderie André Chamson,00053200,0,00532,00,BC,109,0,"175,48686","58,518224"
"866,08985945","161,29820439",426,,99999999,,,,NP,170,0,"866,77213","161,362023"
"119,7047594","73,02187472",428,Eglise Saint Roch,00070900,0,00709,00,CE,0,0,"119,79821","73,050632"
"3567,81047502","331,31495317",429,Médiathèque Emile Zola,70246200,7,02462,00,BT,104,0,"3570,62319","331,444714"
"52,31354062","54,2173518",432,,88888888,0,00000,0,CE,0,0,"52,3547","54,23871"
"203,19601564","120,63580132",433,,99999999,0,00000,0,BT,104,0,"203,35655","120,683515"
"353,43236239","75,32525045",434,,99999999,,,,NP,170,0,"353,71143","75,355001"
"457,07454999","180,80346704",435,M.P.T. André Chamson,00053201,0,00532,01,BC,109,0,"457,43428","180,874438"
"397,66669369","79,76907851",436,,99999999,0,00000,0,NP,170,0,"397,97947","79,800439"
"69,19906312","57,52503055",438,Eglise Orthodoxe de France,,,,,CE,0,0,"69,25307","57,547676"
"244,71264627","130,05341762",440,Eglise Orthodoxe de France,,,,,BT,104,0,"244,90686","130,104824"
"856,80850933","172,3603903",443,Ecole élémentaire Périclès,00026303,0,00263,03,BC,109,0,"857,48386","172,428327"
"917,30210632","169,0825542",444,Ecole maternelle Aristote,00026302,0,00263,02,BC,109,0,"918,02513","169,149101"
"48,19742189","28,11833279",445,Galerie Saint Ravy,00056100,0,00561,00,BT,104,0,"48,23536","28,129431"
"306,6373195","95,72872158",447,Ecole maternelle Pasteur,00034903,0,00349,03,BC,109,0,"306,88003","95,766456"
"51,1858","53,65754819",448,Eglise Sainte Eulalie,00071300,0,00713,00,CE,0,0,"51,2259","53,678661"
"103,4505031","66,43962916",450,,88888888,0,00000,0,CE,0,0,"103,53232","66,465986"
"2790,94507794","380,84132839",451,,99999999,,,,NP,170,0,"2793,1387","380,989953"
"88,75544697","38,26341547",453,Poste - Comédie,70022000,7,00220,00,NP,170,0,"88,82525","38,278495"
"394,49901574","110,66446031",454,Ecole élémentaire Lamartine,00034802,0,00348,02,BC,109,0,"394,80942","110,708081"
"54,20700941","56,27019952",457,Pénitents Blancs,88888888,0,00000,0,CE,0,0,"54,24956","56,292281"
"320,47076242","160,25580289",458,Pénitents Blancs,99999999,0,00000,0,BT,104,0,"320,72253","160,318862"
"123,82006251","75,93155683",333,Eglise Saint Denis,00069900,0,00699,00,CE,0,0,"123,91809","75,961974"
"924,0826063","228,18598827",335,Eglise Saint Denis,00069900,0,00699,00,BT,104,0,"924,81501","228,276982"
"592,78334058","159,36626001",339,M.P.T. François de Malherbe,00272004,0,02720,04,BC,109,0,"593,25446","159,429295"
"253,52344359","78,20464699",342,Salle de sports Jean Farré,00047700,0,00477,00,BC,109,0,"253,72502","78,235519"
"828,58486254","206,80011665",343,Maison de la Démocratie - D.M.P.T,00273500,0,02735,00,BM,109,0,"829,24103","206,881973"
"9605,78751262","433,4941177",345,Multiplexe Gaumont,70008300,7,00083,00,NP,170,0,"9613,3977","433,665858"
"19398,54550918","676,42145554",349,Centre Commercial IKEA,,,,,NP,170,0,"19413,90915","676,689945"
"2235,90941829","371,14794185",351,Bilbliothèque Universitaire,70002600,7,00026,0,BT,104,0,"2237,68027","371,293906"
"508,81610336","199,28524322",354,Chapelle Cité Gely,99999999,0,00000,0,BC,109,0,"509,21991","199,364171"
"838,59877171","193,74557692",357,Ecole maternelle Docteur Roux,00030303,0,00303,03,BC,109,0,"839,26365","193,822337"
"57829,22309424","1204,90938441",358,Centre Commercial Odysseum,,,,,NP,170,0,"57875,01649","1205,386596"
"11986,71905132","493,58286839",360,Lycée Marianne,,,,,BT,104,0,"11996,20687","493,779034"
"1378,51375307","131,75354665",362,Halles Laissac,00051100,0,00511,00,BC,109,0,"1379,60539","131,805705"
"815,2704658","160,21340908",365,C.P.A.M,70023300,7,00233,00,BT,104,0,"815,91625","160,276925"
"999,13180328","261,308734",368,Hôtel Montcalm,003226,,03226,00,BT,104,0,"999,92317","261,41248"
"996,91476553","140,92054141",371,C.P.A.M,70017100,7,00171,00,BT,104,0,"997,70465","140,975916"
"3187,08844991","433,67357468",373,Espace Robert Capdeville,70023700,7,00237,00,BT,104,0,"3189,60297","433,844703"
"594,62235005","97,79649413",377,,,,,,BT,170,0,"595,09015","97,83496"
"379,54601595","152,61399863",379,Eglise Pénitents Bleus,99999999,0,00000,0,BT,104,0,"379,84632","152,674224"
"346,51256875","74,62973862",384,,99999999,,,,NP,170,0,"346,78532","74,659123"
"392,05027819","79,83749855",389,Poste - Antigone,70021700,7,00217,00,NP,170,0,"392,36151","79,869176"
"681,38636885","133,24739954",392,,99999999,0,00000,0,NP,170,0,"681,92482","133,299975"
"589,32810944","97,68550337",395,Ecole élémentaire Gambetta,00031304,0,00313,04,BC,109,0,"589,79405","97,724131"
"1183,2054249","257,05967423",398,Eglise Don Bosco,99999999,,,,BT,104,0,"1184,13707","257,161531"
"1522,46455323","256,75616788",399,,99999999,0,00000,0,NP,170,0,"1523,66822","256,857714"
"2250,01887819","381,48000164",401,,99999999,0,00000,0,NP,170,0,"2251,79894","381,629509"
"455,99376558","115,87498538",404,Mission Grand Coeur,00310900,0,03109,00,BM,109,0,"456,3536","115,920894"
"891,0141749","123,80286459",406,Ecole élémentaire Spinoza,00034202,0,00342,02,BC,109,0,"891,7183","123,85172"
"598,37531944","120,27787326",407,,99999999,0,00000,0,NP,170,0,"598,84957","120,325318"
"859,39847503","161,65837001",408,,99999999,,,,NP,170,0,"860,07719","161,722296"
"126,88419997","45,20556272",409,Hôtel de Région,99999999,0,00000,0,BT,104,0,"126,98432","45,223415"
"799,93649414","115,215525",411,FRANCE TELECOM - Polygone,70023600,7,00236,00,NP,170,0,"800,56682","115,260898"
"1169,56926569","239,55096637",412,Ecole maternelle Jeanne Deroin,00034302,0,00343,02,BC,109,0,"1170,49524","239,645786"
"233,07669601","88,00110539",415,M.P.T. Joseph Ricôme,00052900,0,00529,00,BC,109,0,"233,26008","88,035614"
"350,57927818","89,87491523",416,Collège Fontcarrade,70010900,7,00109,00,BT,104,0,"350,85546","89,910615"
"25,84466562","20,39502915",418,M.P.T. Joseph Ricôme,00052900,0,00529,00,BC,109,0,"25,86478","20,402979"
"99,30518748","40,82425547",419,Poste de police municipale Gambetta,00012800,0,00128,00,BT,104,0,"99,38327","40,84028"
"747,05487479","110,55250467",420,,99999999,,,,NP,170,0,"747,64602","110,596178"
"87,45388125","40,56888381",421,M.P.T. Joseph Ricôme,00052900,0,00529,00,BC,109,0,"87,5232","40,584804"
"1480,27497186","258,95272867",273,Hôtel des Impôts Chaptal,70001900,7,00019,00,BT,104,0,"1481,45557","259,055956"
"349,06464693","90,15410737",276,Salle de sports Louis Lachenal,00048500,0,00485,00,BC,109,0,"349,34225","90,190187"
"228,1255499","93,52567604",279,EAI,99999999,,,,BT,104,0,"228,30913","93,563461"
"353,20986862","102,15524566",282,Salle de sports Amélie Blanchard,00046800,0,00468,00,BC,109,0,"353,49091","102,195763"
"2368,02232213","225,75646962",285,EAI,99999999,0,00000,0,BT,104,0,"2369,9146","225,847257"
"1239,76695042","288,79020011",286,Eglise Saint François,99999999,,,,BT,104,0,"1240,75432","288,904747"
"4362,9163592","935,461714",289,Lycée Georges Clémenceau,70009500,7,00095,00,BT,104,0,"4366,38667","935,831274"
"1544,55055302","244,62137385",294,Faculté Sc. Eco et Gestion,70012900,7,00129,00,BT,104,0,"1545,77814","244,718681"
"286,85685932","79,67685474",299,Ecole maternelle Maria Callas,00048301,0,00483,01,BC,109,0,"287,0849","79,708771"
"1290,63568757","290,30692681",303,Ecole élémentaire Sun Yat Sen,00048202,0,00482,02,BC,109,0,"1291,66501","290,42281"
"310,35493435","70,85726863",305,Faculté Economique et Sociale,70012900,7,00129,00,CI,0,0,"310,60206","70,885371"
"1801,00659388","256,21250529",308,Faculté Economique et Sociale,70012900,7,00129,00,BT,104,0,"1802,43926","256,314254"
"2629,12014698","346,12908372",309,,,,,,NP,170,0,"2631,20541","346,266116"
"496,66148125","137,4880549",310,Ecole élémentaire Victor Hugo,00037304,0,00373,04,BC,109,0,"497,05812","137,542937"
"4386,9814497","453,68702779",311,Poste - Rondelet,70021600,7,00216,00,NP,170,0,"4390,47232","453,867361"
"266,26720925","69,01607701",313,Maison de l'Agglomération,,,,,BT,104,0,"266,47746","69,04344"
"707,14109369","140,08005258",314,E.N.A.C.T,70002300,7,00023,00,BT,104,0,"707,70023","140,135698"
"345,95619377","99,11105887",315,Ecole maternelle Louis Figuier,00037403,0,00374,03,BC,109,0,"346,23063","99,150418"
"604,31766865","127,46950139",316,Ecole maternelle Anatole France,0,0,0,0,BC,109,0,"604,79654","127,519673"
"261,81030005","66,50096851",318,,99999999,0,00000,0,NP,170,0,"262,01781","66,527416"
"825,25681243","136,1446117",320,,99999999,0,00000,0,NP,170,0,"825,91398","136,198538"
"1019,8229281","145,98446412",322,Ecole élémentaire Jean Jaurès,,,,,BC,109,0,"1020,63239","146,042102"
"115,2029969","45,58858433",323,Poste de police municipale Cité Gély,00012700,0,00127,00,BC,109,0,"115,29496","45,60688"
"343,2200812","116,95526913",324,Ecole maternelle Anatole France,00025701,0,00257,01,BC,109,0,"343,49468","117,00186"
"542,00888125","106,57975895",327,Lycée Professionnel Jules Ferry,70009300,7,00093,00,BT,104,0,"542,43889","106,621712"
"567,90143439","125,34287428",328,Espace Jacques 1er d'Aragon,,,,,BC,109,0,"568,35146","125,392617"
"5922,8585529","390,99170811",329,,,,,,NP,170,0,"5927,55555","391,147071"
"833,88417205","118,77205827",330,Ecole élémentaire André Malraux,,,,,BC,109,0,"834,54503","118,819141"
"2540,51352837","205,34042759",331,Maison de l'Etudiant,,,,,BC,109,0,"2542,53018","205,421897"
"167,26135625","54,06139008",332,Ecole élémentaire Frédéric Bazille,00031200,0,00312,00,BC,109,0,"167,39411","54,082888"
"1039,92442174","136,92780504",334,Gymnase Jean Ramel,00047600,0,00476,00,BC,109,0,"1040,75216","136,982209"
"2116,91889979","311,05879298",336,Lycée Professionnel Jules Ferry,70009300,7,00093,00,BT,104,0,"2118,59819","311,181777"
"141,98389681","52,32400888",337,Salle de sports La Babote,00071700,0,00717,00,BC,109,0,"142,09624","52,344807"
"880,52038005","212,09395965",338,Ecole élémentaire Frédéric Bazille,00031002,0,00310,02,BC,109,0,"881,21919","212,177818"
"756,35615311","165,14478295",340,Ecole élémentaire Jules Simon,00033802,0,00338,02,BC,109,0,"756,95771","165,210113"
"515,32030294","137,46042131",341,Ecole maternelle Florian,00030802,0,00308,02,BC,109,0,"515,73076","137,515255"
"1648,49016551","250,45736265",344,Lycée Professionnel Jules Ferry,70009300,7,00093,00,BT,104,0,"1649,79937","250,556702"
"63,62177813","63,56865676",346,Eglise Réformée-temple,,,,,CE,0,0,"63,67173","63,593887"
"3824,86682211","436,98526576",347,Gare Montpellier St Roch,70020200,7,00202,00,BT,104,0,"3827,90314","437,159877"
"194,21937186","55,48532717",348,Salle de boxe Auguste Caulet,00071600,0,00716,00,BC,109,0,"194,37377","55,507316"
"445,60565931","156,05047287",350,Eglise Réformée-temple,,,,,BT,104,0,"445,95905","156,112439"
"97,43219064","71,46114206",352,Chapelle Cité Gely,88888888,0,00000,0,CE,0,0,"97,50983","71,489506"
"17470,96509731","567,69634405",353,Parking Circe,,,,,NP,170,0,"17484,78892","567,921312"
"411,13607827","117,89135721",355,Ecole élémentaire Sévigné,00041902,0,00419,02,BC,109,0,"411,461","117,938601"
"1668,56557492","202,23052049",356,Lycée Professionnel Jules Ferry,70009300,7,00093,00,BT,104,0,"1669,8907","202,310592"
"1121,23697509","151,14438528",359,Gymnase Alain le Hetet,00331600,0,03316,00,BC,109,0,"1122,12197","151,204075"
"492,25434064","88,85983851",361,Annexe LR,,,,,BT,104,0,"492,6454","88,89514"
"79,37612189","61,00681299",363,,88888888,0,00000,0,CE,0,0,"79,43847","61,030903"
"408,05227195","156,43161393",364,,99999999,0,00000,0,BT,104,0,"408,37544","156,493603"
"495,4151561","89,27541307",366,C.P.A.M,70017100,7,00171,00,BT,104,0,"495,80806","89,310746"
"129,127975","63,77703796",367,Tour de la Babotte,00141700,0,01417,00,BC,109,0,"129,23075","63,802491"
"195,59182201","78,59065075",369,Club de loisirs Luis Mariano,70018300,7,00183,00,BC,109,0,"195,74686","78,621584"
"11974,4476842","480,82045823",370,Decathlon,,,,,NP,170,0,"11983,90873","481,010086"
"438,89610631","97,92968573",372,Espace Antonin Balmès,70021500,7,00215,00,BC,109,0,"439,24354","97,968319"
"551,02324376","97,27825399",374,Collège Fontcarrade,70010900,7,00109,00,BT,104,0,"551,45841","97,316424"
"5790,29779033","497,98784132",375,C.P.A.M,70017100,7,00171,00,BT,104,0,"5794,88099","498,184941"
"64,92975942","55,4560385",376,Eglise Pénitents Bleus,88888888,0,00000,0,CE,0,0,"64,9812","55,478027"
"803,00861545","152,84449039",378,C.R.A.M,70017000,7,00170,00,BT,104,0,"803,6423","152,9055"
"206,83517484","114,4879794",380,M.P.T Albertine-Sarrazin,00045900,0,00459,00,BC,109,0,"206,999","114,533743"
"290,82582806","73,74057172",381,Collège Fontcarrade,70010900,7,00109,00,BT,104,0,"291,05666","73,769967"
"357,56243748","92,5999651",382,Crèche Antigone,00020400,0,00204,00,BC,109,0,"357,84479","92,636678"
"115,12445627","45,085316",383,Collège Fontcarrade,70010900,7,00109,00,BT,104,0,"115,21631","45,103242"
"129,00809064","45,62134148",385,Hôtel de Région,99999999,0,00000,0,BT,104,0,"129,1107","45,639405"
"236,01494386","65,71238982",386,Espace Montpellier Jeunesse,,,,,BM,109,0,"236,20104","65,738224"
"93,5155313","39,53073943",387,Collège Fontcarrade,70010900,7,00109,00,BT,104,0,"93,59027","39,546457"
"718,95780002","115,548045",388,Collège Fontcarrade,70010900,7,00109,00,BT,104,0,"719,52588","115,593469"
