"AREA_,N,19,8","PERIMETER,N,19,8","BATIMENTS_,N,10,0","PATRLIB,C,36","CLEFPATR,C,8","CDCOL,C,1","CDPAT,C,5","CDELEM,C,2","CLASS,C,5","SYMBOLE,N,5,0","ID,N,10,0","AREA,N,19,11","LEN,N,19,11"
"659,55943753","191,14301074",741,Ecole élémentaire Condorcet,00030202,0,00302,02,BC,109,0,"660,07164","191,217087"
"1410,44571281","225,14020634",743,Ecole élémentaire Louis Armstrong,00041002,0,00410,02,BC,109,0,"1411,54269","225,227608"
"368,18359378","77,45499479",744,La Poste,70025700,7,00257,00,NP,170,0,"368,4708","77,485228"
"363,57672807","82,95584577",746,Collège Las Cazes,99999999,0,00000,0,BT,104,0,"363,859","82,987959"
"475,16426553","110,97320772",747,Ecole maternelle Mozart,00020800,0,00208,00,BC,109,0,"475,53347","111,016637"
"735,52837815","136,8428202",748,La Poste,70023000,7,00230,00,NP,170,0,"736,10034","136,89637"
"409,41709675","82,28344574",750,Collège Las Cazes,99999999,0,00000,0,BT,104,0,"409,73596","82,315451"
"670,83203132","113,66863085",752,Ecole élémentaire Jules Verne,,,,,BC,109,0,"671,35296","113,712564"
"903,18448762","139,92615391",753,Collège Las Cazes,70010600,7,00106,00,BT,104,0,"903,88777","139,980593"
"1080,79350947","138,32608261",754,Ecole élémentaire Berthe Morisot,00026402,0,00264,02,BC,109,0,"1081,63184","138,379646"
"1186,32760946","178,54813573",755,Centre équestre de Grammont,00044200,0,00442,00,BC,109,0,"1187,24527","178,617189"
"318,32104382","83,90785426",756,E.N.S.A.M,70012600,7,00126,00,BT,104,0,"318,56701","83,940162"
"1164,97551246","203,5394496",758,Théâtre des 13 Vents,70044800,7,00448,00,BT,104,0,"1165,87353","203,617992"
"159,58048746","50,61526054",760,La Poste,70021800,7,00218,00,NP,170,0,"159,7038","50,63477"
"326,35233131","78,1817635",762,E.N.S.A.M,70012600,7,00126,00,BT,104,0,"326,60726","78,212206"
"986,45590929","201,74488014",763,E.N.S.A.M,70012600,7,00126,00,BT,104,0,"987,22056","201,823119"
"19,16602812","18,43405731",764,E.N.S.A.M,70012600,7,00126,00,BT,104,0,"19,18088","18,441179"
"621,66861571","130,53021505",765,E.N.S.A.M,70012600,7,00126,00,BT,104,0,"622,15131","130,580928"
"5055,57085974","307,99882193",619,Lycée Joffre,70009700,7,00097,00,BT,104,0,"5059,52934","308,119921"
"303,51926868","73,76926387",620,E.N.T.P.E,99999999,0,00000,0,BT,104,0,"303,75667","73,798111"
"490,08007819","127,74106356",621,Lycée Joffre,70009700,7,00097,00,BT,104,0,"490,46435","127,791017"
"1898,86945315","178,3924294",622,Caserne C.R.S. 56,70004000,7,00040,00,BT,104,0,"1900,35251","178,46213"
"48,69439057","34,27150563",624,Faculté de Médecine,88888888,0,00000,0,CI,0,0,"48,73216","34,284881"
"838,92494067","230,15356222",625,Ecole maternelle Pape Carpantier,00039803,0,00398,03,BC,109,0,"839,5802","230,243476"
"562,64498145","165,25356259",628,C.D.D.P,99999999,0,00000,0,BT,104,0,"563,08641","165,318131"
"131,58594997","49,93427686",629,Lycée Joffre,70009700,7,00097,00,BT,104,0,"131,68978","49,953873"
"1070,70686886","177,49861765",630,Evêché de Montpellier-chapelle,00223100,0,02231,00,BC,109,0,"1071,54388","177,568193"
"111,83924377","58,96585886",631,Lycée Joffre,70009700,7,00097,00,BT,104,0,"111,92678","58,988717"
"609,259225","117,88753948",633,E.N.T.P.E,99999999,0,00000,0,BT,104,0,"609,73645","117,93374"
"379,92238754","80,33038274",634,E.N.T.P.E,99999999,0,00000,0,BT,104,0,"380,22069","80,361904"
"1039,45367827","132,6935811",636,Rectorat Montpellier,70002900,7,00029,00,CI,0,0,"1040,26655","132,745565"
"107,0284499","87,76089719",637,Maison des Relations Internationales,00049800,0,00498,00,BC,109,0,"107,1121","87,794856"
"269,49586569","72,06045729",638,Rectorat Montpellier,99999999,,,,CI,0,0,"269,70568","72,088638"
"1511,79610648","160,84864598",640,Rectorat Montpellier,88888888,7,00029,00,CI,0,0,"1512,97737","160,911628"
"69,20139338","57,56375098",641,Eglise N.D. de l'Espérance,88888888,,,,CE,0,0,"69,2552","57,586393"
"547,70326583","109,61198377",643,Salle Avicenne,00200000,0,02000,00,BC,109,0,"548,13104","109,654508"
"232,06701284","127,89737201",644,Eglise N.D. de l'Espérance,99999999,0,00000,0,BT,104,0,"232,24895","127,947418"
"136,21034057","51,39153641",645,Complexe Sportif de Grammont,00017800,0,00178,00,BC,109,0,"136,31706","51,411656"
"107,9681438","41,61051451",647,Salle de cinéma Nestor Burma,00039803,0,00398,03,BC,109,0,"108,0525","41,626762"
"133,54521874","49,60351835",648,Complexe Sportif de Grammont,00017800,0,00178,00,BC,109,0,"133,64854","49,622871"
"73,12500003","36,46390303",649,Complexe Sportif de Grammont,00237600,0,02376,00,BC,109,0,"73,18183","36,478042"
"100,17806248","40,30896443",650,Complexe Sportif de Grammont,00237600,0,02376,00,BC,109,0,"100,25588","40,324568"
"69,88378746","34,9696976",652,Complexe Sportif de Grammont,00237600,0,02376,00,BC,109,0,"69,93827","34,983314"
"78,82447815","43,72654977",654,Faculté de Droit,70012900,7,00129,00,CI,0,0,"78,88538","43,743506"
"180,25855036","62,60727677",655,Tour des Pins,00082300,0,00823,00,BC,109,0,"180,39992","62,631837"
"103,12051249","49,68331205",658,Complexe Sportif de Grammont,00237700,0,02377,00,BC,109,0,"103,20121","49,702674"
"507,7726218","102,44454454",659,Bibliothèque Simone de Beauvoir,00002300,0,00023,00,BT,104,0,"508,16883","102,48425"
"3144,33114037","417,59460342",660,Le Corum,70019900,7,00199,00,BT,104,0,"3146,79279","417,75853"
"18,02343749","17,02661676",663,Faculté de Droit,70012900,7,00129,00,CI,0,0,"18,03747","17,033252"
"720,97796883","134,44053685",664,,99999999,,,,NP,170,0,"721,5422","134,493391"
"991,5540687","161,31313318",665,M.P.T. Mélina Mercouri,,,,,BM,109,0,"992,3261","161,37594"
"623,52409055","151,53800633",667,Domaine Bonnier de la Mosson,00003400,0,00034,00,BC,109,0,"624,01267","151,597531"
"1973,89453121","193,06426034",669,Médiathèque William Shakespeare,,,,,BT,104,0,"1975,4385","193,13962"
"629,66397819","100,42261272",670,Ecole élémentaire Jean Mermoz,00032102,0,00321,02,BC,109,0,"630,15599","100,46187"
"54,89721248","30,41520975",672,Domaine Bonnier de la Mosson,00003400,0,00034,00,BC,109,0,"54,94042","30,427182"
"649,75658434","103,37301979",673,AGORA,00083700,0,00837,00,CI,0,0,"650,26587","103,413546"
"269,79136558","76,36759751",675,Crèche les Sept Nains,00037203,0,00372,00,BC,109,0,"270,00251","76,397303"
"219,23864958","62,16788382",676,AGORA,00019800,0,00198,00,CI,0,0,"219,40958","62,192085"
"748,04501713","106,06661615",677,AGORA,00083900,0,00839,00,CI,0,0,"748,62896","106,108018"
"294,15590049","99,58487731",679,AGORA,00083900,0,00839,00,CI,0,0,"294,38678","99,623944"
"519,7181687","100,12952065",681,Ecole maternelle Vasco de Gama,00032101,0,00321,01,BC,109,0,"520,12308","100,168333"
"69,75897362","42,4900454",684,AGORA,00083900,0,00839,00,BC,109,0,"69,8131","42,506781"
"283,45077894","102,63777091",685,AGORA,00083900,0,00839,00,BC,109,0,"283,67269","102,6776"
"166,93454689","77,95558798",686,Maison Martin Luther King,00084500,0,00845,00,BC,109,0,"167,06489","77,986167"
"341,83744685","119,26398945",687,La Poste,70021900,7,00219,00,NP,170,0,"342,10475","119,310276"
"758,24332503","129,51440707",688,La Visitation,99999999,,,,BT,104,0,"758,83525","129,564669"
"47,42177813","29,96370463",690,,70013100,7,00131,00,CI,0,0,"47,45915","29,975502"
"164,80720942","48,83873754",691,France3 Sud,,,,,CI,0,0,"164,93565","48,857753"
"831,52768747","113,5025831",692,Mairie annexe François Villon,00013000,0,00130,00,BC,109,0,"832,17626","113,546811"
"128,6287312","85,59055387",697,Eglise Sainte Thérèse,99999999,0,00000,0,CE,0,0,"128,72851","85,624097"
"458,70789054","124,44289973",698,Vestiaire Football,,,,,BC,109,0,"459,06455","124,491244"
"240,55297817","62,46173401",699,Collège Clémence Royer,88888888,0,00000,0,CI,0,0,"240,74105","62,486093"
"567,39141246","176,73109789",701,Collège Clémence Royer,70011100,7,00111,00,BT,104,0,"567,83543","176,800075"
"3274,65522825","390,48289625",604,Lycée Jules Guesdes,70010000,7,00100,00,BT,104,0,"3277,21962","390,637102"
"4136,676519","768,09577324",606,Lycée Joffre,70009700,7,00097,00,BT,104,0,"4139,91381","768,396885"
"1627,05741319","166,52427304",607,Gymnase Mireille Bessière,00290000,0,02900,00,BC,109,0,"1628,32802","166,58915"
"555,38575938","113,17134597",612,D.R.A.C,88888888,,,,BT,104,0,"555,81951","113,21555"
"2590,21412168","394,2494016",613,Clinique Clémentville,70015400,7,00154,00,BT,104,0,"2592,24253","394,40354"
"1989,55216247","296,88035132",618,La Panacée,88888888,,,,BC,109,0,"1991,1093","296,99642"
"1323,57330938","150,50194153",623,Domaine Bonnier de la Mosson,00003400,0,00034,00,BC,109,0,"1324,61126","150,560962"
"1657,16015327","207,80650532",626,,99999999,0,00000,0,BT,104,0,"1658,44848","207,887219"
"831,48161629","149,12922992",627,Faculté de Médecine,99999999,,,,CI,0,0,"832,13186","149,187441"
"120,32775313","85,83508591",632,Cathédrale Saint Pierre,88888888,0,00000,0,CE,0,0,"120,42111","85,86849"
"395,13519381","95,76028124",635,Maison des Relations Internationales,00049800,0,00498,00,BC,109,0,"395,4443","95,797581"
"3298,83469388","486,48868402",639,Faculté de Médecine,70013100,7,00131,00,BT,104,0,"3301,41994","486,678982"
"3359,95705887","493,05709342",642,Cathédrale Saint Pierre,70008800,7,00088,00,BT,104,0,"3362,58524","493,249058"
"1782,05707193","359,37407896",837,Institut de Recherches Agronomiques,70012600,7,00126,00,BT,104,0,"1783,43672","359,512455"
"2024,22401566","390,1895513",839,Centre nautique Neptune,70105300,7,01053,00,BT,104,0,"2025,78992","390,340347"
"2247,22665777","437,76527162",841,Institut de Recherches Agronomiques,99999999,0,00000,0,BT,104,0,"2248,96468","437,934855"
"3923,08666518","539,63281418",847,C.R.E.P.S,70000500,7,00005,00,BT,104,0,"3926,12005","539,841485"
"107,17315624","84,57663612",851,ND de Lourdes,88888888,0,00000,0,CE,0,0,"107,25501","84,609359"
"1079,50899376","229,35693647",853,ND de Lourdes,99999999,0,00000,0,BT,104,0,"1080,34388","229,445665"
"3884,81628711","664,70243288",855,Clinique Rech,70015600,7,00156,00,BT,104,0,"3887,81244","664,958162"
"622,31738123","224,9731402",860,St François Abbé Prévost,,,,,BT,104,0,"622,7986","225,059674"
"713,81846582","136,09358195",865,Ecole Nationale de Chimie,70012000,7,00120,00,BT,104,0,"714,37109","136,146219"
"4515,88556576","752,92033403",868,Caserne de Lauwe,99999999,0,00000,0,BT,104,0,"4519,3752","753,211443"
"928,22380318","175,11641876",873,Laboratoires SANOFI,99999999,0,00000,0,NP,170,0,"928,93969","175,183967"
"34566,26063117","1813,39808898",875,Alstom,99999999,0,00000,0,NP,170,0,"34592,92295","1814,097008"
"140,64785629","47,67399979",878,Ecole Nationale de Chimie,70012000,7,00120,00,BT,104,0,"140,75677","47,692463"
"2137,36177435","339,07339958",880,Ecole Nationale de Chimie,70012000,7,00120,00,BT,104,0,"2139,0138","339,204647"
"94,29837817","50,54117695",884,Ecole Nationale de Chimie,70012000,7,00120,00,BT,104,0,"94,37144","50,560681"
"10029,07047192","485,39943894",889,Stade de la Mosson - Mondial 98,,,,,CI,0,0,"10036,80963","485,586555"
"806,57639688","223,39599704",890,Crèche Galinéta,00047100,0,00471,00,BC,109,0,"807,19762","223,482267"
"4684,17681565","594,04852219",892,Ecole Supérieure de Commerce,70011800,7,00118,00,BT,104,0,"4687,79124","594,278967"
"367,85566872","91,20587839",896,Cité universitaire Voie Domitienne,70019800,7,00198,00,BT,104,0,"368,13869","91,240956"
"15649,46887204","1136,45108227",897,Stade de la Mosson - Mondial 98,,,,,BT,104,0,"15661,55944","1136,889479"
"661,59421891","204,68695444",901,CESDA,99999999,0,00000,0,BT,104,0,"662,104","204,76554"
"201,65289693","82,46740381",902,Faculté de Pharmacie,70013600,7,00136,00,BT,104,0,"201,81027","82,499499"
"707,65972509","116,62091464",903,Hôtel du Département,88888888,0,00000,0,CI,0,0,"708,20423","116,665909"
"1866,0276126","438,90571834",905,Maison de la Géographie,99999999,0,00000,0,BT,104,0,"1867,46748","439,074486"
"367,56029072","91,29256949",907,Cité universitaire Voie Domitienne,70019800,7,00198,00,BT,104,0,"367,84363","91,327694"
"539,09039069","129,76277513",910,Hôtel du Département,88888888,0,00000,0,CI,0,0,"539,50543","129,812553"
"75,94462501","35,67865639",911,Ecole maternelle Pauline Kergomard,00026001,0,00260,01,BC,109,0,"76,00355","35,692463"
"239,84439374","75,42239915",912,Ecole maternelle Pablo Néruda,00026801,0,00268,01,BC,109,0,"240,02878","75,451103"
"287,50905633","97,75159642",913,Ecole maternelle Pauline Kergomard,00026001,0,00260,01,BC,109,0,"287,73085","97,789277"
"161,34219372","53,06567979",914,Salle de sports Lou Clapas,00243000,0,02430,00,BT,104,0,"161,46598","53,085973"
"367,74318758","91,19061966",917,Cité universitaire Voie Domitienne,70019800,7,00198,00,BT,104,0,"368,02507","91,225682"
"1020,5659282","145,7872196",918,Maison de Quartier JP Chabrol,,,,,BC,109,0,"1021,35322","145,843872"
"713,27231866","115,27155585",919,Ecole élémentaire Emile Combes,00025501,0,00255,01,BC,109,0,"713,82269","115,316127"
"1370,28591573","304,37163946",920,Ecole élémentaire Charles Daviler,00026101,0,00261,01,BC,109,0,"1371,34193","304,488875"
"510,67323758","113,24035742",922,Ecole maternelle Victor Duruy,00025503,0,00255,03,BC,109,0,"511,0661","113,283865"
"527,95356254","114,80104431",923,Ecole maternelle Pauline Kergomard,70019400,7,00194,00,BC,109,0,"528,35932","114,845377"
"542,68673743","97,11652096",925,Ecole maternelle Pablo Néruda,00026801,0,00268,01,BC,109,0,"543,10439","97,153943"
"449,13699675","92,67928641",926,Ecole maternelle Pauline Kergomard,70019400,7,00194,00,BC,109,0,"449,48289","92,714959"
"728,22237176","118,48612421",927,Ecole élémentaire Simon Bolivar,00027101,0,00271,01,BC,109,0,"728,78288","118,531876"
"695,4918438","111,11314612",928,C.R.O.U.S,70019400,7,00794,00,BT,104,0,"696,02737","111,155986"
"129,89472498","87,16279251",930,Eglise Saint Esprit,99999999,0,00000,0,CE,0,0,"129,99436","87,196175"
"728,5640688","244,68157141",932,Eglise Saint Esprit,88888888,0,00000,0,BT,104,0,"729,12317","244,775523"
"367,92469995","91,21729553",933,Cité universitaire Voie Domitienne,70019800,7,00198,00,BT,104,0,"368,20712","91,252379"
"542,77538759","97,12972573",935,Ecole maternelle Madeleine Renaud,00042101,0,00421,01,BC,109,0,"543,19131","97,167005"
"501,58728432","94,04745066",936,Hôtel du Département,70006100,7,00061,00,BT,104,0,"501,97272","94,083595"
"828,09114694","131,2764073",937,Ecole élémentaire Antoine Balard,00042301,0,00423,01,BC,109,0,"828,72886","131,327071"
"3615,42524392","258,10004545",938,,99999999,0,00000,0,NP,170,0,"3618,20628","258,199181"
"1059,93964985","137,54425753",941,Chambre Régionale des Métiers L.R.,70002400,7,00024,00,BT,104,0,"1060,75421","137,597024"
"388,08509062","101,31226913",942,Cité Universitaire Boutonnet,70019400,7,00794,00,BT,104,0,"388,38465","101,351282"
"623,47577182","121,88865025",943,Lycée Jean Monnet,70009800,7,00098,00,BT,104,0,"623,95465","121,935239"
"367,12990944","91,21785025",944,Cité universitaire Voie Domitienne,70019800,7,00198,00,BT,104,0,"367,41116","91,252811"
"123,01765626","50,86285814",945,Cité Universitaire Boutonnet,70019400,7,00194,00,BT,104,0,"123,11183","50,882248"
"1387,14557182","150,59199971",946,Lycée Jean Monnet,88888888,0,00000,0,CI,0,0,"1388,21479","150,650121"
"257,57406877","64,20010833",948,Lycée Jean Monnet,70009800,7,00098,00,BT,104,0,"257,7722","64,224795"
"434,09701566","86,94331193",949,Cité Universitaire Boutonnet,70019400,7,00794,00,BT,104,0,"434,43032","86,976658"
"37,84532189","28,84771217",950,Lycée Jean Monnet,70009800,7,00098,00,BT,104,0,"37,87428","28,858676"
"99,91327188","45,64752718",952,M.P.T Paul Emile Victor,00140200,0,01402,00,BC,109,0,"99,99035","45,665101"
"1088,17076875","149,25235519",954,Cité Universitaire Boutonnet,70002700,7,00027,00,BT,104,0,"1089,00668","149,309321"
"1518,86155546","191,07459255",955,Centre Social CAF,00042101,0,00421,01,BT,104,0,"1520,02874","191,148033"
"446,27973426","119,25525655",956,M.P.T Paul Emile Victor,00140200,0,01402,00,BC,109,0,"446,62365","119,300971"
"792,07945004","273,59750371",702,Eglise Sainte Thérèse,88888888,0,00000,0,BT,104,0,"792,69744","273,704346"
"563,20010316","152,93709782",704,Ecole maternelle La Fontaine,00034003,0,00340,03,BC,109,0,"563,64015","152,996416"
"2759,99840952","346,9901535",707,Clinique Saint Roch,70015800,7,00158,00,BT,104,0,"2762,14962","347,125019"
"3482,67725318","499,71262099",708,Institut de Botanique,70012800,7,00128,00,BT,104,0,"3485,39036","499,906693"
"213,23409374","61,22871527",714,Domaine de Grammont,00044000,0,00440,00,BC,109,0,"213,39889","61,252403"
"6246,57079976","1001,88868955",717,Maison des Choeurs,70016100,7,00161,00,BC,109,0,"6251,4327","1002,277617"
"131,08972505","46,97752791",721,Domaine de Grammont,00044000,0,00440,00,CI,0,0,"131,19141","46,995789"
"3044,87875623","532,73472266",723,Collège Arthur Rimbaud,70011200,7,00112,00,BT,104,0,"3047,25178","532,942549"
"3608,35280628","591,20689976",726,Complexe funéraire Saint Etienne,00013500,0,00135,00,BC,109,0,"3611,14579","591,436226"
"1325,97792689","230,21090625",727,Domaine de Grammont,00044000,0,00440,00,BC,109,0,"1327,00718","230,300454"
"456,19107508","173,84039075",729,Salle des sports Petit-Bard,99999999,0,00000,0,BC,109,0,"456,54669","173,908028"
"67,62979687","39,58073792",732,Ecole élémentaire Condorcet,00030202,0,00302,02,BC,109,0,"67,68274","39,596048"
"480,39023144","108,73300482",734,Collège Camille Claudel,00026501,0,00265,01,BT,104,0,"480,76309","108,775578"
"395,94294055","137,40779888",736,La Maison des Seniors,00024100,0,00241,00,BC,109,0,"396,25064","137,461009"
"1085,90422501","156,62786759",740,Ecole maternelle Geneviève Bon,00041001,0,00410,01,BC,109,0,"1086,74953","156,688978"
"3051,41200934","503,69958662",742,,70018000,7,00180,00,NP,170,0,"3053,78734","503,895664"
"3936,6428124","741,72819885",745,,99999999,0,00000,0,NP,170,0,"3939,70144","742,016861"
"281,50395001","110,55564865",749,La Poste,70025800,7,00258,00,NP,170,0,"281,72208","110,598237"
"4060,20570001","639,69878288",751,,70016100,7,00161,00,NP,170,0,"4063,36192","639,946228"
"158,87378745","85,94105902",757,Eglise Sainte Jeanne d'Arc,,,,,CE,0,0,"158,99722","85,974787"
"708,72897505","222,35197763",759,Eglise Sainte Jeanne d'Arc,,,,,BT,104,0,"709,27943","222,438745"
"2083,03586877","397,4100291",761,Ecole Supérieure des Beaux-Arts,00001900,0,00019,00,BT,104,0,"2084,65071","397,564811"
"5,50434375","9,40546246",768,E.N.S.A.M,70012600,7,00126,00,BT,104,0,"5,50852","9,409034"
"309,00496879","96,81180764",771,E.N.S.A.M,70012600,7,00126,00,BT,104,0,"309,24232","96,849171"
"514,08599993","104,56790178",775,E.N.S.A.M,70012600,7,00126,00,BT,104,0,"514,48567","104,60868"
"204,43932505","63,59742508",780,Centre équestre de Grammont,00246400,0,02464,00,BC,109,0,"204,59754","63,622058"
"84,56713431","41,32520782",783,Crèche Cléonice Pouzin,00020601,0,00206,01,BC,109,0,"84,63258","41,341298"
"990,31282499","139,72572693",787,DIPAN,00045300,0,00453,00,BC,109,0,"991,07972","139,779551"
"166,01939375","56,68359564",791,Ecole maternelle Ingrid Bergman,99999999,,,,BC,109,0,"166,14697","56,705264"
"3380,50750317","370,14723905",794,Parc Technologique Pompignane,99999999,0,00000,0,NP,170,0,"3383,124","370,290028"
"380,64357382","152,57383582",795,Eglise Sainte Léon,,,,,BT,104,0,"380,93978","152,633129"
"2009,33799075","268,54835504",801,Archives Départementales,99999999,0,00000,0,BT,104,0,"2010,89358","268,65233"
"345,2597314","92,75806603",803,,99999999,,,,NP,170,0,"345,527","92,794213"
"230,8539094","70,23112079",805,Institut de Recherches Agronomiques,70012600,7,00126,00,BT,104,0,"231,03281","70,258308"
"260,67194368","82,8878011",806,DSD,70006500,7,00065,00,BT,104,0,"260,87319","82,919646"
"324,26692811","93,42692073",807,,00021000,0,00210,00,NP,170,0,"324,51781","93,462788"
"454,83937507","114,92802466",808,Ecole maternelle Ingrid Bergman,00032301,0,00323,01,BC,109,0,"455,19166","114,972883"
"746,96700861","173,14977949",811,M.P.T. George Sand,00052700,0,00527,00,BC,109,0,"747,54427","173,216815"
"163,02718126","52,02831565",812,Halte-garderie Europa d'Assas,,,,,BC,109,0,"163,15321","52,048394"
"814,10546865","133,66258239",814,Ecole élémentaire Julie Daubié,00035701,0,00357,01,BC,109,0,"814,73501","133,713893"
"71,47574383","46,14408174",816,Institut de Recherches Agronomiques,70012600,7,00126,00,BT,104,0,"71,53069","46,162132"
"51,74122495","30,34709385",817,Institut de Recherches Agronomiques,70012600,7,00126,00,BT,104,0,"51,78106","30,358827"
"725,7899248","111,53323678",818,Ecole maternelle Sergueï Prokofiev,00035301,0,00353,01,BC,109,0,"726,35264","111,576397"
"318,16501861","78,66191583",819,D.D.A.S.S,70006500,7,00065,00,BT,104,0,"318,40995","78,692407"
"517,86339381","132,07097042",820,Institut de Recherches Agronomiques,70012600,7,00126,00,BT,104,0,"518,26514","132,121532"
"294,1048562","88,09393556",821,Clinique Saint Jean,70015700,7,00157,00,BT,104,0,"294,33313","88,128048"
"100,76536253","41,08392942",823,Clinique Saint Jean,70015700,7,00157,00,BT,104,0,"100,84355","41,099972"
"887,56548125","122,00547546",824,Centre nautique Neptune,00007100,0,00071,00,BT,104,0,"888,25209","122,052557"
"285,32479075","79,16502958",826,D.D.A.S.S,70006500,7,00065,00,BT,104,0,"285,54504","79,195462"
"826,60140299","140,87623927",827,Ecole maternelle Madeleine Brès,00035501,0,00355,01,BC,109,0,"827,24264","140,930756"
"225,1145031","75,21207874",828,Institut de Recherches Agronomiques,70012600,7,00126,00,BT,104,0,"225,28913","75,240995"
"107,28350003","43,06914724",829,D.R.A.F,70000100,7,00001,00,CI,0,0,"107,36748","43,085914"
"113,27612185","51,24178945",830,Institut de Recherches Agronomiques,70012600,7,00126,00,BT,104,0,"113,36346","51,261502"
"136,91840281","57,24680253",831,I.U.F.M,70002800,7,00028,00,BT,104,0,"137,02481","57,268907"
"104,63190316","46,36256715",833,Institut de Recherches Agronomiques,70012600,7,00126,00,BT,104,0,"104,71361","46,380515"
"69,995","33,50733113",834,I.U.F.M,70002800,7,00028,00,BT,104,0,"70,04886","33,52023"
"1313,25233746","289,79432484",836,D.R.A.F,70000100,7,00001,00,BT,104,0,"1314,2653","289,90627"
"1602,02891257","292,61228203",838,E.H.P.A.D les Aubes,70017300,7,00173,00,BC,109,0,"1603,26766","292,725366"
"6275,87686549","357,95914187",840,DELL,,,,,NP,170,0,"6280,72227","358,096633"
"200,84558749","60,24206328",842,I.U.F.M,70002800,7,00028,00,BT,104,0,"201,00214","60,265635"
"885,59959407","151,13908416",843,I.U.F.M,70002800,7,00028,00,BT,104,0,"886,28377","151,197248"
"824,95161868","225,20912123",844,D.D.A.S.S,70012600,7,00126,00,BT,104,0,"825,59017","225,296302"
"502,13269692","97,49615722",845,I.U.F.M,70002800,7,00028,00,BT,104,0,"502,52021","97,533847"
"246,3882531","70,69092653",846,D.D.A.S.S,70006500,7,00065,00,BT,104,0,"246,57874","70,718259"
"121,01551563","86,60457128",848,Carmes,,,,,CE,0,0,"121,10766","86,637954"
"719,65270016","179,51130996",849,D.D.A.S.S,70006500,7,00065,00,BT,104,0,"720,20826","179,580497"
"151,22818127","51,6718586",850,I.U.F.M,70002800,7,00028,00,BT,104,0,"151,34559","51,691978"
"974,57673745","223,7972399",852,Carmes,,,,,BT,104,0,"975,32947","223,883552"
"642,1225281","149,63749163",854,I.U.F.M,70002800,7,00028,00,BT,104,0,"642,61888","149,694567"
"2032,38316583","311,12229211",856,I.U.F.M,70002800,7,00028,00,BT,104,0,"2033,95388","311,242218"
"78,97082499","74,38012023",857,St François Abbé Prévost,,,,,CE,0,0,"79,03206","74,408737"
"1869,1660343","177,50727403",858,Caserne de Lauwe,88888888,0,00000,0,CI,0,0,"1870,60978","177,575611"
"561,21739694","94,76057282",859,Laboratoires SANOFI,99999999,0,00000,0,NP,170,0,"561,6511","94,797181"
"673,81481269","105,80002128",861,La Poste,70022500,7,00225,00,NP,170,0,"674,33582","105,840934"
"402,45311878","100,1536353",862,St François Abbé Prévost,,,,,BT,104,0,"402,7644","100,192539"
"691,34619373","115,2574889",863,Domaine de la Pompignane,00231400,0,02314,00,BC,109,0,"691,87689","115,301683"
"939,22295957","132,0856647",864,Gymnase Bernard Jouanique,00046900,0,00469,00,BC,109,0,"939,94863","132,136619"
"120,23593751","86,58515114",866,,,,,,CE,0,0,"120,32907","86,618765"
"144,2002531","63,77368537",867,Faculté de Pharmacie,70013600,7,00136,00,BT,104,0,"144,31084","63,798234"
"88,51759993","42,14195182",869,Faculté de Pharmacie,70013600,7,00136,00,BT,104,0,"88,58611","42,158048"
"974,20396882","223,77911668",870,Lycée de Nevers,,,,,BT,104,0,"974,95423","223,865581"
"86,42253126","37,19044509",871,Faculté de Pharmacie,70013600,7,00136,00,BT,104,0,"86,48913","37,204768"
"300,40118754","70,07034377",872,Faculté de Pharmacie,70013600,7,00136,00,BT,104,0,"300,63293","70,097435"
"982,95132806","187,09162181",874,Domaine de la Pompignane,00231400,0,02314,00,BC,109,0,"983,70903","187,163502"
"978,70497812","268,72343363",876,St François Abbé Prévost,,,,,BT,104,0,"979,45992","268,827206"
"952,62029373","129,70124803",877,Ecole Supérieure de Commerce,70011800,7,00118,00,BT,104,0,"953,35685","129,75119"
"1250,34045618","149,94107611",879,Faculté de Pharmacie,70013600,7,00136,00,BT,104,0,"1251,30831","149,999337"
"1063,48273407","230,45897813",881,E.H.P.A.D Saint Côme,70017700,0,00177,00,BC,109,0,"1064,3016","230,547438"
"389,52247506","90,78554264",882,Halte-garderie Les Coquelicots,00050500,0,00505,00,BC,109,0,"389,82299","90,820807"
"932,71487183","124,5659406",883,Faculté de Pharmacie,70013600,7,00136,00,BT,104,0,"933,43489","124,614129"
"135,95203752","46,89627344",885,Ecole Nationale de Chimie,70012000,7,00120,00,BT,104,0,"136,05768","46,914494"
"318,04204686","73,72028245",886,Domaine de la Pompignane,00231400,0,02314,00,BC,109,0,"318,28648","73,748644"
"577,59180635","107,68096566",887,Faculté de Pharmacie,70013600,7,00136,00,BT,104,0,"578,03644","107,722657"
"367,92469996","91,21729553",888,Cité universitaire Voie Domitienne,70019800,7,00198,00,BT,104,0,"368,2089","91,252483"
"6757,47646581","704,03910751",891,Laboratoires SANOFI,99999999,0,00000,0,NP,170,0,"6762,69056","704,310854"
"168,78068121","59,71648848",893,Ecole Nationale de Chimie,70003700,7,00037,00,BT,104,0,"168,90983","59,739507"
"1037,87316551","292,30019511",894,CESDA,99999999,0,00000,0,BT,104,0,"1038,67055","292,412555"
"105,09663442","41,36820542",895,Faculté de Pharmacie,70013600,7,00136,00,BT,104,0,"105,17749","41,384163"
"370,67545006","77,10132006",898,Salle de sports Isadora Duncan,00020901,0,00209,01,BC,109,0,"370,96094","77,131024"
