"RUETRI","RUE","NORUED","NORUEF","PAIRIM","CDETABM"
"ROUMIEUX            ","Rue Louis Roumieux                                              ",2,99998,"P","Ecole Elémentaire Berthe MORISOT                            "
"ROUMIEUX            ","Rue Louis Roumieux                                              ",1,99999,"I","Ecole Elémentaire Berthe MORISOT                            "
"ROUQUET             ","Impasse du Rouquet                                              ",1,99999,"I","Ecole Elémentaire Frédéric BAZILLE                          "
"ROUQUET             ","Impasse du Rouquet                                              ",2,99998,"P","Ecole Elémentaire Frédéric BAZILLE                          "
"ROUQUETTE           ","Rue Louis-Frédéric Rouquette                                    ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"ROUQUETTE           ","Rue Louis-Frédéric Rouquette                                    ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"ROUQUETTE MAX PLACE ","Place Max Rouquette    1908 - 2005                              ",1,99999,"I","Ecole Elémentaire Jeanne d'ARC                              "
"ROUQUETTE MAX PLACE ","Place Max Rouquette    1908 - 2005                              ",2,99998,"P","Ecole Elémentaire Jeanne d'ARC                              "
"ROUSSEAU DOUANIER   ","Rue Douanier Rousseau                                           ",1,99999,"I","Ecole Elémentaire Marc BLOCH                                "
"ROUSSEAU DOUANIER   ","Rue Douanier Rousseau                                           ",2,99998,"P","Ecole Elémentaire Marc BLOCH                                "
"ROUSSEAU JEAN-JACQUE","Rue Jean-Jacques Rousseau                                       ",2,99998,"P","Ecole Elémentaire CONDORCET                                 "
"ROUSSEAU JEAN-JACQUE","Rue Jean-Jacques Rousseau                                       ",1,99999,"I","Ecole Elémentaire CONDORCET                                 "
"ROUSSEL             ","Rue Louis Roussel                                               ",2,99998,"P","Ecole Elémentaire VOLTAIRE                                  "
"ROUSSEL             ","Rue Louis Roussel                                               ",1,99999,"I","Ecole Elémentaire VOLTAIRE                                  "
"ROUSSILLON          ","Rue du Roussillon                                               ",1,99999,"I","Ecole Elementaire  POTTIER /SIBELIUS                        "
"ROUSSILLON          ","Rue du Roussillon                                               ",2,99998,"P","Ecole Elementaire  POTTIER /SIBELIUS                        "
"ROUVILLE DOYEN DE   ","Rue Doyen de Rouville                                           ",2,99998,"P","Ecole Elémentaire Berthe MORISOT                            "
"ROUVILLE DOYEN DE   ","Rue Doyen de Rouville                                           ",1,99999,"I","Ecole Elémentaire Berthe MORISOT                            "
"ROUVILLE PAUL DE    ","Rue Paul de Rouville                                            ",2,99998,"P","Ecole Elémentaire Berthe MORISOT                            "
"ROUVILLE PAUL DE    ","Rue Paul de Rouville                                            ",1,99999,"I","Ecole Elémentaire Berthe MORISOT                            "
"ROUX                ","Rue Docteur Roux                                                ",1,99999,"I","Ecole Elémentaire CONDORCET                                 "
"ROUX                ","Rue Docteur Roux                                                ",2,99998,"P","Ecole Elémentaire CONDORCET                                 "
"RUBENS              ","Allée Rubens                                                    ",1,99999,"I","Ecole Elémentaire Charles BAUDELAIRE                        "
"RUBENS              ","Allée Rubens                                                    ",2,99998,"P","Ecole Elémentaire Charles BAUDELAIRE                        "
"RUBIS               ","Rue du Rubis                                                    ",1,99999,"I","Ecole Elémentaire Charles DICKENS                           "
"RUBIS               ","Rue du Rubis                                                    ",2,99998,"P","Ecole Elémentaire Charles DICKENS                           "
"RUDEL               ","Rue Jaufre Rudel                                                ",1,99999,"I","Ecole Elémentaire GALILEE                                   "
"RUDEL               ","Rue Jaufre Rudel                                                ",2,99998,"P","Ecole Elémentaire GALILEE                                   "
"RUTEBEUF            ","Allée Rutebeuf                                                  ",1,99999,"I","Ecole Elémentaire KUROSAWA                                  "
"RUTEBEUF            ","Allée Rutebeuf                                                  ",2,99998,"P","Ecole Elémentaire KUROSAWA                                  "
"RUTHENES            ","Allée des Ruthènes                                              ",1,99999,"I","Ecole Elémentaire Léopold SEDAR SENGHOR                     "
"RUTHENES            ","Allée des Ruthènes                                              ",2,99998,"P","Ecole Elémentaire Léopold SEDAR SENGHOR                     "
"SABATIER D'ESPEYRAN ","Avenue Frédéric Sabatier d'Espeyran                             ",1,99999,"I","Ecole Elementaire  POTTIER /SIBELIUS                        "
"SABATIER D'ESPEYRAN ","Avenue Frédéric Sabatier d'Espeyran                             ",2,99998,"P","Ecole Elementaire  POTTIER /SIBELIUS                        "
"SABINES             ","Rue des Sabines                                                 ",1,99999,"I","Ecole Elémentaire VOLTAIRE                                  "
"SABINES             ","Rue des Sabines                                                 ",2,99998,"P","Ecole Elémentaire VOLTAIRE                                  "
"SADATE              ","Place Anouar Al Sadate                                          ",1,99999,"I","Ecole Elémentaire GARIBALDI                                 "
"SADATE              ","Place Anouar Al Sadate                                          ",2,99998,"P","Ecole Elémentaire GARIBALDI                                 "
"SAGAN ALLEE FRANCOIS","Allée Françoise Sagan                                           ",1,99999,"I","Ecole Elémentaire Joseph DELTEIL                            "
"SAGAN ALLEE FRANCOIS","Allée Françoise Sagan                                           ",2,99998,"P","Ecole Elémentaire Joseph DELTEIL                            "
"SAGE                ","Rue Daniel Sage                                                 ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"SAGE                ","Rue Daniel Sage                                                 ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"SAGITTAIRE          ","Rue du Sagittaire                                               ",1,99999,"I","Ecole Elémentaire Charles DAVILER                           "
"SAGITTAIRE          ","Rue du Sagittaire                                               ",2,99998,"P","Ecole Elémentaire Charles DAVILER                           "
"SAHUT               ","Rue Félix Sahut                                                 ",1,99999,"I","Ecole Elémentaire Marie CURIE                               "
"SAHUT               ","Rue Félix Sahut                                                 ",2,99998,"P","Ecole Elémentaire Marie CURIE                               "
"SAINT ESPRIT        ","Allée du Saint Esprit                                           ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"SAINT ESPRIT        ","Allée du Saint Esprit                                           ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"SAINT EXUPERY       ","Rond-point Saint Exupéry                                        ",1,99999,"I","Ecole Elémentaire Alain SAVARY                              "
"SAINT EXUPERY       ","Rond-point Saint Exupéry                                        ",2,99998,"P","Ecole Elémentaire Alain SAVARY                              "
"SAINT P DE TRIVISY  ","Rue Saint Pierre de Trivisy                                     ",2,99998,"P","Ecole Elémentaire Berthe MORISOT                            "
"SAINT P DE TRIVISY  ","Rue Saint Pierre de Trivisy                                     ",1,99999,"I","Ecole Elémentaire Berthe MORISOT                            "
"SAINT PIERRE DU MAS ","Impasse du Mas saint Pierre                                     ",1,99999,"I","Ecole Elémentaire GARIBALDI                                 "
"SAINT PIERRE DU MAS ","Impasse du Mas saint Pierre                                     ",2,99998,"P","Ecole Elémentaire GARIBALDI                                 "
"SAINT-JOHN-PERSE    ","Place Saint-John-Perse                                          ",1,99999,"I","Ecole Elémentaire Jean ZAY                                  "
"SAINT-JOHN-PERSE    ","Place Saint-John-Perse                                          ",2,99998,"P","Ecole Elémentaire Jean ZAY                                  "
"SAINT-JUST          ","Rue Saint-Just                                                  ",1,99999,"I","Ecole Primaire Victor SCHOELCHER (Element)                  "
"SAINT-JUST          ","Rue Saint-Just                                                  ",2,99998,"P","Ecole Primaire Victor SCHOELCHER (Element)                  "
"SAINT-PRIEST        ","Rue Saint-Priest                                                ",632,99998,"P","Ecole Elémentaire François RABELAIS                         "
"SAINT-PRIEST        ","Rue Saint-Priest                                                ",631,99999,"I","Ecole Elémentaire François RABELAIS                         "
"SAINT-PRIEST        ","Rue Saint-Priest                                                ",1,629,"I","Ecole Elémentaire CALMETTE (Docteur)                        "
"SAINT-PRIEST        ","Rue Saint-Priest                                                ",2,630,"P","Ecole Elémentaire CALMETTE (Docteur)                        "
"SAINT-SAENS         ","Rue Camille Saint-Saëns                                         ",1,99999,"I","Ecole Elémentaire Léo MALET                                 "
"SAINT-SAENS         ","Rue Camille Saint-Saëns                                         ",2,99998,"P","Ecole Elémentaire Léo MALET                                 "
"SAINT-SIMON         ","Place Saint-Simon                                               ",1,99999,"I","Ecole Elémentaire Alain SAVARY                              "
"SAINT-SIMON         ","Place Saint-Simon                                               ",2,99998,"P","Ecole Elémentaire Alain SAVARY                              "
"SALAGOU             ","Rue du Salagou                                                  ",1,99999,"I","Ecole Elémentaire SPINOZA                                   "
"SALAGOU             ","Rue du Salagou                                                  ",2,99998,"P","Ecole Elémentaire SPINOZA                                   "
"SALAISON            ","Rue de Salaison                                                 ",1,99999,"I","Ecole Elémentaire Jean ZAY                                  "
"SALAISON            ","Rue de Salaison                                                 ",2,99998,"P","Ecole Elémentaire Jean ZAY                                  "
"SALAMANQUE          ","Rue de Salamanque                                               ",1,99999,"I","Ecole Elémentaire Simon BOLIVAR                             "
"SALAMANQUE          ","Rue de Salamanque                                               ",2,99998,"P","Ecole Elémentaire Simon BOLIVAR                             "
"SALANGANES          ","Rue des Salanganes                                              ",1,99999,"I","Ecole Elémentaire PAINLEVE                                  "
"SALANGANES          ","Rue des Salanganes                                              ",2,99998,"P","Ecole Elémentaire PAINLEVE                                  "
"SALENGRO            ","Place Roger Salengro                                            ",1,99999,"I","Ecole Elémentaire SEVIGNE                                   "
"SALENGRO            ","Place Roger Salengro                                            ",2,99998,"P","Ecole Elémentaire SEVIGNE                                   "
"SALERNE             ","Rue de Salerne                                                  ",2,99998,"P","Ecole Elémentaire Simon BOLIVAR                             "
"SALERNE             ","Rue de Salerne                                                  ",107,99999,"I","Ecole Elémentaire Antoine BALARD                            "
"SALERNE             ","Rue de Salerne                                                  ",1,105,"I","Ecole Elémentaire Simon BOLIVAR                             "
"SALICATE            ","Rue du Moulin de Salicate                                       ",1,99999,"I","Ecole Elémentaire Jean MERMOZ                               "
"SALICATE            ","Rue du Moulin de Salicate                                       ",2,99998,"P","Ecole Elémentaire Jean MERMOZ                               "
"SALINIER            ","Rue du Chemin Salinier                                          ",1,99999,"I","Ecole Elémentaire Alain SAVARY                              "
"SALINIER            ","Rue du Chemin Salinier                                          ",2,99998,"P","Ecole Elémentaire Alain SAVARY                              "
"SALINS              ","Rue des Salins                                                  ",1,99999,"I","Ecole Elémentaire Marie CURIE                               "
"SALINS              ","Rue des Salins                                                  ",2,99998,"P","Ecole Elémentaire Marie CURIE                               "
"SALLE-L'EVEQUE      ","Rue de la Salle-l'Evêque                                        ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"SALLE-L'EVEQUE      ","Rue de la Salle-l'Evêque                                        ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"SAMAIN              ","Rue Albert Samain                                               ",1,99999,"I","Ecole Elémentaire Frédéric BAZILLE                          "
"SAMAIN              ","Rue Albert Samain                                               ",2,99998,"P","Ecole Elémentaire Frédéric BAZILLE                          "
"SANCHE              ","Cour du Roi Sanche                                              ",1,99999,"I","Ecole Elémentaire GARIBALDI                                 "
"SANCHE              ","Cour du Roi Sanche                                              ",2,99998,"P","Ecole Elémentaire GARIBALDI                                 "
"SAND                ","Square George Sand                                              ",1,99999,"I","Ecole Elémentaire Jules FERRY                               "
"SAND                ","Square George Sand                                              ",2,99998,"P","Ecole Elémentaire Jules FERRY                               "
"SANGNIER            ","Impasse Marc Sangnier                                           ",1,99999,"I","Ecole Elémentaire SPINOZA                                   "
"SANGNIER            ","Impasse Marc Sangnier                                           ",2,99998,"P","Ecole Elémentaire SPINOZA                                   "
"SANQUETTE           ","Allée César Sanquette                                           ",1,99999,"I","Ecoles SUN YAT SEN / DANTE ALIGHIERI                        "
"SANQUETTE           ","Allée César Sanquette                                           ",2,99998,"P","Ecoles SUN YAT SEN / DANTE ALIGHIERI                        "
"SANTOLINES          ","Rue des Santolines                                              ",1,99999,"I","Ecole Elémentaire Sigmund FREUD                             "
"SANTOLINES          ","Rue des Santolines                                              ",2,99998,"P","Ecole Elémentaire Sigmund FREUD                             "
"SAPHIR              ","Rue du Saphir                                                   ",1,99999,"I","Ecole Elémentaire Charles DICKENS                           "
"SAPHIR              ","Rue du Saphir                                                   ",2,99998,"P","Ecole Elémentaire Charles DICKENS                           "
"SAPORTA             ","Rond-point de Saporta                                           ",1,99999,"I","Ecole Elémentaire Jean MACE                                 "
"SAPORTA             ","Rond-point de Saporta                                           ",2,99998,"P","Ecole Elémentaire Jean MACE                                 "
"SAPRITCH            ","Place Alice Sapritch                                            ",1,99999,"I","Ecole Elémentaire RONSARD                                   "
"SAPRITCH            ","Place Alice Sapritch                                            ",2,99998,"P","Ecole Elémentaire RONSARD                                   "
"SARA                ","Rue Sainte Sara                                                 ",1,99999,"I","Ecole Elémentaire DIDEROT                                   "
"SARA                ","Rue Sainte Sara                                                 ",2,99998,"P","Ecole Elémentaire DIDEROT                                   "
"SARAGOSSE           ","Rue de Saragosse                                                ",1,99999,"I","Ecole Elémentaire Simon BOLIVAR                             "
"SARAGOSSE           ","Rue de Saragosse                                                ",2,99998,"P","Ecole Elémentaire Simon BOLIVAR                             "
"SARAZIN             ","Allée Jacques Sarazin                                           ",1,99999,"I","Ecole Elémentaire Léo MALET                                 "
"SARAZIN             ","Allée Jacques Sarazin                                           ",2,99998,"P","Ecole Elémentaire Léo MALET                                 "
"SARCELLES           ","Rue des Sarcelles                                               ",1,99999,"I","Ecole Elémentaire PAINLEVE                                  "
"SARCELLES           ","Rue des Sarcelles                                               ",2,99998,"P","Ecole Elémentaire PAINLEVE                                  "
"SARDA               ","Rue du Professeur Sarda                                         ",1,99999,"I","Ecole Elémentaire Jean MOULIN                               "
"SARDA               ","Rue du Professeur Sarda                                         ",2,99998,"P","Ecole Elémentaire Jean MOULIN                               "
"SARDAIGNE           ","Rue de Sardaigne                                                ",1,99999,"I","Ecole Elémentaire Marc BLOCH                                "
"SARDAIGNE           ","Rue de Sardaigne                                                ",2,99998,"P","Ecole Elémentaire Marc BLOCH                                "
"SARDANE             ","Rue de la Sardane                                               ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"SARDANE             ","Rue de la Sardane                                               ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"SARMENTS            ","Rue des Sarments                                                ",1,99999,"I","Ecole Elémentaire Sigmund FREUD                             "
"SARMENTS            ","Rue des Sarments                                                ",2,99998,"P","Ecole Elémentaire Sigmund FREUD                             "
"SARRAIL             ","Boulevard Sarrail                                               ",1,99999,"I","Ecole Elémentaire CONDORCET                                 "
"SARRAIL             ","Boulevard Sarrail                                               ",2,99998,"P","Ecole Elémentaire CONDORCET                                 "
"SARRAZIN PORT       ","Rue du Port Sarrazin                                            ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"SARRAZIN PORT       ","Rue du Port Sarrazin                                            ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"SARRIETTE           ","Rue de la Sarriette                                             ",1,99999,"I","Ecole Elémentaire Jean MOULIN                               "
"SARRIETTE           ","Rue de la Sarriette                                             ",2,99998,"P","Ecole Elémentaire Jean MOULIN                               "
"SARTRE              ","Rue Jean Paul Sartre                                            ",1,99999,"I","Ecole Elémentaire DIDEROT                                   "
"SARTRE              ","Rue Jean Paul Sartre                                            ",2,99998,"P","Ecole Elémentaire DIDEROT                                   "
"SASTRE              ","Plan Fernand Sastre                                             ",1,99999,"I","Ecole Elémentaire HEIDELBERG                                "
"SASTRE              ","Plan Fernand Sastre                                             ",2,99998,"P","Ecole Elémentaire HEIDELBERG                                "
"SATIE               ","Rue Erik Satie                                                  ",1,99999,"I","Ecole Elémentaire DIDEROT                                   "
"SATIE               ","Rue Erik Satie                                                  ",2,99998,"P","Ecole Elémentaire DIDEROT                                   "
"SATURNE             ","Square Saturne                                                  ",1,99999,"I","Ecole Elémentaire André  BOULLOCHE                          "
"SATURNE             ","Square Saturne                                                  ",2,99998,"P","Ecole Elémentaire André  BOULLOCHE                          "
"SAUGES              ","Rue des Sauges                                                  ",1,99999,"I","Ecole Elémentaire Jacques BREL                              "
"SAUGES              ","Rue des Sauges                                                  ",2,99998,"P","Ecole Elémentaire Jacques BREL                              "
"SAUNERIE            ","Rue du Faubourg de la Saunerie                                  ",2,99998,"P","Ecole Elémentaire SEVIGNE                                   "
"SAUNERIE            ","Rue du Faubourg de la Saunerie                                  ",1,99999,"I","Ecole Elémentaire SEVIGNE                                   "
"SAURET              ","Avenue Saint Maurice de Sauret                                  ",1,99999,"I","Ecole Elémentaire Jean MOULIN                               "
"SAURET              ","Avenue Saint Maurice de Sauret                                  ",2,99998,"P","Ecole Elémentaire Jean MOULIN                               "
"SAURINE             ","Rue de la Saurine                                               ",1,99999,"I","Ecole Elémentaire Alain SAVARY                              "
"SAURINE             ","Rue de la Saurine                                               ",2,99998,"P","Ecole Elémentaire Alain SAVARY                              "
"SAUVAGE             ","Plan du Sauvage                                                 ",1,99999,"I","Ecole Elémentaire LAMARTINE                                 "
"SAUVAGE             ","Plan du Sauvage                                                 ",2,99998,"P","Ecole Elémentaire LAMARTINE                                 "
"SAUVAGES            ","Quai de Sauvages                                                ",1,99999,"I","Ecole Elémentaire Jules SIMON                               "
"SAUVAGES            ","Quai de Sauvages                                                ",2,99998,"P","Ecole Elémentaire Jules SIMON                               "
"SAUVEUR             ","Impasse Saint Sauveur                                           ",1,99999,"I","Ecole Elémentaire Paul BERT / V.HUGO                        "
"SAUVEUR             ","Impasse Saint Sauveur                                           ",2,99998,"P","Ecole Elémentaire Paul BERT / V.HUGO                        "
"SAUVIGNON           ","Allée du Sauvignon                                              ",1,99999,"I","Ecole Elémentaire Julie DAUBIE                              "
"SAUVIGNON           ","Allée du Sauvignon                                              ",2,99998,"P","Ecole Elémentaire Julie DAUBIE                              "
"SAUZEDE             ","Rue de la Sauzède                                               ",2,99998,"P","Ecole Elémentaire CONDORCET                                 "
"SAUZEDE             ","Rue de la Sauzède                                               ",1,99999,"I","Ecole Elémentaire CONDORCET                                 "
"SAVOIE              ","Rue de Savoie                                                   ",1,99999,"I","Ecole Elementaire  POTTIER /SIBELIUS                        "
"SAVOIE              ","Rue de Savoie                                                   ",2,99998,"P","Ecole Elementaire  POTTIER /SIBELIUS                        "
"SAVORGNAN DE BRAZZA ","Rue Savorgnan de Brazza                                         ",1,99999,"I","Ecole Elémentaire RONSARD                                   "
"SAVORGNAN DE BRAZZA ","Rue Savorgnan de Brazza                                         ",2,99998,"P","Ecole Elémentaire RONSARD                                   "
"SAXIFRAGE           ","Rue du Saxifrage                                                ",1,99999,"I","Ecole Elémentaire Joseph DELTEIL                            "
"SAXIFRAGE           ","Rue du Saxifrage                                                ",2,99998,"P","Ecole Elémentaire Joseph DELTEIL                            "
"SCABIEUSES          ","Rue des Scabieuses                                              ",1,99999,"I","Ecole Elémentaire Charles DICKENS                           "
"SCABIEUSES          ","Rue des Scabieuses                                              ",2,99998,"P","Ecole Elémentaire Charles DICKENS                           "
"SCARABEES           ","Rue des Scarabées                                               ",1,99999,"I","Ecole Elémentaire Sigmund FREUD                             "
"SCARABEES           ","Rue des Scarabées                                               ",2,99998,"P","Ecole Elémentaire Sigmund FREUD                             "
"SCEL                ","Place du Petit Scel                                             ",1,99999,"I","Ecole Elémentaire LAMARTINE                                 "
"SCEL                ","Place du Petit Scel                                             ",2,99998,"P","Ecole Elémentaire LAMARTINE                                 "
"SCEL                ","Rue du Petit Scel                                               ",1,99999,"I","Ecole Elémentaire LAMARTINE                                 "
"SCEL                ","Rue du Petit Scel                                               ",2,99998,"P","Ecole Elémentaire LAMARTINE                                 "
"SCHNEIDER           ","Rue Romy Schneider                                              ",1,99999,"I","Ecole Elémentaire RONSARD                                   "
"SCHNEIDER           ","Rue Romy Schneider                                              ",2,99998,"P","Ecole Elémentaire RONSARD                                   "
"SCHOELCHER          ","Allée Victor Schoelcher                                         ",1,99999,"I","Ecole Elémentaire Alain SAVARY                              "
"SCHOELCHER          ","Allée Victor Schoelcher                                         ",2,99998,"P","Ecole Elémentaire Alain SAVARY                              "
"SCHUBERT            ","Rue Schubert                                                    ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"SCHUBERT            ","Rue Schubert                                                    ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"SCHUMAN ROBERT      ","Place Robert Schuman                                            ",1,99999,"I","Ecole Elémentaire Antoine BALARD                            "
"SCHUMAN ROBERT      ","Place Robert Schuman                                            ",2,99998,"P","Ecole Elémentaire Antoine BALARD                            "
"SCHWEITZER          ","Rue Albert Schweitzer                                           ",1,99999,"I","Ecole Elementaire  POTTIER /SIBELIUS                        "
"SCHWEITZER          ","Rue Albert Schweitzer                                           ",2,99998,"P","Ecole Elementaire  POTTIER /SIBELIUS                        "
"SCOTT               ","Impasse Walter Scott                                            ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"SCOTT               ","Impasse Walter Scott                                            ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"SCOTTO              ","Impasse Vincent Scotto                                          ",1,99999,"I","Ecole Elémentaire Jean ZAY                                  "
"SCOTTO              ","Impasse Vincent Scotto                                          ",2,99998,"P","Ecole Elémentaire Jean ZAY                                  "
"SCUDERY             ","Rue Madeleine de Scudéry                                        ",1,99999,"I","Ecoles SUN YAT SEN / DANTE ALIGHIERI                        "
"SCUDERY             ","Rue Madeleine de Scudéry                                        ",2,99998,"P","Ecoles SUN YAT SEN / DANTE ALIGHIERI                        "
"SEGONDY             ","Rue Jean Segondy                                                ",2,99998,"P","Ecole Elémentaire CALMETTE (Docteur)                        "
"SEGONDY             ","Rue Jean Segondy                                                ",1,99999,"I","Ecole Elémentaire CALMETTE (Docteur)                        "
"SEGUR               ","Rue Louis Gaston de Ségur                                       ",1,99999,"I","Ecole Elémentaire Jeanne d'ARC                              "
"SEGUR               ","Rue Louis Gaston de Ségur                                       ",2,99998,"P","Ecole Elémentaire Jeanne d'ARC                              "
"SEJOUR              ","Rue Beau Séjour                                                 ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"SEJOUR              ","Rue Beau Séjour                                                 ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"SELLIER             ","Rue Henri Sellier                                               ",1,99999,"I","Ecole Elémentaire VOLTAIRE                                  "
"SELLIER             ","Rue Henri Sellier                                               ",2,99998,"P","Ecole Elémentaire VOLTAIRE                                  "
"SEMALEN MOULIN DE   ","Rue du Moulin de Sémalen                                        ",1,99999,"I","Ecole Elémentaire Jean MERMOZ                               "
"SEMALEN MOULIN DE   ","Rue du Moulin de Sémalen                                        ",2,99998,"P","Ecole Elémentaire Jean MERMOZ                               "
"SEMARD              ","Rue Pierre Semard                                               ",1,99999,"I","Ecole Elémentaire Jean ZAY                                  "
"SEMARD              ","Rue Pierre Semard                                               ",2,99998,"P","Ecole Elémentaire Jean ZAY                                  "
"SEMINAIRE           ","Rue du Petit Séminaire                                          ",1,99999,"I","Ecole Elémentaire Léo MALET                                 "
"SEMINAIRE           ","Rue du Petit Séminaire                                          ",2,99998,"P","Ecole Elémentaire Léo MALET                                 "
"SEMIRAMIS           ","Rue Semiramis                                                   ",1,99999,"I","Ecole Primaire François MITTERAND (élément)                 "
"SEMIRAMIS           ","Rue Semiramis                                                   ",2,99998,"P","Ecole Primaire François MITTERAND (élément)                 "
"SENEGONDE           ","Rue Senegonde                                                   ",1,99999,"I","Ecole Elémentaire Jules FERRY                               "
"SENEGONDE           ","Rue Senegonde                                                   ",2,99998,"P","Ecole Elémentaire Jules FERRY                               "
"SEPULCRE            ","Rue du Saint Sépulcre                                           ",1,99999,"I","Ecole Elémentaire LAMARTINE                                 "
"SEPULCRE            ","Rue du Saint Sépulcre                                           ",2,99998,"P","Ecole Elémentaire LAMARTINE                                 "
"SERANE              ","Rue Sérane                                                      ",1,99999,"I","Ecole Elémentaire Paul BERT / V.HUGO                        "
"SERANE              ","Rue Sérane                                                      ",2,99998,"P","Ecole Elémentaire Paul BERT / V.HUGO                        "
"SERINGAS            ","Impasse des Seringas                                            ",2,99998,"P","Ecole Elémentaire Berthe MORISOT                            "
"SERINGAS            ","Impasse des Seringas                                            ",1,99999,"I","Ecole Elémentaire Berthe MORISOT                            "
"SERPOLET            ","Chemin du Serpolet                                              ",1,99999,"I","Ecole Elémentaire SPINOZA                                   "
"SERPOLET            ","Chemin du Serpolet                                              ",2,99998,"P","Ecole Elémentaire SPINOZA                                   "
"SERRAULT            ","Allée Michel Serrault                                           ",2,99998,"P","Ecole Elémentaire François RABELAIS                         "
"SERRAULT            ","Allée Michel Serrault                                           ",1,99999,"I","Ecole Elémentaire François RABELAIS                         "
"SERRE               ","Rue Professeur Henri Serre                                      ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"SERRE               ","Rue Professeur Henri Serre                                      ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"SERS                ","Rue du Pous de Las Sers                                         ",2,99998,"P","Ecole Elémentaire Berthe MORISOT                            "
"SERS                ","Rue du Pous de Las Sers                                         ",1,99999,"I","Ecole Elémentaire Berthe MORISOT                            "
"SEVIGNE             ","Rue Marie de Sévigné                                            ",1,99999,"I","Ecoles SUN YAT SEN / DANTE ALIGHIERI                        "
"SEVIGNE             ","Rue Marie de Sévigné                                            ",2,99998,"P","Ecoles SUN YAT SEN / DANTE ALIGHIERI                        "
"SEYCHELLES          ","Rue des Seychelles                                              ",1,99999,"I","Ecole Elémentaire Marc BLOCH                                "
"SEYCHELLES          ","Rue des Seychelles                                              ",2,99998,"P","Ecole Elémentaire Marc BLOCH                                "
"SEYRIG              ","Rue Delphine Seyrig                                             ",1,99999,"I","Ecole Elémentaire RONSARD                                   "
"SEYRIG              ","Rue Delphine Seyrig                                             ",2,99998,"P","Ecole Elémentaire RONSARD                                   "
"SICHUAN             ","Rue du Sichuan                                                  ",1,99999,"I","Ecole Primaire OLYMPE DE GOUGES (Element )                  "
"SICHUAN             ","Rue du Sichuan                                                  ",2,99998,"P","Ecole Primaire OLYMPE DE GOUGES (Element )                  "
"SICILE              ","Rue de Sicile                                                   ",1,99999,"I","Ecole Elémentaire Marc BLOCH                                "
"SICILE              ","Rue de Sicile                                                   ",2,99998,"P","Ecole Elémentaire Marc BLOCH                                "
"SIDON               ","Allée de Sidon                                                  ",1,99999,"I","Ecole Elémentaire Sigmund FREUD                             "
"SIDON               ","Allée de Sidon                                                  ",2,99998,"P","Ecole Elémentaire Sigmund FREUD                             "
"SIEYES              ","Rue Sieyès                                                      ",1,99999,"I","Ecole Elémentaire Alain SAVARY                              "
"SIEYES              ","Rue Sieyès                                                      ",2,99998,"P","Ecole Elémentaire Alain SAVARY                              "
"SIGNORET            ","Rue Simone Signoret                                             ",1,99999,"I","Ecole Elémentaire DIDEROT                                   "
"SIGNORET            ","Rue Simone Signoret                                             ",2,99998,"P","Ecole Elémentaire DIDEROT                                   "
"SIMON               ","Rue Cité Simon                                                  ",1,99999,"I","Ecole Elémentaire Jean MACE                                 "
"SIMON               ","Rue Cité Simon                                                  ",2,99998,"P","Ecole Elémentaire Jean MACE                                 "
"SIMONE NINA AVENUE  ","Avenue Nina Simone                                              ",1,99999,"I","Ecole Primaire Michel de l' Hospital (Element)              "
"SIMONE NINA AVENUE  ","Avenue Nina Simone                                              ",2,99998,"P","Ecole Primaire Michel de l' Hospital (Element)              "
"SISLEY              ","Allée Sisley                                                    ",1,99999,"I","Ecole Elémentaire Charles BAUDELAIRE                        "
"SISLEY              ","Allée Sisley                                                    ",2,99998,"P","Ecole Elémentaire Charles BAUDELAIRE                        "
"SITELLES            ","Place des Sitelles                                              ",1,99999,"I","Ecole Elémentaire Jean MERMOZ                               "
"SITELLES            ","Place des Sitelles                                              ",2,99998,"P","Ecole Elémentaire Jean MERMOZ                               "
"SOBOUL              ","Allée Albert Soboul                                             ",1,99999,"I","Ecole Primaire OLYMPE DE GOUGES (Element )                  "
"SOBOUL              ","Allée Albert Soboul                                             ",2,99998,"P","Ecole Primaire OLYMPE DE GOUGES (Element )                  "
"SOEURS NOIRES       ","Rue des Soeurs Noires                                           ",1,99999,"I","Ecole Elémentaire LAMARTINE                                 "
