"RÚgIE_ENTR","PROJET_O_N","DOM_PUBLIC","DOSSIER","O_N","NOM","CANTON","SS_QUARTIE","QUARTIER","QUARTIER0","SECTEUR","LIBSECTEUR","CAT?GORIE","LIBCATÚgOR","DATE_CR?AT","ADRESSE","PELOUSES","FLEURS","ARBUSTES","JEUX","ALL?ES","FRICHE","JARDINIERE","HAIES_LONG","WC_O_N","D?POT_JARD","ECLAIRAGE_","V?G?TAUX","BORNE_FONT","BASSINS_FO","DATE_MODIF","COORDONN?E","N_GEST","_LIBGESTI","N_MOEUVRE","_1_LIBGES","DATE_FICHE","GROUPE_ENT","LIBGROUPE","EAU_SURFAC","ROSIERS_SU","FEUILLUS_U","CONIFERE_U","PRAIRIE","AUTEUR_FIC","PALMIERS_Q","BOISEMENT","XCOORD","YCOORD","ALLÚeS_NON","VIVACES","PROPRIÚt?","LIBPROPRI","UNIFIÚe","LIBTYPOLOG","SEV","NON_SEV","TOTALE","ARBRES","HORTICOLE","HISTORIQUE","ECOLOGIE","ACTIVIT?","COMPOSITIO","ZONE","CL¶tURÚ_O_","FERMETURE","LIBFERMETU","HANDICAPÚs","HANDICAP0","LIBEVOLUTI","ACCESSIBIL","MODIFICATI","TRAML1","BUS","MSEC","BALAYAGESE","NOMCOURT","LONGITUDE","LATITUDE"
"Non","Non","19780101",2,"Non","PinÞde Mosson",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Bois","Bois","19780101","Ave de bologne.",0,0,0,0,4000,0,0,30,"Non","Non","Non","olivier, cyprÞs",0,0,35117,"B14",1,"SEV",1,"SEV",33717,3,"Rustique",0,0,1,1,0,,0,35940,"719536,47135781","148979,19776325",0,0,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",39940,0,39940,2,2,2,2,0,0,"Nord-Ouest","Oui",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",39139,"1 - Saint-Paul (219 m)","15 - Lausanne (372 m)",0,"Oui","PinÞde Mosson","3,817989","43,631078"
"Non","Non","19830101",7,"Non","Petit bois de la Colline",8,7,"La Chamberte","Les CÚvennes","H","CÚvennes","Bois","Bois","19830101","Rue de la croix de Figuerolles",0,0,260,350,200,0,0,0,"Non","Non","Non",,2,0,35076,"F9",1,"SEV",1,"SEV",33681,3,"Rustique",0,0,0,0,0,"AndrÚ  Pical",0,19670,"721382,62003338","146147,70073396",330,0,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",20480,0,20810,0,3,0,2,4,1,"Nord-Ouest","Oui",4,"Mixte","Oui",3,"Plusieurs amÚnagements Ó modifier","Oui",,,"7 - MÚrairie de l'oiseau (443 m)",0,"Oui","Petit bois Colline","3,840223","43,605293"
"Non","Non","19620101",10,"Non","Lac des Garrigues",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Bois","Bois","19620101","Ave de Naples, ave Guilhem de Poitiers",0,0,5000,0,3000,0,0,0,"Non","Non","Non","2 cÞdres",0,0,35076,"B16",1,"SEV",1,"SEV",33695,3,"Rustique",0,0,0,2,100,,0,84678,"719423,06433129","149920,19230309",0,0,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",92778,0,92778,2,2,0,4,3,1,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - Pierre de Coubertin (Terminus) (127 m)",0,"Oui","Lac des Garrigues","3,816795","43,639565"
"Non","Non","19100101",15,"Non","Bois de Montmaur",2,17,"H¶pitaux-FacultÚs","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Bois","Bois","19100101","Rue Arthur Young",0,0,2000,0,0,0,0,0,"Non","Non","Non","15 pins Pignon, 17 platanes, chÛnes verts et Úrables",1,0,35117,"j16",1,"SEV",1,"SEV",33679,3,"Rustique",0,0,17,15,0,"Martin-Rabaud",0,267900,"723646,87172241","150312,75508722",6000,0,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",269900,0,275900,32,2,0,4,3,0,"Nord-Ouest","Oui",1,"Portail","Oui",1,"Circulations Ó modifier","Oui",39749,,"La Navette - Val de Montferrand (202 m)",0,"Oui","Bois de Montmaur","3,869227","43,642402"
"Non","Non","19740101",40,"Non","RÚservoir ChÛne-ColombiÞre",2,17,"H¶pitaux-FacultÚs","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Bois","Bois","19740101","Ave d'Occitanie",0,0,300,0,0,0,0,0,"Non","Non","Oui","PIN/ CHENE VERT",0,0,35072,"H15",1,"SEV",1,"SEV",33637,3,"Rustique",0,0,0,0,0,,0,2912,"722538,026375","149655,75108091",0,0,1,"Ville de Montpellier","Accompagnement de bÔtiments publics","Accompagnement de bÔtiments publics",3212,0,3212,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"La Navette - Maurice Chauvet (257 m)",0,"Non","RÚs ChÛne-ColombiÞre","3,855334","43,636674"
"Non","Non","19790101",66,"Non","Mare Úcologique",4,29,"Grammont","Port Marianne","J","Grammont Entretien","Bois","Bois","01/01/1550","Grammont",0,0,0,0,0,0,0,0,"Non","Non","Non",,1,0,34661,"R11",1,"SEV",1,"SEV",33633,3,"Rustique",0,0,0,0,0,,0,10032,"728159,50442298","147481,99378469",0,0,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",10032,0,10032,0,2,4,4,0,0,"Est","Oui",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,,0,"Non","Mare Úcologique","3,924472","43,616157"
"Non","Non","19880101",178,"Non","Sous-bois CitÚ Astruc",7,6,"Les CÚvennes","Les CÚvennes","H","CÚvennes","Bois","Bois","19880101","Rue des Coronilles",0,0,342,0,0,0,0,0,"Non","Non","Non",,0,0,34661,"G10",1,"SEV",1,"SEV",33676,3,"Rustique",0,0,0,0,0,,0,1367,"722330,55142564","146833,18787668",0,0,1,"Ville de Montpellier","Accompagnement de voirie","Accompagnement de voirie",1709,0,1709,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - CitÚ Astruc (86 m)",0,"Non","Bois CitÚ Astruc","3,85212","43,611306"
"Non","Non","19800101",305,"Non","Bois de la ChaumiÞre",4,29,"Grammont","Port Marianne","J","Grammont Entretien","Bois","Bois","01/01/1850","Avenue Albert Einstein",0,0,0,0,0,0,0,0,"Non","Non","Non",,1,0,34942,"T11",1,"SEV",1,"SEV",33675,3,"Rustique",0,0,0,0,21570,,0,17650,"728862,12348909","147427,33979601",0,0,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",39220,0,39220,0,2,2,2,2,0,"Est","Non",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",,,"12 - CimetiÞre ST-Etienne (94 m)",0,"Non","Bois de la ChaumiÞre","3,933162","43,615543"
"Non","Non","19790101",308,"Non","Parcours de santÚ",4,29,"Grammont","Port Marianne","J","Grammont Entretien","Bois","Bois","19810101","Avenue Albert Einstein",0,0,0,0,0,0,0,0,"Non","Non","Non","cÞdre",0,0,34942,"S11",1,"SEV",1,"SEV",33633,3,"Rustique",0,0,0,0,4000,,0,114700,"728341,33403919","147749,69322544",5000,0,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",118700,0,123700,0,2,1,2,3,1,"Est","Non",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",,,,0,"Non","Parcours de santÚ","3,926789","43,618535"
"Non","Non","19600101",543,"Non","Cannalette",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Bois","Bois","19600101","Rue de Tipasa, Berges de la Mosson",0,0,0,0,0,0,0,0,"Non","Non","Non","platane,acacia,saule",0,0,34862,"B15",1,"SEV",1,"SEV",33633,3,"Rustique",0,0,10,0,0,,0,74780,"719335,19753409","149597,73376984",0,0,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",74780,0,74780,10,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - Mas de Bellevue (100 m)",0,"Non","Cannalette","3,815633","43,636677"
"Oui","Non","19900101",550,"Non","Berges du Lantissargues",5,12,"PrÞs d'ArÞnes","PrÞs d'ArÞnes","T1","Etudes 1","Bois","Bois","19900101","rue Fabre de Morlhon",0,0,570,0,0,0,0,0,"Non","Non","Non","36populus,58boleana,45ailanthus,pins pignon,oliviers                 tilleul platyphyllos, tilleul argentÚ, celtis australis, fraxinus excelsior, saule blanc",0,0,35072,"L6",1,"SEV",50,"Sariviere",33637,3,"Rustique",0,0,146,3,3630,,0,0,"724638,21099414","144651,12737835",0,100,1,"Ville de Montpellier","Accompagnement de voirie","Accompagnement de voirie",4300,0,4300,149,0,0,0,0,0,"Etudes","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39784,,"12 - Castors (131 m)",0,"Non","Berges Lantissargues","3,880196","43,591283"
"Non","Non","19630101",629,"Non","Parc zoologique de Lunaret",3,18,"Aiguelongue","H¶pitaux-FacultÚs","ZE","Entretien zoo","Bois","Bois","19630101","50 Avenue val d'Agropolis",0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,35080,"K16",7,"ZOO",15,"Autres",33688,3,"Rustique",0,0,0,0,0,,0,711000,"724147,7965495","150314,43674841",0,0,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",711000,0,711000,0,2,2,4,4,2,"Zoo","Oui",1,"Portail","Oui",1,"Circulations Ó modifier","Oui",39135,,"La Navette - Zoo (213 m)",0,"Non","Parc Lunaret","3,875434","43,642334"
"Non","Non","19991201",882,"Non","Boisement du ChÔteau d'O",10,17,"H¶pitaux-FacultÚs","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Bois","Bois","19991201","Route de grabels",0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,,"E14",0,"Sans",0,"Sans",36495,3,"Rustique",0,0,0,0,0,"M. Bonnet",0,27160,"721194,48418771","149039,21204698",0,0,2,"Autre entitÚ publique","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",27160,0,27160,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - ChÔteau d'O (494 m)","7 - ChÔteau d'È (101 m)",0,"Non","Bois ChÔteau d'O","3,838546","43,631347"
"Non","Non",,896,"Non","Jardin de la Reine",10,21,"Centre historique","Centre","0","Pas de secteur","Bois","Bois",,"rue du jardin de la Reine",0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,,"J10",5,"FacultÚ de mÚdecine",0,"Sans",36720,0,"IndÚfini",0,0,0,0,0,"Croze",0,4401,"723790,33844272","147095,42191856",0,0,2,"Autre entitÚ publique","Parcs, jardins, et squares","Parcs, jardins, et squares",4401,0,4401,0,2,4,4,0,0,"Sans","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39834,"1 - Place Albert Premier (460 m)","7 - Saint-Jaumes (96 m)",0,"Non","Jardin de la Reine","3,870261","43,613423"
"Non","Non","19900101",75,"Non","Plaine de Rock",4,29,"Grammont","Port Marianne","J","Grammont Entretien","Divers","Divers","19900101","Grammont",0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,34451,"S11",14,"Sce Aff. Culturelles",1,"SEV",33675,3,"Rustique",0,0,0,0,81700,,0,0,"728761,95954444","147748,95749867",0,0,1,"Ville de Montpellier","Accompagnement Útablis. industr. et commerc.","Accompagnement Útablis. industr. et commerc.",81700,0,81700,0,0,0,0,0,0,"Est","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"12 - CimetiÞre ST-Etienne (418 m)",0,"Non","Plaine de Rock","3,931998","43,618455"
"Non","Non","19810101",306,"Non","Centre aÚrÚ",4,29,"Grammont","Port Marianne","J","Grammont Entretien","Divers","Divers","19810101","Avenue Albert Einstein",500,130,200,0,0,0,150,20,"Non","Non","Non","chene, cÞdre, 2  trachycarpus fortunei, 2 c humilis",0,0,35072,"S11",4,"DEES",1,"SEV",33675,2,"Normal",0,0,0,0,0,,4,3300,"728663,79257245","147377,20527177",250,0,1,"Ville de Montpellier","EV Útablissements sociaux ou Úducatifs","EV Útablissements sociaux ou Úducatifs",4280,0,4530,4,0,0,0,0,0,"Est","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"12 - Grammont (Terminus) (139 m)",0,"Non","Centre aÚrÚ","3,930694","43,615126"
"Non","Non","19900101",373,"Non","Espace Mosson",9,2,"La Mosson","La Mosson","G","Mosson","Divers","Divers","19900101","Ave de l'Europe",5300,0,1000,0,2930,0,200,200,"Non","Oui","Non","6 picea, pins d'alep",0,0,34862,"B11",22,"Sce Affaires Ciales",1,"SEV",33730,2,"Normal",0,0,40,7,1420,"AndrÚ PICAL",0,0,"719600,5846907","147464,12613455",0,0,1,"Ville de Montpellier","Accompagnement Útablis. industr. et commerc.","Accompagnement Útablis. industr. et commerc.",10850,0,10850,47,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Mosson (474 m)","15 - Europe (84 m)",0,"Non","Espace Mosson","3,818447","43,617431"
"Non","Non","19890101",512,"Non","Boulodrome Pompignane",4,26,"La Pompignane","Port Marianne","L","Port Marianne","Divers","Divers","19890101","rue Louise Michel",0,0,0,0,0,0,0,0,"Non","Non","Non","23 muriers",0,0,34451,"O12",1,"SEV",1,"SEV",33633,2,"Normal",0,0,0,0,300,,0,0,"726214,6632563","147834,61711555",2550,0,1,"Ville de Montpellier","Sports","Sports",300,0,2850,0,0,0,0,0,0,"Est","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"8 - Garigliano (67 m)",0,"Non","Boulodrome Pompignan","3,900464","43,619666"
"Oui","Non","19930101",668,"Non","Abords tennis Montpellier-Village",8,4,"La Martelle","Les CÚvennes","H","CÚvennes","Divers","Divers","19930101","route de Laverune",1162,0,500,0,0,0,0,107,"Non","Non","Non","10 pins pignons, 6 cyprÞs.",0,0,34451,"E7",1,"SEV",47,"UPEE7",33924,2,"Normal",0,0,0,16,2360,,0,1756,"721249,76879934","145255,05395334",0,0,1,"Ville de Montpellier","Sports","Sports",5778,0,5778,16,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39847,,"11 - CollÞge M. Pagnol (266 m)",0,"Non","Tennis Montp-village","3,838377","43,597282"
"Non","Non","19850101",670,"Non","Centre horticole R de Belleval",4,29,"Grammont","Port Marianne","K","Serres","Divers","Divers","19850101","rue Albert Einstein",1200,33,367,0,14852,0,0,940,"Oui","Oui","Non","26 oliviers, 1 florentin, 1sterculier, 1 grevilea, 1 plaqueminier, 1 jujubier, 1 metasequo´a, 1 trachycarpus fortunei, 1 c humilis, 1 p canariensis",1,1,34451,"R11",1,"SEV",1,"SEV",33939,2,"Normal",0,0,36,9,0,,3,0,"728179,05373432","147427,12958836",0,88,1,"Ville de Montpellier","Etablissements horticoles","Etablissements horticoles",16540,0,16540,48,0,0,0,0,0,"Sud","Oui",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39311,,,0,"Oui","Centre horticole","3,924701","43,61566"
"Non","Non","19910101",671,"Non","Collection de cannas",4,29,"Grammont","Port Marianne","K","Serres","Divers","Divers","19910101","rue Albert Einstein",0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,34451,"R11",1,"SEV",1,"SEV",33939,2,"Normal",0,0,0,0,0,,0,0,"728232,76178859","147423,24074686",0,602,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",602,0,602,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,,0,"Non","Cannas","3,925366","43,615616"
"Non","Non","19850101",677,"Non","Galerie centrale (serre)",4,29,"Grammont","Port Marianne","K","Serres","Divers","Divers","19850101","ave Albert Einstein",0,0,200,0,200,0,0,0,"Non","Non","Non","1 washingtonia robusta, 5 kentia, 1 phoenix dactylifera",0,0,34451,"R11",1,"SEV",1,"SEV",33962,1,"Prestige",0,0,40,0,0,,7,0,"728110,00052169","147375,83892205",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",400,0,400,47,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"12 - Louis LÚpine (463 m)",0,"Non","Serre","3,923833","43,61521"
"Non","Non","19940601",759,"Non","Jardin didactique",4,29,"Grammont","Port Marianne","K","Serres","Divers","Divers","19940601","Avenue Albert Einstein",0,0,0,0,770,0,0,0,"Non","Non","Non","6 oliviers, 3 pins pignons",0,0,34862,"R11",1,"SEV",1,"SEV",34596,2,"Normal",0,0,6,3,0,"Jean Boyer",0,0,"728239,38332953","147380,3583865",0,627,1,"Ville de Montpellier","Etablissements horticoles","Etablissements horticoles",1397,0,1397,9,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"12 - Mas Julien (460 m)",0,"Non","Jardin didactique","3,925437","43,615228"
"Non","Non","19941215",767,"Non","Abords stade Ernest Granier",5,14,"Les Aiguerelles","PrÞs d'ArÞnes","I","PrÞs d'ArÞnes","Divers","Divers","19941215","Avenue du pont Trinquat",0,0,200,0,0,0,0,110,"Non","Non","Oui","350 feuillus et 375 conifÞres plantÚs. Pin d'Alep, cyprÞs de Leyland, peuplier blanc, ailhante, frÛne.",0,0,35256,"O6",4,"DEES",4,"DEES",34729,3,"Rustique",0,0,0,0,0,"Didier Lugan",0,1700,"726364,85662137","144952,14473142",0,0,1,"Ville de Montpellier","Sports","Sports",1900,0,1900,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"8 - La Rauze (Terminus) (166 m)",0,"Non","Stade E Granier","3,901647","43,593698"
"Non","Non","19951215",795,"Non","Aire de Bionne",10,4,"La Martelle","Les CÚvennes","H","CÚvennes","Divers","Divers","19951215","Route de bionne",0,0,4000,0,0,0,0,350,"Non","Non","Non","25 platanes, peupliers",0,0,35081,"C8",1,"SEV",1,"SEV",35081,3,"Rustique",0,0,25,0,4000,"Galtier",0,0,"719664,38271211","145823,56053951",0,0,1,"Ville de Montpellier","Camping","Camping",8000,0,8000,25,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,,0,"Non","Aire de Bionne","3,819509","43,602185"
"Non","Non","19780101",9,"Non","Parc du Mas de la Paillade",9,2,"La Mosson","La Mosson","F","Hauts de Massane","Parc","Parc (sup Ó 1ha)","19780101","1321 Avenue d'Heildelberg",4005,60,78,230,2000,0,0,0,"Non","Oui","Non","1sequoia, 2 chÛnes, 2 platanes, 1 pin, 1 magnolia, 1 cÞdre, 4 trachycarpus fortunei",1,1,35076,"B13",1,"SEV",1,"SEV",33878,1,"Prestige",0,0,35,15,100,,4,19177,"719393,74036428","148619,00695704",0,28,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",25678,611,26289,54,3,2,2,3,2,"Nord-Ouest","Oui",3,"Tourniquet handicapÚ","Oui",0,"Pas d'Úvolution possible","Oui",39990,"1 - Halles de la Paillade (142 m)","15 - Halles de la Paillade (150 m)",0,"Oui","Mas de la Paillade","3,816142","43,627859"
"Non","Non","19881201",11,"Non","Parc Edith Piaf",3,28,"Les Beaux Arts","Centre","E","Verdanson","Parc","Parc (sup Ó 1ha)","19881201","Avenue St Lazare",1819,33,0,0,1017,0,0,0,"Non","Oui","Non",,1,0,35117,"M12",1,"SEV",1,"SEV",33676,2,"Normal",0,0,0,0,0,,0,5786,"725246,34172211","148112,51162726",658,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",8655,0,9313,0,2,1,2,2,0,"Centre","Oui",3,"Tourniquet handicapÚ","Oui",0,"Pas d'Úvolution possible","Oui",,"2 - Jeu de Mail des AbbÚs (428 m)","La Ronde - Le Mail (181 m)",0,"Oui","Parc Edith Piaf","3,888533","43,622331"
"Non","Non","19780101",13,"Non","Parc de la Guirlande",7,15,"Figuerolles","Centre","B","Peyrou","Parc","Parc (sup Ó 1ha)","01/01/1850","2 pl Agrippa d' Aubinier - Rue Tour Gayraud",5277,102,0,200,1420,0,0,1560,"Oui","Oui","Oui","marronnier,tilleul,murier",1,1,35117,"i9",1,"SEV",1,"SEV",33780,1,"Prestige",0,0,0,0,0,,0,4621,"723047,99013099","146431,79637131",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",11620,0,11620,0,3,4,2,1,4,"Centre","Oui",1,"Portail","Oui",0,"Pas d'Úvolution possible","Oui",39374,,"11 - Claret (187 m)",0,"Oui","Parc Guirlande","3,860914","43,607575"
"Non","Non","01/01/1880",14,"Non","Parc Rimbaud",4,24,"Les Aubes","Centre","E","Verdanson","Parc","Parc (sup Ó 1ha)","01/01/1880","64 Rue St AndrÚ de Novigens",11624,55,2324,150,1012,0,0,0,"Oui","Oui","Oui","platane. Baliveaux: FrÛnes, Aulnes",1,1,35076,"N11",1,"SEV",1,"SEV",33676,1,"Prestige",0,0,172,0,4965,,0,0,"725730,029522","147646,27106223",3387,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",20130,0,23517,172,1,2,1,3,0,"Centre","Oui",1,"Portail","Oui",1,"Circulations Ó modifier","Oui",,,"8 - Rimbaud (233 m)",0,"Oui","Parc Rimbaud","3,894417","43,618053"
"Non","Non","19770101",16,"Non","Parc Sainte Odile",3,19,"Boutonnet","Centre","E","Verdanson","Parc","Parc (sup Ó 1ha)",,"route de Mende",204,10,100,180,1284,0,0,0,"Non","Non","Non","arbousier",1,1,35117,"J12",1,"SEV",1,"SEV",33716,2,"Normal",260,0,0,0,0,,0,8036,"723918,03958936","148285,51252222",60,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",10074,0,10134,0,3,1,2,2,0,"Centre","Oui",1,"Portail","Oui",1,"Circulations Ó modifier","Oui",39416,"1 - Boutonnet (362 m)","La Ronde - Major Flandres (366 m)",0,"Oui","Parc Ste Odile","3,872119","43,624113"
"Non","Non","01/01/1779",18,"Non","Esplanade Charles de Gaulle",3,30,"ComÚdie","Centre","A","Ecusson","Parc","Parc (sup Ó 1ha)","01/01/1779","Bd Sarrail",4950,600,120,0,0,0,0,0,"Oui","Non","Oui","155 platanes, 2 trachycarpus fortunei, 27 c humilis, 1 brahea armata",2,2,34443,"L10",1,"SEV",1,"SEV",33675,1,"Prestige",630,0,0,0,0,,30,0,"724655,02760605","146786,41667483",18088,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",6300,0,24388,30,3,3,0,4,3,"Centre","Non",0,"Pas de fermeture","Oui",0,"Pas d'Úvolution possible","Oui",,"1 - ComÚdie (249 m)","9 - Corum (426 m)",0,"Non","Esplanade de Gaulle","3,8809","43,610497"
"Non","Non","18991231",19,"Non","Jardin du Champ de Mars",3,30,"ComÚdie","Centre","A","Ecusson","Parc","Parc (sup Ó 1ha)","18991231","AllÚe du 2Þme GÚnie",8404,158,3340,400,9144,0,0,35,"Non","Oui","Oui","savonnier, liquidambar, magnolia grandifolia.Arbre collection (2000-2006) Quercus: cerris;hipanica'wageningen';castaenifolia;coccinea;agrifolia; petraea columnare;myrsinifolia;imbricaria;falcata;pubescent fastigiÚ;juglans 'guillot';calocedrus deccurrens;",1,1,34443,"L10",1,"SEV",1,"SEV",33878,1,"Prestige",1597,0,0,0,0,,0,0,"724751,93333214","146876,91106763",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",23043,0,23043,0,4,4,0,3,4,"Centre","Non",0,"Pas de fermeture","Oui",0,"Pas d'Úvolution possible","Oui",39849,"1 et 2 - Corum (343 m)","9 - Corum (304 m)",0,"Oui","Jardin Champ de Mars","3,882121","43,611295"
"Non","Non","19840101",20,"Non","Parc des Pastourelles",4,26,"La Pompignane","Port Marianne","L","Port Marianne","Parc","Parc (sup Ó 1ha)","01/01/1850","Rue Jules Isaac",7700,0,0,300,2325,0,0,0,"Non","Oui","Non",,1,0,35117,"N12",1,"SEV",1,"SEV",33676,2,"Normal",0,5,0,0,0,,0,0,"726129,42405471","147967,67855724",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",10330,0,10330,0,3,2,2,2,1,"Est","Oui",2,"Tourniquet","Non",0,"Pas d'Úvolution possible","Non",39680,,"8 - Palombes (181 m)",0,"Oui","Parc Pastourelles","3,899439","43,620877"
"Non","Non","19790101",21,"Non","Parc Tastavin",6,10,"Lemasson","Croix d'Argent","W","Croix d'Argent","Parc","Parc (sup Ó 1ha)","01/01/1850","Ave Villeneuve d'AngoulÛme",300,0,710,0,3651,0,0,206,"Non","Non","Oui","128 platanes",1,1,35117,"J7",1,"SEV",1,"SEV",33717,1,"Prestige",0,0,128,0,0,,0,0,"723739,36308788","145176,64650034",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",4661,0,4661,128,2,3,0,3,2,"Sud","Non",0,"Pas de fermeture","Oui",0,"Pas d'Úvolution possible","Oui",39735,"2 - Mas Drevon (98 m)","5 - Mas Drevon (123 m)",0,"Oui","Parc Tastavin","3,869188","43,596163"
"Non","Non","19760101",22,"Non","Parc de la Rauze",5,14,"Les Aiguerelles","PrÞs d'ArÞnes","I","PrÞs d'ArÞnes","Parc","Parc (sup Ó 1ha)","19760101","Rue du Dr Fourcarde",0,0,2390,400,2000,0,0,95,"Non","Oui","Non","pin, cÞdre, tilleul, cyprÞs, micocoulier, abiÞs, mÚlia, eucalyptus, magnolia",1,0,35117,"N6",1,"SEV",1,"SEV",33717,2,"Normal",0,0,0,70,20150,,0,0,"725900,1926137","144626,00756431",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",24940,0,24940,70,2,0,0,3,1,"Sud","Oui",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39596,,"16 - Garcia Lorca (286 m)",0,"Oui","Parc la Rauze","3,895816","43,590843"
"Non","Non","19911101",35,"Non","Parc Georges Brassens",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Parc","Parc (sup Ó 1ha)","19911101","Rue du ComtÚ de Nice",6129,0,1810,364,6193,0,0,34,"Non","Non","Oui","Pins pignons",0,0,34445,"B15",1,"SEV",1,"SEV",33728,2,"Normal",0,0,0,5,0,,0,414,"719110,48555752","149793,22688322",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",14910,0,14910,5,2,0,0,3,3,"Nord-Ouest","Non",0,"Pas de fermeture","Oui",0,"Pas d'Úvolution possible","Oui",,,"15 - ComtÚ de Nice (136 m)",0,"Oui","Parc Brassens","3,812892","43,638472"
