"RÚgIE_ENTR","PROJET_O_N","DOM_PUBLIC","DOSSIER","O_N","NOM","CANTON","SS_QUARTIE","QUARTIER","QUARTIER0","SECTEUR","LIBSECTEUR","CAT?GORIE","LIBCATÚgOR","DATE_CR?AT","ADRESSE","PELOUSES","FLEURS","ARBUSTES","JEUX","ALL?ES","FRICHE","JARDINIERE","HAIES_LONG","WC_O_N","D?POT_JARD","ECLAIRAGE_","V?G?TAUX","BORNE_FONT","BASSINS_FO","DATE_MODIF","COORDONN?E","N_GEST","_LIBGESTI","N_MOEUVRE","_1_LIBGES","DATE_FICHE","GROUPE_ENT","LIBGROUPE","EAU_SURFAC","ROSIERS_SU","FEUILLUS_U","CONIFERE_U","PRAIRIE","AUTEUR_FIC","PALMIERS_Q","BOISEMENT","XCOORD","YCOORD","ALLÚeS_NON","VIVACES","PROPRIÚt?","LIBPROPRI","UNIFIÚe","LIBTYPOLOG","SEV","NON_SEV","TOTALE","ARBRES","HORTICOLE","HISTORIQUE","ECOLOGIE","ACTIVIT?","COMPOSITIO","ZONE","CL¶tURÚ_O_","FERMETURE","LIBFERMETU","HANDICAPÚs","HANDICAP0","LIBEVOLUTI","ACCESSIBIL","MODIFICATI","TRAML1","BUS","MSEC","BALAYAGESE","NOMCOURT","LONGITUDE","LATITUDE"
"Non","Non","19930901",461,"Non","Parc Jacques Roseau",8,4,"La Martelle","Les CÚvennes","H","CÚvennes","Square","Square (inf Ó 1ha)","19930901","CD 5 route de Laverune",1267,0,0,0,0,0,0,0,"Non","Non","Oui",,0,0,35072,"E7",1,"SEV",1,"SEV",33633,3,"Rustique",0,0,0,0,16202,,0,9251,"720966,61909641","145215,00939624",0,0,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",26720,6950,33670,0,2,0,4,3,2,"Nord-Ouest","Non",0,"Pas de fermeture","Non",1,"Circulations Ó modifier","Non",39416,,"La Ronde - La Ronde (Terminus) (146 m)",0,"Non","Parc J Roseau","3,834862","43,596968"
"Oui","Non","19920301",462,"Non","Square Louis Carles (ZAC la Fontaine)",10,3,"Celleneuve","La Mosson","G","Mosson","Square","Square (inf Ó 1ha)","19920301","Rue des Ecoles",0,0,273,0,85,0,0,0,"Non","Non","Oui","8 pins,7 micocouliers, 1 olivier, 1 jujubier ,18 mÚlias",0,0,34451,"D10",1,"SEV",50,"Sariviere",33791,2,"Normal",0,0,9,8,0,,0,0,"720348,29329747","147034,35659658",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",358,0,358,17,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39391,,"15 - Renaudel (189 m)",0,"Non","Sq Carles","3,827612","43,613442"
"Non","Non","19930601",529,"Non","Jardin archÚologique des potiers",3,28,"Les Beaux Arts","Centre","A","Ecusson","Square","Square (inf Ó 1ha)","19930601","rue du faubourg de N¯mes",2251,50,204,0,0,0,267,0,"Non","Non","Oui","7 chamaerops humilis, 17 butia yatay, 7 pins pignon, 17 cyprÞs florentin",0,0,35072,"L10",1,"SEV",1,"SEV",33633,1,"Prestige",0,0,0,24,0,"NobÚcourt",24,0,"724686,03323424","147152,07287991",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",2772,0,2772,48,4,4,1,1,4,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39391,"1 et 2 - Corum (99 m)","9 - Corum (166 m)",0,"Non","Jardin archÚologique","3,881369","43,613782"
"Non","Non","19920101",531,"Non","Parc du Mas Prunet",8,4,"La Martelle","Les CÚvennes","H","CÚvennes","Square","Square (inf Ó 1ha)","01/01/1750","Place de Lascaux",0,0,0,80,1020,0,0,0,"Non","Non","Non",,0,0,35076,"E7",1,"SEV",1,"SEV",33633,2,"Normal",0,0,0,0,3435,,0,2304,"720764,18913062","145391,58382123",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",6839,0,6839,0,3,2,0,1,0,"Nord-Ouest","Oui",2,"Tourniquet","Oui",1,"Circulations Ó modifier","Non",,,"La Ronde - Les Bouisses (111 m)",0,"Oui","Parc Mas Prunet","3,832395","43,59859"
"Non","Non","19960101",536,"Non","Parc Rachel",2,17,"H¶pitaux-FacultÚs","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Square","Square (inf Ó 1ha)","01/01/1750","Impasse ville Hardouin",0,0,200,0,0,0,0,0,"Non","Non","Non","Pin d'Alep, chÛne vert",0,0,35069,"H14",1,"SEV",1,"SEV",33633,3,"Rustique",0,0,0,0,0,"Galtier",0,6600,"722621,68901922","149352,00102839",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",6800,0,6800,0,2,4,1,0,3,"Nord-Ouest","Oui",1,"Portail","Non",3,"Plusieurs amÚnagements Ó modifier","Non",37056,"1 - H¶pital Lapeyronie (393 m)","La Navette - Gascogne (284 m)",0,"Non","Parc Rachel","3,856302","43,633926"
"Non","Non","19950615",554,"Non","Square des hibiscus",7,9,"Estanove","Croix d'Argent","W","Croix d'Argent","Square","Square (inf Ó 1ha)","19950615","rue des hibiscus",0,0,100,0,270,0,0,0,"Non","Non","Non","Prunus serrulata,Pinus pinea",0,0,35178,"H6",1,"SEV",1,"SEV",33633,3,"Rustique",0,0,15,8,1100,"Galtier",0,0,"722788,90920384","144760,75066719",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",1470,0,1470,23,0,0,0,0,0,"Sud","Oui",2,"Tourniquet","Oui",2,"Fermeture Ó modifier","Non",,,"6 - Ronceray (142 m)",0,"Oui","Sq Hibiscus","3,857323","43,592579"
"Oui","Non","19700801",562,"Non","Square Bernard Chely",7,9,"Estanove","Croix d'Argent","W","Croix d'Argent","Square","Square (inf Ó 1ha)","19700801","rue de Font-Couverte",0,0,100,500,314,0,0,100,"Non","Non","Non",,0,0,34862,"H7",1,"SEV",50,"Sariviere",33633,2,"Normal",0,0,6,0,0,"G. AggÚri",0,0,"722716,91308413","145296,56996398",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",914,0,914,6,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"6 - Croix d'Argent (436 m)",0,"Oui","Sq Chely","3,856554","43,597413"
"Non","Non","19910101",575,"Non","Square Fabre de Morlhon",5,12,"PrÞs d'ArÞnes","PrÞs d'ArÞnes","I","PrÞs d'ArÞnes","Square","Square (inf Ó 1ha)","19910101","rue Fabre de Morlhon",1864,0,420,56,100,0,0,30,"Non","Non","Non","12 cyprÞs florentin, 1 peuplier, 1 micocoulier,",1,0,34745,"K6",1,"SEV",1,"SEV",33793,2,"Normal",0,0,2,12,0,,0,0,"724448,4985911","144976,94923398",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",2440,0,2440,14,0,0,0,0,0,"Sud","Oui",2,"Tourniquet","Non",3,"Plusieurs amÚnagements Ó modifier","Non",39148,"2 - Saint-ClÚophas (175 m)","12 - AlizÚs (165 m)",0,"Oui","Sq Morlhon","3,877923","43,594247"
"Non","Non","19920701",589,"Non","Square de la Providence",1,21,"Centre historique","Centre","A","Ecusson","Square","Square (inf Ó 1ha)","19920701","rue de la Providence",0,0,0,0,0,0,0,0,"Non","Non","Non","MÚlia",0,0,34451,"K10",1,"SEV",1,"SEV",33889,2,"Normal",0,0,1,0,0,,0,0,"724203,8168879","147151,12694549",230,42,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",42,0,272,1,1,2,0,0,1,"Centre","Non",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",40000,"1 - Louis Blanc (241 m)","6 - Peyrou (366 m)",0,"Oui","Sq Providence","3,875396","43,613855"
"Non","Non","19911215",635,"Non","Square Albert Camus",6,10,"Lemasson","Croix d'Argent","W","Croix d'Argent","Square","Square (inf Ó 1ha)","19911215","Avenue Villeneuve d'AngoulÛme",467,0,522,0,0,0,0,100,"Non","Non","Oui","1 olivier, 3 cyprÞs florentins",0,1,34879,"J7",1,"SEV",1,"SEV",33728,1,"Prestige",0,0,0,0,0,,0,0,"723789,49761212","145232,87704639",3399,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",989,0,4388,0,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Oui",0,"Pas d'Úvolution possible","Oui",,"2 - Mas Drevon (165 m)","5 - SabathÚ (165 m)",0,"Oui","Sq Camus","3,869822","43,596661"
"Non","Non","19911215",636,"Non","AllÚe Bonafos",6,10,"Lemasson","Croix d'Argent","W","Croix d'Argent","Square","Square (inf Ó 1ha)","19911215","Avenue Villeneuve d'AngoulÛme",680,0,506,0,0,0,0,0,"Non","Non","Non","buis, troÛnes boule",0,0,35072,"J7",1,"SEV",1,"SEV",33728,1,"Prestige",0,0,2,0,0,,0,0,"723864,33153509","145323,7918545",916,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",1186,0,2102,2,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Oui",0,"Pas d'Úvolution possible","Oui",,"2 - Mas Drevon (280 m)","5 - SabathÚ (55 m)",0,"Oui","AllÚe Bonafos","3,87077","43,597466"
"Non","Non","19920305",637,"Non","Placette Le Moulin",3,25,"Antigone","Centre","C","Antigone","Square","Square (inf Ó 1ha)","19920305","Rue du Moulin de Semalen",1100,0,0,0,1500,0,0,0,"Non","Non","Non","15 platanes, 28 tilia, 34 chÛne roug",0,0,34862,"N10",1,"SEV",1,"SEV",33784,2,"Normal",0,0,77,0,0,,0,0,"725888,42098537","146778,84919947",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",2600,0,2600,77,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Pompignane (243 m)","8 - LÚon Bum (240 m)",0,"Non","Placette Le Moulin","3,896096","43,6103"
"Oui","Non","19910301",644,"Non","Quai Louis Le Vau (place ANPE)",10,3,"Celleneuve","La Mosson","G","Mosson","Square","Square (inf Ó 1ha)","19910301","Quai Louis Le Vau, ZAC de la Fontaine",292,0,0,0,0,0,0,0,"Non","Non","Oui","14 micocouliers, 19 tulipiers, 7 Úrables champÛtre, 24 cyprÞs de Provence",0,1,34862,"D10",1,"SEV",50,"Sariviere",33792,2,"Normal",0,0,40,24,0,,0,0,"719964,87454607","147140,93187452",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",292,0,292,64,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39119,,"15 - Renaudel (213 m)",0,"Non","Quai Le Vau","3,822887","43,614464"
"Non","Non",,650,"Non","Square de l'Intendance du Languedoc",1,21,"Centre historique","Centre","A","Ecusson","Square","Square (inf Ó 1ha)","20040501","entre le 6 et le 8 rue d'Aigrefeuille",0,0,0,0,270,0,0,0,"Non","Non","Oui","1 if, 1 micocoulier, 4 poiriers",0,2,33962,"K10",1,"SEV",1,"SEV",33843,2,"Normal",20,0,5,1,0,"OMR",0,0,"724252,79527007","146980,12302319",0,130,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",420,0,420,6,0,0,0,0,0,"Centre","Oui",0,"Pas de fermeture","Oui",0,"Pas d'Úvolution possible","Oui",39825,"1 - Louis Blanc (321 m)","6 - Peyrou (267 m)",0,"Oui","Sq Intendance","3,875964","43,612308"
"Non","Non","19930401",666,"Non","Espaces verts Rabelais",3,25,"Antigone","Centre","C","Antigone","Square","Square (inf Ó 1ha)","19930401","rue de MontrÚal/ place Acadie / rue Cavelier de la Salle",1010,0,1650,0,0,0,0,0,"Non","Non","Non",,0,0,34451,"M9",1,"SEV",1,"SEV",33924,2,"Normal",1,0,0,0,0,,0,0,"725412,09045319","146287,9092357",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",2661,0,2661,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Voltaire (240 m)","12 - Quai Laffite (256 m)",0,"Non","EV Rabelais","3,89016","43,605882"
"Non","Non","19930208",678,"Non","Place Romain Rolland (Cardinal Verdier)",6,10,"Lemasson","Croix d'Argent","W","Croix d'Argent","Square","Square (inf Ó 1ha)","19930208","place du Cardinal Verdier",0,0,650,0,0,0,0,0,"Non","Non","Non","27 tilia, 11 pins, 1 platane, 1olivvier",0,0,35102,"J7",1,"SEV",1,"SEV",34019,2,"Normal",0,0,29,11,0,,0,0,"723857,28957886","145186,84157131",1560,0,1,"Ville de Montpellier","Accompagnement d'habitations","Accompagnement d'habitations",650,0,2210,40,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",37006,"2 - Mas Drevon (167 m)","5 - SabathÚ (162 m)",0,"Non","Pl R Rolland","3,87065","43,596235"
"Oui","Non","19930501",679,"Non","Esplanade Pierre Paraf",8,8,"Pas du Loup","Croix d'Argent","W","Croix d'Argent","Square","Square (inf Ó 1ha)","19930501","Avenue Maurice PlanÞs",2470,0,1610,10,1510,0,0,100,"Non","Non","Oui","33 celtis, 12 cyprÞs, 6 pins, 6 albizzias",0,1,35080,"G6",1,"SEV",50,"Sariviere",34024,2,"Normal",0,0,39,12,0,,0,0,"721865,36189885","145040,22173627",0,200,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",5800,0,5800,51,1,0,0,3,1,"Sud","Oui",3,"Tourniquet handicapÚ","Non",0,"Pas d'Úvolution possible","Oui",,,"6 - VÚga (58 m)",0,"Oui","Esplanade Paraf","3,845951","43,595247"
"Non","Non","19940101",684,"Non","Plan CavaillÚ Coll",1,21,"Centre historique","Centre","A","Ecusson","Square","Square (inf Ó 1ha)","19940101","rue de la verrerie basse",0,0,230,0,100,0,0,0,"Non","Non","Non","4 figuiers, 1 pergola, 6 cupressus sempervirens stricta",0,0,35072,"K10",1,"SEV",1,"SEV",34108,2,"Normal",0,0,4,24,0,,0,0,"724454,38440527","147118,96517522",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",330,0,330,28,3,2,1,1,2,"Centre","Oui",3,"Tourniquet handicapÚ","Oui",1,"Circulations Ó modifier","Oui",,"1 - Louis Blanc (137 m)","9 - Corum (400 m)",0,"Oui","Plan CavaillÚ Coll","3,878492","43,613524"
"Non","Non","19930201",693,"Non","Place de Sparte",3,25,"Antigone","Centre","C","Antigone","Square","Square (inf Ó 1ha)","19930201","Rue LÚon Blum",1400,0,0,0,0,0,0,0,"Non","Non","Non","4 gikgo",0,0,34862,"M9",1,"SEV",1,"SEV",34204,2,"Normal",1,0,4,0,0,,0,0,"725368,57746989","146592,39501499",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",1401,0,1401,4,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - LÚon Blum (101 m)","8 - H¶tel de Ville (253 m)",0,"Non","Place de Sparte","3,889692","43,60863"
"Oui","Non","19941015",709,"Non","Square Joseph Delteil",7,5,"Alco","Les CÚvennes","H","CÚvennes","Square","Square (inf Ó 1ha)","19941015","Rue des araucarias / rue du Lyciet",0,0,500,0,2700,0,0,0,"Non","Non","Non","11Tilleuls en alignement, 21 Pins pignons, 22 cyprÞs",1,0,35256,"E11",1,"SEV",47,"UPEE7",34359,3,"Rustique",0,0,11,43,0,"Michel Galtier",0,0,"721224,75408914","147346,83026652",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",3200,0,3200,54,1,0,0,2,1,"Nord-Ouest","Oui",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",39847,,"6 - BelvÚdÞre (147 m)",0,"Oui","Sq Delteil","3,83854","43,616111"
"Non","Non","19950215",724,"Non","Square Ferdinand de Lesseps",5,12,"PrÞs d'ArÞnes","PrÞs d'ArÞnes","I","PrÞs d'ArÞnes","Square","Square (inf Ó 1ha)","19950215","rue Ferdinand de Lesseps",0,0,0,40,0,0,0,0,"Non","Non","Non","1 gleditsia, 7 populus pyramidaux, 1 marronnier rouge 'briotti', 9 Úrables champetre, 5 judÚe, 3 magnolias, 9 aulnes, 20 moyens et 2 gros ailanthes, 1 sophora, 2 cyprÞs, 1 tilleul touffe",0,0,35076,"K6",1,"SEV",1,"SEV",34407,2,"Normal",0,0,61,2,685,,0,0,"724505,3597601","144876,04956256",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",725,0,725,63,0,0,0,0,0,"Sud","Oui",1,"Portail","Non",0,"Pas d'Úvolution possible","Non",,"2 - Saint-ClÚophas (274 m)","12 - AlizÚs (135 m)",0,"Non","Sq de Lesseps","3,878603","43,59333"
"Oui","Non","19940503",725,"Non","Parc du Mas de Costebelle",4,27,"MillÚnaire","Port Marianne","L","Port Marianne","Square","Square (inf Ó 1ha)","01/01/1750","rue des frÞres LumiÞre/ rue Henri Pequet",0,0,0,60,200,0,0,0,"Non","Non","Non","buis taillÚs",0,0,35076,"O10",1,"SEV",47,"UPEE7",34407,2,"Normal",0,0,0,0,0,"DD",0,1855,"726347,93490564","146825,72550515",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",2115,0,2115,0,2,3,1,1,2,"Est","Oui",1,"Portail","Non",1,"Circulations Ó modifier","Non",,,"9 - PainlevÚ (55 m)",0,"Oui","Parc Costebelle","3,901878","43,610562"
"Non","Non","19940915",756,"Non","Square d'Arsonval",6,11,"Croix d'Argent","Croix d'Argent","W","Croix d'Argent","Square","Square (inf Ó 1ha)","19940915","193 rue Georges Brassens",0,0,586,0,300,0,0,100,"Non","Non","Non",,0,0,35347,"i6",1,"SEV",1,"SEV",34536,2,"Normal",0,0,0,0,1000,"Franþois Vouaux",0,0,"723339,12772457","145016,15296048",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",1886,0,1886,0,0,0,0,0,0,"Sud","Oui",1,"Portail","Non",0,"Pas d'Úvolution possible","Non",,"2 - Croix d'Argent (242 m)",,0,"Oui","Sq d'Arsonval","3,864194","43,594786"
"Non","Non","19950517",774,"Non","Square du chai MoliÞre",7,9,"Estanove","Croix d'Argent","W","Croix d'Argent","Square","Square (inf Ó 1ha)","19950517","rue des hibiscus",0,0,250,40,16,0,0,16,"Non","Non","Non","4 acacias, 1 orme, 5 pins, 1 cyprÞs",0,0,35347,"H6",1,"SEV",1,"SEV",34836,2,"Normal",0,0,5,6,0,"Odile Rabaud",0,75,"722598,35597021","144688,01882071",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",381,0,381,11,0,0,0,0,0,"Sud","Non",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",,,"6 - Ave de Toulouse (107 m)",0,"Oui","Sq chai MoliÞre","3,854947","43,591956"
"Non","Non","19950501",777,"Non","Pavillon de l'H¶tel de Ville",3,30,"ComÚdie","Centre","A","Ecusson","Square","Square (inf Ó 1ha)","19000615","Esplanade Charles de Gaulle",500,5,250,0,440,0,0,152,"Non","Non","Oui","4 marronniers, 2 trachicarpus, 11 buis des BalÚares, haie de 184 cyprÞs de leyland, 2 chamaerops humilis.",0,1,35347,"L10",1,"SEV",1,"SEV",34865,1,"Prestige",0,0,26,4,0,"Grousset Michel, Lardat",4,0,"724702,84984615","146712,84399775",0,0,1,"Ville de Montpellier","Accompagnement de bÔtiments publics","Accompagnement de bÔtiments publics",1195,0,1195,34,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - ComÚdie (209 m)","5 - Observatoire (424 m)",0,"Oui","Pavillon H¶tel Ville","3,881476","43,609826"
"Oui","Non","19960616",778,"Non","Square G.S. Blaise Pascal",4,27,"MillÚnaire","Port Marianne","L","Port Marianne","Square","Square (inf Ó 1ha)","19960616","Rue Louis LÚpine",0,0,75,0,250,0,0,0,"Non","Non","Oui","12 muriers blancs, 14 cyprÞs.",0,0,35072,"P10",1,"SEV",47,"UPEE7",34866,2,"Normal",0,0,12,14,0,"Lugan",0,0,"726851,48732834","146991,3691324",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",325,0,325,26,2,0,0,3,2,"Est","Non",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",39293,,"12 - Franþois Couperin (120 m)",0,"Oui","Sq Pascal","3,908153","43,611967"
"Non","Non","19950713",781,"Non","Espace de la petite Corraterie Saint-Germain",1,21,"Centre historique","Centre","A","Ecusson","Square","Square (inf Ó 1ha)","19950713","Rue Cardinal de CabriÞres",0,0,0,70,0,0,0,0,"Non","Non","Non","2 micocouliers",0,0,34893,"K10",2,"AgglomÚration",1,"SEV",34893,2,"Normal",0,0,2,0,0,"AggÚri",0,0,"724171,44490999","147090,58714263",0,0,2,"Autre entitÚ publique","Accompagnement de bÔtiments publics","Accompagnement de bÔtiments publics",70,0,70,2,0,2,0,0,0,"Centre","Non",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",39749,"1 - Louis Blanc (298 m)",,0,"Non","Sq de la CathÚdrale","3,874981","43,613315"
"Non","Oui","19850701",783,"Non","Square Camille Ernst (ex J-S Bach)",3,28,"Les Beaux Arts","Centre","0","Pas de secteur","Square","Square (inf Ó 1ha)","01/07/1870","Avenue de Castelnau",0,0,0,62,200,0,0,0,"Non","Non","Non",,0,0,34997,,0,"Sans",0,"Sans",34997,3,"Rustique",0,0,0,0,1090,"Michel Bonnet",0,0,0,0,0,56,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",1408,0,1408,0,0,0,0,0,0,"Sans","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",40070,,,0,"Non","Square Jean-SÚbastie","3,878576","43,618551"
"Oui","Non","19960615",792,"Non","Parc du Mas Vanneau",7,5,"Alco","Les CÚvennes","H","CÚvennes","Square","Square (inf Ó 1ha)","01/01/1750","Avenue du prof. Louis Ravaz",0,0,260,0,500,0,0,0,"Non","Non","Non",,0,0,35093,"F12",1,"SEV",47,"UPEE7",35072,3,"Rustique",0,0,0,0,300,"Aggeri",0,450,"721584,83979153","148201,95498182",400,150,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",1660,0,2060,0,3,2,0,1,2,"Nord-Ouest","Oui",1,"Portail","Non",0,"Pas d'Úvolution possible","Non",40065,,"16 - Sainte-GeneviÞve (161 m)",0,"Oui","Parc Mas Vanneau","3,843194","43,623748"
"Oui","Non","19970315",794,"Non","Jardin des Amandiers",10,4,"La Martelle","Les CÚvennes","H","CÚvennes","Square","Square (inf Ó 1ha)","19970315","Rue des bouisses",0,0,160,0,100,0,0,0,"Non","Non","Oui","18 amandiers, 13 oliviers, 7 cyprÞs",0,0,35079,"E9",1,"SEV",47,"UPEE7",35079,3,"Rustique",0,0,31,7,1550,"Aggeri",0,0,"720712,58315284","146351,18173799",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",1810,0,1810,38,2,1,1,1,2,"Nord-Ouest","Non",0,"Pas de fermeture","Non",1,"Circulations Ó modifier","Oui",39847,,"7 - Monsieur Teste (60 m)",0,"Oui","Jardin des Amandiers","3,831971","43,607234"
"Non","Non",,836,"Non","Parc Georges Clemenceau",1,22,"Gambetta","Centre","B","Peyrou","Square","Square (inf Ó 1ha)","19500101","22 Avenue Georges Clemenceau",8567,120,175,253,1560,0,0,60,"Non","Non","Non","45 arbres fruitiers + 10 pins pignon",0,0,,"J8",1,"SEV",1,"SEV",35710,2,"Normal",0,0,45,10,120,"P Croze",0,0,"723942,52878044","146046,38064724",0,47,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",10842,0,10842,55,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39202,"2 - Rondelet (292 m)","7 - LycÚe Clemenceau (85 m)",0,"Oui","Parc Clemenceau","3,871904","43,603957"
"Non","Non","19980224",842,"Non","Square des CÚtoines",3,18,"Aiguelongue","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Square","Square (inf Ó 1ha)","19980224","Rue des CÚtoines",0,0,0,0,0,0,0,0,"Non","Non","Non","6 pins parasols, 15 amandiers, 1 robinier",0,0,,"K13",1,"SEV",1,"SEV",35850,3,"Rustique",0,0,16,6,1478,"OMR",0,0,"724048,26322779","148738,08959008",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",1478,0,1478,22,0,0,0,0,0,"Nord-Ouest","Oui",0,"Pas de fermeture","Non",1,"Circulations Ó modifier","Non",39666,,"La Ronde - Major Flandres (109 m)",0,"Non","Sq CÚtoines","3,873836","43,628163"
"Oui","Non","19980706",853,"Non","Square AndrÚ Gabriel Vedel",4,27,"MillÚnaire","Port Marianne","L","Port Marianne","Square","Square (inf Ó 1ha)","19980706","Rue Hippolyte Fizeau",160,0,68,91,95,0,0,0,"Non","Non","Non","7 pommiers Ó fleurs",0,0,,"Q11",1,"SEV",47,"UPEE7",36004,2,"Normal",0,0,7,6,0,"Rabaud",0,0,"727257,81871346","147405,79351201",0,154,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",568,0,568,13,0,0,0,0,0,"Est","Non",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",39168,,"12 - Alfred Nobel (167 m)",0,"Oui","Sq Vedel","3,913285","43,615627"
"Oui","Non","19981125",857,"Non","Parc Mas de Neuville",10,5,"Alco","Les CÚvennes","H","CÚvennes","Square","Square (inf Ó 1ha)","19981125","Avenue du chÔteau d'È",0,0,900,300,700,0,0,0,"Non","Non","Non","10 cerisiers Burlat, 4 abricotiers, 34 amandiers, 26 frÛnes, 4 tilleuls, 8 aulnes, 9 peupliers blancs. Arbustes = frÛnes, tilleuls, jujubiers, chÛnes blancs, noisetiers, acacias, miscanthus, cannes de Provence, chÞvrefeuille, vigne vierge.à",0,0,,"F13",1,"SEV",47,"UPEE7",36166,2,"Normal",0,0,95,0,3950,"Martin-Rabaud",0,200,"721424,66156314","148490,67518745",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",6050,0,6050,95,0,0,2,3,0,"Nord-Ouest","Oui",6,"Chicane anticyclos","Oui",0,"Pas d'Úvolution possible","Oui",39847,,"7 - PlÚiade (327 m)",0,"Oui","Parc Mas Neuville","3,841274","43,626373"
"Non","Non","19990226",860,"Non","Square Adamantios Korais",3,25,"Antigone","Centre","C","Antigone","Square","Square (inf Ó 1ha)","19990226","AllÚe du nouveau monde",2267,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,,"M9",1,"SEV",1,"SEV",36243,2,"Normal",0,0,0,0,0,"M. Bonnet",0,0,"725155,21670636","146467,32146395",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",2267,0,2267,0,0,1,1,1,1,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Oui",,"1 - Antigone (129 m)","8 - H¶tel de Ville (296 m)",0,"Non","Sq Korais","3,887021","43,60754"
